tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step7_2025-09-22,30,2025-09-22,BTCUSDT;ETHUSDT;XRPUSDT;ADAUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;WLFIUSDT;BIOUSDT;PIPPINUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ZECUSDT,inplay_breakout,100.00,101.00,2,1.00,inf,1.000,0.4980,0.0000,0.0597
