symbol,horizon_bars,horizon_hours,events,best_return_pct,avg_top_return_pct,avg_pre_ret_4h_pct,avg_ma_gap_4h_pct,avg_vol_ratio_4h,avg_compression_1h_vs_24h
BTCUSDT,72,6.0,5,11.724537540357582,10.337694551826777,-4.69988674403194,-4.140871663737714,6.080656087938094,2.2003675223772055
