base_exit_slippage_bps,base_generated_signals,base_gross_loss_r,base_gross_profit_r,base_maker_fee_bps,base_max_drawdown_r,base_net_r,base_placed_signals,base_profit_factor,base_taker_fee_bps,base_trades,base_unfilled,base_unfilled_rate,base_winrate,gate_folds_positive,gate_passed,gate_reasons,gate_stress_net_r,gate_stress_pf,gate_stress_trades,gate_stress_unfilled_rate,gate_symbol_concentration,offset_atr,stress_exit_slippage_bps,stress_generated_signals,stress_gross_loss_r,stress_gross_profit_r,stress_maker_fee_bps,stress_max_drawdown_r,stress_net_r,stress_placed_signals,stress_profit_factor,stress_taker_fee_bps,stress_trades,stress_unfilled,stress_unfilled_rate,stress_winrate,validity_bars
2.0,1239,24.0171,35.7936,1.0,5.1767,11.7765,103,1.4903381340794684,6.0,67,36,0.34951456310679613,0.5223880597014925,3,False,concentration_0.364,10.1494,1.409671,67,0.349515,0.363568,0.4,5.0,1239,24.7745,34.923899999999996,2.0,5.333800000000001,10.1494,103,1.4096712345355102,10.0,67,36,0.34951456310679613,0.5074626865671642,24
