tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step2_2025-04-25,30,2025-04-25,SOLUSDT;XRPUSDT;DOGEUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;BIOUSDT;PIPPINUSDT;AGLDUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;AXSUSDT,inplay_breakout,100.00,103.41,216,3.41,1.067,0.560,0.4493,-0.5365,8.4556
