entry_ts,exit_ts,r,side,pair,mode,side_sleeve,cost
1725404400.0,1725408000.0,-1.1627,long,EURJPY,standard_00_50,long,base
1726016400.0,1726023600.0,-1.1477,long,EURJPY,standard_00_50,long,base
1726185600.0,1726192800.0,-1.1255,long,EURJPY,standard_00_50,long,base
1726214400.0,1726232400.0,-1.1438,long,EURJPY,standard_00_50,long,base
1726459200.0,1726466400.0,-1.1875,long,EURJPY,standard_00_50,long,base
1726812000.0,1726826400.0,2.3713,long,EURJPY,standard_00_50,long,base
1728291600.0,1728338400.0,-1.1648,long,EURJPY,standard_00_50,long,base
1728352800.0,1728450000.0,2.3304,long,EURJPY,standard_00_50,long,base
1728982800.0,1729033200.0,-1.23,long,EURJPY,standard_00_50,long,base
1729170000.0,1729476000.0,-1.2015,long,EURJPY,standard_00_50,long,base
1729479600.0,1729494000.0,2.2346,long,EURJPY,standard_00_50,long,base
1729753200.0,1729760400.0,-1.202,long,EURJPY,standard_00_50,long,base
1730286000.0,1730296800.0,2.3031,long,EURJPY,standard_00_50,long,base
1730358000.0,1730361600.0,-1.1532,long,EURJPY,standard_00_50,long,base
1730851200.0,1730862000.0,-1.1838,long,EURJPY,standard_00_50,long,base
1730894400.0,1731038400.0,-1.1096,long,EURJPY,standard_00_50,long,base
1731085200.0,1731290400.0,2.3593,long,EURJPY,standard_00_50,long,base
1732006800.0,1732032000.0,2.3861,long,EURJPY,standard_00_50,long,base
1732114800.0,1732118400.0,-1.1611,long,EURJPY,standard_00_50,long,base
1732683600.0,1732687200.0,-1.1768,long,EURJPY,standard_00_50,long,base
1732834800.0,1732838400.0,-1.2334,long,EURJPY,standard_00_50,long,base
1733140800.0,1733148000.0,-1.1339,long,EURJPY,standard_00_50,long,base
1734674400.0,1734685200.0,-1.1533,long,EURJPY,standard_00_50,long,base
1735621200.0,1735635600.0,2.2862,long,EURJPY,standard_00_50,long,base
1735833600.0,1736150400.0,2.3872,long,EURJPY,standard_00_50,long,base
1736499600.0,1736514000.0,-1.2088,long,EURJPY,standard_00_50,long,base
1736992800.0,1737043200.0,-1.157,long,EURJPY,standard_00_50,long,base
1738728000.0,1738749600.0,-1.165,long,EURJPY,standard_00_50,long,base
1738839600.0,1738846800.0,-1.1693,long,EURJPY,standard_00_50,long,base
1739455200.0,1739469600.0,-1.1343,long,EURJPY,standard_00_50,long,base
1740016800.0,1740020400.0,-1.1779,long,EURJPY,standard_00_50,long,base
1740589200.0,1740592800.0,-1.1536,long,EURJPY,standard_00_50,long,base
1740596400.0,1740646800.0,2.353,long,EURJPY,standard_00_50,long,base
1740668400.0,1740686400.0,-1.1189,long,EURJPY,standard_00_50,long,base
1740708000.0,1740726000.0,2.3975,long,EURJPY,standard_00_50,long,base
1741100400.0,1741111200.0,2.4031,long,EURJPY,standard_00_50,long,base
1741251600.0,1741262400.0,-1.1396,long,EURJPY,standard_00_50,long,base
1741604400.0,1741611600.0,-1.1094,long,EURJPY,standard_00_50,long,base
1741852800.0,1741863600.0,-1.1823,long,EURJPY,standard_00_50,long,base
1741867200.0,1741885200.0,-1.1384,long,EURJPY,standard_00_50,long,base
1742562000.0,1742569200.0,-1.1445,long,EURJPY,standard_00_50,long,base
1743750000.0,1743760800.0,-1.1051,long,EURJPY,standard_00_50,long,base
1743775200.0,1743973200.0,-1.0692,long,EURJPY,standard_00_50,long,base
1744153200.0,1744156800.0,-1.112,long,EURJPY,standard_00_50,long,base
1744725600.0,1744732800.0,-1.1339,long,EURJPY,standard_00_50,long,base
1744891200.0,1744898400.0,-1.1515,long,EURJPY,standard_00_50,long,base
1745323200.0,1745355600.0,2.3159,long,EURJPY,standard_00_50,long,base
1745931600.0,1745946000.0,-1.2511,long,EURJPY,standard_00_50,long,base
1746406800.0,1746432000.0,-1.1934,long,EURJPY,standard_00_50,long,base
1746489600.0,1746518400.0,-1.2551,long,EURJPY,standard_00_50,long,base
1746522000.0,1746529200.0,-1.2356,long,EURJPY,standard_00_50,long,base
1747278000.0,1747285200.0,-1.2208,long,EURJPY,standard_00_50,long,base
1747602000.0,1747605600.0,-1.2583,long,EURJPY,standard_00_50,long,base
1748516400.0,1748570400.0,-1.1935,long,EURJPY,standard_00_50,long,base
1748606400.0,1748613600.0,2.294,long,EURJPY,standard_00_50,long,base
1748937600.0,1748955600.0,2.2645,long,EURJPY,standard_00_50,long,base
1749070800.0,1749106800.0,2.2714,long,EURJPY,standard_00_50,long,base
1750251600.0,1750294800.0,-1.2328,long,EURJPY,standard_00_50,long,base
1750748400.0,1750752000.0,-1.2573,long,EURJPY,standard_00_50,long,base
1750770000.0,1750838400.0,2.2899,long,EURJPY,standard_00_50,long,base
1752058800.0,1752066000.0,-1.2894,long,EURJPY,standard_00_50,long,base
1752069600.0,1752076800.0,-1.2774,long,EURJPY,standard_00_50,long,base
1752192000.0,1752199200.0,2.2103,long,EURJPY,standard_00_50,long,base
1752678000.0,1752685200.0,-1.2067,long,EURJPY,standard_00_50,long,base
1753077600.0,1753099200.0,-1.2073,long,EURJPY,standard_00_50,long,base
1753192800.0,1753214400.0,2.3084,long,EURJPY,standard_00_50,long,base
1753707600.0,1753718400.0,-1.2145,long,EURJPY,standard_00_50,long,base
1753801200.0,1753844400.0,-1.1685,long,EURJPY,standard_00_50,long,base
1753902000.0,1753905600.0,-1.2569,long,EURJPY,standard_00_50,long,base
1753930800.0,1753941600.0,2.2838,long,EURJPY,standard_00_50,long,base
1754049600.0,1754053200.0,-1.2171,long,EURJPY,standard_00_50,long,base
1754060400.0,1754064000.0,-1.1855,long,EURJPY,standard_00_50,long,base
1754326800.0,1754373600.0,-1.2169,long,EURJPY,standard_00_50,long,base
1754575200.0,1754650800.0,2.2884,long,EURJPY,standard_00_50,long,base
1755565200.0,1755597600.0,2.2548,long,EURJPY,standard_00_50,long,base
1755655200.0,1755669600.0,-1.2626,long,EURJPY,standard_00_50,long,base
1755871200.0,1757019600.0,2.2687,long,EURJPY,standard_00_50,long,base
1757397600.0,1757404800.0,-1.3403,long,EURJPY,standard_00_50,long,base
1757908800.0,1757934000.0,2.0547,long,EURJPY,standard_00_50,long,base
1758002400.0,1758006000.0,-1.4329,long,EURJPY,standard_00_50,long,base
1758096000.0,1758099600.0,-1.3639,long,EURJPY,standard_00_50,long,base
1759204800.0,1759212000.0,-1.3369,long,EURJPY,standard_00_50,long,base
1759240800.0,1759298400.0,-1.2449,long,EURJPY,standard_00_50,long,base
1759320000.0,1759453200.0,2.2708,long,EURJPY,standard_00_50,long,base
1760122800.0,1760126400.0,-1.1774,long,EURJPY,standard_00_50,long,base
1760414400.0,1760418000.0,-1.3424,long,EURJPY,standard_00_50,long,base
1760508000.0,1760518800.0,2.2177,long,EURJPY,standard_00_50,long,base
1760630400.0,1760680800.0,-1.2127,long,EURJPY,standard_00_50,long,base
1761642000.0,1761692400.0,-1.2572,long,EURJPY,standard_00_50,long,base
1761922800.0,1761933600.0,-1.2144,long,EURJPY,standard_00_50,long,base
1762236000.0,1762239600.0,-1.3389,long,EURJPY,standard_00_50,long,base
1762250400.0,1762254000.0,-1.2334,long,EURJPY,standard_00_50,long,base
1762304400.0,1762318800.0,2.2346,long,EURJPY,standard_00_50,long,base
1762448400.0,1762506000.0,2.251,long,EURJPY,standard_00_50,long,base
1764046800.0,1764061200.0,-1.4153,long,EURJPY,standard_00_50,long,base
1764295200.0,1764298800.0,-1.3991,long,EURJPY,standard_00_50,long,base
1764327600.0,1764349200.0,2.2503,long,EURJPY,standard_00_50,long,base
1765418400.0,1765461600.0,-1.2331,long,EURJPY,standard_00_50,long,base
1765465200.0,1765544400.0,2.2656,long,EURJPY,standard_00_50,long,base
1765778400.0,1765810800.0,2.1991,long,EURJPY,standard_00_50,long,base
1765854000.0,1765861200.0,-1.297,long,EURJPY,standard_00_50,long,base
1766059200.0,1766066400.0,-1.2984,long,EURJPY,standard_00_50,long,base
1766480400.0,1766538000.0,-1.2554,long,EURJPY,standard_00_50,long,base
1766559600.0,1766584800.0,-1.2817,long,EURJPY,standard_00_50,long,base
1767024000.0,1767189600.0,2.2787,long,EURJPY,standard_00_50,long,base
1767582000.0,1767600000.0,-1.3039,long,EURJPY,standard_00_50,long,base
1767700800.0,1767762000.0,-1.328,long,EURJPY,standard_00_50,long,base
1768377600.0,1768381200.0,-1.3601,long,EURJPY,standard_00_50,long,base
1768572000.0,1768575600.0,-1.2442,long,EURJPY,standard_00_50,long,base
1769194800.0,1769378400.0,-1.1025,long,EURJPY,standard_00_50,long,base
1769410800.0,1769414400.0,-1.1181,long,EURJPY,standard_00_50,long,base
1769425200.0,1769490000.0,2.3969,long,EURJPY,standard_00_50,long,base
1769504400.0,1769544000.0,2.3164,long,EURJPY,standard_00_50,long,base
1770336000.0,1770368400.0,2.2951,long,EURJPY,standard_00_50,long,base
1770739200.0,1770768000.0,-1.1783,long,EURJPY,standard_00_50,long,base
1770829200.0,1770861600.0,-1.1289,long,EURJPY,standard_00_50,long,base
1771311600.0,1771315200.0,-1.2691,long,EURJPY,standard_00_50,long,base
1771862400.0,1771894800.0,2.2099,long,EURJPY,standard_00_50,long,base
1772092800.0,1772118000.0,-1.3015,long,EURJPY,standard_00_50,long,base
1772550000.0,1772668800.0,-1.1623,long,EURJPY,standard_00_50,long,base
1773280800.0,1773298800.0,-1.3646,long,EURJPY,standard_00_50,long,base
1773900000.0,1773903600.0,-1.2977,long,EURJPY,standard_00_50,long,base
1774569600.0,1774623600.0,2.1784,long,EURJPY,standard_00_50,long,base
1774857600.0,1774861200.0,-1.2809,long,EURJPY,standard_00_50,long,base
1775221200.0,1775224800.0,-1.4779,long,EURJPY,standard_00_50,long,base
1777863600.0,1777971600.0,2.3162,long,EURJPY,standard_00_50,long,base
1778763600.0,1778824800.0,-1.3082,long,EURJPY,standard_00_50,long,base
1779458400.0,1779469200.0,2.0401,long,EURJPY,standard_00_50,long,base
1779757200.0,1779778800.0,1.9201,long,EURJPY,standard_00_50,long,base
1779940800.0,1779966000.0,2.0207,long,EURJPY,standard_00_50,long,base
1780322400.0,1780372800.0,2.0521,long,EURJPY,standard_00_50,long,base
1781172000.0,1781179200.0,-1.4421,long,EURJPY,standard_00_50,long,base
1781578800.0,1781589600.0,-1.4666,long,EURJPY,standard_00_50,long,base
1782205200.0,1782208800.0,-1.356,long,EURJPY,standard_00_50,long,base
1782216000.0,1782223200.0,-1.3092,long,EURJPY,standard_00_50,long,base
1782273600.0,1782280800.0,1.9603,long,EURJPY,standard_00_50,long,base
1782288000.0,1782291600.0,-1.4314,long,EURJPY,standard_00_50,long,base
1782385200.0,1782392400.0,2.1355,long,EURJPY,standard_00_50,long,base
1782910800.0,1782918000.0,-1.2891,long,EURJPY,standard_00_50,long,base
1720702800.0,1720706400.0,-1.213,long,EURJPY,standard_00_50,long,stress
1721890800.0,1721908800.0,2.3144,long,EURJPY,standard_00_50,long,stress
1722002400.0,1722319200.0,2.3231,long,EURJPY,standard_00_50,long,stress
1722376800.0,1722380400.0,-1.1917,long,EURJPY,standard_00_50,long,stress
1722394800.0,1722398400.0,-1.1258,long,EURJPY,standard_00_50,long,stress
1722412800.0,1722434400.0,-1.0898,long,EURJPY,standard_00_50,long,stress
1722837600.0,1722870000.0,2.4091,long,EURJPY,standard_00_50,long,stress
1723071600.0,1723075200.0,-1.1606,long,EURJPY,standard_00_50,long,stress
1724173200.0,1724191200.0,-1.2292,long,EURJPY,standard_00_50,long,stress
1724626800.0,1724630400.0,-1.2352,long,EURJPY,standard_00_50,long,stress
1724677200.0,1724742000.0,2.2635,long,EURJPY,standard_00_50,long,stress
1724760000.0,1724796000.0,-1.2664,long,EURJPY,standard_00_50,long,stress
1725336000.0,1725339600.0,-1.3808,long,EURJPY,standard_00_50,long,stress
1725404400.0,1725408000.0,-1.2712,long,EURJPY,standard_00_50,long,stress
1726016400.0,1726023600.0,-1.2462,long,EURJPY,standard_00_50,long,stress
1726185600.0,1726192800.0,-1.2091,long,EURJPY,standard_00_50,long,stress
1726214400.0,1726232400.0,-1.2397,long,EURJPY,standard_00_50,long,stress
1726459200.0,1726466400.0,-1.3125,long,EURJPY,standard_00_50,long,stress
1726812000.0,1726826400.0,2.2854,long,EURJPY,standard_00_50,long,stress
1728291600.0,1728338400.0,-1.2747,long,EURJPY,standard_00_50,long,stress
1728352800.0,1728450000.0,2.2174,long,EURJPY,standard_00_50,long,stress
1728982800.0,1729033200.0,-1.3833,long,EURJPY,standard_00_50,long,stress
1729170000.0,1729476000.0,-1.3359,long,EURJPY,standard_00_50,long,stress
1729479600.0,1729494000.0,2.0576,long,EURJPY,standard_00_50,long,stress
1729753200.0,1729760400.0,-1.3367,long,EURJPY,standard_00_50,long,stress
1730286000.0,1730296800.0,2.1718,long,EURJPY,standard_00_50,long,stress
1730358000.0,1730361600.0,-1.2553,long,EURJPY,standard_00_50,long,stress
1730851200.0,1730862000.0,-1.3063,long,EURJPY,standard_00_50,long,stress
1730894400.0,1731038400.0,-1.1827,long,EURJPY,standard_00_50,long,stress
1731085200.0,1731290400.0,2.2655,long,EURJPY,standard_00_50,long,stress
1732006800.0,1732032000.0,2.3102,long,EURJPY,standard_00_50,long,stress
1732114800.0,1732118400.0,-1.2686,long,EURJPY,standard_00_50,long,stress
1732683600.0,1732687200.0,-1.2947,long,EURJPY,standard_00_50,long,stress
1732834800.0,1732838400.0,-1.389,long,EURJPY,standard_00_50,long,stress
1733140800.0,1733148000.0,-1.2232,long,EURJPY,standard_00_50,long,stress
1734674400.0,1734685200.0,-1.2555,long,EURJPY,standard_00_50,long,stress
1735621200.0,1735635600.0,2.1436,long,EURJPY,standard_00_50,long,stress
1735833600.0,1736150400.0,2.3121,long,EURJPY,standard_00_50,long,stress
1736499600.0,1736514000.0,-1.3479,long,EURJPY,standard_00_50,long,stress
1736992800.0,1737043200.0,-1.2616,long,EURJPY,standard_00_50,long,stress
1738728000.0,1738749600.0,-1.275,long,EURJPY,standard_00_50,long,stress
1738839600.0,1738846800.0,-1.2822,long,EURJPY,standard_00_50,long,stress
1739455200.0,1739469600.0,-1.2238,long,EURJPY,standard_00_50,long,stress
1740016800.0,1740020400.0,-1.2965,long,EURJPY,standard_00_50,long,stress
1740589200.0,1740592800.0,-1.256,long,EURJPY,standard_00_50,long,stress
1740596400.0,1740646800.0,2.2551,long,EURJPY,standard_00_50,long,stress
1740668400.0,1740686400.0,-1.1982,long,EURJPY,standard_00_50,long,stress
1740708000.0,1740726000.0,2.3291,long,EURJPY,standard_00_50,long,stress
1741100400.0,1741111200.0,2.3385,long,EURJPY,standard_00_50,long,stress
1741251600.0,1741262400.0,-1.2327,long,EURJPY,standard_00_50,long,stress
1741604400.0,1741611600.0,-1.1823,long,EURJPY,standard_00_50,long,stress
1741852800.0,1741863600.0,-1.3038,long,EURJPY,standard_00_50,long,stress
1741867200.0,1741885200.0,-1.2306,long,EURJPY,standard_00_50,long,stress
1742562000.0,1742569200.0,-1.2408,long,EURJPY,standard_00_50,long,stress
1743750000.0,1743760800.0,-1.1752,long,EURJPY,standard_00_50,long,stress
1743775200.0,1743973200.0,-1.1154,long,EURJPY,standard_00_50,long,stress
1744153200.0,1744156800.0,-1.1867,long,EURJPY,standard_00_50,long,stress
1744725600.0,1744732800.0,-1.2232,long,EURJPY,standard_00_50,long,stress
1744891200.0,1744898400.0,-1.2525,long,EURJPY,standard_00_50,long,stress
1745323200.0,1745355600.0,2.1932,long,EURJPY,standard_00_50,long,stress
1745931600.0,1745946000.0,-1.4185,long,EURJPY,standard_00_50,long,stress
1746406800.0,1746432000.0,-1.3223,long,EURJPY,standard_00_50,long,stress
1746489600.0,1746518400.0,-1.4251,long,EURJPY,standard_00_50,long,stress
1746522000.0,1746529200.0,-1.3927,long,EURJPY,standard_00_50,long,stress
1747278000.0,1747285200.0,-1.368,long,EURJPY,standard_00_50,long,stress
1747602000.0,1747605600.0,-1.4304,long,EURJPY,standard_00_50,long,stress
1748516400.0,1748570400.0,-1.3225,long,EURJPY,standard_00_50,long,stress
1748606400.0,1748613600.0,2.1567,long,EURJPY,standard_00_50,long,stress
1748937600.0,1748955600.0,2.1075,long,EURJPY,standard_00_50,long,stress
1749070800.0,1749106800.0,2.1189,long,EURJPY,standard_00_50,long,stress
1750251600.0,1750294800.0,-1.388,long,EURJPY,standard_00_50,long,stress
1750748400.0,1750752000.0,-1.4289,long,EURJPY,standard_00_50,long,stress
1750770000.0,1750838400.0,2.1498,long,EURJPY,standard_00_50,long,stress
1752058800.0,1752066000.0,-1.4823,long,EURJPY,standard_00_50,long,stress
1752069600.0,1752076800.0,-1.4624,long,EURJPY,standard_00_50,long,stress
1752192000.0,1752199200.0,2.0172,long,EURJPY,standard_00_50,long,stress
1752678000.0,1752685200.0,-1.3444,long,EURJPY,standard_00_50,long,stress
1753077600.0,1753099200.0,-1.3455,long,EURJPY,standard_00_50,long,stress
1753192800.0,1753214400.0,2.1807,long,EURJPY,standard_00_50,long,stress
1753707600.0,1753718400.0,-1.3575,long,EURJPY,standard_00_50,long,stress
1753801200.0,1753844400.0,-1.2808,long,EURJPY,standard_00_50,long,stress
1753902000.0,1753905600.0,-1.4282,long,EURJPY,standard_00_50,long,stress
1753930800.0,1753941600.0,2.1397,long,EURJPY,standard_00_50,long,stress
1754049600.0,1754053200.0,-1.3619,long,EURJPY,standard_00_50,long,stress
1754060400.0,1754064000.0,-1.3091,long,EURJPY,standard_00_50,long,stress
1754326800.0,1754373600.0,-1.3615,long,EURJPY,standard_00_50,long,stress
1754575200.0,1754650800.0,2.1474,long,EURJPY,standard_00_50,long,stress
1755565200.0,1755597600.0,2.0913,long,EURJPY,standard_00_50,long,stress
1755655200.0,1755669600.0,-1.4377,long,EURJPY,standard_00_50,long,stress
1755871200.0,1757019600.0,2.1145,long,EURJPY,standard_00_50,long,stress
1757397600.0,1757404800.0,-1.5671,long,EURJPY,standard_00_50,long,stress
1757908800.0,1757934000.0,1.7579,long,EURJPY,standard_00_50,long,stress
1758002400.0,1758006000.0,-1.7215,long,EURJPY,standard_00_50,long,stress
1758096000.0,1758099600.0,-1.6066,long,EURJPY,standard_00_50,long,stress
1759204800.0,1759212000.0,-1.5615,long,EURJPY,standard_00_50,long,stress
1759240800.0,1759298400.0,-1.4081,long,EURJPY,standard_00_50,long,stress
1759320000.0,1759453200.0,2.1179,long,EURJPY,standard_00_50,long,stress
1760122800.0,1760126400.0,-1.2957,long,EURJPY,standard_00_50,long,stress
1760414400.0,1760418000.0,-1.5707,long,EURJPY,standard_00_50,long,stress
1760508000.0,1760518800.0,2.0294,long,EURJPY,standard_00_50,long,stress
1760630400.0,1760680800.0,-1.3545,long,EURJPY,standard_00_50,long,stress
1761642000.0,1761692400.0,-1.4287,long,EURJPY,standard_00_50,long,stress
1761922800.0,1761933600.0,-1.3573,long,EURJPY,standard_00_50,long,stress
1762236000.0,1762239600.0,-1.5648,long,EURJPY,standard_00_50,long,stress
1762250400.0,1762254000.0,-1.389,long,EURJPY,standard_00_50,long,stress
1762304400.0,1762318800.0,2.0577,long,EURJPY,standard_00_50,long,stress
1762448400.0,1762506000.0,2.085,long,EURJPY,standard_00_50,long,stress
1764046800.0,1764061200.0,-1.6922,long,EURJPY,standard_00_50,long,stress
1764295200.0,1764298800.0,-1.6652,long,EURJPY,standard_00_50,long,stress
1764327600.0,1764349200.0,2.0838,long,EURJPY,standard_00_50,long,stress
1765418400.0,1765461600.0,-1.3885,long,EURJPY,standard_00_50,long,stress
1765465200.0,1765544400.0,2.1094,long,EURJPY,standard_00_50,long,stress
1765778400.0,1765810800.0,1.9985,long,EURJPY,standard_00_50,long,stress
1765854000.0,1765861200.0,-1.4949,long,EURJPY,standard_00_50,long,stress
1766059200.0,1766066400.0,-1.4973,long,EURJPY,standard_00_50,long,stress
1766480400.0,1766538000.0,-1.4256,long,EURJPY,standard_00_50,long,stress
1766559600.0,1766584800.0,-1.4695,long,EURJPY,standard_00_50,long,stress
1767024000.0,1767189600.0,2.1312,long,EURJPY,standard_00_50,long,stress
1767582000.0,1767600000.0,-1.5065,long,EURJPY,standard_00_50,long,stress
1767700800.0,1767762000.0,-1.5466,long,EURJPY,standard_00_50,long,stress
1768377600.0,1768381200.0,-1.6002,long,EURJPY,standard_00_50,long,stress
1768572000.0,1768575600.0,-1.407,long,EURJPY,standard_00_50,long,stress
1769194800.0,1769378400.0,-1.1709,long,EURJPY,standard_00_50,long,stress
1769410800.0,1769414400.0,-1.1968,long,EURJPY,standard_00_50,long,stress
1769425200.0,1769490000.0,2.3281,long,EURJPY,standard_00_50,long,stress
1769504400.0,1769544000.0,2.194,long,EURJPY,standard_00_50,long,stress
1770336000.0,1770368400.0,2.1585,long,EURJPY,standard_00_50,long,stress
1770739200.0,1770768000.0,-1.2971,long,EURJPY,standard_00_50,long,stress
1770829200.0,1770861600.0,-1.2149,long,EURJPY,standard_00_50,long,stress
1771311600.0,1771315200.0,-1.4485,long,EURJPY,standard_00_50,long,stress
1771862400.0,1771894800.0,2.0165,long,EURJPY,standard_00_50,long,stress
1772092800.0,1772118000.0,-1.5025,long,EURJPY,standard_00_50,long,stress
1772550000.0,1772668800.0,-1.2705,long,EURJPY,standard_00_50,long,stress
1773280800.0,1773298800.0,-1.6077,long,EURJPY,standard_00_50,long,stress
1773900000.0,1773903600.0,-1.4962,long,EURJPY,standard_00_50,long,stress
1774569600.0,1774623600.0,1.9639,long,EURJPY,standard_00_50,long,stress
1774857600.0,1774861200.0,-1.4681,long,EURJPY,standard_00_50,long,stress
1775221200.0,1775224800.0,-1.7965,long,EURJPY,standard_00_50,long,stress
1777863600.0,1777971600.0,2.1936,long,EURJPY,standard_00_50,long,stress
1778763600.0,1778824800.0,-1.5137,long,EURJPY,standard_00_50,long,stress
1779458400.0,1779469200.0,1.7334,long,EURJPY,standard_00_50,long,stress
1779757200.0,1779778800.0,1.5335,long,EURJPY,standard_00_50,long,stress
1779940800.0,1779966000.0,1.7012,long,EURJPY,standard_00_50,long,stress
1780322400.0,1780372800.0,1.7535,long,EURJPY,standard_00_50,long,stress
1781172000.0,1781179200.0,-1.7369,long,EURJPY,standard_00_50,long,stress
1781578800.0,1781589600.0,-1.7776,long,EURJPY,standard_00_50,long,stress
1782205200.0,1782208800.0,-1.5934,long,EURJPY,standard_00_50,long,stress
1782216000.0,1782223200.0,-1.5153,long,EURJPY,standard_00_50,long,stress
1782273600.0,1782280800.0,1.6004,long,EURJPY,standard_00_50,long,stress
1782288000.0,1782291600.0,-1.7189,long,EURJPY,standard_00_50,long,stress
1782385200.0,1782392400.0,1.8925,long,EURJPY,standard_00_50,long,stress
1782910800.0,1782918000.0,-1.4819,long,EURJPY,standard_00_50,long,stress
1721912400.0,1721919600.0,-1.0785,short,EURJPY,big_figure_00,short,base
1723453200.0,1723460400.0,-1.213,short,EURJPY,big_figure_00,short,base
1724122800.0,1724162400.0,2.3556,short,EURJPY,big_figure_00,short,base
1726830000.0,1727074800.0,2.3967,short,EURJPY,big_figure_00,short,base
1727164800.0,1727200800.0,2.3396,short,EURJPY,big_figure_00,short,base
1727251200.0,1727254800.0,-1.1849,short,EURJPY,big_figure_00,short,base
1727388000.0,1727395200.0,-1.1476,short,EURJPY,big_figure_00,short,base
1727719200.0,1727740800.0,-1.1123,short,EURJPY,big_figure_00,short,base
1728046800.0,1728057600.0,-1.1473,short,EURJPY,big_figure_00,short,base
1728468000.0,1728478800.0,-1.1911,short,EURJPY,big_figure_00,short,base
1728644400.0,1728648000.0,-1.2433,short,EURJPY,big_figure_00,short,base
1729652400.0,1729656000.0,-1.2389,short,EURJPY,big_figure_00,short,base
1729688400.0,1729742400.0,2.3377,short,EURJPY,big_figure_00,short,base
1730192400.0,1730210400.0,2.2677,short,EURJPY,big_figure_00,short,base
1730275200.0,1730278800.0,-1.2612,short,EURJPY,big_figure_00,short,base
1730462400.0,1730469600.0,-1.181,short,EURJPY,big_figure_00,short,base
1730822400.0,1730851200.0,2.2618,short,EURJPY,big_figure_00,short,base
1730912400.0,1731034800.0,2.375,short,EURJPY,big_figure_00,short,base
1731420000.0,1731430800.0,-1.196,short,EURJPY,big_figure_00,short,base
1731628800.0,1731657600.0,2.3171,short,EURJPY,big_figure_00,short,base
1731945600.0,1732003200.0,2.3414,short,EURJPY,big_figure_00,short,base
1732514400.0,1732525200.0,-1.149,short,EURJPY,big_figure_00,short,base
1732752000.0,1732838400.0,2.3506,short,EURJPY,big_figure_00,short,base
1733817600.0,1733900400.0,2.3094,short,EURJPY,big_figure_00,short,base
1734084000.0,1734091200.0,-1.1648,short,EURJPY,big_figure_00,short,base
1734314400.0,1734361200.0,-1.191,short,EURJPY,big_figure_00,short,base
1735902000.0,1735934400.0,-1.2489,short,EURJPY,big_figure_00,short,base
1741672800.0,1741680000.0,-1.1435,short,EURJPY,big_figure_00,short,base
1741766400.0,1741770000.0,-1.169,short,EURJPY,big_figure_00,short,base
1742540400.0,1742558400.0,2.2772,short,EURJPY,big_figure_00,short,base
1743624000.0,1743631200.0,2.4032,short,EURJPY,big_figure_00,short,base
1745564400.0,1745586000.0,-1.2209,short,EURJPY,big_figure_00,short,base
1746745200.0,1746759600.0,2.2591,short,EURJPY,big_figure_00,short,base
1747008000.0,1747011600.0,-1.2304,short,EURJPY,big_figure_00,short,base
1748325600.0,1748332800.0,-1.2772,short,EURJPY,big_figure_00,short,base
1748473200.0,1748476800.0,-1.2639,short,EURJPY,big_figure_00,short,base
1748998800.0,1749009600.0,-1.2368,short,EURJPY,big_figure_00,short,base
1752588000.0,1752638400.0,-1.2706,short,EURJPY,big_figure_00,short,base
1753945200.0,1753952400.0,-1.1507,short,EURJPY,big_figure_00,short,base
1754528400.0,1754535600.0,-1.2538,short,EURJPY,big_figure_00,short,base
1758816000.0,1758870000.0,-1.3086,short,EURJPY,big_figure_00,short,base
1758895200.0,1758906000.0,-1.3759,short,EURJPY,big_figure_00,short,base
1760922000.0,1760950800.0,2.2666,short,EURJPY,big_figure_00,short,base
1761019200.0,1761022800.0,-1.3214,short,EURJPY,big_figure_00,short,base
1761206400.0,1761224400.0,-1.3312,short,EURJPY,big_figure_00,short,base
1761516000.0,1761570000.0,-1.3398,short,EURJPY,big_figure_00,short,base
1762923600.0,1762934400.0,-1.3586,short,EURJPY,big_figure_00,short,base
1763103600.0,1763118000.0,2.1482,short,EURJPY,big_figure_00,short,base
1763474400.0,1763488800.0,-1.2789,short,EURJPY,big_figure_00,short,base
1763553600.0,1763586000.0,-1.272,short,EURJPY,big_figure_00,short,base
1764133200.0,1764140400.0,-1.2793,short,EURJPY,big_figure_00,short,base
1764946800.0,1765173600.0,-1.2933,short,EURJPY,big_figure_00,short,base
1765551600.0,1765764000.0,2.1545,short,EURJPY,big_figure_00,short,base
1766124000.0,1766127600.0,-1.2491,short,EURJPY,big_figure_00,short,base
1766394000.0,1766455200.0,2.2597,short,EURJPY,big_figure_00,short,base
1767974400.0,1768183200.0,-1.3029,short,EURJPY,big_figure_00,short,base
1769086800.0,1769108400.0,-1.2872,short,EURJPY,big_figure_00,short,base
1769781600.0,1769990400.0,-1.1867,short,EURJPY,big_figure_00,short,base
1770120000.0,1770134400.0,-1.303,short,EURJPY,big_figure_00,short,base
1770181200.0,1770192000.0,-1.2832,short,EURJPY,big_figure_00,short,base
1770681600.0,1770688800.0,2.2438,short,EURJPY,big_figure_00,short,base
1771408800.0,1771423200.0,-1.3133,short,EURJPY,big_figure_00,short,base
1771578000.0,1771599600.0,-1.2353,short,EURJPY,big_figure_00,short,base
1771920000.0,1772006400.0,-1.2008,short,EURJPY,big_figure_00,short,base
1772715600.0,1772773200.0,-1.2124,short,EURJPY,big_figure_00,short,base
1773194400.0,1773219600.0,2.1362,short,EURJPY,big_figure_00,short,base
