strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct_equity,fees,outcome,reason,signal_ts,signal_entry_price,initial_sl,tp_prices,signal_reason,initial_notional,initial_risk_usd
alt_trendline_touch_v1,SOLUSDT,short,1737093600000,1737108900000,212.42750600,217.75351597,0.12809725,-0.71531021,-0.007993,0.03306300,sl,att1_short_trendline tf=60 tl=214.5538 slope=-1.430%/d rsi=57.3  r2=0.699 pivots=3 age=4 entrydist=0.726 touchdist=0.458 reject=0.726 body=0.278 atrpct=1.350 anchors=1737028800000:217.09|1737046800000:215.45|1737075600000:215.3+SL,1737093600000,212.47000000,217.70997398,206.182031229|199.370065061,att1_short_trendline tf=60 tl=214.5538 slope=-1.430%/d rsi=57.3  r2=0.699 pivots=3 age=4 entrydist=0.726 touchdist=0.458 reject=0.726 body=0.278 atrpct=1.350 anchors=1737028800000:217.09|1737046800000:215.45|1737075600000:215.3,27.21137850,0.67666960
alt_trendline_touch_v1,DOTUSDT,short,1737086400000,1737126900000,7.28454280,7.44587517,4.11748559,-0.70067508,-0.007827,0.03639137,sl,att1_short_trendline tf=60 tl=7.3059 slope=-1.785%/d rsi=55.8  r2=0.696 pivots=3 age=7 entrydist=0.158 touchdist=-0.279 reject=0.158 body=0.682 atrpct=1.728 anchors=1737032400000:7.39|1737043200000:7.351|1737057600000:7.35+SL,1737086400000,7.28600000,7.44438629,7.09593644788|6.89003426641,att1_short_trendline tf=60 tl=7.3059 slope=-1.785%/d rsi=55.8  r2=0.696 pivots=3 age=7 entrydist=0.158 touchdist=-0.279 reject=0.158 body=0.682 atrpct=1.728 anchors=1737032400000:7.39|1737043200000:7.351|1737057600000:7.35,29.99400000,0.65815328
alt_trendline_touch_v1,ADAUSDT,short,1737118800000,1737133800000,1.11117772,1.14888391,17.87347040,-0.69817750,-0.007864,0.02423709,sl,att1_short_trendline tf=60 tl=1.1299 slope=-1.537%/d rsi=59.8  r2=0.918 pivots=3 age=6 entrydist=1.090 touchdist=0.132 reject=1.090 body=0.672 atrpct=1.531 anchors=1737043200000:1.1454|1737057600000:1.1396|1737093600000:1.1347+SL,1737118800000,1.11140000,1.14865418,1.06669498901|1.01826456044,att1_short_trendline tf=60 tl=1.1299 slope=-1.537%/d rsi=59.8  r2=0.918 pivots=3 age=6 entrydist=1.090 touchdist=0.132 reject=1.090 body=0.672 atrpct=1.531 anchors=1737043200000:1.1454|1737057600000:1.1396|1737093600000:1.1347,19.86060209,0.66983432
alt_trendline_touch_v1,SOLUSDT,short,1737165600000,1737169500000,218.77623600,223.89198759,0.13039120,-0.70168099,-0.008028,0.03463202,sl,att1_short_trendline tf=60 tl=220.5024 slope=-1.558%/d rsi=50.4  r2=0.920 pivots=3 age=5 entrydist=0.553 touchdist=0.175 reject=0.553 body=0.495 atrpct=1.390 anchors=1737118800000:222.11|1737129600000:221.95|1737144000000:221.14+SL,1737165600000,218.82000000,223.84721815,212.787338224|206.251954633,att1_short_trendline tf=60 tl=220.5024 slope=-1.558%/d rsi=50.4  r2=0.920 pivots=3 age=5 entrydist=0.553 touchdist=0.175 reject=0.553 body=0.495 atrpct=1.390 anchors=1737118800000:222.11|1737129600000:221.95|1737144000000:221.14,28.52649510,0.66121143
alt_trendline_touch_v1,SUIUSDT,short,1737169200000,1737177600000,4.88572266,4.69449334,3.91606956,0.72635726,0.008312,0.02251008,sl,att1_short_trendline tf=60 tl=4.9503 slope=-0.586%/d rsi=48.7  r2=0.851 pivots=3 age=6 entrydist=0.674 touchdist=0.173 reject=0.674 body=0.360 atrpct=1.931 anchors=1737111600000:4.9699|1737122400000:4.962|1737144000000:4.9583+TP1+TRAIL_SL,1737169200000,4.88670000,5.05405571,4.68587314286|4.46831071429,att1_short_trendline tf=60 tl=4.9503 slope=-0.586%/d rsi=48.7  r2=0.851 pivots=3 age=6 entrydist=0.674 touchdist=0.173 reject=0.674 body=0.360 atrpct=1.931 anchors=1737111600000:4.9699|1737122400000:4.962|1737144000000:4.9583,19.13282978,0.65920395
alt_trendline_touch_v1,LINKUSDT,short,1737493200000,1737504000000,26.25474800,27.06842210,0.81654085,-0.69052247,-0.007898,0.02612433,sl,att1_short_trendline tf=60 tl=26.3378 slope=-1.409%/d rsi=73.9  r2=0.923 pivots=3 age=8 entrydist=0.118 touchdist=-0.515 reject=0.118 body=0.769 atrpct=2.511 anchors=1737360000000:26.952|1737378000000:26.744|1737460800000:26.474+SL,1737493200000,26.26000000,27.06300950,25.2963885971|24.2524762439,att1_short_trendline tf=60 tl=26.3378 slope=-1.409%/d rsi=73.9  r2=0.923 pivots=3 age=8 entrydist=0.118 touchdist=-0.515 reject=0.118 body=0.769 atrpct=2.511 anchors=1737360000000:26.952|1737378000000:26.744|1737460800000:26.474,21.43807418,0.65997853
alt_trendline_touch_v1,ETHUSDT,short,1737504000000,1737563100000,3326.34459800,3274.73555796,0.00901711,0.42965057,0.004915,0.03571358,sl,att1_short_trendline tf=60 tl=3351.3878 slope=-1.524%/d rsi=64.0  r2=0.752 pivots=3 age=5 entrydist=0.655 touchdist=0.446 reject=0.655 body=0.243 atrpct=1.120 anchors=1737352800000:3456.19|1737388800000:3391.66|1737482400000:3368.95+TRAIL_SL,1737504000000,3327.01000000,3392.35890927,3248.59130888|3163.63772683,att1_short_trendline tf=60 tl=3351.3878 slope=-1.524%/d rsi=64.0  r2=0.752 pivots=3 age=5 entrydist=0.655 touchdist=0.446 reject=0.655 body=0.243 atrpct=1.120 anchors=1737352800000:3456.19|1737388800000:3391.66|1737482400000:3368.95,29.99400000,0.59525801
alt_trendline_touch_v1,BTCUSDT,short,1737727200000,1737729900000,105056.78444000,106293.92724401,0.00028550,-0.38941239,-0.004468,0.03620472,sl,att1_short_trendline tf=60 tl=105450.8549 slope=-1.444%/d rsi=62.1  r2=0.961 pivots=3 age=4 entrydist=0.499 touchdist=-0.435 reject=0.499 body=0.466 atrpct=0.711 anchors=1737648000000:106875|1737662400000:106400|1737709200000:105733.4+SL,1737727200000,105077.80000000,106272.67270946,103643.952749|102090.618226,att1_short_trendline tf=60 tl=105450.8549 slope=-1.444%/d rsi=62.1  r2=0.961 pivots=3 age=4 entrydist=0.499 touchdist=-0.435 reject=0.499 body=0.466 atrpct=0.711 anchors=1737648000000:106875|1737662400000:106400|1737709200000:105733.4,29.99400000,0.34713943
alt_trendline_touch_v1,DOTUSDT,short,1737882000000,1737919500000,6.34373100,6.43856603,4.72813239,-0.48465440,-0.005586,0.03626184,sl,att1_short_trendline tf=60 tl=6.3863 slope=-0.392%/d rsi=48.3  r2=0.699 pivots=3 age=4 entrydist=0.891 touchdist=0.071 reject=0.891 body=0.240 atrpct=0.731 anchors=1737820800000:6.406|1737835200000:6.394|1737864000000:6.392+SL,1737882000000,6.34500000,6.43727857,6.23426571429|6.11430357143,att1_short_trendline tf=60 tl=6.3863 slope=-0.392%/d rsi=48.3  r2=0.699 pivots=3 age=4 entrydist=0.891 touchdist=0.071 reject=0.891 body=0.240 atrpct=0.731 anchors=1737820800000:6.406|1737835200000:6.394|1737864000000:6.392,29.99400000,0.44230530
alt_trendline_touch_v1,SOLUSDT,short,1737849600000,1737929700000,256.26873600,249.35196846,0.11356372,0.75104175,0.008655,0.03445210,sl,att1_short_trendline tf=60 tl=258.9402 slope=-2.718%/d rsi=77.6  r2=0.853 pivots=3 age=5 entrydist=0.927 touchdist=-0.276 reject=0.927 body=0.616 atrpct=1.103 anchors=1737727200000:270.19|1737741600000:265.41|1737828000000:260.67+TP1+TRAIL_SL,1737849600000,256.32000000,262.05081728,249.443019269|241.992956811,att1_short_trendline tf=60 tl=258.9402 slope=-2.718%/d rsi=77.6  r2=0.853 pivots=3 age=5 entrydist=0.927 touchdist=-0.276 reject=0.927 body=0.616 atrpct=1.103 anchors=1737727200000:270.19|1737741600000:265.41|1737828000000:260.67,29.10283093,0.65663466
alt_trendline_touch_v1,ETHUSDT,short,1738026000000,1738098300000,3165.11685000,3100.12227742,0.00947643,0.58029310,0.006667,0.03562325,sl,att1_short_trendline tf=60 tl=3171.0918 slope=-3.885%/d rsi=69.4  r2=0.615 pivots=3 age=3 entrydist=0.107 touchdist=-0.648 reject=0.107 body=0.369 atrpct=1.580 anchors=1737910800000:3344|1737990000000:3151.62|1738011600000:3238+TP1+TRAIL_SL,1738026000000,3165.75000000,3226.09806486,3093.33232217|3014.87983786,att1_short_trendline tf=60 tl=3171.0918 slope=-3.885%/d rsi=69.4  r2=0.615 pivots=3 age=3 entrydist=0.107 touchdist=-0.648 reject=0.107 body=0.369 atrpct=1.580 anchors=1737910800000:3344|1737990000000:3151.62|1738011600000:3238,29.99400000,0.57788405
alt_trendline_touch_v1,ADAUSDT,short,1738141200000,1738157700000,0.93781240,0.91475201,30.64469139,0.67261571,0.007676,0.03406276,sl,att1_short_trendline tf=60 tl=0.9458 slope=-2.910%/d rsi=53.9  r2=0.951 pivots=3 age=4 entrydist=0.634 touchdist=-0.037 reject=0.634 body=0.551 atrpct=1.318 anchors=1738062000000:0.9678|1738076400000:0.9677|1738123200000:0.9498+TP1+TRAIL_SL,1738141200000,0.93800000,0.95944460,0.912266484629|0.884388509644,att1_short_trendline tf=60 tl=0.9458 slope=-2.910%/d rsi=53.9  r2=0.951 pivots=3 age=4 entrydist=0.634 touchdist=-0.037 reject=0.634 body=0.551 atrpct=1.318 anchors=1738062000000:0.9678|1738076400000:0.9677|1738123200000:0.9498,28.73897158,0.66291197
alt_trendline_touch_v1,SUIUSDT,short,1738152000000,1738157700000,3.72625460,3.65238438,7.05135366,0.48966738,0.005590,0.03121764,sl,att1_short_trendline tf=60 tl=3.7587 slope=-3.158%/d rsi=66.4  r2=0.646 pivots=3 age=3 entrydist=0.566 touchdist=0.192 reject=0.566 body=0.436 atrpct=1.501 anchors=1738076400000:3.8693|1738116000000:3.7672|1738137600000:3.7964+TRAIL_SL,1738152000000,3.72700000,3.82017838,3.61518594491|3.49405405189,att1_short_trendline tf=60 tl=3.7587 slope=-3.158%/d rsi=66.4  r2=0.646 pivots=3 age=3 entrydist=0.566 touchdist=0.192 reject=0.566 body=0.436 atrpct=1.501 anchors=1738076400000:3.8693|1738116000000:3.7672|1738137600000:3.7964,26.27513901,0.66228978
alt_trendline_touch_v1,DOTUSDT,short,1738195200000,1738209600000,5.75984780,5.96290545,3.31757183,-0.69699299,-0.007850,0.02333465,sl,att1_short_trendline tf=60 tl=5.8450 slope=-1.191%/d rsi=51.0  r2=0.590 pivots=3 age=3 entrydist=0.792 touchdist=0.123 reject=0.792 body=0.568 atrpct=1.841 anchors=1738076400000:5.953|1738137600000:5.848|1738180800000:5.877+SL,1738195200000,5.76100000,5.96171311,5.52014427002|5.2592172292,att1_short_trendline tf=60 tl=5.8450 slope=-1.191%/d rsi=51.0  r2=0.590 pivots=3 age=3 entrydist=0.792 touchdist=0.123 reject=0.792 body=0.568 atrpct=1.841 anchors=1738076400000:5.953|1738137600000:5.848|1738180800000:5.877,19.10870880,0.66970266
alt_trendline_touch_v1,DOTUSDT,short,1738292400000,1738306800000,6.07878400,6.23596429,4.27006228,-0.70272047,-0.007978,0.03155085,sl,att1_short_trendline tf=60 tl=6.1515 slope=-3.621%/d rsi=55.0  r2=0.999 pivots=3 age=3 entrydist=0.945 touchdist=-0.020 reject=0.945 body=0.933 atrpct=1.244 anchors=1738249200000:6.253|1738267200000:6.205|1738278000000:6.18+SL,1738292400000,6.08000000,6.23471735,5.89433918367|5.69320663265,att1_short_trendline tf=60 tl=6.1515 slope=-3.621%/d rsi=55.0  r2=0.999 pivots=3 age=3 entrydist=0.945 touchdist=-0.020 reject=0.945 body=0.933 atrpct=1.244 anchors=1738249200000:6.253|1738267200000:6.205|1738278000000:6.18,25.95678624,0.66584510
