tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown,news_blocked_signals,entry_execution,fee_bps_per_side,slippage_bps_per_side,maker_orders_placed,maker_orders_filled,maker_orders_expired,maker_orders_pending_eop,maker_fill_rate,maker_fill_rate_resolved,maker_expiry_markout_mean_r,maker_expiry_favourable_share,maker_through_bps,search_n_trials_planned,search_n_trials_scheduled,selection_n_trials_evaluated,n_trials_effective_independent
att1_live_major8_corrected_preholdout_v1_20260815_r002,579,2025-10-01,BTCUSDT;ETHUSDT;SOLUSDT;ADAUSDT;LINKUSDT;LTCUSDT;DOTUSDT;SUIUSDT,alt_trendline_touch_v1,100.00,93.61,402,-6.39,0.944,0.512,0.5220,-0.5812,21.4223,0,next_open,6.0000,2.0000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,2.0000,2,2,2,
