candidate,fold,train_start,train_end,oos_start,oos_end,picked,status,trades,net_pnl,profit_factor,winrate,max_drawdown,run_dir,error
td120_lb60_top5_s0.6_w2-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top5_s0.6_w2-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094205_ars1_dynamic_range_picker_td120_lb60_top5_s0.6_w2-8_f2_20260704_055013,
td120_lb60_top5_s0.6_w2-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top5_s0.6_w2-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094208_ars1_dynamic_range_picker_td120_lb60_top5_s0.6_w2-12_f0_20260704_055013,
td120_lb60_top5_s0.6_w2-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top5_s0.6_w2-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094210_ars1_dynamic_range_picker_td120_lb60_top5_s0.6_w2-12_f2_20260704_055013,
td120_lb60_top5_s0.6_w2-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.4_w1.5-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094214_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w1.5-8_f0_20260704_055013,
td120_lb60_top8_s0.4_w1.5-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.4_w1.5-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094218_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w1.5-8_f2_20260704_055013,
td120_lb60_top8_s0.4_w1.5-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_094222_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w1.5-8_f3_20260704_055013,
td120_lb60_top8_s0.4_w1.5-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094225_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w1.5-12_f0_20260704_055013,
td120_lb60_top8_s0.4_w1.5-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.4_w1.5-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094230_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w1.5-12_f2_20260704_055013,
td120_lb60_top8_s0.4_w1.5-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_094234_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w1.5-12_f3_20260704_055013,
td120_lb60_top8_s0.4_w2-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094237_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w2-8_f0_20260704_055013,
td120_lb60_top8_s0.4_w2-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.4_w2-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094241_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w2-8_f2_20260704_055013,
td120_lb60_top8_s0.4_w2-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.4_w2-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094244_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w2-12_f0_20260704_055013,
td120_lb60_top8_s0.4_w2-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.4_w2-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094248_ars1_dynamic_range_picker_td120_lb60_top8_s0.4_w2-12_f2_20260704_055013,
td120_lb60_top8_s0.4_w2-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.5_w1.5-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094251_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w1.5-8_f0_20260704_055013,
td120_lb60_top8_s0.5_w1.5-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.5_w1.5-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094256_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w1.5-8_f2_20260704_055013,
td120_lb60_top8_s0.5_w1.5-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_094300_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w1.5-8_f3_20260704_055013,
td120_lb60_top8_s0.5_w1.5-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094303_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w1.5-12_f0_20260704_055013,
td120_lb60_top8_s0.5_w1.5-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.5_w1.5-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094308_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w1.5-12_f2_20260704_055013,
td120_lb60_top8_s0.5_w1.5-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_094312_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w1.5-12_f3_20260704_055013,
td120_lb60_top8_s0.5_w2-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094315_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w2-8_f0_20260704_055013,
td120_lb60_top8_s0.5_w2-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.5_w2-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094319_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w2-8_f2_20260704_055013,
td120_lb60_top8_s0.5_w2-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.5_w2-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094322_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w2-12_f0_20260704_055013,
td120_lb60_top8_s0.5_w2-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.5_w2-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094326_ars1_dynamic_range_picker_td120_lb60_top8_s0.5_w2-12_f2_20260704_055013,
td120_lb60_top8_s0.5_w2-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w1.5-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094329_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w1.5-8_f0_20260704_055013,
td120_lb60_top8_s0.6_w1.5-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w1.5-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094332_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w1.5-8_f2_20260704_055013,
td120_lb60_top8_s0.6_w1.5-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w1.5-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094336_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w1.5-12_f0_20260704_055013,
td120_lb60_top8_s0.6_w1.5-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w1.5-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094339_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w1.5-12_f2_20260704_055013,
td120_lb60_top8_s0.6_w1.5-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w2-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094344_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w2-8_f0_20260704_055013,
td120_lb60_top8_s0.6_w2-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w2-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094346_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w2-8_f2_20260704_055013,
td120_lb60_top8_s0.6_w2-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w2-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094349_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w2-12_f0_20260704_055013,
td120_lb60_top8_s0.6_w2-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb60_top8_s0.6_w2-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_094352_ars1_dynamic_range_picker_td120_lb60_top8_s0.6_w2-12_f2_20260704_055013,
td120_lb60_top8_s0.6_w2-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td120_lb120_top3_s0.4_w1.5-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094355_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-8_f0_20260704_055013,
td120_lb120_top3_s0.4_w1.5-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094400_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-8_f1_20260704_055013,
td120_lb120_top3_s0.4_w1.5-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_094407_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-8_f2_20260704_055013,
td120_lb120_top3_s0.4_w1.5-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_094414_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-8_f3_20260704_055013,
td120_lb120_top3_s0.4_w1.5-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094419_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-12_f0_20260704_055013,
td120_lb120_top3_s0.4_w1.5-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094424_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-12_f1_20260704_055013,
td120_lb120_top3_s0.4_w1.5-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_094431_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-12_f2_20260704_055013,
td120_lb120_top3_s0.4_w1.5-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_094438_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w1.5-12_f3_20260704_055013,
td120_lb120_top3_s0.4_w2-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094443_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-8_f0_20260704_055013,
td120_lb120_top3_s0.4_w2-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094447_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-8_f1_20260704_055013,
td120_lb120_top3_s0.4_w2-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094454_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-8_f2_20260704_055013,
td120_lb120_top3_s0.4_w2-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_094501_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-8_f3_20260704_055013,
td120_lb120_top3_s0.4_w2-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094506_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-12_f0_20260704_055013,
td120_lb120_top3_s0.4_w2-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094511_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-12_f1_20260704_055013,
td120_lb120_top3_s0.4_w2-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094518_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-12_f2_20260704_055013,
td120_lb120_top3_s0.4_w2-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_094524_ars1_dynamic_range_picker_td120_lb120_top3_s0.4_w2-12_f3_20260704_055013,
td120_lb120_top3_s0.5_w1.5-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094529_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-8_f0_20260704_055013,
td120_lb120_top3_s0.5_w1.5-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094534_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-8_f1_20260704_055013,
td120_lb120_top3_s0.5_w1.5-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_094541_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-8_f2_20260704_055013,
td120_lb120_top3_s0.5_w1.5-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_094548_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-8_f3_20260704_055013,
td120_lb120_top3_s0.5_w1.5-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094553_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-12_f0_20260704_055013,
td120_lb120_top3_s0.5_w1.5-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094558_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-12_f1_20260704_055013,
td120_lb120_top3_s0.5_w1.5-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_094605_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-12_f2_20260704_055013,
td120_lb120_top3_s0.5_w1.5-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT,LINKUSDT",ok,14,3.52,1.939,0.214,2.3518,backtest_runs/portfolio_20260704_094612_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w1.5-12_f3_20260704_055013,
td120_lb120_top3_s0.5_w2-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094616_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-8_f0_20260704_055013,
td120_lb120_top3_s0.5_w2-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094621_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-8_f1_20260704_055013,
td120_lb120_top3_s0.5_w2-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094628_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-8_f2_20260704_055013,
td120_lb120_top3_s0.5_w2-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_094635_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-8_f3_20260704_055013,
td120_lb120_top3_s0.5_w2-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_094640_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-12_f0_20260704_055013,
td120_lb120_top3_s0.5_w2-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094644_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-12_f1_20260704_055013,
td120_lb120_top3_s0.5_w2-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094651_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-12_f2_20260704_055013,
td120_lb120_top3_s0.5_w2-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,LINKUSDT,HYPEUSDT",ok,18,-0.26,0.945,0.167,2.5012,backtest_runs/portfolio_20260704_094658_ars1_dynamic_range_picker_td120_lb120_top3_s0.5_w2-12_f3_20260704_055013,
td120_lb120_top3_s0.6_w1.5-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094702_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-8_f0_20260704_055013,
td120_lb120_top3_s0.6_w1.5-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094706_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-8_f1_20260704_055013,
td120_lb120_top3_s0.6_w1.5-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_094713_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-8_f2_20260704_055013,
td120_lb120_top3_s0.6_w1.5-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT",ok,12,1.07,1.326,0.167,1.8754,backtest_runs/portfolio_20260704_094719_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-8_f3_20260704_055013,
td120_lb120_top3_s0.6_w1.5-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094722_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-12_f0_20260704_055013,
td120_lb120_top3_s0.6_w1.5-12,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094725_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-12_f1_20260704_055013,
td120_lb120_top3_s0.6_w1.5-12,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,SOLUSDT",ok,14,0.29,1.093,0.286,1.7168,backtest_runs/portfolio_20260704_094732_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-12_f2_20260704_055013,
td120_lb120_top3_s0.6_w1.5-12,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,"XRPUSDT,1000PEPEUSDT",ok,12,1.07,1.326,0.167,1.8754,backtest_runs/portfolio_20260704_094738_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w1.5-12_f3_20260704_055013,
td120_lb120_top3_s0.6_w2-8,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094741_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w2-8_f0_20260704_055013,
td120_lb120_top3_s0.6_w2-8,1,2025-04-05,2025-08-03,2025-08-03,2025-11-01,"TAOUSDT,1000PEPEUSDT,DOTUSDT",ok,11,-1.37,0.559,0.091,1.5683,backtest_runs/portfolio_20260704_094745_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w2-8_f1_20260704_055013,
td120_lb120_top3_s0.6_w2-8,2,2025-07-04,2025-11-01,2025-11-01,2026-01-30,"BTCUSDT,TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_094752_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w2-8_f2_20260704_055013,
td120_lb120_top3_s0.6_w2-8,3,2025-10-02,2026-01-30,2026-01-30,2026-04-30,XRPUSDT,ok,4,-0.09,0.919,0.25,1.1295,backtest_runs/portfolio_20260704_094757_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w2-8_f3_20260704_055013,
td120_lb120_top3_s0.6_w2-12,0,2025-01-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_094800_ars1_dynamic_range_picker_td120_lb120_top3_s0.6_w2-12_f0_20260704_055013,
