candidate,fold,train_start,train_end,oos_start,oos_end,picked,status,trades,net_pnl,profit_factor,winrate,max_drawdown,run_dir,error
td30_lb60_top3_s0.4_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085014_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w1.5-8_f0_20260704_055013,
td30_lb60_top3_s0.4_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.4_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085019_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w1.5-8_f2_20260704_055013,
td30_lb60_top3_s0.4_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085023_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w1.5-8_f3_20260704_055013,
td30_lb60_top3_s0.4_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085026_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w1.5-12_f0_20260704_055013,
td30_lb60_top3_s0.4_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.4_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085030_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w1.5-12_f2_20260704_055013,
td30_lb60_top3_s0.4_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085034_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w1.5-12_f3_20260704_055013,
td30_lb60_top3_s0.4_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085038_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w2-8_f0_20260704_055013,
td30_lb60_top3_s0.4_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.4_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085042_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w2-8_f2_20260704_055013,
td30_lb60_top3_s0.4_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.4_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085045_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w2-12_f0_20260704_055013,
td30_lb60_top3_s0.4_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.4_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085049_ars1_dynamic_range_picker_td30_lb60_top3_s0.4_w2-12_f2_20260704_055013,
td30_lb60_top3_s0.4_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.5_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085053_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w1.5-8_f0_20260704_055013,
td30_lb60_top3_s0.5_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.5_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085057_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w1.5-8_f2_20260704_055013,
td30_lb60_top3_s0.5_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085101_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w1.5-8_f3_20260704_055013,
td30_lb60_top3_s0.5_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085104_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w1.5-12_f0_20260704_055013,
td30_lb60_top3_s0.5_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.5_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085109_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w1.5-12_f2_20260704_055013,
td30_lb60_top3_s0.5_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085113_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w1.5-12_f3_20260704_055013,
td30_lb60_top3_s0.5_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085116_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w2-8_f0_20260704_055013,
td30_lb60_top3_s0.5_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.5_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085120_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w2-8_f2_20260704_055013,
td30_lb60_top3_s0.5_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.5_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085124_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w2-12_f0_20260704_055013,
td30_lb60_top3_s0.5_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.5_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085128_ars1_dynamic_range_picker_td30_lb60_top3_s0.5_w2-12_f2_20260704_055013,
td30_lb60_top3_s0.5_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085131_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w1.5-8_f0_20260704_055013,
td30_lb60_top3_s0.6_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085134_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w1.5-8_f2_20260704_055013,
td30_lb60_top3_s0.6_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085139_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w1.5-12_f0_20260704_055013,
td30_lb60_top3_s0.6_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085142_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w1.5-12_f2_20260704_055013,
td30_lb60_top3_s0.6_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085146_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w2-8_f0_20260704_055013,
td30_lb60_top3_s0.6_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085149_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w2-8_f2_20260704_055013,
td30_lb60_top3_s0.6_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085152_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w2-12_f0_20260704_055013,
td30_lb60_top3_s0.6_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top3_s0.6_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085155_ars1_dynamic_range_picker_td30_lb60_top3_s0.6_w2-12_f2_20260704_055013,
td30_lb60_top3_s0.6_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.4_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085158_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w1.5-8_f0_20260704_055013,
td30_lb60_top5_s0.4_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.4_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085203_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w1.5-8_f2_20260704_055013,
td30_lb60_top5_s0.4_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085207_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w1.5-8_f3_20260704_055013,
td30_lb60_top5_s0.4_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085210_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w1.5-12_f0_20260704_055013,
td30_lb60_top5_s0.4_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.4_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085215_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w1.5-12_f2_20260704_055013,
td30_lb60_top5_s0.4_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085219_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w1.5-12_f3_20260704_055013,
td30_lb60_top5_s0.4_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085222_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w2-8_f0_20260704_055013,
td30_lb60_top5_s0.4_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.4_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085227_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w2-8_f2_20260704_055013,
td30_lb60_top5_s0.4_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.4_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085230_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w2-12_f0_20260704_055013,
td30_lb60_top5_s0.4_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.4_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085234_ars1_dynamic_range_picker_td30_lb60_top5_s0.4_w2-12_f2_20260704_055013,
td30_lb60_top5_s0.4_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.5_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085238_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w1.5-8_f0_20260704_055013,
td30_lb60_top5_s0.5_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.5_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085242_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w1.5-8_f2_20260704_055013,
td30_lb60_top5_s0.5_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085247_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w1.5-8_f3_20260704_055013,
td30_lb60_top5_s0.5_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085250_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w1.5-12_f0_20260704_055013,
td30_lb60_top5_s0.5_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.5_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085255_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w1.5-12_f2_20260704_055013,
td30_lb60_top5_s0.5_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085259_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w1.5-12_f3_20260704_055013,
td30_lb60_top5_s0.5_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085302_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w2-8_f0_20260704_055013,
td30_lb60_top5_s0.5_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.5_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085306_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w2-8_f2_20260704_055013,
td30_lb60_top5_s0.5_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.5_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085309_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w2-12_f0_20260704_055013,
td30_lb60_top5_s0.5_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.5_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085314_ars1_dynamic_range_picker_td30_lb60_top5_s0.5_w2-12_f2_20260704_055013,
td30_lb60_top5_s0.5_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085317_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w1.5-8_f0_20260704_055013,
td30_lb60_top5_s0.6_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085320_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w1.5-8_f2_20260704_055013,
td30_lb60_top5_s0.6_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085324_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w1.5-12_f0_20260704_055013,
td30_lb60_top5_s0.6_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085327_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w1.5-12_f2_20260704_055013,
td30_lb60_top5_s0.6_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085332_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w2-8_f0_20260704_055013,
td30_lb60_top5_s0.6_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085335_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w2-8_f2_20260704_055013,
td30_lb60_top5_s0.6_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,1000PEPEUSDT,ok,22,-2.78,0.427,0.227,3.8566,backtest_runs/portfolio_20260704_085337_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w2-12_f0_20260704_055013,
td30_lb60_top5_s0.6_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top5_s0.6_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085340_ars1_dynamic_range_picker_td30_lb60_top5_s0.6_w2-12_f2_20260704_055013,
td30_lb60_top5_s0.6_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.4_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085344_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w1.5-8_f0_20260704_055013,
td30_lb60_top8_s0.4_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.4_w1.5-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085348_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w1.5-8_f2_20260704_055013,
td30_lb60_top8_s0.4_w1.5-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085352_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w1.5-8_f3_20260704_055013,
td30_lb60_top8_s0.4_w1.5-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085356_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w1.5-12_f0_20260704_055013,
td30_lb60_top8_s0.4_w1.5-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.4_w1.5-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,"TAOUSDT,1000PEPEUSDT",ok,17,1.06,1.287,0.294,2.013,backtest_runs/portfolio_20260704_085400_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w1.5-12_f2_20260704_055013,
td30_lb60_top8_s0.4_w1.5-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,XLMUSDT,ok,1,-0.36,0.0,0.0,0.3565,backtest_runs/portfolio_20260704_085404_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w1.5-12_f3_20260704_055013,
td30_lb60_top8_s0.4_w2-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085407_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w2-8_f0_20260704_055013,
td30_lb60_top8_s0.4_w2-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.4_w2-8,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085412_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w2-8_f2_20260704_055013,
td30_lb60_top8_s0.4_w2-8,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.4_w2-12,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085415_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w2-12_f0_20260704_055013,
td30_lb60_top8_s0.4_w2-12,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.4_w2-12,2,2025-10-02,2025-11-01,2025-11-01,2026-01-30,TAOUSDT,ok,10,0.35,1.17,0.3,1.9225,backtest_runs/portfolio_20260704_085420_ars1_dynamic_range_picker_td30_lb60_top8_s0.4_w2-12_f2_20260704_055013,
td30_lb60_top8_s0.4_w2-12,3,2025-12-31,2026-01-30,2026-01-30,2026-04-30,,no_picks,0,0.0,0.0,0.0,0.0,,
td30_lb60_top8_s0.5_w1.5-8,0,2025-04-05,2025-05-05,2025-05-05,2025-08-03,"1000PEPEUSDT,DOGEUSDT",ok,33,-5.9,0.26,0.152,6.7002,backtest_runs/portfolio_20260704_085423_ars1_dynamic_range_picker_td30_lb60_top8_s0.5_w1.5-8_f0_20260704_055013,
td30_lb60_top8_s0.5_w1.5-8,1,2025-07-04,2025-08-03,2025-08-03,2025-11-01,,no_picks,0,0.0,0.0,0.0,0.0,,
