tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step10_2025-12-21,30,2025-12-21,BTCUSDT;ETHUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;ASTERUSDT;KITEUSDT;WLFIUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;AXSUSDT,inplay_breakout,100.00,156.58,294,56.58,1.889,0.622,0.6570,-0.5734,3.8163
