tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step6_2025-08-23,30,2025-08-23,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;AVAXUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;1000PEPEUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;PIPPINUSDT;HYPEUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;AXSUSDT,inplay_breakout,100.00,112.85,215,12.85,1.308,0.544,0.4660,-0.4252,3.6184
