tag,market,event,side,tp_rr,sl_atr,max_hold,buffer_atr,cooldown_bars,symbol,trades,net_r,pf,win_rate
bos_short_rr2.5_sl0.8_h12_b0.1_cd0,fx,bos,short,2.5,0.8,12,0.1,0,XAUUSD,444,-26.3852,0.9212556737416149,0.3131
bos_short_rr2.5_sl0.8_h12_b0.1_cd5,fx,bos,short,2.5,0.8,12,0.1,5,XAUUSD,314,-27.6229,0.8850534391296605,0.3057
bos_short_rr2.5_sl0.8_h12_b0.1_cd10,fx,bos,short,2.5,0.8,12,0.1,10,XAUUSD,277,-17.0095,0.9187333108143295,0.3141
bos_short_rr2.5_sl0.8_h12_b0.1_cd20,fx,bos,short,2.5,0.8,12,0.1,20,XAUUSD,220,-14.0915,0.9152578047432537,0.3182
bos_short_rr2.5_sl0.8_h12_b0.2_cd0,fx,bos,short,2.5,0.8,12,0.2,0,XAUUSD,413,-26.6452,0.914378682138907,0.3123
bos_short_rr2.5_sl0.8_h12_b0.2_cd5,fx,bos,short,2.5,0.8,12,0.2,5,XAUUSD,292,-26.9605,0.8796886421222957,0.3048
bos_short_rr2.5_sl0.8_h12_b0.2_cd10,fx,bos,short,2.5,0.8,12,0.2,10,XAUUSD,259,-17.1898,0.9124482335881821,0.3127
bos_short_rr2.5_sl0.8_h12_b0.2_cd20,fx,bos,short,2.5,0.8,12,0.2,20,XAUUSD,209,-16.4939,0.8969134471454777,0.311
bos_short_rr2.5_sl1.0_h6_b0.1_cd0,fx,bos,short,2.5,1.0,6,0.1,0,XAUUSD,428,-25.5689,0.9040685753476774,0.3808
bos_short_rr2.5_sl1.0_h6_b0.1_cd5,fx,bos,short,2.5,1.0,6,0.1,5,XAUUSD,318,-34.7571,0.8224529890254941,0.3805
bos_short_rr2.5_sl1.0_h6_b0.1_cd10,fx,bos,short,2.5,1.0,6,0.1,10,XAUUSD,273,-33.734,0.8062809666771563,0.3736
bos_short_rr2.5_sl1.0_h6_b0.1_cd20,fx,bos,short,2.5,1.0,6,0.1,20,XAUUSD,222,-17.8418,0.8708280361760847,0.3874
bos_short_rr2.5_sl1.0_h6_b0.2_cd0,fx,bos,short,2.5,1.0,6,0.2,0,XAUUSD,400,-26.474,0.8927113504128996,0.3775
bos_short_rr2.5_sl1.0_h6_b0.2_cd5,fx,bos,short,2.5,1.0,6,0.2,5,XAUUSD,296,-27.5276,0.8482205575692882,0.3818
bos_short_rr2.5_sl1.0_h6_b0.2_cd10,fx,bos,short,2.5,1.0,6,0.2,10,XAUUSD,258,-27.0563,0.833663981114038,0.376
bos_short_rr2.5_sl1.0_h6_b0.2_cd20,fx,bos,short,2.5,1.0,6,0.2,20,XAUUSD,211,-13.6015,0.8961366324642608,0.3886
bos_short_rr2.5_sl1.0_h12_b0.1_cd0,fx,bos,short,2.5,1.0,12,0.1,0,XAUUSD,398,-15.3355,0.9453322734045816,0.3392
bos_short_rr2.5_sl1.0_h12_b0.1_cd5,fx,bos,short,2.5,1.0,12,0.1,5,XAUUSD,299,-4.7064,0.9774158239908404,0.3512
bos_short_rr2.5_sl1.0_h12_b0.1_cd10,fx,bos,short,2.5,1.0,12,0.1,10,XAUUSD,268,-26.2214,0.8639072418034702,0.3321
bos_short_rr2.5_sl1.0_h12_b0.1_cd20,fx,bos,short,2.5,1.0,12,0.1,20,XAUUSD,213,2.6277,1.0181086935098282,0.3662
bos_short_rr2.5_sl1.0_h12_b0.2_cd0,fx,bos,short,2.5,1.0,12,0.2,0,XAUUSD,369,-6.8167,0.9735202419603574,0.3469
bos_short_rr2.5_sl1.0_h12_b0.2_cd5,fx,bos,short,2.5,1.0,12,0.2,5,XAUUSD,278,5.3408,1.0279080072487246,0.3597
bos_short_rr2.5_sl1.0_h12_b0.2_cd10,fx,bos,short,2.5,1.0,12,0.2,10,XAUUSD,253,-20.806,0.8850859121713053,0.336
bos_short_rr2.5_sl1.0_h12_b0.2_cd20,fx,bos,short,2.5,1.0,12,0.2,20,XAUUSD,204,11.0615,1.080225034794522,0.3725
choch_long_rr1.5_sl0.8_h6_b0.1_cd0,fx,choch,long,1.5,0.8,6,0.1,0,XAUUSD,258,-74.9348,0.5834703981652304,0.3295
choch_long_rr1.5_sl0.8_h6_b0.1_cd5,fx,choch,long,1.5,0.8,6,0.1,5,XAUUSD,194,-67.6545,0.5231098360424626,0.3144
choch_long_rr1.5_sl0.8_h6_b0.1_cd10,fx,choch,long,1.5,0.8,6,0.1,10,XAUUSD,186,-63.8744,0.5272030140859666,0.3172
choch_long_rr1.5_sl0.8_h6_b0.1_cd20,fx,choch,long,1.5,0.8,6,0.1,20,XAUUSD,169,-58.9672,0.5202345812003085,0.3136
choch_long_rr1.5_sl0.8_h6_b0.2_cd0,fx,choch,long,1.5,0.8,6,0.2,0,XAUUSD,232,-61.7728,0.6127776941978837,0.3405
choch_long_rr1.5_sl0.8_h6_b0.2_cd5,fx,choch,long,1.5,0.8,6,0.2,5,XAUUSD,170,-56.4472,0.5427158597570806,0.3235
choch_long_rr1.5_sl0.8_h6_b0.2_cd10,fx,choch,long,1.5,0.8,6,0.2,10,XAUUSD,165,-50.948,0.5672515017259655,0.3333
choch_long_rr1.5_sl0.8_h6_b0.2_cd20,fx,choch,long,1.5,0.8,6,0.2,20,XAUUSD,149,-47.1249,0.5582480996425668,0.3289
choch_long_rr1.5_sl0.8_h12_b0.1_cd0,fx,choch,long,1.5,0.8,12,0.1,0,XAUUSD,256,-58.5885,0.6775630650289232,0.3594
choch_long_rr1.5_sl0.8_h12_b0.1_cd5,fx,choch,long,1.5,0.8,12,0.1,5,XAUUSD,194,-55.0352,0.6164997533231689,0.3351
choch_long_rr1.5_sl0.8_h12_b0.1_cd10,fx,choch,long,1.5,0.8,12,0.1,10,XAUUSD,186,-51.0498,0.6266668421814735,0.3387
choch_long_rr1.5_sl0.8_h12_b0.1_cd20,fx,choch,long,1.5,0.8,12,0.1,20,XAUUSD,169,-46.878,0.623621035728623,0.3373
choch_long_rr1.5_sl0.8_h12_b0.2_cd0,fx,choch,long,1.5,0.8,12,0.2,0,XAUUSD,230,-46.7437,0.7079637613839198,0.3696
choch_long_rr1.5_sl0.8_h12_b0.2_cd5,fx,choch,long,1.5,0.8,12,0.2,5,XAUUSD,170,-45.4091,0.6340230696570822,0.3412
choch_long_rr1.5_sl0.8_h12_b0.2_cd10,fx,choch,long,1.5,0.8,12,0.2,10,XAUUSD,165,-39.7046,0.664565019959026,0.3515
choch_long_rr1.5_sl0.8_h12_b0.2_cd20,fx,choch,long,1.5,0.8,12,0.2,20,XAUUSD,149,-36.6169,0.6587860252568174,0.349
choch_long_rr1.5_sl1.0_h6_b0.1_cd0,fx,choch,long,1.5,1.0,6,0.1,0,XAUUSD,241,-67.42,0.5670111567519799,0.3402
choch_long_rr1.5_sl1.0_h6_b0.1_cd5,fx,choch,long,1.5,1.0,6,0.1,5,XAUUSD,191,-56.9059,0.5501207591023902,0.3455
choch_long_rr1.5_sl1.0_h6_b0.1_cd10,fx,choch,long,1.5,1.0,6,0.1,10,XAUUSD,186,-53.956,0.5576234847522106,0.3495
choch_long_rr1.5_sl1.0_h6_b0.1_cd20,fx,choch,long,1.5,1.0,6,0.1,20,XAUUSD,167,-50.6721,0.5407831466152399,0.3473
choch_long_rr1.5_sl1.0_h6_b0.2_cd0,fx,choch,long,1.5,1.0,6,0.2,0,XAUUSD,216,-55.0498,0.5988299346101349,0.3472
choch_long_rr1.5_sl1.0_h6_b0.2_cd5,fx,choch,long,1.5,1.0,6,0.2,5,XAUUSD,169,-46.0061,0.5803316582272823,0.355
choch_long_rr1.5_sl1.0_h6_b0.2_cd10,fx,choch,long,1.5,1.0,6,0.2,10,XAUUSD,165,-41.6508,0.6037103040002132,0.3636
choch_long_rr1.5_sl1.0_h6_b0.2_cd20,fx,choch,long,1.5,1.0,6,0.2,20,XAUUSD,148,-40.8359,0.572938258074097,0.3581
choch_long_rr1.5_sl1.0_h12_b0.1_cd0,fx,choch,long,1.5,1.0,12,0.1,0,XAUUSD,238,-58.454,0.6448348731882958,0.3529
choch_long_rr1.5_sl1.0_h12_b0.1_cd5,fx,choch,long,1.5,1.0,12,0.1,5,XAUUSD,191,-46.8239,0.6482946867777478,0.356
choch_long_rr1.5_sl1.0_h12_b0.1_cd10,fx,choch,long,1.5,1.0,12,0.1,10,XAUUSD,184,-41.5466,0.6713392262431197,0.3641
choch_long_rr1.5_sl1.0_h12_b0.1_cd20,fx,choch,long,1.5,1.0,12,0.1,20,XAUUSD,165,-41.1487,0.6431332416927207,0.3515
choch_long_rr1.5_sl1.0_h12_b0.2_cd0,fx,choch,long,1.5,1.0,12,0.2,0,XAUUSD,214,-45.3785,0.6855499973321452,0.3645
choch_long_rr1.5_sl1.0_h12_b0.2_cd5,fx,choch,long,1.5,1.0,12,0.2,5,XAUUSD,169,-35.9205,0.687743403758154,0.3669
choch_long_rr1.5_sl1.0_h12_b0.2_cd10,fx,choch,long,1.5,1.0,12,0.2,10,XAUUSD,164,-30.3052,0.7230287232992495,0.378
choch_long_rr1.5_sl1.0_h12_b0.2_cd20,fx,choch,long,1.5,1.0,12,0.2,20,XAUUSD,147,-32.1498,0.6802888655305498,0.3605
choch_long_rr2.0_sl0.8_h6_b0.1_cd0,fx,choch,long,2.0,0.8,6,0.1,0,XAUUSD,246,-77.1444,0.5801400251662145,0.2805
choch_long_rr2.0_sl0.8_h6_b0.1_cd5,fx,choch,long,2.0,0.8,6,0.1,5,XAUUSD,192,-65.4757,0.5550138982336671,0.2812
choch_long_rr2.0_sl0.8_h6_b0.1_cd10,fx,choch,long,2.0,0.8,6,0.1,10,XAUUSD,186,-61.8554,0.5626405296784539,0.2849
choch_long_rr2.0_sl0.8_h6_b0.1_cd20,fx,choch,long,2.0,0.8,6,0.1,20,XAUUSD,167,-50.6052,0.5942953851432768,0.2934
choch_long_rr2.0_sl0.8_h6_b0.2_cd0,fx,choch,long,2.0,0.8,6,0.2,0,XAUUSD,221,-64.9846,0.6037947170271465,0.2896
choch_long_rr2.0_sl0.8_h6_b0.2_cd5,fx,choch,long,2.0,0.8,6,0.2,5,XAUUSD,169,-55.2635,0.5728223707552589,0.2899
choch_long_rr2.0_sl0.8_h6_b0.2_cd10,fx,choch,long,2.0,0.8,6,0.2,10,XAUUSD,165,-50.8195,0.5925155875145933,0.297
choch_long_rr2.0_sl0.8_h6_b0.2_cd20,fx,choch,long,2.0,0.8,6,0.2,20,XAUUSD,148,-42.2823,0.6163130671506352,0.3041
choch_long_rr2.0_sl0.8_h12_b0.1_cd0,fx,choch,long,2.0,0.8,12,0.1,0,XAUUSD,244,-70.1614,0.6337131690957396,0.2828
choch_long_rr2.0_sl0.8_h12_b0.1_cd5,fx,choch,long,2.0,0.8,12,0.1,5,XAUUSD,192,-58.5835,0.6192719547312934,0.276
choch_long_rr2.0_sl0.8_h12_b0.1_cd10,fx,choch,long,2.0,0.8,12,0.1,10,XAUUSD,186,-54.7635,0.6303911623509022,0.2796
choch_long_rr2.0_sl0.8_h12_b0.1_cd20,fx,choch,long,2.0,0.8,12,0.1,20,XAUUSD,166,-44.0661,0.661544452432303,0.2892
choch_long_rr2.0_sl0.8_h12_b0.2_cd0,fx,choch,long,2.0,0.8,12,0.2,0,XAUUSD,219,-58.1015,0.6580780362298457,0.2877
choch_long_rr2.0_sl0.8_h12_b0.2_cd5,fx,choch,long,2.0,0.8,12,0.2,5,XAUUSD,169,-48.7351,0.6375591609922686,0.2781
choch_long_rr2.0_sl0.8_h12_b0.2_cd10,fx,choch,long,2.0,0.8,12,0.2,10,XAUUSD,165,-44.0914,0.660353347635683,0.2848
choch_long_rr2.0_sl0.8_h12_b0.2_cd20,fx,choch,long,2.0,0.8,12,0.2,20,XAUUSD,148,-36.7832,0.6809473253256171,0.2905
choch_long_rr2.0_sl1.0_h6_b0.1_cd0,fx,choch,long,2.0,1.0,6,0.1,0,XAUUSD,234,-59.1203,0.6156721996934235,0.3248
choch_long_rr2.0_sl1.0_h6_b0.1_cd5,fx,choch,long,2.0,1.0,6,0.1,5,XAUUSD,191,-51.8451,0.5976033989233224,0.3246
choch_long_rr2.0_sl1.0_h6_b0.1_cd10,fx,choch,long,2.0,1.0,6,0.1,10,XAUUSD,186,-49.9478,0.6000028829890831,0.328
choch_long_rr2.0_sl1.0_h6_b0.1_cd20,fx,choch,long,2.0,1.0,6,0.1,20,XAUUSD,165,-42.7673,0.6108462195013202,0.3333
choch_long_rr2.0_sl1.0_h6_b0.2_cd0,fx,choch,long,2.0,1.0,6,0.2,0,XAUUSD,209,-47.5447,0.6505751637445468,0.3301
choch_long_rr2.0_sl1.0_h6_b0.2_cd5,fx,choch,long,2.0,1.0,6,0.2,5,XAUUSD,169,-41.7399,0.6296282164701373,0.3314
choch_long_rr2.0_sl1.0_h6_b0.2_cd10,fx,choch,long,2.0,1.0,6,0.2,10,XAUUSD,165,-37.9372,0.6510780680769892,0.3394
choch_long_rr2.0_sl1.0_h6_b0.2_cd20,fx,choch,long,2.0,1.0,6,0.2,20,XAUUSD,146,-33.7168,0.6484072022882813,0.3425
choch_long_rr2.0_sl1.0_h12_b0.1_cd0,fx,choch,long,2.0,1.0,12,0.1,0,XAUUSD,231,-53.564,0.6811571772969434,0.316
choch_long_rr2.0_sl1.0_h12_b0.1_cd5,fx,choch,long,2.0,1.0,12,0.1,5,XAUUSD,191,-49.5414,0.6511114960936014,0.3089
choch_long_rr2.0_sl1.0_h12_b0.1_cd10,fx,choch,long,2.0,1.0,12,0.1,10,XAUUSD,184,-44.7746,0.6690210549581496,0.3152
choch_long_rr2.0_sl1.0_h12_b0.1_cd20,fx,choch,long,2.0,1.0,12,0.1,20,XAUUSD,163,-42.8147,0.6455898117221484,0.3067
choch_long_rr2.0_sl1.0_h12_b0.2_cd0,fx,choch,long,2.0,1.0,12,0.2,0,XAUUSD,206,-40.1871,0.7260258750045167,0.3252
choch_long_rr2.0_sl1.0_h12_b0.2_cd5,fx,choch,long,2.0,1.0,12,0.2,5,XAUUSD,169,-36.4297,0.7034814961325302,0.3195
choch_long_rr2.0_sl1.0_h12_b0.2_cd10,fx,choch,long,2.0,1.0,12,0.2,10,XAUUSD,164,-30.818,0.7371439976322659,0.3293
choch_long_rr2.0_sl1.0_h12_b0.2_cd20,fx,choch,long,2.0,1.0,12,0.2,20,XAUUSD,144,-27.1009,0.7367037374197629,0.3264
choch_long_rr2.5_sl0.8_h6_b0.1_cd0,fx,choch,long,2.5,0.8,6,0.1,0,XAUUSD,239,-67.9088,0.6235414120079716,0.272
choch_long_rr2.5_sl0.8_h6_b0.1_cd5,fx,choch,long,2.5,0.8,6,0.1,5,XAUUSD,192,-58.4414,0.6076847375296546,0.2708
choch_long_rr2.5_sl0.8_h6_b0.1_cd10,fx,choch,long,2.5,0.8,6,0.1,10,XAUUSD,186,-55.7618,0.6119414618394745,0.2742
choch_long_rr2.5_sl0.8_h6_b0.1_cd20,fx,choch,long,2.5,0.8,6,0.1,20,XAUUSD,166,-44.389,0.6473296076602466,0.2831
choch_long_rr2.5_sl0.8_h6_b0.2_cd0,fx,choch,long,2.5,0.8,6,0.2,0,XAUUSD,214,-55.3609,0.6554320846268944,0.2804
choch_long_rr2.5_sl0.8_h6_b0.2_cd5,fx,choch,long,2.5,0.8,6,0.2,5,XAUUSD,169,-47.8411,0.6353388473344295,0.2781
choch_long_rr2.5_sl0.8_h6_b0.2_cd10,fx,choch,long,2.5,0.8,6,0.2,10,XAUUSD,165,-43.8378,0.6547669205380677,0.2848
choch_long_rr2.5_sl0.8_h6_b0.2_cd20,fx,choch,long,2.5,0.8,6,0.2,20,XAUUSD,147,-35.6668,0.6796336699562477,0.2925
choch_long_rr2.5_sl0.8_h12_b0.1_cd0,fx,choch,long,2.5,0.8,12,0.1,0,XAUUSD,237,-64.2337,0.6668993345111927,0.2574
choch_long_rr2.5_sl0.8_h12_b0.1_cd5,fx,choch,long,2.5,0.8,12,0.1,5,XAUUSD,192,-55.1124,0.6524736292507227,0.25
choch_long_rr2.5_sl0.8_h12_b0.1_cd10,fx,choch,long,2.5,0.8,12,0.1,10,XAUUSD,186,-55.3054,0.640842074911859,0.2473
choch_long_rr2.5_sl0.8_h12_b0.1_cd20,fx,choch,long,2.5,0.8,12,0.1,20,XAUUSD,165,-45.8932,0.6596676855901673,0.2545
choch_long_rr2.5_sl0.8_h12_b0.2_cd0,fx,choch,long,2.5,0.8,12,0.2,0,XAUUSD,211,-51.4221,0.6977666679988997,0.2607
choch_long_rr2.5_sl0.8_h12_b0.2_cd5,fx,choch,long,2.5,0.8,12,0.2,5,XAUUSD,169,-42.1286,0.6949464273947648,0.2544
choch_long_rr2.5_sl0.8_h12_b0.2_cd10,fx,choch,long,2.5,0.8,12,0.2,10,XAUUSD,165,-37.4893,0.719094161035707,0.2606
choch_long_rr2.5_sl0.8_h12_b0.2_cd20,fx,choch,long,2.5,0.8,12,0.2,20,XAUUSD,146,-30.4667,0.7390542067185188,0.2671
choch_long_rr2.5_sl1.0_h6_b0.1_cd0,fx,choch,long,2.5,1.0,6,0.1,0,XAUUSD,226,-51.902,0.6527109582533172,0.323
choch_long_rr2.5_sl1.0_h6_b0.1_cd5,fx,choch,long,2.5,1.0,6,0.1,5,XAUUSD,191,-50.9748,0.6081655619416001,0.3141
choch_long_rr2.5_sl1.0_h6_b0.1_cd10,fx,choch,long,2.5,1.0,6,0.1,10,XAUUSD,186,-49.8616,0.6055452888461343,0.3172
choch_long_rr2.5_sl1.0_h6_b0.1_cd20,fx,choch,long,2.5,1.0,6,0.1,20,XAUUSD,164,-40.861,0.6297772828709589,0.3232
choch_long_rr2.5_sl1.0_h6_b0.2_cd0,fx,choch,long,2.5,1.0,6,0.2,0,XAUUSD,200,-42.8502,0.6757634090310631,0.325
choch_long_rr2.5_sl1.0_h6_b0.2_cd5,fx,choch,long,2.5,1.0,6,0.2,5,XAUUSD,169,-40.9862,0.6403116476464951,0.3195
choch_long_rr2.5_sl1.0_h6_b0.2_cd10,fx,choch,long,2.5,1.0,6,0.2,10,XAUUSD,165,-37.4676,0.6601975823237008,0.3273
choch_long_rr2.5_sl1.0_h6_b0.2_cd20,fx,choch,long,2.5,1.0,6,0.2,20,XAUUSD,145,-31.9271,0.6686953525970292,0.331
choch_long_rr2.5_sl1.0_h12_b0.1_cd0,fx,choch,long,2.5,1.0,12,0.1,0,XAUUSD,221,-47.6178,0.7117798627592331,0.2941
choch_long_rr2.5_sl1.0_h12_b0.1_cd5,fx,choch,long,2.5,1.0,12,0.1,5,XAUUSD,191,-47.1232,0.6786180971009392,0.288
choch_long_rr2.5_sl1.0_h12_b0.1_cd10,fx,choch,long,2.5,1.0,12,0.1,10,XAUUSD,184,-42.8563,0.6936827148087104,0.2935
choch_long_rr2.5_sl1.0_h12_b0.1_cd20,fx,choch,long,2.5,1.0,12,0.1,20,XAUUSD,162,-42.8382,0.6555755843963716,0.284
choch_long_rr2.5_sl1.0_h12_b0.2_cd0,fx,choch,long,2.5,1.0,12,0.2,0,XAUUSD,197,-30.3329,0.7875585506336916,0.3096
choch_long_rr2.5_sl1.0_h12_b0.2_cd5,fx,choch,long,2.5,1.0,12,0.2,5,XAUUSD,169,-32.0115,0.7466825355249028,0.3018
choch_long_rr2.5_sl1.0_h12_b0.2_cd10,fx,choch,long,2.5,1.0,12,0.2,10,XAUUSD,164,-26.3997,0.781375824197665,0.311
choch_long_rr2.5_sl1.0_h12_b0.2_cd20,fx,choch,long,2.5,1.0,12,0.2,20,XAUUSD,143,-24.1244,0.7710766544571178,0.3077
choch_short_rr1.5_sl0.8_h6_b0.1_cd0,fx,choch,short,1.5,0.8,6,0.1,0,XAUUSD,186,-16.4455,0.8562844476448233,0.3978
choch_short_rr1.5_sl0.8_h6_b0.1_cd5,fx,choch,short,1.5,0.8,6,0.1,5,XAUUSD,137,-20.3302,0.7684010029402416,0.3723
choch_short_rr1.5_sl0.8_h6_b0.1_cd10,fx,choch,short,1.5,0.8,6,0.1,10,XAUUSD,133,-15.985,0.8084332512418583,0.3835
choch_short_rr1.5_sl0.8_h6_b0.1_cd20,fx,choch,short,1.5,0.8,6,0.1,20,XAUUSD,115,-12.1359,0.8298759665580719,0.3913
choch_short_rr1.5_sl0.8_h6_b0.2_cd0,fx,choch,short,1.5,0.8,6,0.2,0,XAUUSD,165,-21.728,0.7922467337759692,0.3818
choch_short_rr1.5_sl0.8_h6_b0.2_cd5,fx,choch,short,1.5,0.8,6,0.2,5,XAUUSD,120,-22.7093,0.7129271462233143,0.3583
choch_short_rr1.5_sl0.8_h6_b0.2_cd10,fx,choch,short,1.5,0.8,6,0.2,10,XAUUSD,118,-20.5316,0.7331322991336898,0.3644
choch_short_rr1.5_sl0.8_h6_b0.2_cd20,fx,choch,short,1.5,0.8,6,0.2,20,XAUUSD,104,-21.2353,0.693872932031669,0.3558
choch_short_rr1.5_sl0.8_h12_b0.1_cd0,fx,choch,short,1.5,0.8,12,0.1,0,XAUUSD,185,-20.2349,0.8349130954090357,0.4108
choch_short_rr1.5_sl0.8_h12_b0.1_cd5,fx,choch,short,1.5,0.8,12,0.1,5,XAUUSD,137,-21.9854,0.7671319353383173,0.3869
choch_short_rr1.5_sl0.8_h12_b0.1_cd10,fx,choch,short,1.5,0.8,12,0.1,10,XAUUSD,132,-16.4369,0.8150449478281124,0.4015
choch_short_rr1.5_sl0.8_h12_b0.1_cd20,fx,choch,short,1.5,0.8,12,0.1,20,XAUUSD,115,-12.8671,0.8329839527213397,0.4087
choch_short_rr1.5_sl0.8_h12_b0.2_cd0,fx,choch,short,1.5,0.8,12,0.2,0,XAUUSD,164,-24.5472,0.779408117269417,0.3902
choch_short_rr1.5_sl0.8_h12_b0.2_cd5,fx,choch,short,1.5,0.8,12,0.2,5,XAUUSD,120,-21.7575,0.7380618442516869,0.375
choch_short_rr1.5_sl0.8_h12_b0.2_cd10,fx,choch,short,1.5,0.8,12,0.2,10,XAUUSD,118,-19.5798,0.7579531378642793,0.3814
choch_short_rr1.5_sl0.8_h12_b0.2_cd20,fx,choch,short,1.5,0.8,12,0.2,20,XAUUSD,104,-19.3502,0.7327002931287419,0.375
choch_short_rr1.5_sl1.0_h6_b0.1_cd0,fx,choch,short,1.5,1.0,6,0.1,0,XAUUSD,170,-2.8849,0.968768099703043,0.4176
choch_short_rr1.5_sl1.0_h6_b0.1_cd5,fx,choch,short,1.5,1.0,6,0.1,5,XAUUSD,137,-4.4816,0.9406785381950741,0.4088
choch_short_rr1.5_sl1.0_h6_b0.1_cd10,fx,choch,short,1.5,1.0,6,0.1,10,XAUUSD,132,-4.5596,0.9374240032937626,0.4167
choch_short_rr1.5_sl1.0_h6_b0.1_cd20,fx,choch,short,1.5,1.0,6,0.1,20,XAUUSD,114,-1.379,0.9774646322192025,0.4211
choch_short_rr1.5_sl1.0_h6_b0.2_cd0,fx,choch,short,1.5,1.0,6,0.2,0,XAUUSD,149,-13.1004,0.8468296458599083,0.3893
choch_short_rr1.5_sl1.0_h6_b0.2_cd5,fx,choch,short,1.5,1.0,6,0.2,5,XAUUSD,120,-14.9042,0.7895582533456458,0.375
choch_short_rr1.5_sl1.0_h6_b0.2_cd10,fx,choch,short,1.5,1.0,6,0.2,10,XAUUSD,117,-14.6161,0.7888148949788975,0.3846
choch_short_rr1.5_sl1.0_h6_b0.2_cd20,fx,choch,short,1.5,1.0,6,0.2,20,XAUUSD,103,-15.8779,0.7437800347911403,0.3689
choch_short_rr1.5_sl1.0_h12_b0.1_cd0,fx,choch,short,1.5,1.0,12,0.1,0,XAUUSD,169,-9.5323,0.908145340103049,0.426
choch_short_rr1.5_sl1.0_h12_b0.1_cd5,fx,choch,short,1.5,1.0,12,0.1,5,XAUUSD,137,-7.6019,0.9102776095903427,0.4234
choch_short_rr1.5_sl1.0_h12_b0.1_cd10,fx,choch,short,1.5,1.0,12,0.1,10,XAUUSD,131,-9.547,0.882843658193581,0.4122
choch_short_rr1.5_sl1.0_h12_b0.1_cd20,fx,choch,short,1.5,1.0,12,0.1,20,XAUUSD,113,-6.1209,0.9122779863018999,0.4248
choch_short_rr1.5_sl1.0_h12_b0.2_cd0,fx,choch,short,1.5,1.0,12,0.2,0,XAUUSD,148,-15.4093,0.8363866674028362,0.4054
choch_short_rr1.5_sl1.0_h12_b0.2_cd5,fx,choch,short,1.5,1.0,12,0.2,5,XAUUSD,120,-14.76,0.810457214183348,0.3917
choch_short_rr1.5_sl1.0_h12_b0.2_cd10,fx,choch,short,1.5,1.0,12,0.2,10,XAUUSD,117,-17.5017,0.7723089532433065,0.3761
choch_short_rr1.5_sl1.0_h12_b0.2_cd20,fx,choch,short,1.5,1.0,12,0.2,20,XAUUSD,102,-17.4086,0.7457689246518829,0.3725
choch_short_rr2.0_sl0.8_h6_b0.1_cd0,fx,choch,short,2.0,0.8,6,0.1,0,XAUUSD,175,-24.7339,0.7930342272264768,0.3257
choch_short_rr2.0_sl0.8_h6_b0.1_cd5,fx,choch,short,2.0,0.8,6,0.1,5,XAUUSD,137,-23.4582,0.7585477167318891,0.3139
choch_short_rr2.0_sl0.8_h6_b0.1_cd10,fx,choch,short,2.0,0.8,6,0.1,10,XAUUSD,133,-20.9016,0.7748065531663655,0.3233
choch_short_rr2.0_sl0.8_h6_b0.1_cd20,fx,choch,short,2.0,0.8,6,0.1,20,XAUUSD,114,-17.6762,0.7793773308903189,0.3246
choch_short_rr2.0_sl0.8_h6_b0.2_cd0,fx,choch,short,2.0,0.8,6,0.2,0,XAUUSD,153,-28.7711,0.7314974070005851,0.3137
choch_short_rr2.0_sl0.8_h6_b0.2_cd5,fx,choch,short,2.0,0.8,6,0.2,5,XAUUSD,120,-24.6966,0.7137309813540186,0.3083
choch_short_rr2.0_sl0.8_h6_b0.2_cd10,fx,choch,short,2.0,0.8,6,0.2,10,XAUUSD,118,-24.3075,0.7109680533937696,0.3136
choch_short_rr2.0_sl0.8_h6_b0.2_cd20,fx,choch,short,2.0,0.8,6,0.2,20,XAUUSD,103,-25.6349,0.6624459628326997,0.301
choch_short_rr2.0_sl0.8_h12_b0.1_cd0,fx,choch,short,2.0,0.8,12,0.1,0,XAUUSD,174,-31.204,0.7627682010251358,0.3276
choch_short_rr2.0_sl0.8_h12_b0.1_cd5,fx,choch,short,2.0,0.8,12,0.1,5,XAUUSD,137,-26.9159,0.7460821641774149,0.3139
choch_short_rr2.0_sl0.8_h12_b0.1_cd10,fx,choch,short,2.0,0.8,12,0.1,10,XAUUSD,132,-26.4938,0.7395756744111067,0.3106
choch_short_rr2.0_sl0.8_h12_b0.1_cd20,fx,choch,short,2.0,0.8,12,0.1,20,XAUUSD,114,-19.6002,0.7758278558496323,0.3246
choch_short_rr2.0_sl0.8_h12_b0.2_cd0,fx,choch,short,2.0,0.8,12,0.2,0,XAUUSD,152,-31.2408,0.7311511581976573,0.3158
choch_short_rr2.0_sl0.8_h12_b0.2_cd5,fx,choch,short,2.0,0.8,12,0.2,5,XAUUSD,120,-24.688,0.7331612629876902,0.3083
choch_short_rr2.0_sl0.8_h12_b0.2_cd10,fx,choch,short,2.0,0.8,12,0.2,10,XAUUSD,118,-27.6367,0.6983614179579336,0.2966
choch_short_rr2.0_sl0.8_h12_b0.2_cd20,fx,choch,short,2.0,0.8,12,0.2,20,XAUUSD,103,-24.0833,0.7013842563775732,0.301
choch_short_rr2.0_sl1.0_h6_b0.1_cd0,fx,choch,short,2.0,1.0,6,0.1,0,XAUUSD,165,1.7098,1.0182383141133062,0.3939
choch_short_rr2.0_sl1.0_h6_b0.1_cd5,fx,choch,short,2.0,1.0,6,0.1,5,XAUUSD,137,-1.9161,0.9761111893787614,0.3796
