scenario,period,trades,wins,losses,win_rate_pct,net_r,profit_factor,max_drawdown_r,average_r,pnl_usd,return_pct,exit_realized_max_drawdown_pct,active,red_active
base,2026-01,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
base,2026-02,1,1,0,100.0,0.8521296726504705,Infinity,0.0,0.8521296726504705,0.43047819618019867,0.42606483632523506,0.0,True,False
base,2026-03,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
base,2026-04,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
base,2026-05,1,1,0,100.0,0.8500417084912474,Infinity,0.0,0.8500417084912474,0.43125302219921385,0.42502085424562797,0.0,True,False
base,2026-06,5,4,1,80.0,0.4815506199557605,4.42535315404134,0.1405842254214319,0.0963101239911521,0.24551144231906166,0.24093943929266448,0.07014442820355697,True,False
base,2026-07,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2024-07,1,1,0,100.0,0.9559411311289998,Infinity,0.0,0.9559411311289998,0.4779705655644999,0.4779705655645117,0.0,True,False
stress,2024-08,2,1,1,50.0,0.11457462328382628,1.1028174859808217,1.1143495893801327,0.05728731164191314,-0.15743562390201227,-0.1566867075597278,0.5571747946900723,True,True
stress,2024-09,2,0,2,0.0,-1.3968373686769489,0.0,1.3968373686769489,-0.6984186843384744,-0.6824740097095352,-0.6802934315555675,0.6802934315555669,True,True
stress,2024-10,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2024-11,4,0,4,0.0,-1.840954933749816,0.0,1.8409549337498157,-0.460238733437454,-0.9147284709961411,-0.9180512571605015,0.9180512571604993,True,True
stress,2024-12,6,2,4,33.333333333333336,-0.4232413023227761,0.8208108105882419,1.2558092692146225,-0.07054021705379603,-0.2146889768968617,-0.21746528560688816,0.6275696837913548,True,True
stress,2025-01,2,2,0,100.0,1.3517183957705807,Infinity,0.0,0.6758591978852904,0.6668865602542908,0.6769827871624168,0.0,True,False
stress,2025-02,3,1,2,33.333333333333336,-0.6618351268511848,0.5985531301652244,1.1135681686510128,-0.22061170895039495,-0.3307382659773327,-0.3334877724672114,0.5567840843255054,True,True
stress,2025-03,5,4,1,80.0,3.1630577150353867,3.9177719557962583,1.0840661172138075,0.6326115430070773,1.5561468754879548,1.5743337079182407,0.5420330586069042,True,False
stress,2025-04,2,0,2,0.0,-2.2640692836920184,0.0,2.2640692836920184,-1.1320346418460092,-1.1333593824009736,-1.1288334527515986,1.1288334527515955,True,True
stress,2025-05,1,1,0,100.0,1.393114778349016,Infinity,0.0,1.393114778349016,0.6914556584697654,0.6965573891745125,0.0,True,False
stress,2025-06,1,1,0,100.0,1.018571137935136,Infinity,0.0,1.018571137935136,0.5090769397771989,0.5092855689675657,0.0,True,False
stress,2025-07,2,1,1,50.0,-0.3629755330655238,0.3676240267301566,0.5739869134949522,-0.1814877665327619,-0.18264154415397024,-0.1817905609601711,0.28699345674747695,True,True
stress,2025-08,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2025-09,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2025-10,1,1,0,100.0,0.06135029095397565,Infinity,0.0,0.06135029095397565,0.03076271391463376,0.03067514547698824,0.0,True,False
stress,2025-11,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2025-12,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2026-01,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2026-02,1,1,0,100.0,0.7865484277836401,Infinity,0.0,0.7865484277836401,0.39451787689171064,0.3932742138918144,0.0,True,False
stress,2026-03,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2026-04,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
stress,2026-05,1,1,0,100.0,0.7888694305029239,Infinity,0.0,0.7888694305029239,0.3972381636044087,0.3944347152514682,0.0,True,False
stress,2026-06,5,3,2,60.0,0.23816406305967364,2.2290964692981436,0.19377165992159553,0.04763281261193473,0.12042742343580921,0.11910772287304638,0.09671358140378415,True,False
stress,2026-07,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,False,False
