plan_id,event_id,strategy,symbol,side,signal_ts,valid_from_ts,plan_entry_reference,plan_stop,plan_target_1,plan_target_2,status,entry_ts,exit_ts,entry,stop,target_1,target_2,risk,risk_fraction,bars_held,gross_r,mae_r,mae_ts,exit_reason,exit_legs,portfolio_status
18fcc7f1b87628aeaff25abad4eec995,569bedf5f66838fa3a87d666,pump_exhaustion_unwind_short_v1,DOGEUSDT,short,1721606400000,1721606700000,0.14039,0.14408510714285713,0.13669489285714284,0.1329997857142857,filled_closed,1721606700000,1721635200000,0.14039,0.14408510714285713,0.13669489285714284,0.1329997857142857,0.003695107142857146,0.02632030160878372,96,1.068319109246781,-0.5926756425002239,1721621700000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 0.13669489285714284, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 0.13619, ""r"": 1.136638218493562, ""reason"": ""max_hold""}]",accepted
287497c7dd0baf6f9ece50a2001fa0b2,c74fcfdeb51f5962a812e9a9,pump_exhaustion_unwind_short_v1,BNBUSDT,short,1722965100000,1722965400000,488.7,494.06392857142856,483.3360714285714,477.97214285714284,filled_closed,1722965400000,1722993000000,488.7,494.06392857142856,483.3360714285714,477.97214285714284,5.363928571428573,0.010975912771492886,93,1.5,-0.6897929289566526,1722982800000,tp1_tp2,"[{""fraction"": 0.5, ""price"": 483.3360714285714, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 477.97214285714284, ""r"": 2.0, ""reason"": ""tp2""}]",accepted
4cbe905b5560ee6f47f89342f9cb09bb,405294a4967b3673a9149fd9,pump_exhaustion_unwind_short_v1,1000PEPEUSDT,short,1724091600000,1724091900000,0.0075234,0.0077234025000000005,0.0073233975,0.007123395,filled_closed,1724091900000,1724113500000,0.0075234,0.0077234025000000005,0.0073233975,0.007123395,0.00020000250000000008,0.02658405773985167,73,-1.0,-1.2954838064524186,1724113500000,stop,"[{""fraction"": 1.0, ""price"": 0.0077234025000000005, ""r"": -1.0, ""reason"": ""stop""}]",accepted
b7bbbe07ef951fac92875c8e72282848,1f7681193acbfd7dfbb86acd,pump_exhaustion_unwind_short_v1,SUIUSDT,short,1726116900000,1726117200000,1.0215,1.0513171428571428,0.9916828571428573,0.9618657142857145,filled_closed,1726117200000,1726145700000,1.0215,1.0513171428571428,0.9916828571428573,0.9618657142857145,0.029817142857142764,0.029189567163135352,96,-0.10732081257186257,-0.8853967037179016,1726142700000,max_hold,"[{""fraction"": 1.0, ""price"": 1.0247, ""r"": -0.10732081257186257, ""reason"": ""max_hold""}]",accepted
aaf9cb87205b8b351a499bae144b5691,4b0fcdf647d09bf151fe63c9,pump_exhaustion_unwind_short_v1,TAOUSDT,short,1726254600000,1726254900000,312.7,317.7686428571429,307.6313571428571,302.5627142857142,filled_closed,1726254900000,1726262400000,312.7,317.7686428571429,307.6313571428571,302.5627142857142,5.0686428571428905,0.01620928320160822,26,-1.0,-1.4402277307253208,1726262400000,stop,"[{""fraction"": 1.0, ""price"": 317.7686428571429, ""r"": -1.0, ""reason"": ""stop""}]",accepted
fab62a4135514204d8b193e47c315f4c,45c27223c873bcbd862a18de,pump_exhaustion_unwind_short_v1,SUIUSDT,short,1731234900000,1731235200000,3.0298,3.1686807142857143,2.8909192857142854,2.752038571428571,filled_closed,1731235200000,1731263700000,3.0298,3.1686807142857143,2.8909192857142854,2.752038571428571,0.13888071428571447,0.045838244862933024,96,-0.3312194946331142,-0.48890877577366126,1731263100000,max_hold,"[{""fraction"": 1.0, ""price"": 3.0758, ""r"": -0.3312194946331142, ""reason"": ""max_hold""}]",accepted
cc21c9786e5cef120e5b55fda15a347c,381a6268e63293df82889485,pump_exhaustion_unwind_short_v1,ADAUSDT,short,1731334200000,1731334500000,0.5986,0.6260807142857142,0.5711192857142858,0.5436385714285716,filled_closed,1731334500000,1731363000000,0.5986,0.6260807142857142,0.5711192857142858,0.5436385714285716,0.02748071428571419,0.045908309865877364,96,0.007277831206299746,-0.8769786603592163,1731357900000,max_hold,"[{""fraction"": 1.0, ""price"": 0.5984, ""r"": 0.007277831206299746, ""reason"": ""max_hold""}]",accepted
09ece376601f5996f87962e8be71e840,fcc66c587ac7a00e8707edb9,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1731770400000,1731770700000,0.9605,0.9909696428571428,0.9300303571428572,0.8995607142857144,filled_closed,1731770700000,1731781500000,0.9605,0.9909696428571428,0.9300303571428572,0.8995607142857144,0.03046964285714282,0.031722689075630216,37,-1.0,-1.1519662427474673,1731781500000,stop,"[{""fraction"": 1.0, ""price"": 0.9909696428571428, ""r"": -1.0, ""reason"": ""stop""}]",accepted
30dfefd49b5c344ba593e9113d81736f,6f543cd3f93001117ad9c845,pump_exhaustion_unwind_short_v1,WIFUSDT,short,1732203900000,1732204200000,3.2464,3.4038,3.089,2.9316,filled_closed,1732204200000,1732232700000,3.2464,3.4038,3.089,2.9316,0.15739999999999998,0.04848447511089206,96,-0.2274459974587043,-0.6442185514612448,1732210200000,max_hold,"[{""fraction"": 1.0, ""price"": 3.2822, ""r"": -0.2274459974587043, ""reason"": ""max_hold""}]",accepted
3f84cd93564af006015f07993d6d6048,f6907ccaab108ccb3cbbc66f,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1733014800000,1733015100000,1.2375,1.2885457142857142,1.186454285714286,1.1354085714285718,filled_closed,1733015100000,1733043600000,1.2375,1.2885457142857142,1.186454285714286,1.1354085714285718,0.05104571428571414,0.04124906204906193,96,-0.029385424829285873,-0.6641106011418364,1733026500000,max_hold,"[{""fraction"": 1.0, ""price"": 1.239, ""r"": -0.029385424829285873, ""reason"": ""max_hold""}]",accepted
032ad4035085857a232ab81353289d12,fc5f2e74245109c47dc8c936,pump_exhaustion_unwind_short_v1,AVAXUSDT,short,1733118000000,1733118300000,47.605,49.253589285714284,45.95641071428571,44.30782142857142,filled_closed,1733118300000,1733146800000,47.605,49.253589285714284,45.95641071428571,44.30782142857142,1.6485892857142872,0.03463059102435222,96,0.07236165119528526,-0.9280662037889537,1733127000000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 45.95641071428571, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 49.015, ""r"": -0.8552766976094295, ""reason"": ""max_hold""}]",accepted
abffac83613114804f8e2f27c4469420,df40e1c9d431484ab7afb30a,pump_exhaustion_unwind_short_v1,AVAXUSDT,short,1733186700000,1733187000000,51.38,52.49701785714286,50.26298214285715,49.14596428571429,filled_closed,1733187000000,1733190000000,51.38,52.49701785714286,50.26298214285715,49.14596428571429,1.117017857142855,0.021740324195073085,11,-1.0,-1.266765782616343,1733190000000,stop,"[{""fraction"": 1.0, ""price"": 52.49701785714286, ""r"": -1.0, ""reason"": ""stop""}]",accepted
c02afb091d033f0c5d75f6837bac5a79,9bc704c8fa5be1d64ccd2751,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1733220300000,1733220600000,1.7213,1.812827142857143,1.6297728571428571,1.5382457142857142,filled_closed,1733220600000,1733234100000,1.7213,1.812827142857143,1.6297728571428571,1.5382457142857142,0.09152714285714292,0.053173266053066236,46,1.5,-0.024036585556196987,1733222100000,tp1_tp2,"[{""fraction"": 0.5, ""price"": 1.6297728571428571, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 1.5382457142857142, ""r"": 2.0, ""reason"": ""tp2""}]",accepted
c751107e3b5d67dca554f06776370615,3fbd54d86699885d68ea2fa3,pump_exhaustion_unwind_short_v1,XRPUSDT,short,1733389500000,1733389800000,2.4275,2.5004992857142856,2.354500714285715,2.2815014285714295,filled_closed,1733389800000,1733418300000,2.4275,2.5004992857142856,2.354500714285715,2.2815014285714295,0.07299928571428538,0.030071796380756074,96,0.591781719977693,-0.087672090724955,1733390400000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 2.354500714285715, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 2.4141, ""r"": 0.18356343995538613, ""reason"": ""max_hold""}]",accepted
5d58c35e84c000fcf9badc8f9096d3ba,34f1fcde265754ead1c75f77,pump_exhaustion_unwind_short_v1,1000PEPEUSDT,short,1733936400000,1733936700000,0.024645,0.02535135714285714,0.02393864285714286,0.02323228571428572,filled_closed,1733936700000,1733947200000,0.024645,0.02535135714285714,0.02393864285714286,0.02323228571428572,0.0007063571428571405,0.028661275831087057,36,-1.0,-1.0971786833855854,1733947200000,stop,"[{""fraction"": 1.0, ""price"": 0.02535135714285714, ""r"": -1.0, ""reason"": ""stop""}]",accepted
7f7f3fcdef967313ee4fe3ec72edd4f4,0f532c601c8abe7457889ebb,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1737163800000,1737164100000,1.392,1.4855610714285714,1.2984389285714284,1.204877857142857,filled_closed,1737164100000,1737192600000,1.392,1.4855610714285714,1.2984389285714284,1.204877857142857,0.09356107142857151,0.06721341338259448,96,0.63381061262506,-0.22552114547030122,1737165300000,max_hold,"[{""fraction"": 1.0, ""price"": 1.3327, ""r"": 0.63381061262506, ""reason"": ""max_hold""}]",accepted
8749ed567d19ff32bcc3c88e661cf260,1951ad992ea161be7d11b38f,pump_exhaustion_unwind_short_v1,BTCUSDT,short,1737360000000,1737360300000,107514.4,110128.10321428571,104900.69678571427,102286.99357142855,filled_closed,1737360300000,1737388800000,107514.4,110128.10321428571,104900.69678571427,102286.99357142855,2613.7032142857206,0.024310261828050204,96,0.8836701866221806,-0.6591414015882496,1737363900000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 104900.69678571427, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 105508.8, ""r"": 0.7673403732443611, ""reason"": ""max_hold""}]",accepted
c68f824a6b78cc3f8355172f69331804,3f31b8cca8b8d5db44c86125,pump_exhaustion_unwind_short_v1,SOLUSDT,short,1738599000000,1738599300000,204.95,210.43639285714286,199.46360714285711,193.97721428571424,filled_closed,1738599300000,1738608000000,204.95,210.43639285714286,199.46360714285711,193.97721428571424,5.486392857142874,0.026769421113163574,30,-1.0,-1.0425793684374944,1738608000000,stop,"[{""fraction"": 1.0, ""price"": 210.43639285714286, ""r"": -1.0, ""reason"": ""stop""}]",accepted
16bdcb0b2a4d9b53a647f07d3c3d1dda,6105cf8412741b9cbac81bc7,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1739288700000,1739289000000,1.3912,1.4374232142857142,1.3449767857142858,1.2987535714285716,filled_closed,1739289000000,1739317500000,1.3912,1.4374232142857142,1.3449767857142858,1.2987535714285716,0.04622321428571419,0.03322542717489519,96,1.0754684180027045,-0.17740003863241266,1739290500000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 1.3449767857142858, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 1.338, ""r"": 1.150936836005409, ""reason"": ""max_hold""}]",accepted
4e20dc5a8e76705a57fd675d569bf655,5e6d3a5e124a8c9f463f3d27,pump_exhaustion_unwind_short_v1,XRPUSDT,short,1739489400000,1739489700000,2.5296,2.6074232142857143,2.4517767857142854,2.373953571428571,filled_closed,1739489700000,1739518200000,2.5296,2.6074232142857143,2.4517767857142854,2.373953571428571,0.07782321428571448,0.03076502778530775,96,-0.43688763451963225,-0.8583557054679795,1739505600000,max_hold,"[{""fraction"": 1.0, ""price"": 2.5636, ""r"": -0.43688763451963225, ""reason"": ""max_hold""}]",accepted
85f38bf338454e0f919520a4221fc36d,8607a79606896d535ec428ce,pump_exhaustion_unwind_short_v1,SUIUSDT,short,1740935100000,1740935400000,3.1175,3.230772857142857,3.004227142857143,2.8909542857142863,filled_closed,1740935400000,1740936600000,3.1175,3.230772857142857,3.004227142857143,2.8909542857142863,0.11327285714285695,0.03633451712681859,5,-1.0,-1.0514434172856961,1740936600000,stop,"[{""fraction"": 1.0, ""price"": 3.230772857142857, ""r"": -1.0, ""reason"": ""stop""}]",accepted
5a4087c45e0595ee7457b05a612b91f1,45bf937ba6568fb8d0feb0a7,pump_exhaustion_unwind_short_v1,ADAUSDT,short,1741176600000,1741176900000,0.9899,1.0289367857142857,0.9508632142857143,0.9118264285714286,filled_closed,1741176900000,1741205400000,0.9899,1.0289367857142857,0.9508632142857143,0.9118264285714286,0.039036785714285704,0.039435080022513086,96,0.5333019221796297,-0.532830754874064,1741177800000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 0.9508632142857143, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 0.9873, ""r"": 0.06660384435925942, ""reason"": ""max_hold""}]",accepted
d96e9747a6ed3b3bb58e16d6e9fae76f,4cbbeb8f6e54e146be24249a,pump_exhaustion_unwind_short_v1,1000PEPEUSDT,short,1741601700000,1741602000000,0.006292,0.006650889285714286,0.005933110714285714,0.005574221428571428,filled_closed,1741602000000,1741630500000,0.006292,0.006650889285714286,0.005933110714285714,0.005574221428571428,0.0003588892857142858,0.05703898374352922,96,1.0294111793330614,-0.7467484003224232,1741608600000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 0.005933110714285714, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 0.005912, ""r"": 1.0588223586661227, ""reason"": ""max_hold""}]",accepted
53ec0a98f591b74a5577c49c193ecc2e,a0db80627d9ad85645baa1c4,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1741610100000,1741610400000,0.8781,0.9066789285714285,0.8495210714285715,0.820942142857143,filled_closed,1741610400000,1741616100000,0.8781,0.9066789285714285,0.8495210714285715,0.820942142857143,0.02857892857142852,0.03254632567068502,20,1.5,-0.2064458079754074,1741611300000,tp1_tp2,"[{""fraction"": 0.5, ""price"": 0.8495210714285715, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 0.820942142857143, ""r"": 2.0, ""reason"": ""tp2""}]",accepted
527c9ade47db57a6a3fc49dd8d2fa448,4d8a717efe90496cda879b78,pump_exhaustion_unwind_short_v1,XRPUSDT,short,1741610100000,1741610400000,2.1974,2.262292142857143,2.132507857142857,2.067615714285714,filled_closed,1741610400000,1741618500000,2.1974,2.262292142857143,2.132507857142857,2.067615714285714,0.06489214285714295,0.029531329233249727,28,1.5,-0.2126605686358651,1741611300000,tp1_tp2,"[{""fraction"": 0.5, ""price"": 2.132507857142857, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 2.067615714285714, ""r"": 2.0, ""reason"": ""tp2""}]",accepted
d5199833125003fd77c58f46ff793da4,414a71b89eea6019bdbf3350,pump_exhaustion_unwind_short_v1,XRPUSDT,short,1744224300000,1744224600000,2.0265,2.0882264285714287,1.9647735714285712,1.9030471428571425,filled_closed,1744224600000,1744233900000,2.0265,2.0882264285714287,1.9647735714285712,1.9030471428571425,0.06172642857142874,0.03045962426421354,32,-1.0,-1.002811946723444,1744233900000,stop,"[{""fraction"": 1.0, ""price"": 2.0882264285714287, ""r"": -1.0, ""reason"": ""stop""}]",accepted
047d94fefd3bcd02a0da04624b6e6e77,6e9a0057ec5490c2eb940637,pump_exhaustion_unwind_short_v1,1000PEPEUSDT,short,1745364000000,1745364300000,0.008744,0.00890535,0.00858265,0.008421300000000001,filled_closed,1745364300000,1745367000000,0.008744,0.00890535,0.00858265,0.008421300000000001,0.00016134999999999934,0.01845265324794137,10,-1.0,-1.1651688875116295,1745367000000,stop,"[{""fraction"": 1.0, ""price"": 0.00890535, ""r"": -1.0, ""reason"": ""stop""}]",accepted
5c338861708534459432f88c567978d1,ef31c9e14e6b27ded055dd6b,pump_exhaustion_unwind_short_v1,WIFUSDT,short,1747586400000,1747586700000,1.0715,1.1009542857142858,1.042045714285714,1.0125914285714281,filled_closed,1747586700000,1747591200000,1.0715,1.1009542857142858,1.042045714285714,1.0125914285714281,0.029454285714285877,0.027488834077728307,16,1.5,-0.34969444174993203,1747587300000,tp1_tp2,"[{""fraction"": 0.5, ""price"": 1.042045714285714, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 1.0125914285714281, ""r"": 2.0, ""reason"": ""tp2""}]",accepted
166eaf48c0f838f5ceec17e54cc1a067,1dd276e5b76e3fb69d3287ac,pump_exhaustion_unwind_short_v1,1000PEPEUSDT,short,1749557700000,1749558000000,0.013225,0.013645435714285715,0.012804564285714286,0.012384128571428572,filled_closed,1749558000000,1749586500000,0.013225,0.013645435714285715,0.012804564285714286,0.012384128571428572,0.00042043571428571416,0.03179098028625438,96,1.1112706206146692,-0.5827288017532802,1749561300000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 0.012804564285714286, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 0.012711, ""r"": 1.2225412412293386, ""reason"": ""max_hold""}]",accepted
a6bb0211c9e0de70968f271b5cbab32e,72bda84301930c61eb6909a3,pump_exhaustion_unwind_short_v1,XRPUSDT,short,1752249600000,1752249900000,2.7874,2.9846057142857143,2.5901942857142854,2.392988571428571,filled_closed,1752249900000,1752278400000,2.7874,2.9846057142857143,2.5901942857142854,2.392988571428571,0.19720571428571443,0.07074898266689907,96,0.2530352641186869,-0.3676364057836641,1752264000000,max_hold,"[{""fraction"": 1.0, ""price"": 2.7375, ""r"": 0.2530352641186869, ""reason"": ""max_hold""}]",accepted
b73ca894f97a74e88b44b9d113da347a,1a44c343bef3e43990ac663d,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1752759600000,1752759900000,1.0168,1.0519507142857143,0.9816492857142856,0.9464985714285712,filled_closed,1752759900000,1752788400000,1.0168,1.0519507142857143,0.9816492857142856,0.9464985714285712,0.03515071428571437,0.03456993930538392,96,-0.4864766007599948,-0.7339822397431465,1752780900000,max_hold,"[{""fraction"": 1.0, ""price"": 1.0339, ""r"": -0.4864766007599948, ""reason"": ""max_hold""}]",accepted
2387fbc770618df37c92344515feb4d7,8cc2641a01daa0b5a593ce38,pump_exhaustion_unwind_short_v1,ONDOUSDT,short,1761764700000,1761765000000,0.7394,0.7718057142857143,0.7069942857142856,0.6745885714285712,filled_closed,1761765000000,1761793500000,0.7394,0.7718057142857143,0.7069942857142856,0.6745885714285712,0.03240571428571437,0.04382704123034132,96,0.12960677129254008,-0.3209310527243887,1761769800000,max_hold,"[{""fraction"": 1.0, ""price"": 0.7352, ""r"": 0.12960677129254008, ""reason"": ""max_hold""}]",accepted
1751a40048702bfdc856039b043a3278,99f8cd6ecf33c5267ba9d9f8,pump_exhaustion_unwind_short_v1,ADAUSDT,short,1771606500000,1771606800000,0.288,0.2940878571428572,0.2819121428571428,0.2758242857142856,filled_closed,1771606800000,1771635300000,0.288,0.2940878571428572,0.2819121428571428,0.2758242857142856,0.0060878571428572,0.021138392857143057,96,0.9270796667839908,-0.03285228206031259,1771606800000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 0.2819121428571428, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 0.2828, ""r"": 0.8541593335679816, ""reason"": ""max_hold""}]",accepted
34f39a25203184f4cf2fa3fa4e7c1ad7,d16501c5f43d85cbc30e2a61,pump_exhaustion_unwind_short_v1,SUIUSDT,short,1779573300000,1779573600000,1.0777,1.1021075,1.0532925000000002,1.0288850000000003,filled_closed,1779573600000,1779602100000,1.0777,1.1021075,1.0532925000000002,1.0288850000000003,0.024407499999999915,0.02264776839565734,96,0.9199528833350457,-0.3236710027655361,1779573600000,tp1_then_max_hold,"[{""fraction"": 0.5, ""price"": 1.0532925000000002, ""r"": 1.0, ""reason"": ""tp1""}, {""fraction"": 0.5, ""price"": 1.0572, ""r"": 0.8399057666700914, ""reason"": ""max_hold""}]",accepted
406d9d1c7ef5e3cc87588c6266e47ace,29209f92bf9e74c102b7fd9a,pump_exhaustion_unwind_short_v1,BNBUSDT,short,1780310400000,1780310700000,698.1,731.2346428571428,664.9653571428572,631.8307142857144,filled_closed,1780310700000,1780339200000,698.1,731.2346428571428,664.9653571428572,631.8307142857144,33.13464285714281,0.04746403503386736,96,0.1237375642670067,-0.2927449691195,1780312200000,max_hold,"[{""fraction"": 1.0, ""price"": 694.0, ""r"": 0.1237375642670067, ""reason"": ""max_hold""}]",accepted
