strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct_equity,fees,outcome,reason
inplay,HYPEUSDT,long,1741719000000,1741720500000,14.71294200,14.53934155,3.13811876,-0.59985711,-0.005698,0.05507828,sl,retest_long+SL
inplay,DOTUSDT,long,1741716600000,1741719000000,4.05481080,4.11300723,12.17941823,0.64911115,0.006236,0.05968756,tp,retest_long+TP1
inplay,KITEUSDT,long,1762666800000,1762669500000,0.08197639,0.07997829,266.43836135,-0.55826242,-0.005330,0.02589056,sl,retest_long+SL
inplay,ORCAUSDT,long,1741718100000,1741737300000,1.49029800,1.47470500,35.10509153,-0.60984571,-0.005791,0.06245202,sl,retest_long+SL
inplay,LINKUSDT,long,1741716600000,1741736700000,13.32166380,13.08473967,2.24736458,-0.56806179,-0.005456,0.03560689,sl,retest_long+SL
inplay,KITEUSDT,long,1762707600000,1762708500000,0.09201840,0.08943711,202.47843246,-0.54470025,-0.005285,0.02204450,sl,retest_long+SL
inplay,RIVERUSDT,long,1762107600000,1762108500000,7.45549080,7.59947980,4.88057488,0.65866295,0.006426,0.04408615,tp,retest_long+TP1
inplay,AVAXUSDT,long,1741770000000,1741770300000,17.99659860,17.79672566,2.67626074,-0.59238747,-0.005743,0.05747536,sl,retest_long+SL
inplay,ARBUSDT,long,1741770000000,1741770300000,0.34906980,0.34393120,103.12183734,-0.57278000,-0.005554,0.04287812,sl,retest_long+SL
inplay,KITEUSDT,long,1762718100000,1762720500000,0.09717943,0.09252685,110.50212463,-0.52669818,-0.005164,0.01257777,sl,retest_long+SL
inplay,RIVERUSDT,long,1762113300000,1762115700000,7.58151600,7.90881792,2.14955233,0.68357423,0.006737,0.01997837,tp,retest_long+TP1
inplay,SNXUSDT,long,1741770300000,1741780800000,0.82886574,0.84295138,49.76544751,0.65105874,0.006351,0.04991924,tp,retest_long+TP1
inplay,RIVERUSDT,long,1762115700000,1762117800000,8.32066380,7.74702171,0.89531318,-0.52222069,-0.005113,0.00863137,sl,retest_long+SL
inplay,SOLUSDT,long,1741782600000,1741785600000,129.53590200,127.70124036,0.28683045,-0.57050689,-0.005577,0.04427007,sl,retest_long+SL
inplay,ADAUSDT,long,1741782600000,1741786500000,0.75815160,0.74626857,44.15147517,-0.56450657,-0.005520,0.03985342,sl,retest_long+SL
inplay,MYXUSDT,long,1755428700000,1755429300000,2.16540299,2.23873616,9.54169194,0.67450875,0.006668,0.02521376,tp,retest_long+TP1
inplay,MYXUSDT,long,1755429600000,1755433800000,2.23879767,2.40567127,4.24814104,0.69706437,0.006845,0.01183822,tp,retest_long+TP1
inplay,MYXUSDT,long,1755434100000,1755434400000,2.40494089,2.29128308,4.54816761,-0.52975031,-0.005167,0.01281553,sl,retest_long+SL
inplay,PIPPINUSDT,long,1741860000000,1741860900000,0.01908382,0.01927914,3517.33933835,0.60607142,0.005942,0.08096133,tp,retest_long+TP1
inplay,XRPUSDT,long,1741868700000,1741874100000,2.32206432,2.27882272,12.12257191,-0.55766421,-0.005435,0.03346475,sl,retest_long+SL
inplay,XAUTUSDT,long,1744754700000,1744759500000,3251.05008000,3259.12804400,0.03076544,0.12834904,0.001251,0.12017311,tp,retest_long+TP1
inplay,BNBUSDT,long,1741870800000,1741877100000,597.21942000,577.28452000,0.02603858,-0.53742603,-0.005238,0.01834945,sl,retest_long+SL
inplay,XAUTUSDT,long,1744762200000,1744763400000,3271.55418000,3280.34380000,0.03057263,0.14853653,0.001461,0.12018523,tp,retest_long+TP1
inplay,ASTERUSDT,long,1759392300000,1759392600000,1.74244842,1.76526688,30.29485344,0.62752235,0.006165,0.06375943,tp,retest_long+TP1
inplay,ASTERUSDT,long,1759392600000,1759407000000,1.75635120,1.79609071,17.72379751,0.66655737,0.006508,0.03777766,tp,retest_long+TP1
inplay,HYPEUSDT,long,1741936800000,1741937700000,13.32366420,13.47015543,4.75201522,0.61973377,0.006012,0.07639478,tp,retest_long+TP1
inplay,HYPEUSDT,long,1741937700000,1741939800000,13.48469640,13.87057533,1.85494224,0.68533766,0.006609,0.03044547,tp,retest_long+TP1
inplay,HYPEUSDT,long,1741945800000,1741952400000,13.71974340,14.02199504,2.37403837,0.67804102,0.006495,0.03951597,tp,retest_long+TP1
inplay,PIPPINUSDT,long,1741961400000,1741964400000,0.01860372,0.01877374,4143.18805352,0.61152636,0.005821,0.09291712,tp,retest_long+TP1
inplay,PIPPINUSDT,long,1741964400000,1741965300000,0.01888378,0.01918416,2401.61222081,0.66655699,0.006308,0.05485466,tp,retest_long+TP1
inplay,ZECUSDT,long,1741965300000,1741968000000,32.13642600,31.90397507,2.42069094,-0.65570507,-0.006166,0.09301321,sl,retest_long+SL
inplay,ADAUSDT,long,1741963200000,1741964400000,0.73104618,0.73606776,136.81762211,0.56660400,0.005331,0.12043622,tp,retest_long+TP1
inplay,ETHUSDT,long,1741964100000,1741964700000,1918.97371800,1929.06560970,0.05212161,0.40566604,0.003841,0.12033960,tp,retest_long+TP1
inplay,BTCUSDT,long,1741964400000,1741965300000,83985.29370000,84607.61509200,0.00113304,0.59050082,0.005561,0.11461337,tp,retest_long+TP1
inplay,AVAXUSDT,long,1741965300000,1741967100000,19.20283980,19.01751716,3.01656990,-0.62821531,-0.005860,0.06917663,sl,retest_long+SL
inplay,ETHUSDT,long,1741964700000,1741967400000,1929.58584000,1916.11848536,0.04197321,-0.66211805,-0.006211,0.09684993,sl,retest_long+SL
inplay,ENAUSDT,long,1741968900000,1741970400000,0.35727144,0.36159267,166.02535881,0.64582346,0.006098,0.07160980,tp,retest_long+TP1
inplay,XRPUSDT,long,1741968600000,1741971600000,2.35117014,2.36968597,38.11303135,0.59773865,0.005641,0.10795568,tp,retest_long+TP1
inplay,TAOUSDT,long,1741979700000,1741981500000,257.72153400,253.06937600,0.11779977,-0.58412577,-0.005449,0.03610263,sl,retest_long+SL
inplay,ASTERUSDT,long,1759464000000,1759467600000,1.89227838,1.85669644,15.30391971,-0.57896750,-0.005431,0.03442441,sl,retest_long+SL
inplay,KITEUSDT,long,1762939800000,1762940700000,0.08782756,0.08584711,272.48269893,-0.56803213,-0.005357,0.02839401,sl,retest_long+SL
inplay,ASTERUSDT,long,1759473300000,1759474500000,1.92908574,1.89292848,14.89942779,-0.57288996,-0.005432,0.03416749,sl,retest_long+SL
inplay,AGLDUSDT,long,1742016600000,1742017500000,1.00060008,1.01440708,51.67180980,0.65096113,0.006206,0.06247144,tp,retest_long+TP1
inplay,ASTERUSDT,long,1759509600000,1759510800000,1.98139620,1.90651862,7.11976098,-0.54971909,-0.005210,0.01660861,sl,retest_long+SL
inplay,WLFIUSDT,long,1757183700000,1757186400000,0.20254050,0.21351729,66.43363208,0.71264376,0.006789,0.01658414,tp,retest_long+TP1
inplay,ENAUSDT,long,1742031300000,1742039700000,0.36867372,0.37399519,135.06638852,0.65856543,0.006240,0.06018576,tp,retest_long+TP1
inplay,BIOUSDT,long,1742052000000,1742053800000,0.08911782,0.09006198,759.68130718,0.63559201,0.005976,0.08167173,tp,retest_long+TP1
inplay,WLFIUSDT,long,1757186400000,1757206200000,0.21264252,0.22126074,84.97926216,0.71024622,0.006721,0.02212367,tp,retest_long+TP1
inplay,AXSUSDT,long,1742068800000,1742069400000,3.27365460,3.28354316,30.55300947,0.18191999,0.001689,0.12020528,tp,retest_long+TP1
inplay,PIPPINUSDT,long,1742072400000,1742074500000,0.01871374,0.01890322,3833.79636294,0.63988524,0.005931,0.08652946,tp,retest_long+TP1
inplay,ARBUSDT,long,1742068800000,1742074500000,0.36677334,0.36855128,272.70248159,0.36453238,0.003380,0.12031491,tp,retest_long+TP1
inplay,ARBUSDT,long,1742074500000,1742077200000,0.36937386,0.36776215,270.78256160,-0.55618588,-0.005109,0.11976215,sl,retest_long+SL
inplay,1000PEPEUSDT,long,1742070300000,1742077500000,0.00731446,0.00721441,5583.21320720,-0.60726351,-0.005598,0.04867069,sl,retest_long+SL
inplay,PIPPINUSDT,long,1742096400000,1742097600000,0.01908382,0.01894228,4019.86441097,-0.66066248,-0.006136,0.09171586,sl,retest_long+SL
inplay,ZECUSDT,long,1742096100000,1742097900000,32.65653000,32.81943480,3.06278714,0.37861936,0.003514,0.12032337,tp,retest_long+TP1
inplay,AVAXUSDT,long,1742094900000,1742095200000,19.49789880,19.63707180,5.11680516,0.59197351,0.005509,0.12014761,tp,retest_long+TP1
inplay,AVAXUSDT,long,1742095200000,1742108700000,19.59891900,19.38501508,2.62108534,-0.62196856,-0.005757,0.06130813,sl,retest_long+SL
