tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step12_2026-02-19,30,2026-02-19,BTCUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;KITEUSDT;WLFIUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;RIVERUSDT;AXSUSDT,inplay_breakout,100.00,166.87,310,66.87,2.077,0.606,0.6861,-0.5091,5.3580
