tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
inplay_p3_360d_killers_off,360,2026-02-20,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;ENSOUSDT;DOGEUSDT;RIVERUSDT;OPUSDT;1000PEPEUSDT;XAUTUSDT;INJUSDT;ORCAUSDT;PIPPINUSDT;SUIUSDT;ADAUSDT;AXSUSDT;ESPUSDT;MYXUSDT;BCHUSDT;FARTCOINUSDT;RAVEUSDT;BNBUSDT;ZECUSDT;LINKUSDT;ARBUSDT;TAOUSDT;ENAUSDT;ASTERUSDT;WLFIUSDT;VVVUSDT;AZTECUSDT;KITEUSDT;AVAXUSDT;DOTUSDT;SNXUSDT;LTCUSDT;VIRTUALUSDT,inplay_breakout,100.00,123.01,43,23.01,7.034,0.814,0.7662,-0.4766,1.2700
