symbol,side,entry_ts,exit_ts,entry,exit,gross_r,net_r,fees_r,reason,z
ONDOUSDT,short,1752210000000,1752210000000,0.909,0.9225,-1.0,-1.0808,0.0808,sl,2.2088
BCHUSDT,short,1752210000000,1752210000000,521.0,525.0714285714286,-1.0,-1.15356,0.15356,sl,2.0507
BCHUSDT,short,1752224400000,1752238800000,523.6,528.4285714285714,-1.0,-1.13013,0.13013,sl,2.0972
XLMUSDT,short,1752238800000,1752238800000,0.32993,0.33542142857142854,-1.0,-1.0721,0.0721,sl,4.0279
BCHUSDT,short,1752253200000,1752256800000,529.7,535.6642857142857,-1.0,-1.10657,0.10657,sl,2.0867
XLMUSDT,short,1752253200000,1752260400000,0.37114,0.3826371428571429,-1.0,-1.03874,0.03874,sl,4.1236
XLMUSDT,short,1752267600000,1752271200000,0.36781,0.3502531428571429,1.2,1.16983,0.03017,tp,2.2384
ONDOUSDT,long,1752354000000,1752361200000,0.86,0.8757542857142857,1.2,1.12139,0.07861,tp,-2.0414
BCHUSDT,long,1752354000000,1752357600000,502.1,508.52000000000004,1.2,1.08738,0.11262,tp,-2.2804
XLMUSDT,short,1752382800000,1752393600000,0.43541,0.4499264285714286,-1.0,-1.03599,0.03599,sl,2.0126
XLMUSDT,short,1752426000000,1752429600000,0.45508,0.4741957142857143,-1.0,-1.02857,0.02857,sl,2.0203
XLMUSDT,short,1752440400000,1752451200000,0.47282,0.49124214285714285,-1.0,-1.0308,0.0308,sl,2.0463
ONDOUSDT,short,1752469200000,1752469200000,0.9474,0.9300085714285714,1.2,1.12156,0.07844,tp,3.1738
ONDOUSDT,short,1752483600000,1752501600000,0.946,0.9262771428571428,1.2,1.13093,0.06907,tp,2.1749
BCHUSDT,short,1752483600000,1752494400000,518.7,511.6542857142858,1.2,1.09399,0.10601,tp,2.1564
BCHUSDT,long,1752555600000,1752566400000,491.9,486.70714285714286,-1.0,-1.11367,0.11367,sl,-2.6423
ONDOUSDT,short,1752699600000,1752703200000,0.973,0.9575628571428572,1.2,1.10924,0.09076,tp,2.0606
ONDOUSDT,short,1752757200000,1752757200000,1.0424,1.01798,1.2,1.13853,0.06147,tp,5.1167
ONDOUSDT,short,1752771600000,1752789600000,1.022,1.046757142857143,-1.0,-1.04954,0.04954,sl,2.3519
ONDOUSDT,short,1752800400000,1752814800000,1.061,1.0925214285714284,-1.0,-1.04039,0.04039,sl,2.5275
BCHUSDT,short,1752800400000,1752811200000,508.2,514.1571428571428,-1.0,-1.10237,0.10237,sl,3.1691
XLMUSDT,short,1752800400000,1752800400000,0.5187,0.5002645714285715,1.2,1.15948,0.04052,tp,4.4628
BCHUSDT,short,1752829200000,1752847200000,529.9,518.4057142857142,1.2,1.13361,0.06639,tp,2.7912
ONDOUSDT,short,1753002000000,1753023600000,1.0596,1.0725071428571429,-1.0,-1.09851,0.09851,sl,2.4128
BCHUSDT,short,1753016400000,1753016400000,537.4,543.3642857142856,-1.0,-1.10812,0.10812,sl,2.7633
ONDOUSDT,short,1753030800000,1753030800000,1.0758,1.059977142857143,1.2,1.10209,0.09791,tp,2.5626
