tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown,news_blocked_signals
range_scalp_v1_annual_repair_v3_r003,360,2026-04-01,ADAUSDT;LINKUSDT;DOTUSDT;LTCUSDT;SUIUSDT;ATOMUSDT;SOLUSDT,alt_range_scalp_v1,100.00,111.50,105,11.50,1.483,0.286,1.1776,-0.3177,5.9828,0
