strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct_equity,fees,outcome,reason
inplay_breakout,AVAXUSDT,short,1758752100000,1758753000000,32.66584640,32.83327419,3.05885232,-0.75255946,-0.007526,0.24042256,sl,breakout_retest_short;runner+SL_same_bar
inplay_breakout,AVAXUSDT,short,1758753300000,1758761700000,32.57691760,32.33555430,2.34137262,0.38274028,0.003856,0.18238114,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,AXSUSDT,short,1758774000000,1758775800000,2.15327600,2.14453654,46.40371230,0.16622187,0.001669,0.23932135,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,ETHUSDT,short,1758771300000,1758776700000,4045.72083200,4011.72585663,0.01672497,0.40685233,0.004084,0.16171269,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,ARBUSDT,short,1758776100000,1758777000000,0.41756568,0.42070964,131.86638648,-0.54723066,-0.005464,0.13264840,sl,breakout_retest_short;runner+TRAIL_SL
inplay_breakout,TAOUSDT,short,1758774000000,1758777300000,302.52778400,301.94522815,0.19682617,-0.02810909,-0.000282,0.14277133,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,OPUSDT,short,1758776700000,1758777300000,0.66926416,0.67510251,105.18760002,-0.78381460,-0.007823,0.16969284,sl,breakout_retest_short;runner+SL
inplay_breakout,AAVEUSDT,short,1758777000000,1758777600000,266.94627200,269.15743954,0.27950925,-0.79785692,-0.008008,0.17981514,sl,breakout_retest_short;runner+SL
inplay_breakout,AXSUSDT,short,1758777300000,1758777900000,2.15127760,2.16350085,46.44681839,-0.80822015,-0.008190,0.24048928,sl,breakout_retest_short;runner+SL
inplay_breakout,AXSUSDT,short,1758778200000,1758780600000,2.15327600,2.14476759,46.40371230,0.15548781,0.001600,0.23933421,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,TAOUSDT,short,1758777300000,1758784800000,302.72762400,301.80714348,0.20123485,0.03924860,0.000397,0.14598415,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,ARBUSDT,short,1758780900000,1758784800000,0.41876472,0.41918713,229.48497370,-0.32769256,-0.003363,0.23075683,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,OPUSDT,short,1758780000000,1758787500000,0.67126256,0.67007849,148.85382554,-0.06334310,-0.000653,0.23959650,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,AAVEUSDT,short,1758784800000,1758788100000,267.02620800,268.48120733,0.33632411,-0.70547622,-0.007275,0.21612486,sl,breakout_retest_short;runner+TRAIL_SL
inplay_breakout,ARBUSDT,short,1758784800000,1758788700000,0.41876472,0.42113460,221.22876960,-0.74725857,-0.007697,0.22297187,sl,breakout_retest_short;runner+TRAIL_SL
inplay_breakout,SUIUSDT,short,1758789900000,1758790800000,3.22351912,3.23798260,30.99717926,-0.68867311,-0.007225,0.24034599,sl,breakout_retest_short;runner+SL
inplay_breakout,SOLUSDT,short,1758789600000,1758791100000,204.00666400,204.44851378,0.48978792,-0.45648038,-0.004775,0.24006770,sl,breakout_retest_short;runner+TP1+SL
inplay_breakout,LINKUSDT,short,1758789600000,1758791100000,20.93623760,20.93937811,4.77258626,-0.25481435,-0.002669,0.23982599,sl,breakout_retest_short;runner+TP1+TP2+SL
inplay_breakout,LINKUSDT,short,1758794100000,1758794400000,20.92025040,21.01022331,4.77623346,-0.67005532,-0.007108,0.24032368,sl,breakout_retest_short;runner+SL
inplay_breakout,SOLUSDT,short,1758793200000,1758795300000,203.73688000,203.06089099,0.49043649,0.09211951,0.000978,0.23941016,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,SUIUSDT,short,1758793500000,1758795300000,3.22351912,3.21971613,30.99717926,-0.12178459,-0.001294,0.23966654,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,SUIUSDT,short,1758795300000,1758795600000,3.22341920,3.23747648,30.99814011,-0.67608051,-0.007232,0.24033090,sl,breakout_retest_short;runner+SL
inplay_breakout,LINKUSDT,short,1758796800000,1758798900000,20.92524640,20.85963666,4.77509311,0.07386059,0.000798,0.23943205,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,SUIUSDT,short,1758795900000,1758799800000,3.22531768,3.21612885,30.97989405,0.04520269,0.000488,0.23946640,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,SOLUSDT,short,1758795600000,1758801600000,203.42712800,202.09440120,0.38064949,0.32206790,0.003470,0.18523387,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,JTOUSDT,short,1758799200000,1758801600000,1.58573040,1.58690005,63.01197227,-0.31359865,-0.003372,0.23989644,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,DOGEUSDT,short,1758817800000,1758819900000,0.22923646,0.22763506,435.88178886,0.45905263,0.004939,0.23897037,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,LINKUSDT,short,1758817800000,1758819900000,20.62648560,20.48634855,4.84425713,0.43986654,0.004739,0.23899337,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,OPUSDT,short,1758817800000,1758819900000,0.66047120,0.65609354,151.28593041,0.42326495,0.004566,0.23901327,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,DOTUSDT,short,1758820500000,1758821100000,3.84911824,3.85011296,17.67303842,-0.18086224,-0.001919,0.16328257,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,DOTUSDT,short,1758821100000,1758824100000,3.84991760,3.82132275,17.89993821,0.34706840,0.003689,0.16477767,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,DOTUSDT,short,1758824400000,1758826200000,3.85481368,3.88564317,19.16398021,-0.76882134,-0.008142,0.17800555,sl,breakout_retest_short;runner+SL
inplay_breakout,ARBUSDT,short,1758825300000,1758826500000,0.40987184,0.41512040,102.79941896,-0.64131962,-0.006798,0.10177047,sl,breakout_retest_short;runner+SL
inplay_breakout,ADAUSDT,short,1758826200000,1758828000000,0.77388040,0.78176491,70.48927770,-0.68736113,-0.007343,0.13158758,sl,breakout_retest_short;runner+SL
inplay_breakout,ADAUSDT,short,1758828600000,1758831000000,0.77717776,0.77309095,128.56775521,0.28625453,0.003103,0.23917748,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,VIRTUALUSDT,short,1758828300000,1758832200000,1.02717760,1.01401262,63.01886610,0.67528200,0.007314,0.15436019,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,ARBUSDT,short,1758829500000,1758832500000,0.41226992,0.40978791,242.36548715,0.36246715,0.003928,0.23908614,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,ETHUSDT,short,1758831600000,1758834300000,3904.06424800,3904.66950980,0.02388326,-0.23825324,-0.002564,0.22379762,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,SOLUSDT,short,1758832500000,1758834300000,195.93312800,197.19791794,0.49261738,-0.85545333,-0.009137,0.23239582,sl,breakout_retest_short;runner+SL
inplay_breakout,DOTUSDT,short,1758833100000,1758834300000,3.82333888,3.83107098,26.13422538,-0.44212289,-0.004728,0.24005049,sl,breakout_retest_short;runner+TP1+SL
inplay_breakout,JTOUSDT,short,1758834300000,1758835800000,1.54776080,1.54140185,64.55777921,0.17120431,0.001861,0.23931538,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,LINKUSDT,short,1758835800000,1758837000000,20.24479120,20.39601151,3.38733779,-0.67743121,-0.007345,0.16519695,sl,breakout_retest_short;runner+TRAIL_SL
inplay_breakout,ETHUSDT,short,1758834300000,1758837600000,3911.97791200,3904.56202828,0.02554207,-0.05016370,-0.000545,0.23958070,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,SOLUSDT,short,1758834600000,1758837600000,196.09300000,196.27455435,0.50955414,-0.33243079,-0.003617,0.23991901,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,JTOUSDT,short,1758837000000,1758838200000,1.54576240,1.55464272,64.64124111,-0.81453175,-0.008897,0.24049684,sl,breakout_retest_short;runner+SL
inplay_breakout,SOLUSDT,short,1758837600000,1758838200000,195.95311200,197.20706811,0.48492825,-0.83686412,-0.009185,0.22878537,sl,breakout_retest_short;runner+SL
inplay_breakout,ETHUSDT,short,1758837900000,1758838200000,3911.86800000,3930.19621509,0.02554278,-0.70852343,-0.007786,0.24036978,sl,breakout_retest_short;runner+SL
inplay_breakout,SOLUSDT,short,1758839100000,1758841200000,195.84320000,195.03991471,0.43889950,0.14669143,0.001653,0.20587008,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,LINKUSDT,short,1758839400000,1758843000000,20.31573440,20.22373405,4.91835530,0.21322538,0.002405,0.23926501,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,SOLUSDT,short,1758841200000,1758843300000,195.71330400,193.67122456,0.38177624,0.60122810,0.006758,0.17838931,tp,breakout_retest_short;runner+TP1+TP2+TP3
inplay_breakout,ETHUSDT,short,1758839100000,1758844800000,3905.06344800,3884.69220502,0.02412615,0.26595545,0.002993,0.22552415,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,HYPEUSDT,short,1758843900000,1758844800000,40.34369920,40.91404793,0.89028207,-0.59458203,-0.006608,0.08681078,sl,breakout_retest_short;runner+SL
inplay_breakout,AVAXUSDT,short,1758881700000,1758886200000,27.73779200,27.59501913,2.58680906,0.19756366,0.002207,0.17176250,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,SNXUSDT,long,1758897600000,1758898200000,0.98488728,0.96666319,26.91649946,-0.55356331,-0.006171,0.06303469,sl,breakout_retest_long;runner+SL
inplay_breakout,SNXUSDT,long,1758898200000,1758898800000,0.97808184,0.99662126,44.75280811,0.72364310,0.008117,0.10604821,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,WLFIUSDT,long,1758904200000,1758904800000,0.20636496,0.20424219,250.43736386,-0.65501864,-0.007288,0.12339765,sl,breakout_retest_long;runner+SL
inplay_breakout,WLFIUSDT,long,1758904800000,1758908100000,0.20566440,0.20750392,415.23505820,0.55795928,0.006254,0.20587437,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,MYXUSDT,long,1759065300000,1759067100000,15.69614688,15.26328829,0.92469532,-0.43461597,-0.004841,0.03435365,sl,breakout_retest_long;runner+TRAIL_SL
inplay_breakout,MYXUSDT,long,1759067400000,1759068600000,15.42322872,15.18772866,2.11693656,-0.57630043,-0.006451,0.07776175,sl,breakout_retest_long;runner+SL
inplay_breakout,MYXUSDT,long,1759070100000,1759072800000,15.51290040,15.19504280,1.51322631,-0.53675216,-0.006047,0.05576168,sl,breakout_retest_long;runner+SL
inplay_breakout,MYXUSDT,long,1759072800000,1759073700000,15.46296048,15.20052984,1.85427720,-0.55484948,-0.006289,0.06823033,sl,breakout_retest_long;runner+SL
inplay_breakout,MYXUSDT,long,1759073700000,1759078500000,15.42523032,15.36214159,2.27962207,-0.22803875,-0.002601,0.08422029,sl,breakout_retest_long;runner+TP1+SL
inplay_breakout,LINKUSDT,long,1759078500000,1759080000000,21.22196400,21.09499621,4.69549973,-0.83461637,-0.009545,0.23843913,sl,breakout_retest_long;runner+SL
inplay_breakout,LINKUSDT,long,1759080900000,1759082100000,21.19093920,21.10241883,4.72277321,-0.65775194,-0.007597,0.23969033,sl,breakout_retest_long;runner+SL
inplay_breakout,ZECUSDT,long,1759079400000,1759085400000,58.86705600,59.12921076,1.46236436,0.17630154,0.002019,0.20706424,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,LINKUSDT,long,1759085700000,1759086600000,21.19494240,21.11498021,4.72188120,-0.61731090,-0.007167,0.23973891,sl,breakout_retest_long;runner+SL
inplay_breakout,LINKUSDT,long,1759088100000,1759092900000,21.19894560,21.23571780,4.72098952,-0.06679915,-0.000781,0.24040032,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,ADAUSDT,long,1759092000000,1759092900000,0.79603632,0.79329073,125.72290671,-0.58496119,-0.006847,0.23977778,sl,breakout_retest_long;runner+TRAIL_SL
inplay_breakout,TAOUSDT,long,1759092300000,1759092900000,302.42174400,301.19142537,0.33092859,-0.64685103,-0.007582,0.23970342,sl,breakout_retest_long;runner+SL
inplay_breakout,SUIUSDT,long,1759093200000,1759094700000,3.23718768,3.22499794,30.91572374,-0.61659453,-0.007332,0.23973977,sl,breakout_retest_long;runner+SL
inplay_breakout,AVAXUSDT,long,1759093200000,1759095000000,29.15430480,29.10480430,3.43276921,-0.40991187,-0.004868,0.23998809,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,HYPEUSDT,long,1759093200000,1759095000000,46.77238800,46.73486153,1.63459421,-0.24475624,-0.002915,0.18341569,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,ADAUSDT,long,1759094700000,1759095600000,0.79543584,0.79245696,125.81781580,-0.61453899,-0.007363,0.23974224,sl,breakout_retest_long;runner+SL
inplay_breakout,HYPEUSDT,long,1759095000000,1759095600000,46.76137920,46.43910469,1.66926540,-0.72465331,-0.008762,0.18669161,sl,breakout_retest_long;runner+SL
inplay_breakout,ETHUSDT,long,1759095000000,1759097100000,4045.20357600,4053.35240757,0.02474041,-0.03882848,-0.000469,0.24043393,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,SUIUSDT,long,1759096800000,1759097100000,3.23748792,3.24579489,30.91285666,0.01629187,0.000200,0.24050015,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,HYPEUSDT,long,1759096800000,1759101300000,46.76338080,46.93436388,1.69305111,0.09912101,0.001219,0.19036208,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,OPUSDT,long,1759097700000,1759101300000,0.68144472,0.68178355,146.86444412,-0.19048990,-0.002336,0.24025171,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,ENAUSDT,long,1759097700000,1759101600000,0.60007968,0.59919300,166.77785190,-0.38789383,-0.004763,0.24001454,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,HYPEUSDT,long,1759101300000,1759104300000,46.79740800,47.02053129,1.51660725,0.16764845,0.002062,0.17074196,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,ENAUSDT,long,1759101900000,1759104300000,0.59947920,0.59960549,166.94490818,-0.21913442,-0.002709,0.24021730,sl,breakout_retest_long;runner+TP1+TP2+TRAIL_SL
inplay_breakout,OPUSDT,long,1759101300000,1759104900000,0.68174496,0.68041547,146.79976512,-0.43512599,-0.005345,0.23995780,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,DOGEUSDT,long,1759111200000,1759112400000,0.23440738,0.23524077,426.94902229,0.11519820,0.001429,0.24061898,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,SNXUSDT,short,1759113000000,1759114500000,1.03027512,1.03293883,79.68073117,-0.40952470,-0.005073,0.19727808,sl,breakout_retest_short;runner+TP1+SL
inplay_breakout,SNXUSDT,short,1759114800000,1759120500000,1.02517920,1.02068846,38.58283506,0.07854300,0.000978,0.09472245,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,SUIUSDT,long,1759125000000,1759125600000,3.29013000,3.27844372,30.41825095,-0.59524173,-0.007404,0.23976543,sl,breakout_retest_long;runner+SL
inplay_breakout,SUIUSDT,long,1759126500000,1759127100000,3.29033016,3.27803833,30.41640052,-0.61361667,-0.007689,0.23974335,sl,breakout_retest_long;runner+SL
inplay_breakout,SUIUSDT,long,1759127100000,1759129500000,3.28992984,3.28333751,30.42010160,-0.44049062,-0.005563,0.23995135,sl,breakout_retest_long;runner+TP1+SL
inplay_breakout,ZECUSDT,long,1759134000000,1759134600000,67.21372800,66.38970286,0.54903728,-0.54044444,-0.006863,0.08802392,sl,breakout_retest_long;runner+SL
inplay_breakout,ZECUSDT,long,1759134900000,1759137600000,67.07361600,66.98154499,0.65359398,-0.16531824,-0.002114,0.10514118,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,ZECUSDT,long,1759139400000,1759140000000,66.96352800,67.52599881,1.17634171,0.47181110,0.006046,0.18984677,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,AVAXUSDT,long,1759159500000,1759161600000,30.27620160,30.45478010,3.30556657,0.34940275,0.004450,0.24090036,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,ETHUSDT,long,1759160700000,1759164000000,4160.07540000,4145.88716840,0.02318284,-0.55999055,-0.007127,0.23106700,sl,breakout_retest_long;runner+TRAIL_SL
inplay_breakout,SOLUSDT,long,1759173300000,1759176300000,211.43901600,212.41985377,0.47332797,0.22350884,0.002854,0.24074911,tp,breakout_retest_long;runner+TP1+TP2+TP3
inplay_breakout,ETHUSDT,long,1759180200000,1759189200000,4216.53052800,4214.98991809,0.02373515,-0.27671473,-0.003524,0.24014812,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,ZECUSDT,long,1759189200000,1759191600000,72.10764000,72.17282513,0.40791571,-0.04403508,-0.000563,0.07062512,sl,breakout_retest_long;runner+TP1+TRAIL_SL
inplay_breakout,AGLDUSDT,short,1759194000000,1759195200000,0.54206600,0.54559267,134.70496257,-0.65087534,-0.008323,0.17581562,sl,breakout_retest_short;runner+TRAIL_SL
inplay_breakout,AGLDUSDT,short,1759195500000,1759197600000,0.54246568,0.54184342,153.18421007,-0.10399920,-0.001341,0.19931884,sl,breakout_retest_short;runner+TP1+TRAIL_SL
inplay_breakout,AGLDUSDT,short,1759197600000,1759202100000,0.54196608,0.53911573,131.84748203,0.20476539,0.002644,0.17104550,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,XAUTUSDT,long,1759218900000,1759219500000,3847.46551200,3836.59844943,0.02601193,-0.52252605,-0.006729,0.23985279,sl,breakout_retest_long;runner+TRAIL_SL
inplay_breakout,WLFIUSDT,short,1759236900000,1759237200000,0.19704224,0.19795252,507.09939148,-0.70196494,-0.009134,0.24036192,sl,breakout_retest_short;runner+SL
inplay_breakout,WLFIUSDT,short,1759237200000,1759237800000,0.19704224,0.19677379,507.09939148,-0.10351540,-0.001359,0.23964464,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,AXSUSDT,short,1759236300000,1759238100000,2.06534640,2.06444780,48.37929366,-0.19628226,-0.002545,0.23975583,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,VIRTUALUSDT,short,1759236600000,1759238400000,1.00099856,0.99974684,99.82032342,-0.11471145,-0.001490,0.23965806,sl,breakout_retest_short;runner+TP1+TP2+TRAIL_SL
inplay_breakout,ASTERUSDT,short,1759237800000,1759238400000,1.73331224,1.75251232,23.19899429,-0.54246364,-0.007124,0.09704115,sl,breakout_retest_short;runner+SL
