tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step2_2025-04-25,30,2025-04-25,SOLUSDT;XRPUSDT;DOGEUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;JTOUSDT;BIOUSDT;PIPPINUSDT;AGLDUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;AXSUSDT,inplay_breakout,100.00,145.62,200,45.62,2.208,0.645,0.6463,-0.5317,4.0132
