tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step3_2025-05-25,30,2025-05-25,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;AVAXUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;SUIUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;AXSUSDT,inplay_breakout,100.00,84.31,380,-15.69,0.837,0.529,0.3998,-0.5366,21.7861
