tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step10_2025-12-21,30,2025-12-21,BTCUSDT;ETHUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;KITEUSDT;WLFIUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;RIVERUSDT;AXSUSDT,inplay_breakout,100.00,100.49,322,0.49,1.006,0.547,0.4618,-0.5533,11.4773
