dimension,bucket,trades,symbols,net_r,gross_r,cost_r,mean_net_r,mean_gross_r,mean_cost_r,t_stat_net_r,profit_factor_net_r,win_rate,net_r_share
initial_stop_pct,"(4,inf)%",7,2,-0.651580349811506,-0.4801491303145551,0.17143121949695095,-0.09308290711592944,-0.0685927329020793,0.024490174213850135,-0.5150323375530967,0.6311429462213638,0.42857142857142855,0.004960954744473196
initial_stop_pct,"(2,4]%",51,13,7.3708452200939005,9.604014902559655,2.2331696824657543,0.14452637686458628,0.18831401769724812,0.04378764083266185,1.2987453444593686,1.5227788184072184,0.5294117647058824,-0.056119601482734434
regime,bull_trend,417,23,-66.51625538356684,-10.04254510348765,56.4737102800792,-0.1595114037975224,-0.024082841974790527,0.1354285618227319,-4.124249387572125,0.6258009907377594,0.4148681055155875,0.506436593468721
regime,bull_chop,203,24,-64.82546881526928,-30.33029841391311,34.49517040135617,-0.31933728480428214,-0.1494103370143503,0.16992694778993186,-6.00463094211083,0.3873962021711288,0.3448275862068966,0.493563406531279
side,long,620,24,-131.34172419883612,-40.37284351740075,90.96888068143538,-0.21184149064328406,-0.06511748954419476,0.1467240010990893,-6.74151359571114,0.5368375465087956,0.3919354838709677,1.0
squeeze_pct,"(20,30]%",210,23,-47.71616577850282,-17.0322966762992,30.68386910220362,-0.22721983704048962,-0.08110617464904381,0.1461136623914458,-4.067324288588683,0.5190618737416622,0.38571428571428573,0.3632978481862023
squeeze_pct,"(30,40]%",157,23,-25.63248197198926,-2.910860079741516,22.721621892247747,-0.1632642163820972,-0.018540510062047873,0.14472370632004933,-2.705928903826433,0.6122821871923085,0.4267515923566879,0.19515871386905703
squeeze_pct,"(-inf,20]%",103,21,-25.550262538468424,-10.0800713812796,15.470191157188824,-0.24806080134435363,-0.09786477069203495,0.15019603065231868,-3.0439208655325176,0.4942019822392594,0.3786407766990291,0.19453271756801588
squeeze_pct,"(40,50]%",108,24,-21.906008894186257,-6.10850359983918,15.797505294347078,-0.2028334156869098,-0.05656021851702944,0.14627319716988035,-2.7009439756726996,0.560359762925549,0.37962962962962965,0.16678636608289918
squeeze_pct,"(50,70]%",40,16,-11.019745133785811,-5.011597386227724,6.008147747558087,-0.2754936283446453,-0.1252899346556931,0.15020369368895217,-2.683625255131645,0.3795984988128227,0.35,0.0839013283935819
