trades,net_r,pf,win_rate,avg_r,tag,symbols,positive_symbols,years,positive_years,months,positive_months,worst_month_r,top_symbol_frac
73,18.0121,1.4106077951510816,0.5068,0.2467,failed_breakout_short,3,3,2,2,12,7,-4.5983,0.3699
60,12.3508,1.3378246723941267,0.5,0.2058,failed_breakout_volfade_short,3,2,2,2,11,7,-4.98,0.3667
