IRV4_LEVEL_ENTRY_MAX_CHASE_ATR,IRV4_LEVEL_ENTRY_VALIDITY_BARS,IRV4_RETEST_MIN_QUALITY,IRV4_TP_RR,avg_loss,avg_win,combo,days,end_date_utc,ending_equity,entry_execution,fee_bps_per_side,fold,max_drawdown,net_pnl,news_blocked_signals,phase,profit_factor,score,slippage_bps_per_side,starting_equity,strategies,summary_path,symbols,tag,trades,winrate
0.4,2,0.35,2.0,-0.2943,0.3007,1,120,2025-11-02,102.44,next_open,6.0000,1,0.6873,2.44,0,train,2.384,12.028875,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123539_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c001_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c001_20260701_093536,20,0.700
0.6,2,0.35,2.0,-0.2943,0.3007,2,120,2025-11-02,102.44,next_open,6.0000,1,0.6873,2.44,0,train,2.384,12.028875,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123603_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c002_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c002_20260701_093536,20,0.700
0.4,4,0.35,2.0,-0.3069,0.2806,3,120,2025-11-02,101.14,next_open,6.0000,1,0.9526,1.14,0,train,1.372,5.973250,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123626_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c003_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c003_20260701_093536,25,0.600
0.6,4,0.35,2.0,-0.3069,0.2806,4,120,2025-11-02,101.14,next_open,6.0000,1,0.9526,1.14,0,train,1.372,5.973250,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123648_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c004_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c004_20260701_093536,25,0.600
0.4,2,0.45,2.0,-0.2965,0.2524,5,120,2025-11-02,101.04,next_open,6.0000,1,0.7701,1.04,0,train,1.702,6.161375,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123711_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c005_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c005_20260701_093536,15,0.667
0.6,2,0.45,2.0,-0.2965,0.2524,6,120,2025-11-02,101.04,next_open,6.0000,1,0.7701,1.04,0,train,1.702,6.161375,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123734_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c006_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c006_20260701_093536,15,0.667
0.4,4,0.45,2.0,-0.3026,0.2524,7,120,2025-11-02,100.71,next_open,6.0000,1,0.7701,0.71,0,train,1.390,4.587375,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123756_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c007_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c007_20260701_093536,16,0.625
0.6,4,0.45,2.0,-0.3026,0.2524,8,120,2025-11-02,100.71,next_open,6.0000,1,0.7701,0.71,0,train,1.390,4.587375,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123818_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c008_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c008_20260701_093536,16,0.625
0.4,2,0.55,2.0,-0.2601,0.1696,9,120,2025-11-02,100.25,next_open,6.0000,1,0.2780,0.25,0,train,1.956,4.474500,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123840_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c009_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c009_20260701_093536,4,0.750
0.6,2,0.55,2.0,-0.2601,0.1696,10,120,2025-11-02,100.25,next_open,6.0000,1,0.2780,0.25,0,train,1.956,4.474500,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123903_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c010_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c010_20260701_093536,4,0.750
0.4,4,0.55,2.0,-0.2966,0.1696,11,120,2025-11-02,99.92,next_open,6.0000,1,0.3503,-0.08,0,train,0.858,-1000000000.000000,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123925_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c011_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c011_20260701_093536,5,0.600
0.6,4,0.55,2.0,-0.2966,0.1696,12,120,2025-11-02,99.92,next_open,6.0000,1,0.3503,-0.08,0,train,0.858,-1000000000.000000,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_123947_irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c012_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_train_c012_20260701_093536,5,0.600
0.4,2,0.35,2.0,-0.3319,0.2687,,60,2026-01-01,100.62,next_open,6.0000,1,0.9975,0.62,0,oos,1.620,,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_124009_irv4_mechanics_gate_ada_doge_sui_20260701_f01_oos_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f01_oos_20260701_093536,9,0.667
0.4,2,0.35,2.0,-0.3073,0.2431,1,120,2026-01-01,100.65,next_open,6.0000,2,0.9972,0.65,0,train,1.424,4.111500,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_124021_irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c001_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c001_20260701_093536,14,0.643
0.6,2,0.35,2.0,-0.3073,0.2431,2,120,2026-01-01,100.65,next_open,6.0000,2,0.9972,0.65,0,train,1.424,4.111500,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_124044_irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c002_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c002_20260701_093536,14,0.643
0.4,4,0.35,2.0,-0.3073,0.2314,3,120,2026-01-01,100.16,next_open,6.0000,2,0.9855,0.16,0,train,1.076,2.080125,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_124105_irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c003_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c003_20260701_093536,17,0.588
0.6,4,0.35,2.0,-0.3073,0.2314,4,120,2026-01-01,100.16,next_open,6.0000,2,0.9855,0.16,0,train,1.076,2.080125,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_124127_irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c004_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c004_20260701_093536,17,0.588
0.4,2,0.45,2.0,-0.2831,0.2419,5,120,2026-01-01,101.09,next_open,6.0000,2,0.5996,1.09,0,train,2.278,7.516500,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_124149_irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c005_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c005_20260701_093536,11,0.727
0.6,2,0.45,2.0,-0.2831,0.2419,6,120,2026-01-01,101.09,next_open,6.0000,2,0.5996,1.09,0,train,2.278,7.516500,2.0000,100.00,inplay_retest_v4,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_124211_irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c006_20260701_093536/summary.csv,ADAUSDT;DOGEUSDT;SUIUSDT,irv4_mechanics_gate_ada_doge_sui_20260701_f02_train_c006_20260701_093536,11,0.727
