side,price,born_ts,max_size,dist_bps,fate,life_ms,eaten_frac,fwd_bps,fwd_10s,fwd_30s,fwd_60s,fwd_300s,fwd_900s
-1,1881.13,1786496314589,113.01,2.7369668561278706,съедена,159800,1.583,-0.15943496249448685,-0.47830488747901967,-0.47830488747901967,-0.15943496249448685,-2.657249374882209,-15.35890138681717
-1,1881.06,1786496314789,72.92,3.5871150826241838,ушла,159600,12.641,0.31885467401071566,-0.0,-0.0,0.31885467401071566,-2.178840272406557,-14.879884787175612
-1,1881.12,1786496359588,57.89,2.949499780781968,съедена,114801,1.365,-0.9034503833005303,-0.0,-0.0,-0.9034503833005303,-4.145242935149618,-17.218701422934135
1,1883.18,1786496396887,105.17,6.456018044968519,съедена,77502,5.694,3.4538368141778797,-0.8501752157996645,0.584495460860257,3.4538368141778797,4.410283931952641,15.887649345232013
1,1883.21,1786496402988,73.48,7.466235874600185,съедена,71401,2.429,5.951732512137209,-0.26570234428979767,2.1787592231947706,5.951732512137209,6.217434856428117,18.439742693852068
-1,1881.53,1786496417089,69.52,1.673889188534801,съедена,57300,5.273,-8.342876273019773,-1.2222048043275535,-2.3912702693373866,-8.342876273019773,-6.004745343002327,-16.579473867404104
1,1883.28,1786496417189,75.92,7.625495192219194,съедена,57200,8.644,8.342876273019773,1.2222048043275535,2.3912702693373866,8.342876273019773,6.004745343002327,16.579473867404104
1,1883.29,1786496417289,89.54,7.67863453153774,съедена,57100,4.589,8.342876273019773,1.2222048043275535,2.3912702693373866,8.342876273019773,6.004745343002327,16.579473867404104
-1,1880.92,1786496422490,203.01,4.623257642988277,ушла,51899,1.152,-6.988027356931159,-2.2584879290477033,-3.3744466704588305,-6.988027356931159,-6.297195755105012,-16.87223335228749
1,1883.1,1786496437587,140.68,5.020840472754417,съедена,36802,1.694,6.163148093540904,0.7438282181859712,4.091055200023952,6.163148093540904,5.313058701328366,14.929694950733818
1,1883.27,1786496462788,73.75,1.8322556660504261,съедена,11601,0.999,-0.6904151785125379,0.0,2.071245535535393,-0.6904151785125379,3.2927493129042418,5.417103708325044
-1,1881.82,1786496474289,61.22,6.240059054856516,ушла,199,0.0,2.230489194077201,-1.6994203383458029,-0.5841757413072024,2.230489194077201,-1.593206567198635,-7.434963980255116
-1,1881.18,1786496330588,73.47,4.011828251240781,съедена,144101,3.882,1.381556748770718,1.0627359605930309,1.381556748770718,1.381556748770718,-2.7631134975436566,-14.081251477868761
1,1883.41,1786496432187,88.78,6.348902755529715,съедена,42602,1.773,5.844178268687994,0.31877336011065793,3.772151427972048,5.844178268687994,4.994115975061053,15.673023538755881
1,1883.33,1786496473990,77.23,1.7790806667040346,съедена,799,1.0,-2.230489194077201,1.6994203383458029,0.5841757413072024,-2.230489194077201,1.593206567198635,7.434963980255116
1,1884.99,1786496474587,86.41,9.000183189569006,ушла,301,0.293,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
1,1883.37,1786496282291,152.11,11.455362624685351,съедена,192699,4.085,2.7641710277670484,0.9036712975385441,0.9568284326877396,2.7641710277670484,4.41204221739655,17.6481688695862
1,1883.38,1786496282291,285.1,11.50851975983587,съедена,192699,1.546,2.7641710277670484,0.9036712975385441,0.9568284326877396,2.7641710277670484,4.41204221739655,17.6481688695862
-1,1881.22,1786496282391,156.81,0.02657842629075079,съедена,192599,2.886,-2.7109994817209326,-0.8505096413258251,-0.9036664939077177,-2.7109994817209326,-4.358861911786249,-17.594918204892895
-1,1881.23,1786496308387,119.8,0.8238611448491409,съедена,166603,3.379,-1.541417625845476,-1.860331617398181,-1.860331617398181,-1.541417625845476,-3.295444579392015,-16.74298455658807
1,1883.36,1786496331387,130.14,7.571993719230232,съедена,143603,2.739,-1.381556748770718,-1.0627359605930309,-1.381556748770718,-1.381556748770718,2.7631134975436566,14.081251477868761
-1,1881.25,1786496456892,93.14,7.250553087061252,ушла,18098,0.903,-2.0184689912716713,-1.6466457560393444,-3.718232352341033,-2.0184689912716713,-4.939937268109151,-7.064641469447519
-1,1881.27,1786496288990,116.51,0.026577719897990137,съедена,186097,4.992,-2.445150230561133,-0.5847098377431692,-2.445150230561133,-2.445150230561133,-5.421854859071207,-17.328673373109282
-1,1881.29,1786496416290,58.09,4.648901663775493,съедена,58797,7.486,-6.641288091107089,0.47817274256067854,-1.1157363993063996,-6.641288091107089,-4.303554683038335,-14.876485324082367
-1,1881.28,1786496422990,102.65,3.480460270944388,ушла,52097,4.243,-6.2170053694732275,-1.4878303448329078,-2.6037031034564784,-6.2170053694732275,-5.526226995087313,-17.056912167530136
1,1885.49,1786496474990,96.28,11.123529583544755,ушла,97,0.0,-4.406935348134633,-0.42476485283216014,-1.5397725915167193,-4.406935348134633,-0.5309560660393675,5.309560660402557
-1,1881.35,1786496333388,70.82,2.045984158238106,съедена,141799,2.434,-0.4251395653476209,-0.0,0.31885467401071566,-0.4251395653476209,-3.8262560881308083,-17.218152396589748
1,1885.47,1786496474990,88.82,11.017338370336788,ушла,298,0.0,-4.406935348134633,-0.42476485283216014,-1.5397725915167193,-4.406935348134633,-0.5309560660393675,5.309560660402557
-1,1882.59,1786496461390,84.65,1.7791468061673392,съедена,13998,1.019,0.6904151785125379,-0.0,-2.071245535535393,0.6904151785125379,-3.2927493129042418,-5.417103708325044
1,1883.4,1786496288990,163.64,11.295530956399249,съедена,186500,3.09,2.445150230561133,0.5847098377431692,2.445150230561133,2.445150230561133,5.421854859071207,17.328673373109282
1,1885.47,1786496475490,88.82,10.911031291563802,ушла,197,0.0,-4.51307863641226,-0.5309504278128152,-1.6459463262208374,-4.51307863641226,-0.6371405133753782,5.20331419257003
-1,1881.29,1786496475187,58.14,11.176625190148737,ушла,1201,0.001,4.406935348134633,0.42476485283216014,1.5397725915167193,4.406935348134633,0.5309560660393675,-5.309560660402557
1,1885.47,1786496475788,88.82,10.911031291563802,ушла,3602,0.0,-4.51307863641226,-0.5309504278128152,-1.6459463262208374,-4.51307863641226,-0.6371405133753782,5.20331419257003
-1,1881.31,1786496314490,87.93,1.2489735828807034,съедена,165199,1.288,-0.6909215564876448,-1.0098084287113451,-1.0098084287113451,-0.6909215564876448,-3.1888687222458856,-15.891195799195845
1,1885.47,1786496479488,88.82,10.911031291563802,ушла,1700,0.0,-5.150219149787638,-0.5309504278128152,-1.6459463262208374,-5.150219149787638,-0.6371405133753782,4.459983593632089
1,1885.47,1786496481288,88.82,10.911031291563802,ушла,299,0.0,-5.150219149787638,-0.5309504278128152,-2.8671323101914226,-5.150219149787638,-0.6371405133753782,4.459983593632089
-1,1881.31,1786496481791,87.93,11.176506505470215,ушла,296,0.0,5.150219149787638,0.5309504278128152,2.8671323101914226,5.150219149787638,0.6371405133753782,-4.459983593632089
1,1885.23,1786496474389,53.32,10.274545411100998,ушла,8101,0.98,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
1,1885.29,1786496474389,66.04,10.593135966483693,ушла,8101,0.001,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
1,1885.32,1786496474389,158.64,10.75243124417504,ушла,8101,0.621,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
1,1885.36,1786496474389,108.37,10.964824947763505,ушла,8101,0.0,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
-1,1883.29,1786496474389,102.29,0.02654921294916165,съедена,8101,0.946,3.876185090493367,-0.10619685179458216,1.00887009204631,3.876185090493367,-0.0,-5.840826848688696
-1,1883.11,1786496474587,59.57,0.9823208790984567,съедена,7903,0.561,3.876185090493367,-0.10619685179458216,1.00887009204631,3.876185090493367,-0.0,-5.840826848688696
-1,1883.31,1786496474689,94.84,0.0265489310078725,съедена,7801,0.999,3.982339651094069,-0.0,1.1150551023064725,3.982339651094069,0.10619572402892352,-5.734569097575193
1,1885.43,1786496474789,85.81,11.230197816084983,ушла,7701,0.001,-3.982339651094069,0.0,-1.1150551023064725,-3.982339651094069,-0.10619572402892352,5.734569097575193
1,1885.44,1786496474789,63.89,11.28329567809952,ушла,7701,0.001,-3.982339651094069,0.0,-1.1150551023064725,-3.982339651094069,-0.10619572402892352,5.734569097575193
-1,1883.39,1786496474990,144.06,0.026547803301388003,съедена,7500,1.0,4.406935348134633,0.42476485283216014,1.5397725915167193,4.406935348134633,0.5309560660393675,-5.309560660402557
-1,1883.2,1786496475087,55.87,1.0353643287782772,снята,7403,0.0,4.406935348134633,0.42476485283216014,1.5397725915167193,4.406935348134633,0.5309560660393675,-5.309560660402557
-1,1883.41,1786496475490,111.96,0.026547521390037597,съедена,7000,0.764,4.51307863641226,0.5309504278128152,1.6459463262208374,4.51307863641226,0.6371405133753782,-5.20331419257003
1,1885.01,1786496475687,79.64,8.468659323622395,ушла,6803,0.0,-4.51307863641226,-0.5309504278128152,-1.6459463262208374,-4.51307863641226,-0.6371405133753782,5.20331419257003
1,1885.22,1786496477692,57.27,9.583655222030533,ушла,4798,0.0,-4.51307863641226,-0.5309504278128152,-1.6459463262208374,-4.51307863641226,-0.6371405133753782,4.459983593632089
-1,1880.95,1786496482490,74.94,11.443865318184448,ушла,98,0.0,3.504849703016566,-1.115179450961179,1.221387017718012,3.504849703016566,-1.0089718842021256,-6.10693508859006
1,1885.18,1786496474389,374.86,10.009053281615419,ушла,8700,0.778,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
-1,1880.98,1786496482490,92.53,11.284553968047453,ушла,700,0.0,3.504849703016566,-1.115179450961179,1.221387017718012,3.504849703016566,-1.0089718842021256,-6.10693508859006
1,1883.33,1786496482490,69.34,1.194835126028071,съедена,800,1.0,-3.504849703016566,1.115179450961179,-1.221387017718012,-3.504849703016566,1.0089718842021256,6.10693508859006
-1,1881.13,1786496482490,76.79,10.487997217361269,ушла,800,0.0,3.504849703016566,-1.115179450961179,1.221387017718012,3.504849703016566,-1.0089718842021256,-6.10693508859006
-1,1881.09,1786496482490,71.04,10.700412350878468,ушла,800,0.0,3.504849703016566,-1.115179450961179,1.221387017718012,3.504849703016566,-1.0089718842021256,-6.10693508859006
-1,1881.05,1786496482490,63.82,10.912827484394464,ушла,800,0.0,3.504849703016566,-1.115179450961179,1.221387017718012,3.504849703016566,-1.0089718842021256,-6.10693508859006
-1,1881.04,1786496482490,79.76,10.965931267773463,ушла,800,0.0,3.504849703016566,-1.115179450961179,1.221387017718012,3.504849703016566,-1.0089718842021256,-6.10693508859006
-1,1882.1,1786496483587,76.51,6.451390234772969,ушла,100,0.0,4.61951399526872,-0.0,2.3363059286418686,4.61951399526872,0.10619572402892352,-4.991199029371618
1,1885.43,1786496483587,85.76,11.230197816084983,ушла,301,0.0,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
1,1885.44,1786496483789,63.84,11.28329567809952,ушла,99,0.0,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
1,1885.43,1786496483988,85.76,11.230197816084983,ушла,100,0.0,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
1,1885.37,1786496484088,386.05,10.911610643996552,ушла,2599,0.0,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
-1,1882.1,1786496486092,69.23,6.451390234772969,ушла,4996,0.986,4.61951399526872,-0.0,2.3363059286418686,4.61951399526872,0.10619572402892352,-4.991199029371618
-1,1882.1,1786496491287,74.1,6.451390234772969,ушла,300,0.0,3.451361030948341,-0.0,2.761088824758673,3.451361030948341,1.3805444123804467,-5.734569097575193
-1,1882.1,1786496493988,64.6,6.451390234772969,ушла,101,0.0,3.451361030948341,1.1150551023064725,2.761088824758673,3.451361030948341,1.3805444123804467,-5.734569097575193
-1,1882.1,1786496495088,75.9,6.451390234772969,ушла,600,0.0,3.451361030948341,1.1150551023064725,2.761088824758673,3.451361030948341,1.3805444123804467,-3.8230460650501286
-1,1882.1,1786496496498,68.1,6.451390234772969,ушла,789,0.0,3.451361030948341,1.1150551023064725,2.761088824758673,3.451361030948341,1.3805444123804467,-3.8230460650501286
-1,1882.1,1786496497487,69.42,6.451390234772969,ушла,100,0.0,4.778807581313771,1.1150551023064725,2.761088824758673,4.778807581313771,1.3805444123804467,-3.8230460650501286
-1,1882.1,1786496498588,76.26,6.451390234772969,ушла,100,0.0,4.778807581313771,1.1150551023064725,2.761088824758673,4.778807581313771,1.3805444123804467,-3.8230460650501286
1,1885.36,1786496483290,110.42,10.85851278198201,ушла,19199,0.0,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
-1,1883.31,1786496483290,68.01,0.0265489310078725,съедена,19199,4.847,4.61951399526872,-0.0,2.3363059286418686,4.61951399526872,0.10619572402892352,-4.991199029371618
1,1885.29,1786496483388,65.99,10.486827747880248,ушла,19101,0.031,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
1,1885.32,1786496483489,160.45,10.64612133392386,ушла,19000,3.118,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
1,1885.37,1786496488388,386.08,10.911610643996552,ушла,14101,5.0,-4.566416133254814,0.0,-1.6991315844672172,-4.566416133254814,-0.10619572402892352,4.991199029371618
-1,1882.1,1786496499588,77.02,6.451390234772969,ушла,2901,0.0,4.778807581313771,1.1150551023064725,2.761088824758673,4.778807581313771,1.3805444123804467,-3.8230460650501286
1,1885.21,1786496483489,96.59,10.062044851763947,ушла,19101,0.633,-4.61951399526872,0.0,-2.3363059286418686,-4.61951399526872,-0.10619572402892352,4.991199029371618
-1,1883.11,1786496484189,55.45,1.0885061712998336,съедена,18401,0.982,4.61951399526872,-0.0,2.3363059286418686,4.61951399526872,0.10619572402892352,-4.991199029371618
1,1885.22,1786496486787,56.21,10.115142713778484,ушла,15803,0.02,-5.203590477429465,0.0,-2.3363059286418686,-5.203590477429465,-0.10619572402892352,4.991199029371618
1,1885.18,1786496483190,89.35,10.753230615641641,ушла,19499,0.0,-3.7702685121510093,0.8496379745692728,-1.4868664554967825,-3.7702685121510093,0.7434332277478362,5.841261075163473
-1,1880.98,1786496502590,92.53,11.284553968047453,ушла,801,0.0,3.664161053154036,1.221387017718012,0.8496605340635455,3.664161053154036,0.2655189168965233,-3.9296799700472285
1,1885.18,1786496503190,89.35,11.01903505115246,ушла,697,0.0,-3.664161053154036,-1.221387017718012,-2.2303589019201375,-3.664161053154036,-0.2655189168965233,3.9296799700472285
1,1885.18,1786496503989,89.35,11.01903505115246,ушла,3098,0.0,-3.664161053154036,-1.221387017718012,-2.8145005190904904,-3.664161053154036,-0.2655189168965233,3.611057269774509
1,1885.17,1786496474389,559.19,9.9559548557183,ушла,36299,1.238,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
-1,1883.04,1786496474789,60.85,1.4601912054015975,съедена,35899,2.17,3.982339651094069,-0.0,1.1150551023064725,3.982339651094069,0.10619572402892352,-5.734569097575193
-1,1883.1,1786496483190,67.55,0.2920630537597332,съедена,27498,3.055,3.7702685121510093,-0.8496379745692728,1.4868664554967825,3.7702685121510093,-0.7434332277478362,-5.841261075163473
-1,1883.07,1786496499988,67.94,1.3008976193579842,съедена,10700,1.003,4.778807581313771,1.1150551023064725,2.761088824758673,4.778807581313771,1.3805444123804467,-3.026578134832647
1,1885.18,1786496508389,89.35,11.01903505115246,ушла,2299,0.0,-3.664161053154036,-0.5841416171703528,-3.504849703016566,-3.664161053154036,0.7965567506862392,3.611057269774509
1,1885.16,1786496510187,387.95,10.912827484394464,ушла,501,0.995,-3.664161053154036,-1.6462172847497847,-3.504849703016566,-3.664161053154036,0.7965567506862392,1.3275945844770654
-1,1882.99,1786496473990,127.21,0.026553442785996598,съедена,36798,1.726,2.230489194077201,-1.6994203383458029,-0.5841757413072024,2.230489194077201,-1.593206567198635,-7.434963980255116
-1,1883.01,1786496474488,123.75,1.5133051380696165,съедена,36300,1.243,3.876185090493367,-0.10619685179458216,1.00887009204631,3.876185090493367,-0.0,-5.840826848688696
-1,1883.03,1786496479689,62.77,2.044159147081184,съедена,31099,2.317,5.150219149787638,0.5309504278128152,1.6459463262208374,5.150219149787638,0.6371405133753782,-4.459983593632089
-1,1883.06,1786496486988,101.34,1.353995481372522,съедена,23800,1.311,5.203590477429465,-0.0,1.6991315844672172,5.203590477429465,0.10619572402892352,-4.991199029371618
1,1884.27,1786496461291,75.83,7.6746378447288714,ушла,49618,9.182,-0.159335041757247,0.5311168058663718,2.602472348731677,-0.159335041757247,3.824041002218337,5.948508225672722
-1,1882.92,1786496461390,117.75,0.026554429943354826,съедена,49599,1.988,0.6904151785125379,-0.0,-2.071245535535393,0.6904151785125379,-3.2927493129042418,-5.417103708325044
1,1885.0,1786496473990,101.72,10.647930557437006,ушла,36999,0.099,-2.230489194077201,1.6994203383458029,0.5841757413072024,-2.230489194077201,1.593206567198635,7.434963980255116
1,1885.05,1786496473990,266.76,10.913464985303008,ушла,36999,1.34,-2.230489194077201,1.6994203383458029,0.5841757413072024,-2.230489194077201,1.593206567198635,7.434963980255116
1,1885.06,1786496474389,64.92,9.37187217084882,ушла,36600,0.0,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
1,1884.21,1786496477692,61.27,4.221055901116179,ушла,33297,1.016,-4.51307863641226,-0.5309504278128152,-1.6459463262208374,-4.51307863641226,-0.6371405133753782,4.459983593632089
-1,1882.98,1786496483190,124.44,0.9292915346861086,съедена,27799,1.467,3.7702685121510093,-0.8496379745692728,1.4868664554967825,3.7702685121510093,-0.7434332277478362,-5.841261075163473
-1,1882.93,1786496483190,55.07,1.194803401738765,съедена,27799,3.455,3.7702685121510093,-0.8496379745692728,1.4868664554967825,3.7702685121510093,-0.7434332277478362,-5.841261075163473
1,1885.02,1786496510909,390.56,10.80730860840556,ушла,80,0.0,-2.549144045226326,-1.0090361845693785,-2.867787050878645,-2.549144045226326,1.4338935254398777,1.9649652015285568
-1,1882.89,1786496474389,103.24,2.1504862488350085,съедена,36798,1.431,3.876185090493367,-0.10619685179458216,1.00887009204631,3.876185090493367,-0.0,-5.840826848688696
1,1884.98,1786496479589,62.73,8.309374195278547,ушла,31598,0.497,-5.150219149787638,-0.5309504278128152,-1.6459463262208374,-5.150219149787638,-0.6371405133753782,4.459983593632089
-1,1882.86,1786496483190,94.89,1.5665200156136914,съедена,27997,2.139,3.7702685121510093,-0.8496379745692728,1.4868664554967825,3.7702685121510093,-0.7434332277478362,-5.841261075163473
-1,1882.88,1786496502988,58.43,1.194835126028071,съедена,8199,1.464,3.664161053154036,1.221387017718012,1.1151794509600688,3.664161053154036,0.2655189168965233,-3.9296799700472285
1,1885.0,1786496511087,91.67,11.073256094938095,ушла,100,0.0,-2.1774748196268234,-0.6373097033052222,-2.4961296712799896,-2.1774748196268234,1.8057108260327581,2.336802245455072
-1,1880.75,1786496511187,63.82,11.285932417181174,ушла,702,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-2.549292969526995
-1,1880.75,1786496511987,63.84,11.285932417181174,ушла,900,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-2.549292969526995
1,1884.94,1786496474389,173.54,8.734691060083428,ушла,38699,0.829,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
-1,1880.75,1786496512988,63.82,11.285932417181174,ушла,100,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-3.452167562902897
-1,1880.76,1786496511187,129.93,11.232822146982722,ушла,2000,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-2.549292969526995
1,1884.93,1786496461390,78.78,10.648326407052227,ушла,51899,0.19,-0.6904151785125379,0.0,2.071245535535393,-0.6904151785125379,3.2927493129042418,5.417103708325044
1,1884.93,1786496513387,63.82,10.914160525792013,ушла,302,0.0,-1.9650799973436328,-0.42488216158709236,-2.2837416185350623,-1.9650799973436328,2.0181902675431296,3.452167562902897
-1,1880.76,1786496513289,129.93,11.232822146982722,ушла,601,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-3.452167562902897
-1,1880.76,1786496513988,129.93,11.232822146982722,ушла,100,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-3.452167562902897
-1,1880.76,1786496514387,129.93,11.232822146982722,ушла,401,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-3.452167562902897
-1,1880.75,1786496514987,63.84,11.285932417181174,ушла,599,0.0,2.443072429131332,0.42488216158709236,2.2837416185350623,2.443072429131332,-2.4961826993274983,-3.452167562902897
-1,1880.76,1786496514887,129.93,11.232822146982722,ушла,800,0.0,2.443072429131332,0.42488216158709236,2.2837416185350623,2.443072429131332,-2.0181902675431296,-3.452167562902897
1,1884.93,1786496514887,63.82,10.914160525792013,ушла,1401,0.0,-2.443072429131332,-0.42488216158709236,-2.2837416185350623,-2.443072429131332,2.0181902675431296,3.452167562902897
1,1884.93,1786496516488,63.82,10.914160525792013,ушла,101,0.0,-2.9741751311151976,-0.42488216158709236,-2.2837416185350623,-2.9741751311151976,3.0272854013158046,3.452167562902897
1,1883.08,1786496510688,70.3,0.07965736711092114,съедена,6302,1.648,-3.4518192415033955,-1.4338326080087782,-3.292504507278471,-3.4518192415033955,1.0089933167467535,1.5400424308231742
1,1882.99,1786496510788,137.14,0.026553583803810257,съедена,6202,0.999,-3.0271085537070253,-1.0090361845693785,-2.867787050878645,-3.0271085537070253,1.4338935254398777,1.9649652015285568
1,1882.92,1786496510989,72.87,0.02655457097165374,съедена,6001,0.999,-2.1774748196268234,-0.6373097033052222,-2.4961296712799896,-2.1774748196268234,1.8057108260327581,2.336802245455072
-1,1880.86,1786496510989,80.14,10.913928669111796,ушла,6001,0.0,2.1774748196268234,0.6373097033052222,2.4961296712799896,2.1774748196268234,-1.8057108260327581,-2.336802245455072
-1,1880.81,1786496510989,79.49,11.179474378822295,ушла,6001,0.0,2.1774748196268234,0.6373097033052222,2.4961296712799896,2.1774748196268234,-1.8057108260327581,-2.336802245455072
1,1882.88,1786496511187,81.22,0.026555135099829458,съедена,5803,1.803,-1.9650799973436328,-0.42488216158709236,-2.2837416185350623,-1.9650799973436328,2.0181902675431296,2.549292969526995
-1,1880.84,1786496513187,80.72,10.80793998539511,ушла,3803,0.0,1.9650799973436328,0.42488216158709236,2.2837416185350623,1.9650799973436328,-2.0181902675431296,-3.452167562902897
1,1885.06,1786496516990,64.92,10.966571870876209,ушла,197,0.0,-4.248550845858956,-1.0621377114639063,-3.5050544478332224,-4.248550845858956,2.3898098507979526,1.4338859104778834
-1,1880.86,1786496517088,80.14,11.338320069888614,ушла,99,0.0,4.248550845858956,1.0621377114639063,3.5050544478332224,4.248550845858956,-2.3898098507979526,-1.4338859104778834
-1,1880.88,1786496510788,72.05,11.179058781668562,ушла,6499,0.0,3.0271085537070253,1.0090361845693785,2.867787050878645,3.0271085537070253,-1.4338935254398777,-1.9649652015285568
-1,1880.87,1786496510989,65.34,10.860819527169696,ушла,6298,0.0,2.1774748196268234,0.6373097033052222,2.4961296712799896,2.1774748196268234,-1.8057108260327581,-2.336802245455072
-1,1880.87,1786496517688,65.34,11.285213184315413,ушла,198,0.0,4.248550845858956,1.0621377114639063,3.5050544478332224,4.248550845858956,-2.3898098507979526,-1.4338859104778834
-1,1880.88,1786496517587,72.05,11.232106298741005,ушла,400,0.0,4.248550845858956,1.0621377114639063,3.5050544478332224,4.248550845858956,-2.3898098507979526,-1.4338859104778834
1,1884.98,1786496516990,142.12,10.541716786290603,ушла,1599,0.778,-4.248550845858956,-1.0621377114639063,-3.5050544478332224,-4.248550845858956,2.3898098507979526,1.4338859104778834
1,1885.0,1786496516990,91.67,10.647930557437006,ушла,1599,0.0,-4.248550845858956,-1.0621377114639063,-3.5050544478332224,-4.248550845858956,2.3898098507979526,1.4338859104778834
1,1885.02,1786496517187,386.06,10.754144328583406,ушла,1402,1.0,-4.248550845858956,-1.0621377114639063,-3.5050544478332224,-4.248550845858956,2.3898098507979526,1.4338859104778834
-1,1882.82,1786496461291,143.17,0.026555840292548517,съедена,57598,1.729,0.159335041757247,-0.5311168058663718,-2.602472348731677,0.159335041757247,-3.824041002218337,-5.948508225672722
-1,1882.84,1786496502489,62.18,1.7789106163806534,съедена,16400,3.787,4.035737517756877,1.5930542833253458,0.8496289511084054,4.035737517756877,0.6372217133321367,-3.557821232755831
-1,1882.81,1786496474389,81.52,2.575273656013144,съедена,44600,1.831,3.876185090493367,-0.10619685179458216,1.00887009204631,3.876185090493367,-0.0,-5.840826848688696
-1,1882.85,1786496481688,69.21,2.9998699171454755,съедена,37301,3.982,5.150219149787638,0.5309504278128152,2.8671323101914226,5.150219149787638,0.6371405133753782,-4.459983593632089
-1,1882.87,1786496481791,98.67,2.8936798315829106,съедена,37198,3.635,5.150219149787638,0.5309504278128152,2.8671323101914226,5.150219149787638,0.6371405133753782,-4.459983593632089
1,1884.92,1786496482588,67.17,9.638336683297291,ушла,36401,0.911,-3.504849703016566,1.115179450961179,-1.221387017718012,-3.504849703016566,1.0089718842021256,6.10693508859006
-1,1881.91,1786496482588,67.69,6.345902113795759,ушла,36401,0.948,3.504849703016566,-1.115179450961179,1.221387017718012,3.504849703016566,-1.0089718842021256,-6.10693508859006
1,1884.93,1786496516990,63.82,10.2761823584246,ушла,1999,0.0,-4.248550845858956,-1.0621377114639063,-3.5050544478332224,-4.248550845858956,2.3898098507979526,1.4338859104778834
1,1884.9,1786496474087,74.49,10.116861701704998,ушла,45000,0.897,-2.230489194077201,1.6994203383458029,0.5841757413072024,-2.230489194077201,1.593206567198635,7.434963980255116
1,1884.89,1786496474389,66.5,8.469198930597846,ушла,44698,0.0,-3.876185090493367,0.10619685179458216,-1.00887009204631,-3.876185090493367,0.0,5.840826848688696
1,1884.88,1786496513791,68.26,10.648609174799756,ушла,5296,0.0,-1.9650799973436328,-0.42488216158709236,-2.2837416185350623,-1.9650799973436328,2.0181902675431296,3.452167562902897
-1,1880.64,1786496518989,70.21,11.445749537256965,ушла,98,0.0,3.1867516113004424,-0.0,0.6904628491155584,3.1867516113004424,-3.452314245577792,-3.399201718721212
1,1884.89,1786496519787,66.49,11.127074376127126,ушла,2600,0.0,-3.292976665010272,0.0,-0.6904628491155584,-3.292976665010272,3.452314245577792,3.0274140307340325
1,1884.88,1786496519688,174.07,11.073961849272154,ушла,2999,0.608,-3.292976665010272,0.0,-0.6904628491155584,-3.292976665010272,3.452314245577792,3.0274140307340325
1,1884.88,1786496523089,68.26,11.073961849272154,ушла,198,0.0,-4.1958896215466,0.5311252685502588,-0.6904628491155584,-4.1958896215466,3.452314245577792,2.230726127911975
-1,1880.64,1786496520394,70.21,11.445749537256965,ушла,4096,0.0,3.292976665010272,-0.0,0.6904628491155584,3.292976665010272,-3.452314245577792,-3.0274140307340325
-1,1880.69,1786496518989,56.49,11.1801869029821,ушла,12699,0.0,3.1867516113004424,-0.0,0.6904628491155584,3.1867516113004424,-3.452314245577792,-3.399201718721212
-1,1880.68,1786496518989,171.19,11.233299429837071,ушла,12699,0.0,3.1867516113004424,-0.0,0.6904628491155584,3.1867516113004424,-3.452314245577792,-3.399201718721212
