symbol,ok,promotion_data_ok,diagnostic_data_ok,input_sha256,input_hash_ok,snapshot_age_hours,snapshot_fresh,incomplete_h1_buckets,max_h1_missing_subbars,incomplete_h1_examples,source_schedule,source_interval_sec,source_expected_bars,source_actual_expected_bars,source_coverage,source_duplicate_bars,source_off_schedule_bars,source_invalid_ohlc_bars,source_missing_runs,source_max_missing_run,source_span_days,source_first_ts,source_last_ts,source_ok,source_reasons,source_largest_missing_runs,h1_schedule,h1_interval_sec,h1_expected_bars,h1_actual_expected_bars,h1_coverage,h1_duplicate_bars,h1_off_schedule_bars,h1_invalid_ohlc_bars,h1_missing_runs,h1_max_missing_run,h1_span_days,h1_first_ts,h1_last_ts,h1_ok,h1_reasons,h1_largest_missing_runs
EURUSD,False,False,True,9c404d615e5b7bad6b4d12046421c487abaf8383b93542c8acf51aa14e0dc25c,True,120.314,False,15,7,"[{""actual_subbars"": 8, ""bucket_ts"": 1735077600, ""expected_subbars"": 12, ""missing_subbars"": 4}, {""actual_subbars"": 7, ""bucket_ts"": 1735081200, ""expected_subbars"": 12, ""missing_subbars"": 5}, {""actual_subbars"": 9, ""bucket_ts"": 1735088400, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 9, ""bucket_ts"": 1735092000, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 10, ""bucket_ts"": 1735095600, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 8, ""bucket_ts"": 1735099200, ""expected_subbars"": 12, ""missing_subbars"": 4}, {""actual_subbars"": 11, ""bucket_ts"": 1756846800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 8, ""bucket_ts"": 1766613600, ""expected_subbars"": 12, ""missing_subbars"": 4}, {""actual_subbars"": 5, ""bucket_ts"": 1766617200, ""expected_subbars"": 12, ""missing_subbars"": 7}, {""actual_subbars"": 9, ""bucket_ts"": 1766620800, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 10, ""bucket_ts"": 1766624400, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 10, ""bucket_ts"": 1766628000, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 7, ""bucket_ts"": 1766631600, ""expected_subbars"": 12, ""missing_subbars"": 5}, {""actual_subbars"": 5, ""bucket_ts"": 1766635200, ""expected_subbars"": 12, ""missing_subbars"": 7}, {""actual_subbars"": 9, ""bucket_ts"": 1776286800, ""expected_subbars"": 12, ""missing_subbars"": 3}]",fx_24x5,300,148704,147449,0.99156,0,401,0,52,324,728.33,1720389600,1783317300,False,missing_run_324>12;off_schedule_bars_401>0,"[{""bars"": 324, ""end_ts"": 1749513300, ""start_ts"": 1749416400}, {""bars"": 168, ""end_ts"": 1744728900, ""start_ts"": 1744678800}, {""bars"": 144, ""end_ts"": 1724208900, ""start_ts"": 1724166000}, {""bars"": 84, ""end_ts"": 1735707300, ""start_ts"": 1735682400}, {""bars"": 84, ""end_ts"": 1767243300, ""start_ts"": 1767218400}, {""bars"": 60, ""end_ts"": 1751003700, ""start_ts"": 1750986000}, {""bars"": 48, ""end_ts"": 1776074100, ""start_ts"": 1776060000}, {""bars"": 48, ""end_ts"": 1781297700, ""start_ts"": 1781283600}, {""bars"": 36, ""end_ts"": 1749243300, ""start_ts"": 1749232800}, {""bars"": 36, ""end_ts"": 1751982900, ""start_ts"": 1751972400}]",fx_24x5,3600,12392,12277,0.99072,0,0,0,26,27,728.33,1720389600,1783314000,False,missing_run_27>12,"[{""bars"": 27, ""end_ts"": 1749510000, ""start_ts"": 1749416400}, {""bars"": 14, ""end_ts"": 1744725600, ""start_ts"": 1744678800}, {""bars"": 12, ""end_ts"": 1724205600, ""start_ts"": 1724166000}, {""bars"": 7, ""end_ts"": 1735704000, ""start_ts"": 1735682400}, {""bars"": 7, ""end_ts"": 1766635200, ""start_ts"": 1766613600}, {""bars"": 7, ""end_ts"": 1767240000, ""start_ts"": 1767218400}, {""bars"": 5, ""end_ts"": 1751000400, ""start_ts"": 1750986000}, {""bars"": 4, ""end_ts"": 1735099200, ""start_ts"": 1735088400}, {""bars"": 4, ""end_ts"": 1776070800, ""start_ts"": 1776060000}, {""bars"": 4, ""end_ts"": 1781294400, ""start_ts"": 1781283600}]"
GBPUSD,False,False,True,d28e95753fff94cc3a0562e3b0109a99d667e0ec6a705abaec8597d12cfa6db7,True,120.314,False,29,9,"[{""actual_subbars"": 10, ""bucket_ts"": 1724360400, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 11, ""bucket_ts"": 1726005600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1726434000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 8, ""bucket_ts"": 1735077600, ""expected_subbars"": 12, ""missing_subbars"": 4}, {""actual_subbars"": 11, ""bucket_ts"": 1735084800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 7, ""bucket_ts"": 1735088400, ""expected_subbars"": 12, ""missing_subbars"": 5}, {""actual_subbars"": 7, ""bucket_ts"": 1735092000, ""expected_subbars"": 12, ""missing_subbars"": 5}, {""actual_subbars"": 11, ""bucket_ts"": 1735095600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 7, ""bucket_ts"": 1735099200, ""expected_subbars"": 12, ""missing_subbars"": 5}, {""actual_subbars"": 11, ""bucket_ts"": 1740952800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1741554000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1743973200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 8, ""bucket_ts"": 1744146000, ""expected_subbars"": 12, ""missing_subbars"": 4}, {""actual_subbars"": 11, ""bucket_ts"": 1744232400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 10, ""bucket_ts"": 1746133200, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 11, ""bucket_ts"": 1748552400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1748811600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1750798800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1753045200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1757883600, ""expected_subbars"": 12, ""missing_subbars"": 1}]",fx_24x5,300,148704,148024,0.995427,0,386,0,50,120,728.33,1720389600,1783317300,False,missing_run_120>12;off_schedule_bars_386>0,"[{""bars"": 120, ""end_ts"": 1728413700, ""start_ts"": 1728378000}, {""bars"": 96, ""end_ts"": 1738151700, ""start_ts"": 1738123200}, {""bars"": 84, ""end_ts"": 1735707300, ""start_ts"": 1735682400}, {""bars"": 84, ""end_ts"": 1737582900, ""start_ts"": 1737558000}, {""bars"": 84, ""end_ts"": 1767243300, ""start_ts"": 1767218400}, {""bars"": 36, ""end_ts"": 1730940900, ""start_ts"": 1730930400}, {""bars"": 36, ""end_ts"": 1782305700, ""start_ts"": 1782295200}, {""bars"": 24, ""end_ts"": 1735228500, ""start_ts"": 1735221600}, {""bars"": 12, ""end_ts"": 1726728900, ""start_ts"": 1726725600}, {""bars"": 12, ""end_ts"": 1727106900, ""start_ts"": 1727103600}]",fx_24x5,3600,12392,12312,0.993544,0,0,0,34,10,728.33,1720389600,1783314000,True,,"[{""bars"": 10, ""end_ts"": 1728410400, ""start_ts"": 1728378000}, {""bars"": 8, ""end_ts"": 1738148400, ""start_ts"": 1738123200}, {""bars"": 7, ""end_ts"": 1735704000, ""start_ts"": 1735682400}, {""bars"": 7, ""end_ts"": 1737579600, ""start_ts"": 1737558000}, {""bars"": 7, ""end_ts"": 1767240000, ""start_ts"": 1767218400}, {""bars"": 5, ""end_ts"": 1735099200, ""start_ts"": 1735084800}, {""bars"": 3, ""end_ts"": 1730937600, ""start_ts"": 1730930400}, {""bars"": 3, ""end_ts"": 1766635200, ""start_ts"": 1766628000}, {""bars"": 3, ""end_ts"": 1782302400, ""start_ts"": 1782295200}, {""bars"": 2, ""end_ts"": 1735225200, ""start_ts"": 1735221600}]"
USDJPY,False,False,True,82803d32d6d7d6d94a41e11e83414625534ede582a6752834f3cfc36fb4acee7,True,120.314,False,29,7,"[{""actual_subbars"": 11, ""bucket_ts"": 1723410000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1725224400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1727038800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 9, ""bucket_ts"": 1727643600, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 9, ""bucket_ts"": 1729717200, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 11, ""bucket_ts"": 1730235600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1732053600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 10, ""bucket_ts"": 1732831200, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 10, ""bucket_ts"": 1733868000, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 5, ""bucket_ts"": 1735077600, ""expected_subbars"": 12, ""missing_subbars"": 7}, {""actual_subbars"": 10, ""bucket_ts"": 1735596000, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 11, ""bucket_ts"": 1736114400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1740607200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 10, ""bucket_ts"": 1741554000, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 11, ""bucket_ts"": 1741899600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 7, ""bucket_ts"": 1744232400, ""expected_subbars"": 12, ""missing_subbars"": 5}, {""actual_subbars"": 10, ""bucket_ts"": 1744664400, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 10, ""bucket_ts"": 1745874000, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 11, ""bucket_ts"": 1746133200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1749157200, ""expected_subbars"": 12, ""missing_subbars"": 1}]",fx_24x5,300,148704,147616,0.992683,0,407,0,59,132,728.33,1720389600,1783317300,False,missing_run_132>12;off_schedule_bars_407>0,"[{""bars"": 132, ""end_ts"": 1734512100, ""start_ts"": 1734472800}, {""bars"": 120, ""end_ts"": 1732211700, ""start_ts"": 1732176000}, {""bars"": 120, ""end_ts"": 1745456100, ""start_ts"": 1745420400}, {""bars"": 84, ""end_ts"": 1735707300, ""start_ts"": 1735682400}, {""bars"": 84, ""end_ts"": 1767243300, ""start_ts"": 1767218400}, {""bars"": 72, ""end_ts"": 1731419700, ""start_ts"": 1731398400}, {""bars"": 60, ""end_ts"": 1731678900, ""start_ts"": 1731661200}, {""bars"": 48, ""end_ts"": 1744142100, ""start_ts"": 1744128000}, {""bars"": 36, ""end_ts"": 1728075300, ""start_ts"": 1728064800}, {""bars"": 36, ""end_ts"": 1740009300, ""start_ts"": 1739998800}]",fx_24x5,3600,12392,12277,0.99072,0,0,0,48,11,728.33,1720389600,1783314000,True,,"[{""bars"": 11, ""end_ts"": 1734508800, ""start_ts"": 1734472800}, {""bars"": 10, ""end_ts"": 1732208400, ""start_ts"": 1732176000}, {""bars"": 10, ""end_ts"": 1745452800, ""start_ts"": 1745420400}, {""bars"": 7, ""end_ts"": 1735704000, ""start_ts"": 1735682400}, {""bars"": 7, ""end_ts"": 1767240000, ""start_ts"": 1767218400}, {""bars"": 6, ""end_ts"": 1731416400, ""start_ts"": 1731398400}, {""bars"": 5, ""end_ts"": 1731675600, ""start_ts"": 1731661200}, {""bars"": 4, ""end_ts"": 1744138800, ""start_ts"": 1744128000}, {""bars"": 3, ""end_ts"": 1728072000, ""start_ts"": 1728064800}, {""bars"": 3, ""end_ts"": 1740006000, ""start_ts"": 1739998800}]"
EURJPY,False,False,False,b1ea467f3393acb6c6b8b3cd515d2799d80fb052700ca1161b8199847d511792,True,120.314,False,165,10,"[{""actual_subbars"": 11, ""bucket_ts"": 1720558800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1720731600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1721077200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1721163600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1721336400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1721595600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1721682000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1721941200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722200400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722286800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722373200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722546000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722805200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722891600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722978000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1723150800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 9, ""bucket_ts"": 1723410000, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 11, ""bucket_ts"": 1723496400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1724014800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1724101200, ""expected_subbars"": 12, ""missing_subbars"": 1}]",fx_24x5,300,148704,144451,0.9714,0,392,0,187,1440,728.33,1720389600,1783317300,False,coverage_0.9714<0.98;missing_run_1440>12;off_schedule_bars_392>0,"[{""bars"": 1440, ""end_ts"": 1756500900, ""start_ts"": 1756069200}, {""bars"": 1152, ""end_ts"": 1757019300, ""start_ts"": 1756674000}, {""bars"": 252, ""end_ts"": 1765976100, ""start_ts"": 1765900800}, {""bars"": 192, ""end_ts"": 1727463300, ""start_ts"": 1727406000}, {""bars"": 168, ""end_ts"": 1741326900, ""start_ts"": 1741276800}, {""bars"": 168, ""end_ts"": 1768496100, ""start_ts"": 1768446000}, {""bars"": 108, ""end_ts"": 1781254500, ""start_ts"": 1781222400}, {""bars"": 84, ""end_ts"": 1735707300, ""start_ts"": 1735682400}, {""bars"": 84, ""end_ts"": 1767243300, ""start_ts"": 1767218400}, {""bars"": 72, ""end_ts"": 1762797300, ""start_ts"": 1762776000}]",fx_24x5,3600,12392,11891,0.959571,0,0,0,181,120,728.33,1720389600,1783314000,False,coverage_0.9596<0.98;missing_run_120>12,"[{""bars"": 120, ""end_ts"": 1756497600, ""start_ts"": 1756069200}, {""bars"": 96, ""end_ts"": 1757016000, ""start_ts"": 1756674000}, {""bars"": 21, ""end_ts"": 1765972800, ""start_ts"": 1765900800}, {""bars"": 16, ""end_ts"": 1727460000, ""start_ts"": 1727406000}, {""bars"": 14, ""end_ts"": 1741323600, ""start_ts"": 1741276800}, {""bars"": 14, ""end_ts"": 1768492800, ""start_ts"": 1768446000}, {""bars"": 9, ""end_ts"": 1781251200, ""start_ts"": 1781222400}, {""bars"": 7, ""end_ts"": 1735704000, ""start_ts"": 1735682400}, {""bars"": 7, ""end_ts"": 1767240000, ""start_ts"": 1767218400}, {""bars"": 6, ""end_ts"": 1762794000, ""start_ts"": 1762776000}]"
GBPJPY,False,False,True,7af11dc0709bf7d34263d93cd5012d86c552cc0396d1a3109d2eb288d96a10a8,True,120.314,False,178,10,"[{""actual_subbars"": 11, ""bucket_ts"": 1721595600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722373200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722546000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722805200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1722978000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1723150800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 10, ""bucket_ts"": 1723410000, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 11, ""bucket_ts"": 1723582800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1724274000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1724792400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1724965200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 9, ""bucket_ts"": 1725224400, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 10, ""bucket_ts"": 1725829200, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 11, ""bucket_ts"": 1726002000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1726434000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 9, ""bucket_ts"": 1727038800, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 6, ""bucket_ts"": 1727643600, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 11, ""bucket_ts"": 1728248400, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1728853200, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1729630800, ""expected_subbars"": 12, ""missing_subbars"": 1}]",fx_24x5,300,148704,148061,0.995676,0,404,0,194,96,728.33,1720389600,1783317300,False,missing_run_96>12;off_schedule_bars_404>0,"[{""bars"": 96, ""end_ts"": 1750449300, ""start_ts"": 1750420800}, {""bars"": 84, ""end_ts"": 1735707300, ""start_ts"": 1735682400}, {""bars"": 84, ""end_ts"": 1767243300, ""start_ts"": 1767218400}, {""bars"": 36, ""end_ts"": 1736790900, ""start_ts"": 1736780400}, {""bars"": 24, ""end_ts"": 1732157700, ""start_ts"": 1732150800}, {""bars"": 24, ""end_ts"": 1741632900, ""start_ts"": 1741626000}, {""bars"": 12, ""end_ts"": 1774925700, ""start_ts"": 1774922400}, {""bars"": 12, ""end_ts"": 1776203700, ""start_ts"": 1776200400}, {""bars"": 12, ""end_ts"": 1776668100, ""start_ts"": 1776664800}, {""bars"": 8, ""end_ts"": 1766615700, ""start_ts"": 1766613600}]",fx_24x5,3600,12392,12182,0.983054,0,0,0,186,8,728.33,1720389600,1783314000,True,,"[{""bars"": 8, ""end_ts"": 1750446000, ""start_ts"": 1750420800}, {""bars"": 7, ""end_ts"": 1735704000, ""start_ts"": 1735682400}, {""bars"": 7, ""end_ts"": 1767240000, ""start_ts"": 1767218400}, {""bars"": 3, ""end_ts"": 1736787600, ""start_ts"": 1736780400}, {""bars"": 2, ""end_ts"": 1732154400, ""start_ts"": 1732150800}, {""bars"": 2, ""end_ts"": 1735077600, ""start_ts"": 1735074000}, {""bars"": 2, ""end_ts"": 1741629600, ""start_ts"": 1741626000}, {""bars"": 1, ""end_ts"": 1721595600, ""start_ts"": 1721595600}, {""bars"": 1, ""end_ts"": 1722373200, ""start_ts"": 1722373200}, {""bars"": 1, ""end_ts"": 1722546000, ""start_ts"": 1722546000}]"
XAUUSD,False,False,False,1c0bf3c63a979b2db89285e5dcf17c43fcedf1c158b94c7a6c6696c2f03d111b,True,120.314,False,25,10,"[{""actual_subbars"": 6, ""bucket_ts"": 1725300000, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 2, ""bucket_ts"": 1728514800, ""expected_subbars"": 12, ""missing_subbars"": 10}, {""actual_subbars"": 10, ""bucket_ts"": 1728518400, ""expected_subbars"": 12, ""missing_subbars"": 2}, {""actual_subbars"": 6, ""bucket_ts"": 1732820400, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 9, ""bucket_ts"": 1732906800, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 9, ""bucket_ts"": 1735063200, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 11, ""bucket_ts"": 1735254000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1737327600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 6, ""bucket_ts"": 1737399600, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 6, ""bucket_ts"": 1739818800, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 11, ""bucket_ts"": 1745532000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 11, ""bucket_ts"": 1745964000, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 6, ""bucket_ts"": 1748282400, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 6, ""bucket_ts"": 1750356000, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 11, ""bucket_ts"": 1754607600, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 6, ""bucket_ts"": 1756749600, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 6, ""bucket_ts"": 1764270000, ""expected_subbars"": 12, ""missing_subbars"": 6}, {""actual_subbars"": 11, ""bucket_ts"": 1764316800, ""expected_subbars"": 12, ""missing_subbars"": 1}, {""actual_subbars"": 9, ""bucket_ts"": 1764356400, ""expected_subbars"": 12, ""missing_subbars"": 3}, {""actual_subbars"": 9, ""bucket_ts"": 1765148400, ""expected_subbars"": 12, ""missing_subbars"": 3}]",xau_23x5,300,143760,140468,0.977101,0,288,0,152,276,728.33,1720389600,1783317300,False,coverage_0.9771<0.98;missing_run_276>12;off_schedule_bars_288>0,"[{""bars"": 276, ""end_ts"": 1745009700, ""start_ts"": 1744927200}, {""bars"": 276, ""end_ts"": 1775249700, ""start_ts"": 1775167200}, {""bars"": 108, ""end_ts"": 1781682900, ""start_ts"": 1781650800}, {""bars"": 96, ""end_ts"": 1769432100, ""start_ts"": 1769403600}, {""bars"": 84, ""end_ts"": 1767650100, ""start_ts"": 1767625200}, {""bars"": 72, ""end_ts"": 1735102500, ""start_ts"": 1735081200}, {""bars"": 72, ""end_ts"": 1735707300, ""start_ts"": 1735686000}, {""bars"": 72, ""end_ts"": 1766638500, ""start_ts"": 1766617200}, {""bars"": 72, ""end_ts"": 1767243300, ""start_ts"": 1767222000}, {""bars"": 60, ""end_ts"": 1734317700, ""start_ts"": 1734300000}]",xau_23x5,3600,11980,11689,0.97571,0,0,0,151,23,728.33,1720389600,1783314000,False,coverage_0.9757<0.98;missing_run_23>12,"[{""bars"": 23, ""end_ts"": 1745006400, ""start_ts"": 1744927200}, {""bars"": 23, ""end_ts"": 1775246400, ""start_ts"": 1775167200}, {""bars"": 9, ""end_ts"": 1781679600, ""start_ts"": 1781650800}, {""bars"": 8, ""end_ts"": 1769428800, ""start_ts"": 1769403600}, {""bars"": 7, ""end_ts"": 1767646800, ""start_ts"": 1767625200}, {""bars"": 6, ""end_ts"": 1735099200, ""start_ts"": 1735081200}, {""bars"": 6, ""end_ts"": 1735704000, ""start_ts"": 1735686000}, {""bars"": 6, ""end_ts"": 1766635200, ""start_ts"": 1766617200}, {""bars"": 6, ""end_ts"": 1767240000, ""start_ts"": 1767222000}, {""bars"": 5, ""end_ts"": 1734314400, ""start_ts"": 1734300000}]"
