tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step9_2025-11-21,30,2025-11-21,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;AVAXUSDT;BNBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;KITEUSDT;WLFIUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;RIVERUSDT,inplay_breakout,100.00,106.09,259,6.09,1.090,0.541,0.5244,-0.5658,8.7017
