entry_ts,exit_ts,r,side,mode,side_sleeve,cost
1735315200.0,1735560000.0,-1.2473,long,standard_00_50,long,base
1735570800.0,1735581600.0,-1.2344,long,standard_00_50,long,base
1735632000.0,1735639200.0,2.288,long,standard_00_50,long,base
1735801200.0,1735833600.0,2.3117,long,standard_00_50,long,base
1735923600.0,1736121600.0,2.2862,long,standard_00_50,long,base
1736395200.0,1736424000.0,-1.2706,long,standard_00_50,long,base
1736769600.0,1736816400.0,2.3564,long,standard_00_50,long,base
1736992800.0,1737043200.0,-1.1352,long,standard_00_50,long,base
1737698400.0,1737705600.0,-1.1311,long,standard_00_50,long,base
1738162800.0,1738195200.0,-1.1836,long,standard_00_50,long,base
1738684800.0,1738688400.0,-1.1817,long,standard_00_50,long,base
1739455200.0,1739458800.0,-1.168,long,standard_00_50,long,base
1739462400.0,1739473200.0,-1.1569,long,standard_00_50,long,base
1739516400.0,1739538000.0,-1.1657,long,standard_00_50,long,base
1739548800.0,1739746800.0,-1.1642,long,standard_00_50,long,base
1739768400.0,1739833200.0,-1.2213,long,standard_00_50,long,base
1740016800.0,1740020400.0,-1.1648,long,standard_00_50,long,base
1740034800.0,1740056400.0,-1.151,long,standard_00_50,long,base
1740070800.0,1740099600.0,2.3523,long,standard_00_50,long,base
1740164400.0,1740394800.0,2.3423,long,standard_00_50,long,base
1740992400.0,1740999600.0,2.3311,long,standard_00_50,long,base
1741604400.0,1741608000.0,-1.1468,long,standard_00_50,long,base
1741881600.0,1741910400.0,2.3483,long,standard_00_50,long,base
1743382800.0,1743386400.0,-1.1347,long,standard_00_50,long,base
1743764400.0,1743786000.0,2.4223,long,standard_00_50,long,base
1744776000.0,1744779600.0,-1.1906,long,standard_00_50,long,base
1744830000.0,1744837200.0,-1.1105,long,standard_00_50,long,base
1745226000.0,1745290800.0,-1.1494,long,standard_00_50,long,base
1746176400.0,1746190800.0,-1.1447,long,standard_00_50,long,base
1746450000.0,1746514800.0,-1.1602,long,standard_00_50,long,base
1746799200.0,1746997200.0,2.3373,long,standard_00_50,long,base
1747317600.0,1747346400.0,-1.1301,long,standard_00_50,long,base
1747357200.0,1747404000.0,2.3566,long,standard_00_50,long,base
1747807200.0,1747821600.0,-1.1838,long,standard_00_50,long,base
1747846800.0,1747864800.0,2.3529,long,standard_00_50,long,base
1747900800.0,1747929600.0,2.3702,long,standard_00_50,long,base
1748001600.0,1748221200.0,-1.1678,long,standard_00_50,long,base
1748538000.0,1748566800.0,-1.1326,long,standard_00_50,long,base
1749456000.0,1749470400.0,2.2753,long,standard_00_50,long,base
1749690000.0,1749708000.0,-1.1302,long,standard_00_50,long,base
1749726000.0,1749729600.0,-1.148,long,standard_00_50,long,base
1750262400.0,1750269600.0,-1.2353,long,standard_00_50,long,base
1750726800.0,1750734000.0,-1.1367,long,standard_00_50,long,base
1750748400.0,1750752000.0,-1.1686,long,standard_00_50,long,base
1750755600.0,1750773600.0,-1.1539,long,standard_00_50,long,base
1751331600.0,1751346000.0,-1.1999,long,standard_00_50,long,base
1752674400.0,1752678000.0,-1.1757,long,standard_00_50,long,base
1753077600.0,1753095600.0,-1.1718,long,standard_00_50,long,base
1753837200.0,1753844400.0,-1.2356,long,standard_00_50,long,base
1754056800.0,1754071200.0,-1.1102,long,standard_00_50,long,base
1754308800.0,1754316000.0,-1.1541,long,standard_00_50,long,base
1755651600.0,1755669600.0,-1.2549,long,standard_00_50,long,base
1756360800.0,1756368000.0,-1.252,long,standard_00_50,long,base
1757080800.0,1757084400.0,-1.2235,long,standard_00_50,long,base
1757998800.0,1758002400.0,-1.3212,long,standard_00_50,long,base
1758618000.0,1758650400.0,-1.3363,long,standard_00_50,long,base
1758891600.0,1758895200.0,-1.2721,long,standard_00_50,long,base
1758898800.0,1759100400.0,-1.2838,long,standard_00_50,long,base
1759132800.0,1759208400.0,-1.2731,long,standard_00_50,long,base
1759305600.0,1759320000.0,-1.225,long,standard_00_50,long,base
1760014800.0,1760076000.0,-1.146,long,standard_00_50,long,base
1760497200.0,1760508000.0,-1.223,long,standard_00_50,long,base
1761307200.0,1761519600.0,2.2611,long,standard_00_50,long,base
1762182000.0,1762214400.0,2.1026,long,standard_00_50,long,base
1762228800.0,1762232400.0,-1.3396,long,standard_00_50,long,base
1762239600.0,1762243200.0,-1.2634,long,standard_00_50,long,base
1762448400.0,1762498800.0,2.2809,long,standard_00_50,long,base
1763024400.0,1763046000.0,-1.2575,long,standard_00_50,long,base
1763704800.0,1763708400.0,-1.2341,long,standard_00_50,long,base
1764054000.0,1764057600.0,-1.3261,long,standard_00_50,long,base
1764079200.0,1764090000.0,-1.2248,long,standard_00_50,long,base
1764338400.0,1764342000.0,-1.2809,long,standard_00_50,long,base
1764554400.0,1764576000.0,-1.2189,long,standard_00_50,long,base
1764763200.0,1764766800.0,-1.3527,long,standard_00_50,long,base
1764914400.0,1764918000.0,-1.2879,long,standard_00_50,long,base
1765378800.0,1765382400.0,-1.364,long,standard_00_50,long,base
1765418400.0,1765458000.0,-1.1795,long,standard_00_50,long,base
1765778400.0,1765796400.0,-1.2643,long,standard_00_50,long,base
1766062800.0,1766066400.0,-1.2718,long,standard_00_50,long,base
1766466000.0,1766480400.0,-1.2476,long,standard_00_50,long,base
1767016800.0,1767020400.0,-1.257,long,standard_00_50,long,base
1767081600.0,1767088800.0,-1.2794,long,standard_00_50,long,base
1767610800.0,1767628800.0,-1.2191,long,standard_00_50,long,base
1768784400.0,1768867200.0,2.2946,long,standard_00_50,long,base
1768914000.0,1769050800.0,2.3402,long,standard_00_50,long,base
1769522400.0,1769533200.0,-1.1137,long,standard_00_50,long,base
1770717600.0,1770728400.0,-1.1742,long,standard_00_50,long,base
1770789600.0,1770814800.0,-1.1824,long,standard_00_50,long,base
1770865200.0,1770876000.0,2.3782,long,standard_00_50,long,base
1771293600.0,1771304400.0,-1.29,long,standard_00_50,long,base
1771808400.0,1771848000.0,2.3518,long,standard_00_50,long,base
1772618400.0,1772640000.0,-1.1617,long,standard_00_50,long,base
1772672400.0,1772697600.0,2.2796,long,standard_00_50,long,base
1773104400.0,1773126000.0,-1.1576,long,standard_00_50,long,base
1774382400.0,1774461600.0,2.3045,long,standard_00_50,long,base
1774864800.0,1774872000.0,-1.2301,long,standard_00_50,long,base
1774969200.0,1774972800.0,-1.2273,long,standard_00_50,long,base
1775001600.0,1775023200.0,-1.189,long,standard_00_50,long,base
1775653200.0,1775718000.0,2.3253,long,standard_00_50,long,base
1776142800.0,1776150000.0,-1.3259,long,standard_00_50,long,base
1776157200.0,1776160800.0,-1.3174,long,standard_00_50,long,base
1776308400.0,1776333600.0,2.2246,long,standard_00_50,long,base
1777348800.0,1777359600.0,2.1252,long,standard_00_50,long,base
1777615200.0,1777647600.0,2.3592,long,standard_00_50,long,base
1780473600.0,1780502400.0,2.0872,long,standard_00_50,long,base
1781200800.0,1781204400.0,-1.4423,long,standard_00_50,long,base
1721253600.0,1721257200.0,-1.2421,long,standard_00_50,long,stress
1721764800.0,1721782800.0,-1.3128,long,standard_00_50,long,stress
1721797200.0,1721811600.0,-1.2989,long,standard_00_50,long,stress
1721894400.0,1721901600.0,-1.1585,long,standard_00_50,long,stress
1722427200.0,1722470400.0,-1.0822,long,standard_00_50,long,stress
1722549600.0,1722553200.0,-1.1778,long,standard_00_50,long,stress
1722610800.0,1722808800.0,-1.1185,long,standard_00_50,long,stress
1723071600.0,1723075200.0,-1.1594,long,standard_00_50,long,stress
1723212000.0,1723460400.0,2.3018,long,standard_00_50,long,stress
1723554000.0,1723564800.0,-1.2418,long,standard_00_50,long,stress
1724047200.0,1724119200.0,2.326,long,standard_00_50,long,stress
1724194800.0,1724198400.0,-1.2714,long,standard_00_50,long,stress
1724630400.0,1724716800.0,2.3406,long,standard_00_50,long,stress
1725336000.0,1725339600.0,-1.3646,long,standard_00_50,long,stress
1725469200.0,1725480000.0,-1.2149,long,standard_00_50,long,stress
1725537600.0,1725544800.0,2.2993,long,standard_00_50,long,stress
1725634800.0,1725876000.0,2.3829,long,standard_00_50,long,stress
1726192800.0,1726200000.0,-1.1912,long,standard_00_50,long,stress
1726459200.0,1726466400.0,-1.2753,long,standard_00_50,long,stress
1726801200.0,1726812000.0,-1.2289,long,standard_00_50,long,stress
1727078400.0,1727085600.0,-1.2735,long,standard_00_50,long,stress
1727445600.0,1727460000.0,-1.1003,long,standard_00_50,long,stress
1728302400.0,1728306000.0,-1.242,long,standard_00_50,long,stress
1728352800.0,1728370800.0,-1.2621,long,standard_00_50,long,stress
1729263600.0,1729267200.0,-1.3727,long,standard_00_50,long,stress
1729753200.0,1729760400.0,-1.3354,long,standard_00_50,long,stress
1729832400.0,1729872000.0,2.1057,long,standard_00_50,long,stress
1730361600.0,1730397600.0,-1.2265,long,standard_00_50,long,stress
1730962800.0,1730984400.0,-1.2832,long,standard_00_50,long,stress
1731387600.0,1731420000.0,2.0798,long,standard_00_50,long,stress
1731502800.0,1731513600.0,2.1996,long,standard_00_50,long,stress
1731981600.0,1732003200.0,-1.3053,long,standard_00_50,long,stress
1732150800.0,1732168800.0,-1.3073,long,standard_00_50,long,stress
1732492800.0,1732496400.0,-1.2639,long,standard_00_50,long,stress
1732626000.0,1732647600.0,-1.2251,long,standard_00_50,long,stress
1732698000.0,1732716000.0,-1.2551,long,standard_00_50,long,stress
1732719600.0,1732723200.0,-1.2022,long,standard_00_50,long,stress
1732903200.0,1733104800.0,2.2948,long,standard_00_50,long,stress
1733907600.0,1733922000.0,-1.2621,long,standard_00_50,long,stress
1734008400.0,1734048000.0,2.2415,long,standard_00_50,long,stress
1735315200.0,1735560000.0,-1.4121,long,standard_00_50,long,stress
1735570800.0,1735581600.0,-1.3907,long,standard_00_50,long,stress
1735632000.0,1735639200.0,2.1467,long,standard_00_50,long,stress
1735801200.0,1735833600.0,2.1862,long,standard_00_50,long,stress
1735923600.0,1736121600.0,2.1437,long,standard_00_50,long,stress
1736395200.0,1736424000.0,-1.4509,long,standard_00_50,long,stress
1736769600.0,1736816400.0,2.2606,long,standard_00_50,long,stress
1736992800.0,1737043200.0,-1.2254,long,standard_00_50,long,stress
1737698400.0,1737705600.0,-1.2185,long,standard_00_50,long,stress
1738162800.0,1738195200.0,-1.306,long,standard_00_50,long,stress
1738684800.0,1738688400.0,-1.3029,long,standard_00_50,long,stress
1739455200.0,1739458800.0,-1.2799,long,standard_00_50,long,stress
1739462400.0,1739473200.0,-1.2615,long,standard_00_50,long,stress
1739516400.0,1739538000.0,-1.2762,long,standard_00_50,long,stress
1739548800.0,1739746800.0,-1.2736,long,standard_00_50,long,stress
1739768400.0,1739833200.0,-1.3689,long,standard_00_50,long,stress
1740016800.0,1740020400.0,-1.2746,long,standard_00_50,long,stress
1740034800.0,1740056400.0,-1.2516,long,standard_00_50,long,stress
1740070800.0,1740099600.0,2.2538,long,standard_00_50,long,stress
1740164400.0,1740394800.0,2.2372,long,standard_00_50,long,stress
1740992400.0,1740999600.0,2.2186,long,standard_00_50,long,stress
1741604400.0,1741608000.0,-1.2447,long,standard_00_50,long,stress
1741881600.0,1741910400.0,2.2472,long,standard_00_50,long,stress
1743382800.0,1743386400.0,-1.2244,long,standard_00_50,long,stress
1743764400.0,1743786000.0,2.3705,long,standard_00_50,long,stress
1744776000.0,1744779600.0,-1.3176,long,standard_00_50,long,stress
1744830000.0,1744837200.0,-1.1842,long,standard_00_50,long,stress
1745226000.0,1745290800.0,-1.249,long,standard_00_50,long,stress
1746176400.0,1746190800.0,-1.2411,long,standard_00_50,long,stress
1746450000.0,1746514800.0,-1.267,long,standard_00_50,long,stress
1746799200.0,1746997200.0,2.2288,long,standard_00_50,long,stress
1747317600.0,1747346400.0,-1.2168,long,standard_00_50,long,stress
1747357200.0,1747404000.0,2.2609,long,standard_00_50,long,stress
1747807200.0,1747821600.0,-1.3064,long,standard_00_50,long,stress
1747846800.0,1747864800.0,2.2548,long,standard_00_50,long,stress
1747900800.0,1747929600.0,2.2837,long,standard_00_50,long,stress
1748001600.0,1748221200.0,-1.2796,long,standard_00_50,long,stress
1748538000.0,1748566800.0,-1.221,long,standard_00_50,long,stress
1749456000.0,1749470400.0,2.1254,long,standard_00_50,long,stress
1749690000.0,1749708000.0,-1.217,long,standard_00_50,long,stress
1749726000.0,1749729600.0,-1.2466,long,standard_00_50,long,stress
1750262400.0,1750269600.0,-1.3922,long,standard_00_50,long,stress
1750726800.0,1750734000.0,-1.2279,long,standard_00_50,long,stress
1750748400.0,1750752000.0,-1.2809,long,standard_00_50,long,stress
1750755600.0,1750773600.0,-1.2565,long,standard_00_50,long,stress
1751331600.0,1751346000.0,-1.3331,long,standard_00_50,long,stress
1752674400.0,1752678000.0,-1.2928,long,standard_00_50,long,stress
1753077600.0,1753095600.0,-1.2864,long,standard_00_50,long,stress
1753837200.0,1753844400.0,-1.3927,long,standard_00_50,long,stress
1754056800.0,1754071200.0,-1.1837,long,standard_00_50,long,stress
1754308800.0,1754316000.0,-1.2568,long,standard_00_50,long,stress
1755651600.0,1755669600.0,-1.4248,long,standard_00_50,long,stress
1756360800.0,1756368000.0,-1.42,long,standard_00_50,long,stress
1757080800.0,1757084400.0,-1.3725,long,standard_00_50,long,stress
1757998800.0,1758002400.0,-1.5354,long,standard_00_50,long,stress
1758618000.0,1758650400.0,-1.5605,long,standard_00_50,long,stress
1758891600.0,1758895200.0,-1.4536,long,standard_00_50,long,stress
1758898800.0,1759100400.0,-1.4731,long,standard_00_50,long,stress
1759132800.0,1759208400.0,-1.4552,long,standard_00_50,long,stress
1759305600.0,1759320000.0,-1.375,long,standard_00_50,long,stress
1760014800.0,1760076000.0,-1.2434,long,standard_00_50,long,stress
1760497200.0,1760508000.0,-1.3716,long,standard_00_50,long,stress
1761307200.0,1761519600.0,2.1019,long,standard_00_50,long,stress
1762182000.0,1762214400.0,1.8376,long,standard_00_50,long,stress
1762228800.0,1762232400.0,-1.566,long,standard_00_50,long,stress
1762239600.0,1762243200.0,-1.439,long,standard_00_50,long,stress
1762448400.0,1762498800.0,2.1349,long,standard_00_50,long,stress
1763024400.0,1763046000.0,-1.4292,long,standard_00_50,long,stress
1763704800.0,1763708400.0,-1.3901,long,standard_00_50,long,stress
1764054000.0,1764057600.0,-1.5436,long,standard_00_50,long,stress
1764079200.0,1764090000.0,-1.3747,long,standard_00_50,long,stress
1764338400.0,1764342000.0,-1.4681,long,standard_00_50,long,stress
1764554400.0,1764576000.0,-1.3649,long,standard_00_50,long,stress
1764763200.0,1764766800.0,-1.5879,long,standard_00_50,long,stress
1764914400.0,1764918000.0,-1.4798,long,standard_00_50,long,stress
1765378800.0,1765382400.0,-1.6067,long,standard_00_50,long,stress
1765418400.0,1765458000.0,-1.2992,long,standard_00_50,long,stress
1765778400.0,1765796400.0,-1.4404,long,standard_00_50,long,stress
1766062800.0,1766066400.0,-1.4531,long,standard_00_50,long,stress
1766466000.0,1766480400.0,-1.4127,long,standard_00_50,long,stress
1767016800.0,1767020400.0,-1.4284,long,standard_00_50,long,stress
1767081600.0,1767088800.0,-1.4657,long,standard_00_50,long,stress
1767610800.0,1767628800.0,-1.3652,long,standard_00_50,long,stress
1768784400.0,1768867200.0,2.1576,long,standard_00_50,long,stress
1768914000.0,1769050800.0,2.2336,long,standard_00_50,long,stress
1769522400.0,1769533200.0,-1.1896,long,standard_00_50,long,stress
1770717600.0,1770728400.0,-1.2903,long,standard_00_50,long,stress
1770789600.0,1770814800.0,-1.3039,long,standard_00_50,long,stress
1770865200.0,1770876000.0,2.297,long,standard_00_50,long,stress
1771293600.0,1771304400.0,-1.4833,long,standard_00_50,long,stress
1771808400.0,1771848000.0,2.2529,long,standard_00_50,long,stress
1772618400.0,1772640000.0,-1.2695,long,standard_00_50,long,stress
1772672400.0,1772697600.0,2.1327,long,standard_00_50,long,stress
1773104400.0,1773126000.0,-1.2627,long,standard_00_50,long,stress
1774382400.0,1774461600.0,2.1742,long,standard_00_50,long,stress
1774864800.0,1774872000.0,-1.3835,long,standard_00_50,long,stress
1774969200.0,1774972800.0,-1.3788,long,standard_00_50,long,stress
1775001600.0,1775023200.0,-1.315,long,standard_00_50,long,stress
1775653200.0,1775718000.0,2.2089,long,standard_00_50,long,stress
1776142800.0,1776150000.0,-1.5431,long,standard_00_50,long,stress
1776157200.0,1776160800.0,-1.529,long,standard_00_50,long,stress
1776308400.0,1776333600.0,2.041,long,standard_00_50,long,stress
1777348800.0,1777359600.0,1.8753,long,standard_00_50,long,stress
1777615200.0,1777647600.0,2.2654,long,standard_00_50,long,stress
1780473600.0,1780502400.0,1.812,long,standard_00_50,long,stress
1781200800.0,1781204400.0,-1.7372,long,standard_00_50,long,stress
1725282000.0,1725339600.0,2.3277,short,big_figure_00,short,base
1726124400.0,1726142400.0,2.3421,short,big_figure_00,short,base
1727319600.0,1727334000.0,-1.199,short,big_figure_00,short,base
1727697600.0,1727708400.0,-1.1243,short,big_figure_00,short,base
1727917200.0,1728043200.0,-1.1162,short,big_figure_00,short,base
1728252000.0,1728306000.0,2.3844,short,big_figure_00,short,base
1728644400.0,1728648000.0,-1.2384,short,big_figure_00,short,base
1728932400.0,1728972000.0,2.1947,short,big_figure_00,short,base
1729569600.0,1729580400.0,-1.2452,short,big_figure_00,short,base
1729684800.0,1729735200.0,2.3275,short,big_figure_00,short,base
1730473200.0,1730678400.0,2.364,short,big_figure_00,short,base
1731376800.0,1731420000.0,-1.2497,short,big_figure_00,short,base
1731556800.0,1731592800.0,2.2794,short,big_figure_00,short,base
1732064400.0,1732075200.0,-1.1433,short,big_figure_00,short,base
1732284000.0,1732489200.0,2.3584,short,big_figure_00,short,base
1732784400.0,1732834800.0,2.3177,short,big_figure_00,short,base
1734058800.0,1734076800.0,-1.1932,short,big_figure_00,short,base
1734314400.0,1734350400.0,-1.2257,short,big_figure_00,short,base
1734537600.0,1734548400.0,-1.2413,short,big_figure_00,short,base
1734598800.0,1734620400.0,-1.1006,short,big_figure_00,short,base
1735228800.0,1735254000.0,2.1064,short,big_figure_00,short,base
1735538400.0,1735560000.0,2.1877,short,big_figure_00,short,base
1736161200.0,1736164800.0,2.2886,short,big_figure_00,short,base
1736856000.0,1736874000.0,-1.1477,short,big_figure_00,short,base
1737532800.0,1737547200.0,-1.1938,short,big_figure_00,short,base
1738036800.0,1738126800.0,2.3446,short,big_figure_00,short,base
1738328400.0,1738346400.0,-1.18,short,big_figure_00,short,base
1740664800.0,1740668400.0,-1.1536,short,big_figure_00,short,base
1740956400.0,1740988800.0,2.3507,short,big_figure_00,short,base
1741698000.0,1741752000.0,-1.1172,short,big_figure_00,short,base
1742187600.0,1742212800.0,2.3051,short,big_figure_00,short,base
1742364000.0,1742389200.0,-1.1977,short,big_figure_00,short,base
1743069600.0,1743091200.0,-1.216,short,big_figure_00,short,base
1743573600.0,1743588000.0,2.2435,short,big_figure_00,short,base
1743606000.0,1743609600.0,-1.1898,short,big_figure_00,short,base
1744041600.0,1744142400.0,2.4293,short,big_figure_00,short,base
1744876800.0,1745182800.0,2.3756,short,big_figure_00,short,base
1745280000.0,1745290800.0,2.3362,short,big_figure_00,short,base
1745593200.0,1745848800.0,2.3762,short,big_figure_00,short,base
1746680400.0,1746684000.0,-1.1421,short,big_figure_00,short,base
1746698400.0,1746712800.0,-1.1478,short,big_figure_00,short,base
1746730800.0,1746788400.0,2.3863,short,big_figure_00,short,base
1747036800.0,1747044000.0,-1.0971,short,big_figure_00,short,base
1747411200.0,1747602000.0,2.3334,short,big_figure_00,short,base
1748966400.0,1748998800.0,-1.1612,short,big_figure_00,short,base
1749218400.0,1749448800.0,2.3334,short,big_figure_00,short,base
1749520800.0,1749535200.0,2.2825,short,big_figure_00,short,base
1749596400.0,1749603600.0,-1.2464,short,big_figure_00,short,base
1750676400.0,1750687200.0,2.3606,short,big_figure_00,short,base
1750856400.0,1750874400.0,2.2965,short,big_figure_00,short,base
1751864400.0,1751868000.0,-1.2716,short,big_figure_00,short,base
1752022800.0,1752026400.0,-1.2537,short,big_figure_00,short,base
1752580800.0,1752584400.0,-1.2432,short,big_figure_00,short,base
1752638400.0,1752674400.0,2.2597,short,big_figure_00,short,base
1753668000.0,1753682400.0,-1.2573,short,big_figure_00,short,base
1753956000.0,1753963200.0,-1.1469,short,big_figure_00,short,base
1754924400.0,1754935200.0,-1.2801,short,big_figure_00,short,base
1755565200.0,1755669600.0,2.2674,short,big_figure_00,short,base
1756281600.0,1756288800.0,-1.2914,short,big_figure_00,short,base
1756882800.0,1756908000.0,2.2793,short,big_figure_00,short,base
1757592000.0,1757599200.0,2.2386,short,big_figure_00,short,base
1757678400.0,1757908800.0,2.2616,short,big_figure_00,short,base
1758157200.0,1758171600.0,-1.1623,short,big_figure_00,short,base
1758686400.0,1758693600.0,-1.3186,short,big_figure_00,short,base
1758841200.0,1759100400.0,2.2659,short,big_figure_00,short,base
1759838400.0,1759845600.0,-1.2417,short,big_figure_00,short,base
1759867200.0,1759881600.0,-1.1991,short,big_figure_00,short,base
1759989600.0,1759993200.0,-1.2116,short,big_figure_00,short,base
1760922000.0,1760950800.0,2.299,short,big_figure_00,short,base
1761048000.0,1761181200.0,-1.1425,short,big_figure_00,short,base
1761285600.0,1761307200.0,2.1605,short,big_figure_00,short,base
1761793200.0,1761804000.0,-1.1406,short,big_figure_00,short,base
1762351200.0,1762354800.0,-1.2067,short,big_figure_00,short,base
1762736400.0,1762758000.0,-1.1796,short,big_figure_00,short,base
1762956000.0,1763024400.0,2.2325,short,big_figure_00,short,base
1763989200.0,1763992800.0,-1.3043,short,big_figure_00,short,base
1764666000.0,1764687600.0,-1.3398,short,big_figure_00,short,base
1765256400.0,1765263600.0,-1.3049,short,big_figure_00,short,base
1765306800.0,1765382400.0,2.2636,short,big_figure_00,short,base
1765537200.0,1765540800.0,-1.3198,short,big_figure_00,short,base
1766052000.0,1766062800.0,2.1753,short,big_figure_00,short,base
1766113200.0,1766116800.0,-1.2393,short,big_figure_00,short,base
1766700000.0,1766703600.0,-1.3163,short,big_figure_00,short,base
1767193200.0,1767204000.0,-1.4131,short,big_figure_00,short,base
1767567600.0,1767571200.0,-1.3151,short,big_figure_00,short,base
1767970800.0,1767974400.0,-1.2211,short,big_figure_00,short,base
1768284000.0,1768287600.0,-1.2542,short,big_figure_00,short,base
1768291200.0,1768320000.0,-1.2367,short,big_figure_00,short,base
1769151600.0,1769184000.0,2.3341,short,big_figure_00,short,base
1769626800.0,1769738400.0,-1.1212,short,big_figure_00,short,base
1769749200.0,1769763600.0,-1.1797,short,big_figure_00,short,base
1770116400.0,1770166800.0,-1.2631,short,big_figure_00,short,base
1770249600.0,1770267600.0,-1.2474,short,big_figure_00,short,base
1771894800.0,1771905600.0,-1.221,short,big_figure_00,short,base
1772438400.0,1772452800.0,-1.1632,short,big_figure_00,short,base
1774918800.0,1774962000.0,2.2061,short,big_figure_00,short,base
1775574000.0,1775592000.0,2.1677,short,big_figure_00,short,base
1776250800.0,1776304800.0,2.184,short,big_figure_00,short,base
1778457600.0,1778461200.0,-1.3047,short,big_figure_00,short,base
1778724000.0,1778731200.0,1.9585,short,big_figure_00,short,base
1778763600.0,1778767200.0,-1.2945,short,big_figure_00,short,base
1779076800.0,1779105600.0,2.112,short,big_figure_00,short,base
1779170400.0,1779192000.0,2.0713,short,big_figure_00,short,base
1779768000.0,1779775200.0,-2.0088,short,big_figure_00,short,base
1780423200.0,1780441200.0,-1.8322,short,big_figure_00,short,base
1780502400.0,1780545600.0,2.1535,short,big_figure_00,short,base
1780603200.0,1780657200.0,1.801,short,big_figure_00,short,base
1782136800.0,1782140400.0,-1.3267,short,big_figure_00,short,base
1725282000.0,1725339600.0,2.2128,short,big_figure_00,short,stress
1726124400.0,1726142400.0,2.2369,short,big_figure_00,short,stress
1727319600.0,1727334000.0,-1.3316,short,big_figure_00,short,stress
1727697600.0,1727708400.0,-1.2072,short,big_figure_00,short,stress
1727917200.0,1728043200.0,-1.1936,short,big_figure_00,short,stress
1728252000.0,1728306000.0,2.3073,short,big_figure_00,short,stress
1728644400.0,1728648000.0,-1.3973,short,big_figure_00,short,stress
1728932400.0,1728972000.0,1.9912,short,big_figure_00,short,stress
1729569600.0,1729580400.0,-1.4087,short,big_figure_00,short,stress
1729684800.0,1729735200.0,2.2125,short,big_figure_00,short,stress
1730473200.0,1730678400.0,2.2733,short,big_figure_00,short,stress
1731376800.0,1731420000.0,-1.4161,short,big_figure_00,short,stress
1731556800.0,1731592800.0,2.1323,short,big_figure_00,short,stress
1732064400.0,1732075200.0,-1.2389,short,big_figure_00,short,stress
1732284000.0,1732489200.0,2.264,short,big_figure_00,short,stress
1732784400.0,1732834800.0,2.1962,short,big_figure_00,short,stress
1734058800.0,1734076800.0,-1.322,short,big_figure_00,short,stress
1734314400.0,1734350400.0,-1.3762,short,big_figure_00,short,stress
1734537600.0,1734548400.0,-1.4022,short,big_figure_00,short,stress
1734598800.0,1734620400.0,-1.1676,short,big_figure_00,short,stress
1735228800.0,1735254000.0,1.8439,short,big_figure_00,short,stress
1735538400.0,1735560000.0,1.9795,short,big_figure_00,short,stress
1736161200.0,1736164800.0,2.1477,short,big_figure_00,short,stress
1736856000.0,1736874000.0,-1.2461,short,big_figure_00,short,stress
1737532800.0,1737547200.0,-1.3231,short,big_figure_00,short,stress
1738036800.0,1738126800.0,2.241,short,big_figure_00,short,stress
1738328400.0,1738346400.0,-1.3,short,big_figure_00,short,stress
1740664800.0,1740668400.0,-1.256,short,big_figure_00,short,stress
1740956400.0,1740988800.0,2.2511,short,big_figure_00,short,stress
1741698000.0,1741752000.0,-1.1953,short,big_figure_00,short,stress
1742187600.0,1742212800.0,2.1752,short,big_figure_00,short,stress
1742364000.0,1742389200.0,-1.3295,short,big_figure_00,short,stress
1743069600.0,1743091200.0,-1.36,short,big_figure_00,short,stress
1743573600.0,1743588000.0,2.0725,short,big_figure_00,short,stress
1743606000.0,1743609600.0,-1.3164,short,big_figure_00,short,stress
1744041600.0,1744142400.0,2.3822,short,big_figure_00,short,stress
1744876800.0,1745182800.0,2.2926,short,big_figure_00,short,stress
1745280000.0,1745290800.0,2.2271,short,big_figure_00,short,stress
1745593200.0,1745848800.0,2.2937,short,big_figure_00,short,stress
1746680400.0,1746684000.0,-1.2369,short,big_figure_00,short,stress
1746698400.0,1746712800.0,-1.2463,short,big_figure_00,short,stress
1746730800.0,1746788400.0,2.3106,short,big_figure_00,short,stress
1747036800.0,1747044000.0,-1.1619,short,big_figure_00,short,stress
1747411200.0,1747602000.0,2.2224,short,big_figure_00,short,stress
1748966400.0,1748998800.0,-1.2687,short,big_figure_00,short,stress
1749218400.0,1749448800.0,2.2223,short,big_figure_00,short,stress
1749520800.0,1749535200.0,2.1375,short,big_figure_00,short,stress
1749596400.0,1749603600.0,-1.4107,short,big_figure_00,short,stress
1750676400.0,1750687200.0,2.2677,short,big_figure_00,short,stress
1750856400.0,1750874400.0,2.1608,short,big_figure_00,short,stress
1751864400.0,1751868000.0,-1.4527,short,big_figure_00,short,stress
1752022800.0,1752026400.0,-1.4228,short,big_figure_00,short,stress
1752580800.0,1752584400.0,-1.4053,short,big_figure_00,short,stress
1752638400.0,1752674400.0,2.0996,short,big_figure_00,short,stress
1753668000.0,1753682400.0,-1.4289,short,big_figure_00,short,stress
1753956000.0,1753963200.0,-1.2449,short,big_figure_00,short,stress
1754924400.0,1754935200.0,-1.4669,short,big_figure_00,short,stress
1755565200.0,1755669600.0,2.1123,short,big_figure_00,short,stress
1756281600.0,1756288800.0,-1.4857,short,big_figure_00,short,stress
1756882800.0,1756908000.0,2.1321,short,big_figure_00,short,stress
1757592000.0,1757599200.0,2.0643,short,big_figure_00,short,stress
1757678400.0,1757908800.0,2.1027,short,big_figure_00,short,stress
