symbol,coverage_ok,coverage,actual_bars,expected_bars,n_gaps,max_gap_bars,flat_frac,dup_bars,coverage_reasons
GBPUSD,True,0.993802,3207,3227,7,5,0.0,0,
USDJPY,True,0.992558,3201,3225,9,5,0.0,0,
