tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
inplay_v10_combo_deny_360d,360,2026-02-20,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;ENSOUSDT;DOGEUSDT;RIVERUSDT;1000PEPEUSDT;MYXUSDT;XAUTUSDT;OPUSDT;AZTECUSDT;ORCAUSDT;AXSUSDT;PIPPINUSDT;ADAUSDT;SUIUSDT;BNBUSDT;ZECUSDT;LINKUSDT;TAOUSDT;VVVUSDT;ARBUSDT;ENAUSDT;SNXUSDT;AVAXUSDT;ASTERUSDT;KITEUSDT;WLFIUSDT;AAVEUSDT;BIOUSDT;VIRTUALUSDT;DOTUSDT;JTOUSDT,inplay_breakout,100.00,126.79,37,26.79,20.374,0.865,0.8803,-0.2765,0.5186
