tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step13_2026-02-24,5,2026-02-24,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;OPUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;KITEUSDT;WLFIUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;RIVERUSDT;AXSUSDT,inplay_breakout,100.00,99.25,32,-0.75,0.907,0.594,0.3859,-0.6216,4.0643
