symbol,setup,tp_rr,sl_atr,max_hold,coverage_ok,coverage_reasons,cost_ok,fee_r,cost_reason,skip_reason,trades,net_r,pf,win_rate,folds_positive,min_fold_trades,preflight_go,preflight_reasons
EURUSD,session_range_fade,1.5,0.8,12,True,,True,0.1665,,,181,-26.864,0.784,0.398,0,45,False,low_quality_pf_0.78<0.80
EURUSD,session_range_fade,1.5,0.8,30,True,,True,0.1665,,,180,-26.519,0.786,0.4,0,45,False,low_quality_pf_0.79<0.80
EURUSD,session_range_fade,1.5,1.0,12,True,,True,0.1332,,,155,-19.363,0.81,0.406,1,38,True,ready_for_gate
EURUSD,session_range_fade,1.5,1.0,30,True,,True,0.1332,,,151,-21.323,0.792,0.391,1,37,False,low_quality_pf_0.79<0.80
EURUSD,session_range_fade,1.5,1.3,12,True,,True,0.1024,,,128,-12.761,0.843,0.414,1,32,True,ready_for_gate
EURUSD,session_range_fade,1.5,1.3,30,True,,True,0.1024,,,125,-16.188,0.807,0.384,1,31,True,ready_for_gate
EURUSD,session_range_fade,2.0,0.8,12,True,,True,0.1665,,,169,-23.211,0.816,0.343,1,42,True,ready_for_gate
EURUSD,session_range_fade,2.0,0.8,30,True,,True,0.1665,,,165,-27.235,0.786,0.327,1,41,False,low_quality_pf_0.79<0.80
EURUSD,session_range_fade,2.0,1.0,12,True,,True,0.1332,,,143,-12.116,0.88,0.364,1,35,True,ready_for_gate
EURUSD,session_range_fade,2.0,1.0,30,True,,True,0.1332,,,139,-11.234,0.889,0.345,1,34,True,ready_for_gate
EURUSD,session_range_fade,2.0,1.3,12,True,,True,0.1024,,,123,-17.247,0.795,0.358,1,30,False,low_quality_pf_0.79<0.80
EURUSD,session_range_fade,2.0,1.3,30,True,,True,0.1024,,,116,-9.479,0.887,0.336,1,29,True,ready_for_gate
EURUSD,session_range_fade,2.5,0.8,12,True,,True,0.1665,,,162,-12.277,0.903,0.315,1,40,True,ready_for_gate
EURUSD,session_range_fade,2.5,0.8,30,True,,True,0.1665,,,160,-11.934,0.906,0.306,1,40,True,ready_for_gate
EURUSD,session_range_fade,2.5,1.0,12,True,,True,0.1332,,,137,-14.831,0.855,0.314,1,34,True,ready_for_gate
EURUSD,session_range_fade,2.5,1.0,30,True,,True,0.1332,,,130,-5.236,0.948,0.308,1,32,True,ready_for_gate
EURUSD,session_range_fade,2.5,1.3,12,True,,True,0.1024,,,119,-18.249,0.783,0.336,1,29,False,low_quality_pf_0.78<0.80
EURUSD,session_range_fade,2.5,1.3,30,True,,True,0.1024,,,108,-8.245,0.9,0.287,2,27,True,ready_for_gate
EURUSD,round_level_sweep,1.5,0.8,12,True,,True,0.1665,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,0.8,30,True,,True,0.1665,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,1.0,12,True,,True,0.1332,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,1.0,30,True,,True,0.1332,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,1.3,12,True,,True,0.1024,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,1.5,1.3,30,True,,True,0.1024,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,0.8,12,True,,True,0.1665,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,0.8,30,True,,True,0.1665,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,1.0,12,True,,True,0.1332,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,1.0,30,True,,True,0.1332,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,1.3,12,True,,True,0.1024,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.0,1.3,30,True,,True,0.1024,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,0.8,12,True,,True,0.1665,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,0.8,30,True,,True,0.1665,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,1.0,12,True,,True,0.1332,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,1.0,30,True,,True,0.1332,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,1.3,12,True,,True,0.1024,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,round_level_sweep,2.5,1.3,30,True,,True,0.1024,,,0,0.0,0.0,0.0,0,0,False,no_signals
EURUSD,session_breakout_retest,1.5,0.8,12,True,,True,0.1665,,,4,0.299,1.127,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,1.5,0.8,30,True,,True,0.1665,,,4,0.299,1.127,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,1.5,1.0,12,True,,True,0.1332,,,4,0.858,1.459,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,1.5,1.0,30,True,,True,0.1332,,,4,0.439,1.192,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,1.5,1.3,12,True,,True,0.1024,,,4,2.5,5.504,0.75,3,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,1.5,1.3,30,True,,True,0.1024,,,4,0.569,1.257,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,2.0,0.8,12,True,,True,0.1665,,,4,1.299,1.55,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,2.0,0.8,30,True,,True,0.1665,,,4,1.299,1.55,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,2.0,1.0,12,True,,True,0.1332,,,4,0.35,1.187,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,2.0,1.0,30,True,,True,0.1332,,,4,-1.561,0.544,0.25,1,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,2.0,1.3,12,True,,True,0.1024,,,4,3.5,7.306,0.75,3,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,2.0,1.3,30,True,,True,0.1024,,,4,1.569,1.709,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
EURUSD,session_breakout_retest,2.5,0.8,12,True,,True,0.1665,,,4,0.413,1.175,0.5,2,1,False,too_few_total_4<30;thin_fold_0<5
