SFV3_LEVEL_TOL_ATR,SFV3_REJECT_FRAC,SFV3_SPIKE_MIN_PCT,SFV3_STOP_BUFFER_ATR,SFV3_TAG_LEVEL_ATR,avg_loss,avg_win,combo,cross_symbol,days,end_date_utc,ending_equity,entry_execution,fee_bps_per_side,fold,max_drawdown,net_pnl,news_blocked_signals,phase,profit_factor,selected_train_tag,slippage_bps_per_side,starting_equity,strategies,stress,summary_path,symbols,tag,trades,winrate
0.50,0.50,4.0,0.40,0.8,-0.4026,0.4848,22,,240,2026-01-01,100.43,next_open,6.0000,3,1.8670,0.43,0,train,1.062,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_113505_sfv3_robust_gate_20260701_v2_f03_train_c022_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c022_20260701_073903,32,0.469
0.50,0.55,4.0,0.25,0.8,-0.3541,0.4469,23,,240,2026-01-01,98.45,next_open,6.0000,3,2.1718,-1.55,0,train,0.742,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_113546_sfv3_robust_gate_20260701_v2_f03_train_c023_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c023_20260701_073903,27,0.370
0.50,0.55,4.0,0.40,0.8,-0.3979,0.4860,24,,240,2026-01-01,101.32,next_open,6.0000,3,1.5300,1.32,0,train,1.221,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_113629_sfv3_robust_gate_20260701_v2_f03_train_c024_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c024_20260701_073903,30,0.500
0.50,0.50,5.0,0.25,0.6,-0.3991,0.4066,25,,240,2026-01-01,99.24,next_open,6.0000,3,2.1498,-0.76,0,train,0.728,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_113713_sfv3_robust_gate_20260701_v2_f03_train_c025_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c025_20260701_073903,12,0.417
0.50,0.50,5.0,0.40,0.6,-0.3961,0.4396,26,,240,2026-01-01,100.26,next_open,6.0000,3,1.3820,0.26,0,train,1.110,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_113755_sfv3_robust_gate_20260701_v2_f03_train_c026_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c026_20260701_073903,12,0.500
0.50,0.55,5.0,0.25,0.6,-0.3991,0.4066,27,,240,2026-01-01,99.24,next_open,6.0000,3,2.1498,-0.76,0,train,0.728,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_113837_sfv3_robust_gate_20260701_v2_f03_train_c027_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c027_20260701_073903,12,0.417
0.50,0.55,5.0,0.40,0.6,-0.3961,0.4396,28,,240,2026-01-01,100.26,next_open,6.0000,3,1.3820,0.26,0,train,1.110,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_113920_sfv3_robust_gate_20260701_v2_f03_train_c028_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c028_20260701_073903,12,0.500
0.50,0.50,5.0,0.25,0.8,-0.3743,0.4343,29,,240,2026-01-01,99.67,next_open,6.0000,3,2.3979,-0.33,0,train,0.902,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114002_sfv3_robust_gate_20260701_v2_f03_train_c029_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c029_20260701_073903,16,0.438
0.50,0.50,5.0,0.40,0.8,-0.4320,0.4569,30,,240,2026-01-01,100.63,next_open,6.0000,3,1.6984,0.63,0,train,1.209,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114044_sfv3_robust_gate_20260701_v2_f03_train_c030_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c030_20260701_073903,15,0.533
0.50,0.55,5.0,0.25,0.8,-0.3529,0.4343,31,,240,2026-01-01,100.22,next_open,6.0000,3,1.8610,0.22,0,train,1.077,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114126_sfv3_robust_gate_20260701_v2_f03_train_c031_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c031_20260701_073903,15,0.467
0.50,0.55,5.0,0.40,0.8,-0.4130,0.4574,32,,240,2026-01-01,101.18,next_open,6.0000,3,1.1615,1.18,0,train,1.477,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114207_sfv3_robust_gate_20260701_v2_f03_train_c032_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_train_c032_20260701_073903,14,0.571
0.35,0.55,4.0,0.25,0.8,-0.4742,0.4225,selected,,90,2026-04-01,98.90,next_open,6.0000,3,1.3768,-1.10,0,oos,0.535,sfv3_robust_gate_20260701_v2_f03_train_c007_20260701_073903,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114248_sfv3_robust_gate_20260701_v2_f03_oos_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_oos_20260701_073903,8,0.375
0.35,0.55,4.0,0.25,0.8,-0.5116,0.3820,selected,,90,2026-04-01,98.59,next_open,10.0000,3,1.6024,-1.41,0,stress,0.448,,5.0000,100.00,spike_fade_v3,10:5,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114303_sfv3_robust_gate_20260701_v2_f03_stress_10_5_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_stress_10_5_20260701_073903,8,0.375
0.35,0.55,4.0,0.25,0.8,-0.5383,0.3534,selected,,90,2026-04-01,98.37,next_open,12.0000,3,1.7626,-1.63,0,stress,0.394,,8.0000,100.00,spike_fade_v3,12:8,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114317_sfv3_robust_gate_20260701_v2_f03_stress_12_8_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f03_stress_12_8_20260701_073903,8,0.375
0.35,0.55,4.0,0.25,0.8,-0.4079,0.5774,selected,SOLUSDT,90,2026-04-01,99.52,next_open,6.0000,3,0.5901,-0.48,0,cross,0.708,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114332_sfv3_robust_gate_20260701_v2_f03_cross_SOLUSDT_20260701_073903/summary.csv,SOLUSDT,sfv3_robust_gate_20260701_v2_f03_cross_SOLUSDT_20260701_073903,6,0.333
0.35,0.55,4.0,0.25,0.8,-0.4091,0.5384,selected,SUIUSDT,90,2026-04-01,101.85,next_open,6.0000,3,1.1566,1.85,0,cross,1.755,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114347_sfv3_robust_gate_20260701_v2_f03_cross_SUIUSDT_20260701_073903/summary.csv,SUIUSDT,sfv3_robust_gate_20260701_v2_f03_cross_SUIUSDT_20260701_073903,14,0.571
0.35,0.55,4.0,0.25,0.8,-0.5092,0.5660,selected,DOGEUSDT,90,2026-04-01,98.76,next_open,6.0000,3,2.3685,-1.24,0,cross,0.695,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114400_sfv3_robust_gate_20260701_v2_f03_cross_DOGEUSDT_20260701_073903/summary.csv,DOGEUSDT,sfv3_robust_gate_20260701_v2_f03_cross_DOGEUSDT_20260701_073903,13,0.385
0.35,0.55,4.0,0.25,0.8,-0.4521,0.5322,selected,ADAUSDT,90,2026-04-01,100.93,next_open,6.0000,3,1.1282,0.93,0,cross,1.413,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114414_sfv3_robust_gate_20260701_v2_f03_cross_ADAUSDT_20260701_073903/summary.csv,ADAUSDT,sfv3_robust_gate_20260701_v2_f03_cross_ADAUSDT_20260701_073903,11,0.545
0.35,0.50,4.0,0.25,0.6,-0.4141,0.4477,1,,240,2026-04-01,100.34,next_open,6.0000,4,1.2137,0.34,0,train,1.081,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114429_sfv3_robust_gate_20260701_v2_f04_train_c001_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c001_20260701_073903,20,0.500
0.35,0.50,4.0,0.40,0.6,-0.4344,0.5684,2,,240,2026-04-01,104.05,next_open,6.0000,4,1.2063,4.05,0,train,2.036,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114512_sfv3_robust_gate_20260701_v2_f04_train_c002_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c002_20260701_073903,23,0.609
0.35,0.55,4.0,0.25,0.6,-0.4292,0.4670,3,,240,2026-04-01,99.91,next_open,6.0000,4,1.4188,-0.09,0,train,0.979,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114552_sfv3_robust_gate_20260701_v2_f04_train_c003_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c003_20260701_073903,19,0.474
0.35,0.55,4.0,0.40,0.6,-0.4465,0.5574,4,,240,2026-04-01,103.67,next_open,6.0000,4,0.8675,3.67,0,train,2.028,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114634_sfv3_robust_gate_20260701_v2_f04_train_c004_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c004_20260701_073903,21,0.619
0.35,0.50,4.0,0.25,0.8,-0.3801,0.4936,5,,240,2026-04-01,100.87,next_open,6.0000,4,0.8502,0.87,0,train,1.190,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114715_sfv3_robust_gate_20260701_v2_f04_train_c005_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c005_20260701_073903,23,0.478
0.35,0.50,4.0,0.40,0.8,-0.4407,0.5884,6,,240,2026-04-01,104.42,next_open,6.0000,4,1.2063,4.42,0,train,2.003,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114757_sfv3_robust_gate_20260701_v2_f04_train_c006_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c006_20260701_073903,25,0.600
0.35,0.55,4.0,0.25,0.8,-0.3931,0.5159,7,,240,2026-04-01,100.44,next_open,6.0000,4,1.4849,0.44,0,train,1.094,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114837_sfv3_robust_gate_20260701_v2_f04_train_c007_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c007_20260701_073903,22,0.455
0.35,0.55,4.0,0.40,0.8,-0.4522,0.5796,8,,240,2026-04-01,104.04,next_open,6.0000,4,0.8675,4.04,0,train,1.994,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114918_sfv3_robust_gate_20260701_v2_f04_train_c008_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c008_20260701_073903,23,0.609
0.35,0.50,5.0,0.25,0.6,-0.4152,0.4309,9,,240,2026-04-01,98.39,next_open,6.0000,4,2.4088,-1.61,0,train,0.445,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_114958_sfv3_robust_gate_20260701_v2_f04_train_c009_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c009_20260701_073903,10,0.300
0.35,0.50,5.0,0.40,0.6,-0.4957,0.5924,10,,240,2026-04-01,99.89,next_open,6.0000,4,1.7968,-0.11,0,train,0.956,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115415_sfv3_robust_gate_20260701_v2_f04_train_c010_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c010_20260701_073903,9,0.444
0.35,0.55,5.0,0.25,0.6,-0.4001,0.4309,11,,240,2026-04-01,98.49,next_open,6.0000,4,2.3044,-1.51,0,train,0.462,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115457_sfv3_robust_gate_20260701_v2_f04_train_c011_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c011_20260701_073903,10,0.300
0.35,0.55,5.0,0.40,0.6,-0.4957,0.5545,12,,240,2026-04-01,99.18,next_open,6.0000,4,1.7968,-0.82,0,train,0.671,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115539_sfv3_robust_gate_20260701_v2_f04_train_c012_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c012_20260701_073903,8,0.375
0.35,0.50,5.0,0.25,0.8,-0.3675,0.4309,13,,240,2026-04-01,97.98,next_open,6.0000,4,2.8072,-2.02,0,train,0.391,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115623_sfv3_robust_gate_20260701_v2_f04_train_c013_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c013_20260701_073903,12,0.250
0.35,0.50,5.0,0.40,0.8,-0.4919,0.5923,14,,240,2026-04-01,99.42,next_open,6.0000,4,1.7400,-0.58,0,train,0.803,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115705_sfv3_robust_gate_20260701_v2_f04_train_c014_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c014_20260701_073903,10,0.400
0.35,0.55,5.0,0.25,0.8,-0.3559,0.4309,15,,240,2026-04-01,98.09,next_open,6.0000,4,2.7028,-1.91,0,train,0.404,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115747_sfv3_robust_gate_20260701_v2_f04_train_c015_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c015_20260701_073903,12,0.250
0.35,0.55,5.0,0.40,0.8,-0.4913,0.5542,16,,240,2026-04-01,98.71,next_open,6.0000,4,1.7400,-1.29,0,train,0.564,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115830_sfv3_robust_gate_20260701_v2_f04_train_c016_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c016_20260701_073903,9,0.333
0.50,0.50,4.0,0.25,0.6,-0.4278,0.4386,17,,240,2026-04-01,97.98,next_open,6.0000,4,2.3861,-2.02,0,train,0.705,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115911_sfv3_robust_gate_20260701_v2_f04_train_c017_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c017_20260701_073903,27,0.407
0.50,0.50,4.0,0.40,0.6,-0.4322,0.5170,18,,240,2026-04-01,103.17,next_open,6.0000,4,1.4130,3.17,0,train,1.564,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_115953_sfv3_robust_gate_20260701_v2_f04_train_c018_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c018_20260701_073903,30,0.567
0.50,0.55,4.0,0.25,0.6,-0.4314,0.4129,19,,240,2026-04-01,97.23,next_open,6.0000,4,3.1039,-2.77,0,train,0.598,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120035_sfv3_robust_gate_20260701_v2_f04_train_c019_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c019_20260701_073903,26,0.385
0.50,0.55,4.0,0.40,0.6,-0.4402,0.5048,20,,240,2026-04-01,102.79,next_open,6.0000,4,1.0767,2.79,0,train,1.529,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120119_sfv3_robust_gate_20260701_v2_f04_train_c020_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c020_20260701_073903,28,0.571
0.50,0.50,4.0,0.25,0.8,-0.4109,0.4271,21,,240,2026-04-01,97.73,next_open,6.0000,4,2.6035,-2.27,0,train,0.693,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120202_sfv3_robust_gate_20260701_v2_f04_train_c021_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c021_20260701_073903,30,0.400
0.50,0.50,4.0,0.40,0.8,-0.4467,0.5052,22,,240,2026-04-01,102.84,next_open,6.0000,4,1.4130,2.84,0,train,1.454,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120244_sfv3_robust_gate_20260701_v2_f04_train_c022_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c022_20260701_073903,32,0.562
0.50,0.55,4.0,0.25,0.8,-0.4072,0.4030,23,,240,2026-04-01,97.51,next_open,6.0000,4,2.8214,-2.49,0,train,0.640,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120326_sfv3_robust_gate_20260701_v2_f04_train_c023_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c023_20260701_073903,28,0.393
0.50,0.55,4.0,0.40,0.8,-0.4480,0.4937,24,,240,2026-04-01,103.02,next_open,6.0000,4,1.0767,3.02,0,train,1.561,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120410_sfv3_robust_gate_20260701_v2_f04_train_c024_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c024_20260701_073903,29,0.586
0.50,0.50,5.0,0.25,0.6,-0.4201,0.4529,25,,240,2026-04-01,98.06,next_open,6.0000,4,2.3674,-1.94,0,train,0.539,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120453_sfv3_robust_gate_20260701_v2_f04_train_c025_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c025_20260701_073903,15,0.333
0.50,0.50,5.0,0.40,0.6,-0.4188,0.4893,26,,240,2026-04-01,100.49,next_open,6.0000,4,1.3803,0.49,0,train,1.168,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120536_sfv3_robust_gate_20260701_v2_f04_train_c026_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c026_20260701_073903,14,0.500
0.50,0.55,5.0,0.25,0.6,-0.4137,0.3904,27,,240,2026-04-01,97.01,next_open,6.0000,4,3.4149,-2.99,0,train,0.343,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120619_sfv3_robust_gate_20260701_v2_f04_train_c027_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c027_20260701_073903,15,0.267
0.50,0.55,5.0,0.40,0.6,-0.4183,0.4513,28,,240,2026-04-01,99.78,next_open,6.0000,4,1.6507,-0.22,0,train,0.925,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120703_sfv3_robust_gate_20260701_v2_f04_train_c028_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c028_20260701_073903,13,0.462
0.50,0.50,5.0,0.25,0.8,-0.3964,0.4278,29,,240,2026-04-01,97.81,next_open,6.0000,4,2.6195,-2.19,0,train,0.540,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120747_sfv3_robust_gate_20260701_v2_f04_train_c029_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c029_20260701_073903,18,0.333
0.50,0.50,5.0,0.40,0.8,-0.4455,0.4663,30,,240,2026-04-01,100.17,next_open,6.0000,4,1.7004,0.17,0,train,1.047,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120829_sfv3_robust_gate_20260701_v2_f04_train_c030_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c030_20260701_073903,16,0.500
0.50,0.55,5.0,0.25,0.8,-0.3808,0.3731,31,,240,2026-04-01,97.30,next_open,6.0000,4,3.1312,-2.70,0,train,0.408,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120912_sfv3_robust_gate_20260701_v2_f04_train_c031_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c031_20260701_073903,17,0.294
0.50,0.55,5.0,0.40,0.8,-0.4315,0.4315,32,,240,2026-04-01,100.00,next_open,6.0000,4,1.4336,0.00,0,train,1.000,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_120955_sfv3_robust_gate_20260701_v2_f04_train_c032_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_train_c032_20260701_073903,14,0.500
0.35,0.50,4.0,0.40,0.8,0.0000,0.4292,selected,,90,2026-06-30,100.86,next_open,6.0000,4,0.0180,0.86,0,oos,inf,sfv3_robust_gate_20260701_v2_f04_train_c006_20260701_073903,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_121039_sfv3_robust_gate_20260701_v2_f04_oos_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_oos_20260701_073903,2,1.000
0.35,0.50,4.0,0.40,0.8,0.0000,0.3995,selected,,90,2026-06-30,100.80,next_open,10.0000,4,0.0300,0.80,0,stress,inf,,5.0000,100.00,spike_fade_v3,10:5,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_121052_sfv3_robust_gate_20260701_v2_f04_stress_10_5_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_stress_10_5_20260701_073903,2,1.000
0.35,0.50,4.0,0.40,0.8,0.0000,0.3785,selected,,90,2026-06-30,100.76,next_open,12.0000,4,0.0360,0.76,0,stress,inf,,8.0000,100.00,spike_fade_v3,12:8,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_121105_sfv3_robust_gate_20260701_v2_f04_stress_12_8_20260701_073903/summary.csv,LINKUSDT,sfv3_robust_gate_20260701_v2_f04_stress_12_8_20260701_073903,2,1.000
0.35,0.50,4.0,0.40,0.8,0.0000,0.6992,selected,SOLUSDT,90,2026-06-30,100.70,next_open,6.0000,4,0.0118,0.70,0,cross,inf,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_121118_sfv3_robust_gate_20260701_v2_f04_cross_SOLUSDT_20260701_073903/summary.csv,SOLUSDT,sfv3_robust_gate_20260701_v2_f04_cross_SOLUSDT_20260701_073903,1,1.000
0.35,0.50,4.0,0.40,0.8,-0.2657,0.5669,selected,SUIUSDT,90,2026-06-30,101.47,next_open,6.0000,4,0.4678,1.47,0,cross,2.845,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_121130_sfv3_robust_gate_20260701_v2_f04_cross_SUIUSDT_20260701_073903/summary.csv,SUIUSDT,sfv3_robust_gate_20260701_v2_f04_cross_SUIUSDT_20260701_073903,7,0.571
0.35,0.50,4.0,0.40,0.8,0.0000,0.5709,selected,DOGEUSDT,90,2026-06-30,100.57,next_open,6.0000,4,0.0180,0.57,0,cross,inf,,2.0000,100.00,spike_fade_v3,,/Users/nikolay.bulgakov/Documents/Work/bot-new/bybit-bot-clean-v28/backtest_runs/portfolio_20260701_121143_sfv3_robust_gate_20260701_v2_f04_cross_DOGEUSDT_20260701_073903/summary.csv,DOGEUSDT,sfv3_robust_gate_20260701_v2_f04_cross_DOGEUSDT_20260701_073903,1,1.000
