candidate,passes,reason,robustness,folds,folds_positive,frac_positive,median_metric,min_metric,dispersion,peak_ratio,total_trades
td30_lb60_top3_s0.45_w2-12,0,insufficient_trades_10,0.05125631329235418,2,1,0.5,0.175,0.0,0.24748737341529162,2.0,10
