trades,net_r,pf,win_rate,avg_r,tag,month
1,-1.2741,0.0,0.0,-1.2741,failed_breakout_short,2025-06
6,-1.4423,0.6830462558437397,0.3333,-0.2404,failed_breakout_short,2025-07
9,6.2851,2.780288136412376,0.6667,0.6983,failed_breakout_short,2025-08
13,12.0081,4.232175349123031,0.7692,0.9237,failed_breakout_short,2025-09
12,-4.0078,0.6131141822442542,0.25,-0.334,failed_breakout_short,2025-10
4,2.4983,2.084177370527533,0.5,0.6246,failed_breakout_short,2025-11
4,1.0419,1.4317708912953884,0.5,0.2605,failed_breakout_short,2025-12
6,-1.4957,0.6709622529163157,0.3333,-0.2493,failed_breakout_short,2026-01
2,2.5776,inf,1.0,1.2888,failed_breakout_short,2026-02
4,-3.1569,0.08755036965214734,0.25,-0.7892,failed_breakout_short,2026-03
7,3.4503,1.9800378868544721,0.5714,0.4929,failed_breakout_short,2026-04
5,5.4545,3.4486773754700097,0.6,1.0909,failed_breakout_short,2026-05
4,0.9457,1.4231195352269475,0.5,0.2364,failed_breakout_volfade_short,2025-07
7,2.8631,1.810987074146006,0.5714,0.409,failed_breakout_volfade_short,2025-08
12,8.9601,3.3849727692957305,0.75,0.7467,failed_breakout_volfade_short,2025-09
10,-4.4707,0.515602650162746,0.2,-0.4471,failed_breakout_volfade_short,2025-10
3,-0.3185,0.861767383373342,0.3333,-0.1062,failed_breakout_volfade_short,2025-11
2,0.4658,1.3905034554188287,0.5,0.2329,failed_breakout_volfade_short,2025-12
5,0.1314,1.0379322076466357,0.4,0.0263,failed_breakout_volfade_short,2026-01
1,1.3115,inf,1.0,1.3115,failed_breakout_volfade_short,2026-02
4,-3.1569,0.08755036965214734,0.25,-0.7892,failed_breakout_volfade_short,2026-03
7,3.4503,1.9800378868544721,0.5714,0.4929,failed_breakout_volfade_short,2026-04
5,5.4545,3.4486773754700097,0.6,1.0909,failed_breakout_volfade_short,2026-05
