tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step5_2025-07-24,30,2025-07-24,BTCUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;VIRTUALUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;AXSUSDT,inplay_breakout,100.00,67.29,332,-32.71,0.580,0.467,0.2920,-0.4405,36.0275
