tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step12_2026-02-19,30,2026-02-19,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;ADAUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;KITEUSDT;WLFIUSDT;PIPPINUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT;RIVERUSDT;AXSUSDT,inplay_breakout,100.00,89.29,347,-10.71,0.875,0.507,0.4269,-0.5020,18.7614
