tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_stresscost_3x_step7_2025-09-22,30,2025-09-22,BTCUSDT;ETHUSDT;XRPUSDT;ADAUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;WLFIUSDT;BIOUSDT;PIPPINUSDT;AGLDUSDT;MYXUSDT;XAUTUSDT;ORCAUSDT;SNXUSDT;ZECUSDT,inplay_breakout,100.00,100.56,2,0.56,inf,1.000,0.2791,0.0000,0.1535
