variant,raw_signals,filled_trades,fill_rate,net_r,pf,winrate,avg_r,symbols_raw,symbols_filled,top_raw_symbol,top_raw_symbol_frac,top_reasons
failed_breakout,73,73,1.0,25.865831639015028,1.64772384394283,0.5068493150684932,0.354326460808425,3,3,DOGEUSDT,0.3698630136986301,same_signal_bar:73340;failed_breakout:no_failed_break:22625;cooldown:2628;regime_history_short:2436;failed_breakout:failed_break_below:1018;no_rejection:196;no_res_touch:115;wick_weak_0.03:23
failed_breakout_volfade,60,60,1.0,18.92135207864223,1.5685512198222662,0.5,0.3153558679773705,3,3,DOGEUSDT,0.36666666666666664,same_signal_bar:73704;failed_breakout:no_failed_break:23077;regime_history_short:2436;cooldown:2160;failed_breakout:failed_break_below:878;no_rejection:170;no_res_touch:102;wick_weak_0.03:19
