strategy,symbol,side,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,pnl_pct_equity,fees,outcome,reason,seasonality_kept
alt_trendline_touch_v1,ADAUSDT,long,1748304000000,1748308800000,0.76005198,0.74405816,39.47887880,-0.66704654,-0.006536,0.03562835,sl,att1_long_trendline tl=0.7531 slope=1.924%/d rsi=44.3+SL,1
alt_trendline_touch_v1,BTCUSDT,short,1748358000000,1748442000000,109309.93364000,107951.54561613,0.00027439,0.33696449,0.003314,0.03576916,sl,att1_short_trendline tl=109648.3910 slope=-0.650%/d rsi=52.9+TP1+TRAIL_SL,1
alt_trendline_touch_v1,DOTUSDT,long,1748419200000,1748434200000,4.53490680,4.59617230,6.61667402,0.36912339,0.003631,0.03625042,sl,att1_long_trendline tl=4.5290 slope=2.480%/d rsi=40.2+TP1+TRAIL_SL,1
alt_trendline_touch_v1,LTCUSDT,long,1748422800000,1748436300000,96.08921400,97.10144634,0.31227230,0.27989527,0.002754,0.03619686,sl,att1_long_trendline tl=95.6178 slope=1.618%/d rsi=45.9+TRAIL_SL,1
alt_trendline_touch_v1,DOTUSDT,short,1748732400000,1748771400000,4.07248534,3.99419815,7.36503572,0.54094112,0.005269,0.03564685,sl,att1_short_trendline tl=4.0917 slope=-2.216%/d rsi=66.6+TP1+TRAIL_SL,1
alt_trendline_touch_v1,LTCUSDT,short,1748736000000,1748771700000,86.94260800,85.85950877,0.34498620,0.33788568,0.003292,0.03576861,sl,att1_short_trendline tl=87.2004 slope=-2.361%/d rsi=68.3+TP1+TRAIL_SL,1
alt_trendline_touch_v1,DOTUSDT,short,1748800800000,1748856600000,4.05258932,3.97187490,7.40119406,0.56174875,0.005426,0.03563437,sl,att1_short_trendline tl=4.0822 slope=-0.855%/d rsi=47.7+TP1+TRAIL_SL,1
alt_trendline_touch_v1,ADAUSDT,short,1748811600000,1748901900000,0.67646468,0.69032402,44.33934378,-0.65087576,-0.006288,0.03636151,sl,att1_short_trendline tl=0.6816 slope=-1.635%/d rsi=51.9+SL,0
alt_trendline_touch_v1,SUIUSDT,long,1748840400000,1748853300000,3.27725532,3.32140870,9.15583227,0.36801116,0.003556,0.03624976,sl,att1_long_trendline tl=3.2708 slope=2.483%/d rsi=47.1+TP1+TRAIL_SL,1
alt_trendline_touch_v1,LTCUSDT,long,1748876400000,1748903700000,88.16763000,89.59771701,0.34032898,0.45040084,0.004312,0.03629922,sl,att1_long_trendline tl=87.8144 slope=1.876%/d rsi=49.4+TP1+TRAIL_SL,1
alt_trendline_touch_v1,SUIUSDT,long,1748948400000,1748959500000,3.32076402,3.27013871,9.03587241,-0.49317658,-0.004730,0.03573273,sl,att1_long_trendline tl=3.3084 slope=2.790%/d rsi=48.4+SL,1
alt_trendline_touch_v1,LTCUSDT,long,1748962800000,1748987400000,90.05800800,88.95649662,0.33318525,-0.40279434,-0.003882,0.03578700,sl,att1_long_trendline tl=89.6751 slope=2.250%/d rsi=50.1+SL,1
alt_trendline_touch_v1,DOTUSDT,short,1749027600000,1749043200000,4.16706642,4.06759435,7.19786943,0.68042376,0.006584,0.03556321,sl,att1_short_trendline tl=4.2118 slope=0.394%/d rsi=48.1+TP1+TRAIL_SL,1
alt_trendline_touch_v1,SOLUSDT,long,1749027600000,1749068400000,156.64132200,154.17935184,0.19155865,-0.50733591,-0.004908,0.03572423,sl,att1_long_trendline tl=156.0747 slope=3.193%/d rsi=33.3+SL,1
alt_trendline_touch_v1,ETHUSDT,long,1749074400000,1749132900000,2618.51359800,2572.65080676,0.01145917,-0.56124152,-0.005420,0.03569187,sl,att1_long_trendline tl=2600.2074 slope=0.896%/d rsi=47.6+SL,1
