tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
pf_v4c_240d,240,2026-02-22,BTCUSDT;ETHUSDT;SOLUSDT;XRPUSDT;ENSOUSDT;DOGEUSDT;RIVERUSDT;1000PEPEUSDT;MYXUSDT;XAUTUSDT;OPUSDT;AZTECUSDT;ORCAUSDT;AXSUSDT;PIPPINUSDT;ADAUSDT;SUIUSDT;BNBUSDT;ZECUSDT;LINKUSDT;TAOUSDT;VVVUSDT;ARBUSDT;ENAUSDT;SNXUSDT,pump_fade,100.00,107.81,19,7.81,1.883,0.421,2.0813,-0.8039,3.7738
