pair,entry_day,exit_day,held_days,side,entry_z,exit_z,beta,ar1_phi,gross_bps,cost_bps,pnl_bps,reason
LINKUSDT/LTCUSDT,20400,20420,20,long_spread,-2.178508,-0.214472,1.532219,0.928564,785.463119,32.0,753.46311851006,z_exit
ONDOUSDT/SUIUSDT,20401,20421,20,short_spread,1.521671,1.683121,0.787868,0.873345,-35.472433,32.0,-67.47243303651999,max_hold
ONDOUSDT/SOLUSDT,20402,20422,20,long_spread,-1.598567,-3.326085,0.493407,0.973783,-1391.240068,32.0,-1423.240068296649,max_hold
DOTUSDT/ETHUSDT,20403,20423,20,long_spread,-1.547877,-4.438836,0.0106,0.93929,-3971.740933,32.0,-4003.740932994735,max_hold
ETHUSDT/SOLUSDT,20403,20423,20,short_spread,1.691993,2.341137,1.384508,0.958442,-320.330564,32.0,-352.33056409238577,max_hold
AVAXUSDT/ETHUSDT,20404,20424,20,long_spread,-2.049808,-3.091922,0.498565,0.970968,-965.827493,32.0,-997.8274930439391,max_hold
AVAXUSDT/LINKUSDT,20404,20424,20,long_spread,-1.662297,-2.846889,0.655613,0.972035,-801.529795,32.0,-833.5297947689401,max_hold
DOTUSDT/LINKUSDT,20404,20424,20,long_spread,-1.68386,-3.504841,0.208196,0.950839,-1975.426506,32.0,-2007.4265064132842,max_hold
DOTUSDT/LTCUSDT,20404,20424,20,long_spread,-1.889153,-3.356253,0.491189,0.96434,-1222.119742,32.0,-1254.1197418656443,max_hold
DOTUSDT/SOLUSDT,20404,20424,20,long_spread,-1.572027,-3.344978,0.293824,0.952768,-1805.049816,32.0,-1837.0498156984702,max_hold
DOTUSDT/TAOUSDT,20404,20424,20,long_spread,-1.821743,-3.63535,0.051175,0.945883,-2390.438584,32.0,-2422.438583564282,max_hold
DOTUSDT/XRPUSDT,20404,20424,20,long_spread,-1.712602,-3.47795,0.403956,0.948899,-1577.693004,32.0,-1609.6930037477982,max_hold
1000PEPEUSDT/WIFUSDT,20405,20425,20,long_spread,-1.732239,-2.48994,0.891755,0.835369,-172.923322,32.0,-204.92332152044455,max_hold
BTCUSDT/DOGEUSDT,20405,20425,20,long_spread,-1.661288,-3.056682,0.237845,0.927221,-374.405994,32.0,-406.4059940058434,max_hold
BTCUSDT/TAOUSDT,20405,20425,20,long_spread,-2.284259,-3.588406,0.004612,0.935941,-637.141668,32.0,-669.1416676756584,max_hold
SUIUSDT/WIFUSDT,20405,20425,20,long_spread,-1.89239,-2.386098,0.623348,0.952228,-253.402875,32.0,-285.4028752092515,max_hold
BTCUSDT/ONDOUSDT,20406,20426,20,long_spread,-1.898642,-1.546825,0.245545,0.938695,95.796396,32.0,63.796395577283576,max_hold
BTCUSDT/SUIUSDT,20406,20426,20,long_spread,-1.51236,-2.010362,0.182085,0.931249,-153.122704,32.0,-185.1227037155387,max_hold
BTCUSDT/WIFUSDT,20406,20426,20,long_spread,-2.462695,-2.964912,0.078355,0.948862,-209.827785,32.0,-241.82778531679486,max_hold
DOGEUSDT/XRPUSDT,20406,20426,20,long_spread,-1.559759,-1.664684,0.841879,0.942106,-51.68736,32.0,-83.68736001833406,max_hold
LTCUSDT/SOLUSDT,20406,20413,7,short_spread,1.517972,0.083576,0.635389,0.947714,724.520735,32.0,692.5207349323497,z_exit
SOLUSDT/WIFUSDT,20406,20426,20,long_spread,-1.664326,-1.651147,0.021844,0.969709,19.184958,32.0,-12.815041582635669,max_hold
LTCUSDT/ONDOUSDT,20409,20429,20,short_spread,1.692053,1.376406,0.552224,0.970237,186.256379,32.0,154.25637888766443,max_hold
ONDOUSDT/WIFUSDT,20409,20429,20,long_spread,-1.6424,-3.162555,0.480657,0.967546,-864.245415,32.0,-896.2454152168648,max_hold
SOLUSDT/XRPUSDT,20409,20429,20,long_spread,-1.604116,-1.140477,0.721825,0.976544,294.278083,32.0,262.2780833493441,max_hold
ADAUSDT/XRPUSDT,20410,20430,20,long_spread,-2.612448,-2.910569,0.975744,0.979592,-142.358645,32.0,-174.35864469755958,max_hold
AVAXUSDT/DOGEUSDT,20410,20430,20,long_spread,-2.098843,-0.964978,1.150127,0.894401,361.42797,32.0,329.42796951504533,max_hold
DOGEUSDT/ONDOUSDT,20410,20430,20,short_spread,1.637183,1.334412,0.844351,0.965255,135.042521,32.0,103.04252066407713,max_hold
ADAUSDT/AVAXUSDT,20412,20432,20,long_spread,-1.58931,-1.187076,0.810358,0.96397,167.353656,32.0,135.353656460256,max_hold
ADAUSDT/DOGEUSDT,20413,20433,20,long_spread,-2.397265,-1.806689,1.054609,0.954892,186.132028,32.0,154.13202799641832,max_hold
AVAXUSDT/XRPUSDT,20413,20433,20,long_spread,-1.559091,-1.802828,1.01194,0.973259,-161.335923,32.0,-193.33592316727868,max_hold
DOGEUSDT/ETHUSDT,20413,20433,20,long_spread,-2.320586,-3.08798,0.531323,0.948391,-542.076346,32.0,-574.076345748493,max_hold
ONDOUSDT/XRPUSDT,20413,20433,20,long_spread,-3.166619,-3.378633,0.900909,0.979256,-115.520666,32.0,-147.52066631611768,max_hold
TAOUSDT/WIFUSDT,20413,20433,20,long_spread,-1.947412,-1.505508,0.042735,0.901929,493.308425,32.0,461.3084253177271,max_hold
TAOUSDT/XRPUSDT,20413,20433,20,long_spread,-2.135467,-1.638154,0.045396,0.898559,555.826232,32.0,523.8262323807727,max_hold
SOLUSDT/TAOUSDT,20414,20434,20,long_spread,-2.100236,-1.875075,0.002296,0.978306,359.568339,32.0,327.5683392183187,max_hold
ADAUSDT/LTCUSDT,20415,20435,20,long_spread,-2.75065,-2.495254,1.207018,0.979805,129.674471,32.0,97.6744713959774,max_hold
AVAXUSDT/SOLUSDT,20415,20435,20,long_spread,-1.516588,-1.663808,1.134872,0.956585,-68.401042,32.0,-100.40104214663033,max_hold
DOTUSDT/WIFUSDT,20415,20435,20,long_spread,-1.548839,-4.232948,0.460266,0.936974,-1228.518116,32.0,-1260.5181157243358,max_hold
DOGEUSDT/TAOUSDT,20416,20436,20,long_spread,-1.543465,-2.247196,0.171907,0.977467,-997.394274,32.0,-1029.3942739010904,max_hold
BTCUSDT/DOTUSDT,20417,20432,15,long_spread,-1.636338,-0.218765,0.338579,0.95777,507.331554,32.0,475.33155434233583,z_exit
DOTUSDT/ONDOUSDT,20422,20442,20,long_spread,-1.605036,-1.635328,0.793843,0.920524,-9.435766,32.0,-41.43576645790062,max_hold
DOGEUSDT/LINKUSDT,20423,20443,20,long_spread,-1.694553,-2.327241,0.674583,0.954241,-312.291828,32.0,-344.29182832452557,max_hold
LTCUSDT/TAOUSDT,20423,20443,20,long_spread,-1.756265,-1.657906,0.125967,0.961635,113.864121,32.0,81.86412075198653,max_hold
DOTUSDT/SUIUSDT,20424,20444,20,long_spread,-1.737036,-4.743613,0.610592,0.893915,-1032.0026,32.0,-1064.0026000773332,max_hold
DOTUSDT/XRPUSDT,20425,20445,20,long_spread,-1.979808,-3.211564,0.876113,0.970255,-815.239811,32.0,-847.2398111092411,max_hold
SUIUSDT/XRPUSDT,20425,20445,20,long_spread,-1.645516,-1.251986,1.450702,0.976695,282.725727,32.0,250.7257272448262,max_hold
BTCUSDT/XRPUSDT,20426,20446,20,long_spread,-1.511733,-1.466458,0.433755,0.976093,15.862666,32.0,-16.13733449344906,max_hold
DOTUSDT/SOLUSDT,20426,20446,20,long_spread,-1.903695,-3.175735,0.705786,0.978848,-1050.248063,32.0,-1082.2480628950013,max_hold
ONDOUSDT/SUIUSDT,20426,20446,20,long_spread,-2.201372,-6.057185,0.750086,0.862659,-843.749088,32.0,-875.7490877988463,max_hold
1000PEPEUSDT/WIFUSDT,20427,20447,20,long_spread,-1.675018,-0.377209,0.945683,0.838241,304.146655,32.0,272.1466550340362,max_hold
AVAXUSDT/LINKUSDT,20427,20447,20,long_spread,-2.048042,-1.940872,0.862744,0.978227,72.327542,32.0,40.32754232626557,max_hold
BTCUSDT/LTCUSDT,20427,20447,20,long_spread,-1.664127,-1.606425,0.452806,0.975542,23.583355,32.0,-8.416644860368297,max_hold
ETHUSDT/SOLUSDT,20430,20450,20,short_spread,1.56604,1.638466,1.045578,0.975642,-35.799441,32.0,-67.79944083059335,max_hold
ONDOUSDT/WIFUSDT,20431,20451,20,long_spread,-1.948677,-2.185869,0.629246,0.971077,-130.215162,32.0,-162.2151615623462,max_hold
SUIUSDT/WIFUSDT,20431,20450,19,long_spread,-1.537145,-0.114881,0.824418,0.961438,761.605835,32.0,729.605834985004,z_exit
DOTUSDT/LTCUSDT,20432,20452,20,long_spread,-1.88757,-2.74691,1.124799,0.978785,-540.081402,32.0,-572.0814018542084,max_hold
ETHUSDT/LINKUSDT,20432,20452,20,short_spread,1.542174,1.466756,0.834809,0.959347,30.059134,32.0,-1.940865903474183,max_hold
ONDOUSDT/XRPUSDT,20434,20454,20,long_spread,-1.66209,-2.36983,1.371909,0.962838,-335.045277,32.0,-367.045277014157,max_hold
BTCUSDT/WIFUSDT,20436,20452,16,long_spread,-1.505484,-0.040845,0.221491,0.967121,601.572096,32.0,569.5720964110985,z_exit
DOTUSDT/WIFUSDT,20436,20456,20,long_spread,-2.658643,-0.918501,0.554435,0.97839,944.803166,32.0,912.8031663948171,max_hold
BTCUSDT/SUIUSDT,20437,20457,20,long_spread,-1.530298,-0.941497,0.281761,0.929906,138.959651,32.0,106.95965105038161,max_hold
TAOUSDT/WIFUSDT,20438,20458,20,long_spread,-1.643079,-1.562549,0.140589,0.935413,87.546347,32.0,55.54634712499198,max_hold
TAOUSDT/XRPUSDT,20439,20459,20,long_spread,-2.046885,-1.009565,0.397568,0.934539,886.065964,32.0,854.0659638285329,max_hold
1000PEPEUSDT/ONDOUSDT,20440,20460,20,short_spread,1.685001,5.589829,1.294018,0.957649,-1708.350406,32.0,-1740.350405516228,max_hold
ADAUSDT/LINKUSDT,20441,20461,20,long_spread,-1.772165,-1.824421,1.041251,0.978779,-30.219731,32.0,-62.21973054956943,max_hold
1000PEPEUSDT/DOTUSDT,20443,20463,20,short_spread,1.523808,3.013593,1.446409,0.970735,-713.23088,32.0,-745.2308795737617,max_hold
DOTUSDT/SUIUSDT,20445,20465,20,long_spread,-2.537614,-2.42623,0.701784,0.955831,46.172536,32.0,14.172535708790818,max_hold
DOTUSDT/XRPUSDT,20446,20466,20,long_spread,-1.688956,-1.079954,1.386802,0.934086,267.706261,32.0,235.70626050376444,max_hold
ADAUSDT/AVAXUSDT,20447,20467,20,long_spread,-1.530733,-1.487444,0.964093,0.964171,19.060018,32.0,-12.939981536225552,max_hold
ONDOUSDT/SUIUSDT,20447,20467,20,long_spread,-2.818417,-5.911917,0.83603,0.954472,-929.179241,32.0,-961.1792407165178,max_hold
ATOMUSDT/DOTUSDT,20448,20456,8,short_spread,2.106725,-0.047858,1.069697,0.959656,650.464022,32.0,618.4640223209452,z_exit
ATOMUSDT/ONDOUSDT,20448,20468,20,short_spread,1.746732,4.742912,0.935846,0.92723,-926.957966,32.0,-958.9579655953889,max_hold
BCHUSDT/DOGEUSDT,20448,20468,20,short_spread,1.944079,1.624787,0.106456,0.893043,199.09577,32.0,167.09577036842873,max_hold
BCHUSDT/DOTUSDT,20448,20468,20,short_spread,1.553697,1.327938,0.042792,0.886134,155.76837,32.0,123.76836986695236,max_hold
BCHUSDT/ETHUSDT,20448,20468,20,short_spread,2.019533,1.509178,0.198684,0.884794,269.8207,32.0,237.82069971537425,max_hold
BCHUSDT/HYPEUSDT,20448,20468,20,short_spread,1.515893,1.444819,0.054971,0.886205,48.53882,32.0,16.538820070733564,max_hold
BCHUSDT/LTCUSDT,20448,20468,20,short_spread,2.02924,2.100507,0.194672,0.895633,-40.013606,32.0,-72.01360634517815,max_hold
BCHUSDT/ONDOUSDT,20448,20468,20,short_spread,1.602211,1.491181,0.043265,0.8853,76.245032,32.0,44.24503156891939,max_hold
BCHUSDT/SOLUSDT,20448,20468,20,short_spread,1.868052,1.48362,0.124743,0.890716,235.055683,32.0,203.05568279513827,max_hold
BCHUSDT/SUIUSDT,20448,20468,20,short_spread,1.602925,1.344722,0.045136,0.884382,175.516393,32.0,143.51639326371472,max_hold
BCHUSDT/WIFUSDT,20448,20468,20,short_spread,1.539574,1.335806,0.035207,0.884518,140.761837,32.0,108.76183736018092,max_hold
BCHUSDT/XLMUSDT,20448,20468,20,short_spread,1.739375,1.549783,0.086873,0.886714,121.833174,32.0,89.8331741098566,max_hold
BCHUSDT/XRPUSDT,20448,20468,20,short_spread,1.853785,1.522429,0.129638,0.89031,203.37964,32.0,171.37963989947968,max_hold
DOGEUSDT/LINKUSDT,20448,20468,20,long_spread,-1.622365,-1.281088,0.844015,0.973812,177.200714,32.0,145.20071431947335,max_hold
DOTUSDT/XLMUSDT,20448,20455,7,long_spread,-1.737896,-0.117224,0.989262,0.946689,1014.096954,32.0,982.0969544667133,z_exit
ONDOUSDT/XLMUSDT,20448,20468,20,long_spread,-1.615247,-2.1419,1.168216,0.946884,-304.43484,32.0,-336.4348395725431,max_hold
TAOUSDT/XLMUSDT,20448,20459,11,long_spread,-2.10393,-0.200646,0.421361,0.955057,1781.38783,32.0,1749.3878299070057,z_exit
BCHUSDT/BNBUSDT,20449,20469,20,short_spread,1.836665,1.216838,0.053357,0.885989,425.919597,32.0,393.91959685752227,max_hold
BCHUSDT/BTCUSDT,20449,20469,20,short_spread,2.027682,1.386431,0.084305,0.885972,427.508985,32.0,395.5089848003516,max_hold
DOGEUSDT/LTCUSDT,20449,20457,8,long_spread,-1.584148,0.123821,1.385729,0.928558,634.854712,32.0,602.8547121111775,z_exit
HYPEUSDT/LTCUSDT,20449,20469,20,long_spread,-1.704244,-1.408654,1.101292,0.925677,162.711885,32.0,130.71188470301988,max_hold
HYPEUSDT/XLMUSDT,20449,20469,20,long_spread,-1.500103,-1.935295,0.656156,0.949269,-320.871556,32.0,-352.87155580594896,max_hold
HYPEUSDT/SOLUSDT,20450,20470,20,long_spread,-1.701617,-2.914199,0.897177,0.940379,-634.962031,32.0,-666.962030727284,max_hold
HYPEUSDT/SUIUSDT,20450,20470,20,long_spread,-1.608053,-2.459968,0.462599,0.946945,-649.818069,32.0,-681.8180689501171,max_hold
1000PEPEUSDT/WIFUSDT,20451,20471,20,short_spread,2.378972,4.418582,0.978151,0.870427,-528.506798,32.0,-560.5067975865469,max_hold
ADAUSDT/SUIUSDT,20451,20471,20,long_spread,-1.557529,-2.442016,0.794491,0.952836,-380.225963,32.0,-412.22596267440275,max_hold
1000PEPEUSDT/ATOMUSDT,20452,20472,20,short_spread,1.539049,0.90266,1.302852,0.944365,208.023798,32.0,176.02379822872544,max_hold
ADAUSDT/ETHUSDT,20452,20472,20,long_spread,-1.810595,-2.092582,1.441905,0.977935,-197.153767,32.0,-229.15376656748762,max_hold
DOGEUSDT/ETHUSDT,20452,20472,20,long_spread,-1.77349,-2.017072,1.093993,0.978741,-146.244172,32.0,-178.2441716525444,max_hold
DOTUSDT/ETHUSDT,20452,20472,20,long_spread,-1.710538,-1.538795,1.132926,0.978697,159.584483,32.0,127.58448320022336,max_hold
ADAUSDT/BTCUSDT,20453,20473,20,long_spread,-1.520598,-1.246018,2.574921,0.956249,77.330077,32.0,45.330076608406856,max_hold
ADAUSDT/SOLUSDT,20453,20473,20,long_spread,-1.567359,-1.261433,1.408518,0.973613,158.776321,32.0,126.77632119624704,max_hold
ATOMUSDT/ETHUSDT,20453,20473,20,long_spread,-1.51645,-0.698521,1.173133,0.977317,855.980421,32.0,823.9804214773152,max_hold
AVAXUSDT/DOGEUSDT,20453,20455,2,short_spread,1.895429,0.065467,1.258144,0.867463,542.962436,32.0,510.9624359346043,z_exit
DOGEUSDT/SOLUSDT,20453,20455,2,long_spread,-1.800613,-0.194495,1.090783,0.96019,595.375401,32.0,563.3754009416461,z_exit
DOGEUSDT/SUIUSDT,20453,20457,4,long_spread,-1.607723,0.011137,0.580938,0.928039,842.037696,32.0,810.0376964028319,z_exit
1000PEPEUSDT/ADAUSDT,20454,20474,20,short_spread,1.964465,2.049535,1.227394,0.967945,-52.50565,32.0,-84.50564953061331,max_hold
1000PEPEUSDT/SUIUSDT,20454,20474,20,short_spread,2.566749,2.825425,1.070738,0.923358,-80.914592,32.0,-112.91459236467442,max_hold
1000PEPEUSDT/XLMUSDT,20454,20474,20,short_spread,1.799621,1.916876,1.566481,0.870346,-62.785941,32.0,-94.78594055154906,max_hold
1000PEPEUSDT/XRPUSDT,20454,20474,20,short_spread,1.732317,1.486111,2.134891,0.875726,99.994336,32.0,67.99433640617096,max_hold
AVAXUSDT/HYPEUSDT,20454,20474,20,short_spread,1.610237,2.028071,1.252344,0.939456,-258.979026,32.0,-290.9790257503219,max_hold
DOTUSDT/ONDOUSDT,20454,20474,20,short_spread,1.805975,3.705013,0.855961,0.898166,-478.264511,32.0,-510.2645114409565,max_hold
HYPEUSDT/WIFUSDT,20454,20474,20,long_spread,-1.546086,-2.867082,0.411303,0.951047,-1178.550941,32.0,-1210.5509414520975,max_hold
HYPEUSDT/XRPUSDT,20454,20474,20,long_spread,-1.639367,-3.040748,1.004829,0.937063,-770.454559,32.0,-802.4545588145452,max_hold
1000PEPEUSDT/BTCUSDT,20455,20475,20,short_spread,2.193902,0.946359,3.33516,0.955285,404.062257,32.0,372.0622568655201,max_hold
1000PEPEUSDT/HYPEUSDT,20455,20475,20,short_spread,2.198186,2.301091,1.564126,0.96522,-91.524874,32.0,-123.52487435697992,max_hold
DOGEUSDT/HYPEUSDT,20455,20475,20,short_spread,1.795881,1.847162,0.996037,0.91298,-24.766767,32.0,-56.76676700417832,max_hold
DOTUSDT/HYPEUSDT,20455,20475,20,short_spread,1.917581,2.411852,1.239594,0.900577,-240.474347,32.0,-272.4743471054702,max_hold
HYPEUSDT/ONDOUSDT,20455,20475,20,long_spread,-1.711303,-1.848883,0.584914,0.921008,-79.400293,32.0,-111.40029335031268,max_hold
HYPEUSDT/TAOUSDT,20455,20475,20,long_spread,-1.531959,-2.21302,0.814599,0.964879,-573.62347,32.0,-605.6234701034349,max_hold
ADAUSDT/DOGEUSDT,20456,20474,18,long_spread,-1.538743,-0.152158,1.30353,0.911067,430.332072,32.0,398.3320717297149,z_exit
1000PEPEUSDT/AVAXUSDT,20457,20477,20,short_spread,1.899128,1.027084,1.194715,0.973742,728.418499,32.0,696.4184990098761,max_hold
1000PEPEUSDT/DOGEUSDT,20457,20477,20,short_spread,2.04469,1.622128,1.575733,0.959032,264.335788,32.0,232.3357882495141,max_hold
1000PEPEUSDT/LTCUSDT,20457,20477,20,short_spread,1.933556,2.321948,2.335205,0.931235,-232.646158,32.0,-264.6461584083979,max_hold
DOGEUSDT/ONDOUSDT,20457,20477,20,short_spread,1.598398,1.270823,0.677891,0.890802,116.662949,32.0,84.66294916970452,max_hold
ONDOUSDT/WIFUSDT,20457,20477,20,long_spread,-1.985266,-2.995998,0.770037,0.957785,-534.141552,32.0,-566.1415518615798,max_hold
ONDOUSDT/XRPUSDT,20457,20477,20,long_spread,-1.808146,-2.924701,1.799547,0.853621,-307.51226,32.0,-339.5122595855079,max_hold
ADAUSDT/XRPUSDT,20458,20478,20,long_spread,-2.825445,-0.736788,1.668072,0.934752,727.89812,32.0,695.8981204103231,max_hold
ATOMUSDT/SUIUSDT,20458,20462,4,long_spread,-1.733893,0.144925,0.805323,0.913249,711.84209,32.0,679.8420896813724,z_exit
ATOMUSDT/XRPUSDT,20458,20461,3,long_spread,-2.792415,-0.179382,1.657889,0.80599,771.142551,32.0,739.1425513752863,z_exit
AVAXUSDT/XRPUSDT,20458,20478,20,long_spread,-1.513133,-0.417276,1.504514,0.957308,565.923395,32.0,533.9233953275616,max_hold
BTCUSDT/XRPUSDT,20458,20466,8,long_spread,-1.628172,-0.113218,0.589721,0.937851,404.620518,32.0,372.62051775437095,z_exit
DOGEUSDT/XRPUSDT,20458,20478,20,long_spread,-1.655196,-0.821744,1.227078,0.931523,283.171403,32.0,251.17140346403937,max_hold
LTCUSDT/XRPUSDT,20458,20478,20,long_spread,-1.945612,-2.399749,0.769717,0.870811,-144.651731,32.0,-176.65173141918336,max_hold
WIFUSDT/XRPUSDT,20458,20462,4,long_spread,-1.916557,-0.110916,2.22368,0.792373,617.037478,32.0,585.0374775388401,z_exit
XLMUSDT/XRPUSDT,20458,20478,20,long_spread,-3.001686,-0.535319,1.326439,0.841608,468.806414,32.0,436.8064139133373,max_hold
ADAUSDT/ATOMUSDT,20459,20479,20,long_spread,-1.52962,-2.122572,0.990509,0.92243,-230.924348,32.0,-262.92434790624907,max_hold
SUIUSDT/XLMUSDT,20459,20479,20,short_spread,1.58847,1.183778,1.503637,0.783341,128.864927,32.0,96.86492655567517,max_hold
ATOMUSDT/DOTUSDT,20461,20481,20,short_spread,1.584121,2.10629,1.047401,0.936324,-151.47803,32.0,-183.47802998003098,max_hold
BTCUSDT/SUIUSDT,20461,20468,7,long_spread,-1.509261,0.248804,0.295727,0.936434,416.53996,32.0,384.5399599339178,z_exit
ONDOUSDT/SOLUSDT,20461,20481,20,long_spread,-1.554243,-1.651469,1.499002,0.972864,-61.024455,32.0,-93.0244545486871,max_hold
ATOMUSDT/HYPEUSDT,20462,20482,20,short_spread,1.824542,-1.1641,1.211198,0.951251,2017.203266,32.0,1985.2032657007094,max_hold
ATOMUSDT/XLMUSDT,20462,20482,20,short_spread,2.280234,1.887766,1.224805,0.892857,123.844119,32.0,91.84411907771731,max_hold
ATOMUSDT/LTCUSDT,20464,20484,20,short_spread,1.727839,4.343169,1.908955,0.844907,-923.707981,32.0,-955.707980858183,max_hold
DOGEUSDT/SUIUSDT,20464,20484,20,long_spread,-1.544986,-1.69996,0.608012,0.900879,-69.108767,32.0,-101.10876686993889,max_hold
LTCUSDT/SUIUSDT,20464,20484,20,long_spread,-1.74582,-3.692291,0.378827,0.850518,-817.474379,32.0,-849.4743790291038,max_hold
1000PEPEUSDT/DOTUSDT,20465,20485,20,short_spread,1.828163,2.382229,1.247638,0.97854,-332.289474,32.0,-364.28947431780426,max_hold
ADAUSDT/ONDOUSDT,20465,20485,20,short_spread,1.64128,1.924892,0.924807,0.937927,-73.680772,32.0,-105.68077233000258,max_hold
BTCUSDT/ONDOUSDT,20465,20484,19,short_spread,1.549979,-0.039748,0.318662,0.946144,405.590745,32.0,373.59074493869656,z_exit
LTCUSDT/SOLUSDT,20465,20485,20,long_spread,-1.580813,-2.273392,0.637324,0.948337,-353.977328,32.0,-385.97732788807923,max_hold
LTCUSDT/WIFUSDT,20465,20485,20,long_spread,-1.671265,-3.718061,0.344599,0.86298,-915.416604,32.0,-947.4166041590481,max_hold
WIFUSDT/XLMUSDT,20465,20485,20,short_spread,1.565517,1.125974,1.639628,0.889699,146.299941,32.0,114.299940947138,max_hold
DOTUSDT/LTCUSDT,20466,20486,20,short_spread,1.69645,2.857949,1.829352,0.838649,-327.636713,32.0,-359.63671347162096,max_hold
ETHUSDT/HYPEUSDT,20466,20479,13,short_spread,1.503777,0.249733,0.580738,0.944326,683.020367,32.0,651.0203669426106,z_exit
AVAXUSDT/ONDOUSDT,20467,20487,20,short_spread,1.631546,0.808708,0.832494,0.972248,455.832458,32.0,423.83245840538217,max_hold
BTCUSDT/LTCUSDT,20467,20487,20,short_spread,2.070876,0.481357,0.68065,0.901087,437.964499,32.0,405.9644990378652,max_hold
BTCUSDT/XLMUSDT,20467,20482,15,short_spread,1.571865,-0.097252,0.451432,0.944484,397.242137,32.0,365.24213727058157,z_exit
ETHUSDT/LTCUSDT,20467,20485,18,short_spread,1.670119,-0.196716,0.892783,0.946128,784.855611,32.0,752.8556107245458,z_exit
ETHUSDT/ONDOUSDT,20467,20487,20,short_spread,1.806164,-1.730461,0.406792,0.940842,1839.1559,32.0,1807.1558996802073,max_hold
LTCUSDT/TAOUSDT,20467,20487,20,long_spread,-1.515975,-1.821757,0.53362,0.967305,-245.253256,32.0,-277.25325565965375,max_hold
LTCUSDT/XLMUSDT,20467,20487,20,long_spread,-1.572113,-3.088177,0.606071,0.796594,-466.927597,32.0,-498.9275967460804,max_hold
ADAUSDT/LTCUSDT,20468,20488,20,short_spread,1.758425,2.629804,1.989756,0.87146,-293.728208,32.0,-325.72820769844805,max_hold
AVAXUSDT/LTCUSDT,20468,20488,20,short_spread,1.511371,1.575973,1.773912,0.950199,-31.620348,32.0,-63.62034756888865,max_hold
BTCUSDT/HYPEUSDT,20468,20479,11,short_spread,1.54364,0.16697,0.419917,0.962556,582.031671,32.0,550.0316706862268,z_exit
DOGEUSDT/LTCUSDT,20468,20488,20,short_spread,1.776592,1.70271,1.436265,0.926609,26.291914,32.0,-5.708085501581387,max_hold
LINKUSDT/LTCUSDT,20468,20488,20,short_spread,1.806687,0.708097,1.370067,0.945765,505.271233,32.0,473.2712326931824,max_hold
ATOMUSDT/ONDOUSDT,20469,20489,20,short_spread,3.066044,4.944967,0.841844,0.970271,-728.372465,32.0,-760.3724649794395,max_hold
DOGEUSDT/SOLUSDT,20469,20485,16,long_spread,-1.684257,0.01455,1.119536,0.906475,593.236407,32.0,561.2364073124688,z_exit
ONDOUSDT/XLMUSDT,20469,20489,20,long_spread,-1.857035,-0.644772,1.427721,0.932565,327.113159,32.0,295.11315868126644,max_hold
AVAXUSDT/ETHUSDT,20471,20491,20,long_spread,-1.671623,2.269618,1.793046,0.937084,1685.159482,32.0,1653.159482473898,max_hold
ETHUSDT/LINKUSDT,20471,20473,2,short_spread,1.634242,0.176205,0.647947,0.863196,307.082431,32.0,275.0824306204429,z_exit
HYPEUSDT/SOLUSDT,20471,20491,20,long_spread,-2.014568,4.766112,1.051587,0.95635,3547.457328,32.0,3515.4573277141994,max_hold
HYPEUSDT/SUIUSDT,20471,20491,20,long_spread,-1.737901,2.233879,0.544973,0.968733,3464.447982,32.0,3432.4479818982777,max_hold
ATOMUSDT/DOGEUSDT,20472,20492,20,short_spread,1.721132,3.024973,1.203365,0.948249,-535.281287,32.0,-567.2812870604215,max_hold
ATOMUSDT/XRPUSDT,20472,20492,20,short_spread,1.546796,6.36229,1.674108,0.816774,-1189.476967,32.0,-1221.4769668288668,max_hold
HYPEUSDT/XLMUSDT,20473,20493,20,long_spread,-1.879537,3.269465,0.881763,0.953074,3349.971983,32.0,3317.9719832632977,max_hold
1000PEPEUSDT/XRPUSDT,20475,20495,20,short_spread,1.532887,5.19934,2.014379,0.899947,-1177.49042,32.0,-1209.4904196945702,max_hold
DOTUSDT/ONDOUSDT,20475,20489,14,short_spread,1.764406,0.016389,0.796766,0.936295,562.550056,32.0,530.5500555063707,z_exit
HYPEUSDT/WIFUSDT,20475,20495,20,long_spread,-1.990006,2.062163,0.531845,0.965822,3700.609804,32.0,3668.609804110394,max_hold
HYPEUSDT/XRPUSDT,20475,20495,20,long_spread,-1.926717,4.025853,1.245171,0.954592,3286.261306,32.0,3254.2613058344605,max_hold
1000PEPEUSDT/SUIUSDT,20476,20496,20,short_spread,1.722139,4.034043,0.976171,0.921857,-840.791165,32.0,-872.7911651539001,max_hold
1000PEPEUSDT/LTCUSDT,20478,20498,20,short_spread,1.679221,3.918623,1.900918,0.959555,-1297.73833,32.0,-1329.7383304466532,max_hold
ONDOUSDT/WIFUSDT,20478,20498,20,long_spread,-2.057705,-1.042129,0.902554,0.967829,567.031023,32.0,535.0310233892582,max_hold
1000PEPEUSDT/XLMUSDT,20479,20499,20,short_spread,1.617961,2.847215,1.407139,0.968714,-625.961748,32.0,-657.9617482503489,max_hold
LTCUSDT/XRPUSDT,20479,20499,20,long_spread,-1.638813,-1.600913,0.929891,0.858684,10.239987,32.0,-21.760012819499657,max_hold
ONDOUSDT/XRPUSDT,20479,20484,5,long_spread,-1.775745,-0.123732,2.035908,0.904656,502.72861,32.0,470.7286103788443,z_exit
