tag,days,end_date_utc,symbols,strategies,starting_equity,ending_equity,trades,net_pnl,profit_factor,winrate,avg_win,avg_loss,max_drawdown
wf_brk_strict_3x_step11_2026-01-20,30,2026-01-20,ETHUSDT;SOLUSDT;XRPUSDT;DOGEUSDT;AVAXUSDT;LINKUSDT;BNBUSDT;ARBUSDT;OPUSDT;AAVEUSDT;DOTUSDT;SUIUSDT;1000PEPEUSDT;ENAUSDT;TAOUSDT;VIRTUALUSDT;JTOUSDT;ASTERUSDT;BIOUSDT;PIPPINUSDT;HYPEUSDT;AGLDUSDT;XAUTUSDT;SNXUSDT;ZECUSDT;RIVERUSDT;AXSUSDT,inplay_breakout,100.00,146.15,373,46.15,1.648,0.563,0.5589,-0.4369,11.2065
