variant,raw_signals,filled_trades,fill_rate,net_r,pf,winrate,avg_r,symbols_raw,symbols_filled,top_raw_symbol,top_raw_symbol_frac,top_reasons
failed_breakout,132,132,1.0,-15.475882206347682,0.8325074837671507,0.3712121212121212,-0.11724153186627032,15,15,AVAXUSDT,0.22727272727272727,same_signal_bar:136236;failed_breakout:no_failed_break:42063;regime_history_short:12372;cooldown:4752;failed_breakout:failed_break_below:1868;no_rejection:366;no_res_touch:216;regime_score_low_0.39:96
failed_breakout_volfade,112,112,1.0,-11.618144974021003,0.8489305823718712,0.38392857142857145,-0.10373343726804468,15,15,BCHUSDT,0.24107142857142858,same_signal_bar:136796;failed_breakout:no_failed_break:42931;regime_history_short:12372;cooldown:4032;failed_breakout:failed_break_below:1484;no_rejection:309;no_res_touch:202;regime_score_low_0.39:96
