ts,o,h,l,c,v
1616457600,1739.3965000000,1740.1200000000,1739.0515000000,1739.3465000000,0.28
1616457900,1739.3415000000,1740.2395000000,1739.3165000000,1740.0565000000,0.26
1616458200,1739.9670000000,1740.5800000000,1739.7465000000,1740.5615000000,0.39
1616458500,1740.5645000000,1740.6065000000,1739.5750000000,1739.5900000000,0.31
1616458800,1739.5750000000,1739.5900000000,1738.3835000000,1738.4085000000,0.35
1616459100,1738.3985000000,1738.4250000000,1737.0800000000,1737.5215000000,0.45
1616459400,1737.5150000000,1738.0945000000,1737.3800000000,1737.7720000000,0.33
1616459700,1737.7620000000,1738.0265000000,1737.3515000000,1737.4215000000,0.28
1616460000,1737.4165000000,1738.1230000000,1737.4165000000,1737.7515000000,0.22
1616460300,1737.7215000000,1737.7365000000,1736.7715000000,1737.2885000000,0.26
1616460600,1737.3235000000,1737.3235000000,1736.5885000000,1736.6700000000,0.37
1616460900,1736.6685000000,1737.3880000000,1736.5785000000,1737.2395000000,0.34
1616461200,1737.2280000000,1737.7200000000,1736.0915000000,1736.6770000000,0.77
1616461500,1736.6765000000,1737.7065000000,1736.4815000000,1737.0115000000,0.56
1616461800,1737.0100000000,1737.0100000000,1734.6050000000,1734.6865000000,0.70
1616462100,1734.6965000000,1734.9615000000,1733.9600000000,1734.1850000000,0.52
1616462400,1734.1905000000,1734.8615000000,1733.4700000000,1733.9300000000,0.51
1616462700,1734.0050000000,1735.2050000000,1733.9950000000,1734.3915000000,0.73
1616463000,1734.4215000000,1735.5395000000,1733.6700000000,1733.6700000000,0.55
1616463300,1733.6815000000,1735.5400000000,1733.6200000000,1735.2065000000,0.42
1616463600,1735.1965000000,1735.7815000000,1735.1200000000,1735.5365000000,0.42
1616463900,1735.5250000000,1735.5315000000,1734.9015000000,1734.9015000000,0.38
1616464200,1734.8215000000,1734.8215000000,1734.1800000000,1734.2065000000,0.42
1616464500,1734.1515000000,1734.4015000000,1733.1550000000,1733.5665000000,0.54
1616464800,1733.5615000000,1733.8815000000,1732.9450000000,1733.2070000000,0.57
1616465100,1733.2015000000,1733.4250000000,1732.5115000000,1732.6315000000,0.62
1616465400,1732.6215000000,1732.9815000000,1732.4215000000,1732.9665000000,0.40
1616465700,1732.9565000000,1733.4015000000,1732.0450000000,1732.3150000000,0.38
1616466000,1732.3000000000,1733.1365000000,1732.2800000000,1732.6985000000,0.33
1616466300,1732.6685000000,1732.9650000000,1731.9650000000,1732.0765000000,0.48
1616466600,1732.0720000000,1732.4235000000,1731.0745000000,1732.1335000000,0.67
1616466900,1732.1385000000,1732.3150000000,1731.1070000000,1732.0985000000,0.60
1616467200,1732.1250000000,1732.9750000000,1732.0150000000,1732.9735000000,0.55
1616467500,1732.9630000000,1733.5515000000,1732.5185000000,1733.4985000000,0.42
1616467800,1733.4850000000,1733.8965000000,1733.1350000000,1733.7950000000,0.50
1616468100,1733.8000000000,1734.4815000000,1733.6365000000,1734.4150000000,0.52
1616468400,1734.4350000000,1735.1800000000,1734.2715000000,1735.0065000000,0.49
1616468700,1735.0565000000,1735.1650000000,1734.5195000000,1735.0185000000,0.33
1616469000,1734.9785000000,1735.0850000000,1733.9565000000,1733.9665000000,0.24
1616469300,1733.9715000000,1734.5350000000,1733.9065000000,1734.5165000000,0.31
1616469600,1734.5220000000,1734.5415000000,1733.8615000000,1733.9915000000,0.28
1616469900,1733.9965000000,1734.5165000000,1733.9965000000,1734.4065000000,0.41
1616470200,1734.3995000000,1735.0050000000,1733.8600000000,1733.8600000000,0.30
1616470500,1733.8150000000,1734.7115000000,1733.7795000000,1734.2915000000,0.19
1616470800,1734.2865000000,1735.0565000000,1734.1665000000,1734.6465000000,0.41
1616471100,1734.6515000000,1735.0600000000,1734.5965000000,1734.8735000000,0.31
1616471400,1734.8730000000,1735.3965000000,1734.5950000000,1735.1950000000,0.32
1616471700,1735.1850000000,1735.8085000000,1735.0050000000,1735.7935000000,0.26
1616472000,1735.7930000000,1736.4835000000,1735.5835000000,1736.0815000000,0.25
1616472300,1736.0820000000,1736.9565000000,1736.0315000000,1736.9265000000,0.24
1616472600,1736.9215000000,1737.1065000000,1736.4450000000,1736.5800000000,0.18
1616472900,1736.5700000000,1737.1715000000,1736.5500000000,1737.0465000000,0.22
1616473200,1737.0515000000,1737.1115000000,1736.7065000000,1736.7665000000,0.19
1616473500,1736.7865000000,1736.8585000000,1736.5700000000,1736.6515000000,0.23
1616473800,1736.6365000000,1736.7665000000,1736.0065000000,1736.0865000000,0.28
1616474100,1736.1100000000,1736.3815000000,1735.6315000000,1736.3365000000,0.19
1616474400,1736.3315000000,1736.5615000000,1735.4185000000,1735.7300000000,0.19
1616474700,1735.7050000000,1736.5250000000,1735.6650000000,1736.1285000000,0.23
1616475000,1736.1385000000,1736.3585000000,1735.6615000000,1735.9170000000,0.21
1616475300,1735.9220000000,1735.9820000000,1735.6420000000,1735.8520000000,0.09
1616475600,1735.8570000000,1735.9615000000,1735.2550000000,1735.4065000000,0.38
1616475900,1735.3965000000,1735.7365000000,1735.2635000000,1735.4170000000,0.43
1616476200,1735.3970000000,1735.7000000000,1735.2815000000,1735.6200000000,0.30
1616476500,1735.6000000000,1736.3900000000,1735.3695000000,1736.1485000000,0.57
1616476800,1736.1500000000,1736.1715000000,1735.6350000000,1735.8300000000,0.30
