ts,o,h,l,c,v
1615334400,1715.9095000000,1716.9430000000,1715.6795000000,1716.2085000000,0.33
1615334700,1716.1870000000,1716.9985000000,1715.9000000000,1715.9680000000,0.27
1615335000,1715.9630000000,1716.9865000000,1715.5000000000,1716.9865000000,0.27
1615335300,1716.9815000000,1716.9815000000,1715.6135000000,1715.9355000000,0.27
1615335600,1715.9205000000,1717.2400000000,1715.1805000000,1716.7000000000,0.57
1615335900,1716.6885000000,1716.7835000000,1715.5630000000,1716.4905000000,0.37
1615336200,1716.4755000000,1716.5885000000,1716.0200000000,1716.4685000000,0.30
1615336500,1716.4585000000,1717.4285000000,1716.2935000000,1716.6000000000,0.28
1615336800,1716.6100000000,1717.1695000000,1716.2925000000,1716.6780000000,0.27
1615337100,1716.6395000000,1716.7445000000,1715.7545000000,1715.8795000000,0.27
1615337400,1715.8895000000,1717.2045000000,1714.6715000000,1715.3030000000,0.39
1615337700,1715.3080000000,1716.3500000000,1712.8815000000,1715.5115000000,0.62
1615338000,1715.5120000000,1718.9550000000,1714.2930000000,1718.6905000000,0.71
1615338300,1718.6655000000,1719.6505000000,1718.1235000000,1718.6085000000,0.44
1615338600,1718.5295000000,1718.8520000000,1717.6095000000,1718.2770000000,0.28
1615338900,1718.2820000000,1718.3820000000,1716.6945000000,1716.7965000000,0.41
1615339200,1716.8065000000,1717.1550000000,1715.7550000000,1715.8250000000,0.29
1615339500,1715.8765000000,1716.4115000000,1715.5505000000,1716.2820000000,0.37
1615339800,1716.2420000000,1716.2920000000,1713.9155000000,1714.3085000000,0.53
1615340100,1714.3235000000,1714.5235000000,1712.9765000000,1713.1765000000,0.64
1615340400,1713.1565000000,1713.9380000000,1713.0895000000,1713.6600000000,0.48
1615340700,1713.6895000000,1716.1550000000,1713.5755000000,1716.1265000000,0.79
1615341000,1716.1270000000,1716.2430000000,1714.8755000000,1715.0805000000,0.51
1615341300,1715.0755000000,1715.1820000000,1713.2970000000,1713.6870000000,0.38
1615341600,1713.6800000000,1713.9700000000,1712.3755000000,1712.9285000000,0.62
1615341900,1712.9585000000,1713.1785000000,1711.0600000000,1711.2025000000,0.55
1615342200,1711.2205000000,1711.9955000000,1711.0705000000,1711.0705000000,0.37
1615342500,1711.0655000000,1711.9745000000,1711.0055000000,1711.6455000000,0.24
1615342800,1711.6655000000,1712.5370000000,1711.2005000000,1712.3605000000,0.31
1615343100,1712.3655000000,1712.7485000000,1711.8160000000,1711.9455000000,0.25
1615343400,1711.9505000000,1712.2355000000,1710.8980000000,1711.7605000000,0.47
1615343700,1711.7555000000,1712.6380000000,1711.4055000000,1712.0635000000,0.43
1615344000,1712.0785000000,1713.1055000000,1711.8685000000,1712.7135000000,0.52
1615344300,1712.7085000000,1713.2370000000,1712.5830000000,1713.2370000000,0.33
1615344600,1713.2365000000,1713.8655000000,1713.0445000000,1713.5055000000,0.81
1615344900,1713.4305000000,1713.5755000000,1713.0205000000,1713.5755000000,0.48
1615345200,1713.5855000000,1713.5855000000,1712.4550000000,1712.9435000000,0.28
1615345500,1712.9535000000,1713.4205000000,1712.6505000000,1712.6705000000,0.31
1615345800,1712.6605000000,1713.0755000000,1712.1535000000,1712.8605000000,0.39
1615346100,1712.8405000000,1713.3200000000,1712.4355000000,1712.6155000000,0.35
1615346400,1712.6205000000,1713.1660000000,1712.1195000000,1712.5045000000,0.28
1615346700,1712.4945000000,1712.5345000000,1711.4930000000,1711.5745000000,0.51
1615347000,1711.5995000000,1712.2895000000,1711.5405000000,1712.2395000000,0.21
1615347300,1712.2345000000,1712.3795000000,1711.8710000000,1712.1465000000,0.33
1615347600,1712.1365000000,1712.5065000000,1711.9965000000,1712.0115000000,0.16
1615347900,1712.0295000000,1712.2295000000,1711.8245000000,1712.0545000000,0.18
1615348200,1712.0645000000,1712.5300000000,1712.0595000000,1712.4570000000,0.13
1615348500,1712.4120000000,1712.7685000000,1712.4120000000,1712.6855000000,0.12
1615348800,1712.6935000000,1713.2800000000,1712.6935000000,1713.0720000000,0.21
1615349100,1713.0920000000,1713.2220000000,1712.4970000000,1712.8520000000,0.14
1615349400,1712.8470000000,1713.4455000000,1712.8370000000,1713.0270000000,0.16
1615349700,1713.0155000000,1713.3105000000,1712.6500000000,1713.2955000000,0.14
1615350000,1713.2805000000,1713.6420000000,1713.1370000000,1713.6115000000,0.15
1615350300,1713.6095000000,1713.8465000000,1713.3905000000,1713.5280000000,0.18
1615350600,1713.5300000000,1713.9020000000,1713.3870000000,1713.7450000000,0.18
1615350900,1713.7550000000,1713.7550000000,1712.9780000000,1713.1395000000,0.14
1615351200,1713.1595000000,1713.5350000000,1712.9045000000,1713.4380000000,0.15
1615351500,1713.4330000000,1714.2970000000,1713.4330000000,1714.2365000000,0.22
1615351800,1714.2195000000,1714.2365000000,1713.5950000000,1713.9555000000,0.20
1615352100,1713.9755000000,1714.0305000000,1713.1305000000,1713.1550000000,0.18
1615352400,1713.1350000000,1713.2205000000,1711.7150000000,1712.6200000000,0.33
1615352700,1712.6150000000,1712.9550000000,1712.1970000000,1712.7150000000,0.23
1615353000,1712.7100000000,1713.0705000000,1712.3455000000,1712.6780000000,0.21
1615353300,1712.6485000000,1713.2730000000,1712.6485000000,1713.0235000000,0.17
1615353600,1713.0135000000,1713.5350000000,1712.9185000000,1713.2135000000,0.17
1615353900,1713.2450000000,1713.5250000000,1712.6470000000,1712.6620000000,0.21
1615354200,1712.6420000000,1713.3155000000,1711.5670000000,1712.9305000000,0.56
1615354500,1712.8655000000,1713.8670000000,1712.5955000000,1713.6820000000,0.38
1615354800,1713.6720000000,1714.0785000000,1712.9485000000,1713.4735000000,0.65
1615355100,1713.4710000000,1713.4755000000,1712.2955000000,1712.2955000000,0.42
1615355400,1712.2905000000,1713.2055000000,1712.0565000000,1713.1420000000,0.49
1615355700,1713.1430000000,1713.1680000000,1712.4970000000,1712.9400000000,0.33
1615356000,1712.9235000000,1713.0065000000,1710.6445000000,1710.8020000000,0.70
1615356300,1710.7770000000,1711.1915000000,1710.1470000000,1710.8115000000,0.54
1615356600,1710.7595000000,1710.9505000000,1709.8335000000,1710.3165000000,0.70
1615356900,1710.3115000000,1711.3895000000,1709.7395000000,1711.2420000000,0.53
