ts,o,h,l,c,v
1614643200,1725.0895000000,1725.3695000000,1724.0245000000,1725.1065000000,0.36
1614643500,1725.1030000000,1725.3095000000,1724.2800000000,1724.6800000000,0.29
1614643800,1724.6950000000,1725.0205000000,1724.1995000000,1724.4555000000,0.24
1614644100,1724.4605000000,1724.9385000000,1724.1795000000,1724.3495000000,0.23
1614644400,1724.3745000000,1726.0085000000,1724.3745000000,1725.8440000000,0.23
1614644700,1725.8340000000,1726.6235000000,1725.5280000000,1726.3545000000,0.25
1614645000,1726.3595000000,1726.4225000000,1725.1595000000,1726.4130000000,0.28
1614645300,1726.3930000000,1727.3185000000,1725.9145000000,1727.2295000000,0.30
1614645600,1727.2245000000,1727.8210000000,1726.9195000000,1727.1750000000,0.21
1614645900,1727.1865000000,1727.4790000000,1726.8945000000,1727.0595000000,0.16
1614646200,1727.0745000000,1727.7940000000,1726.7895000000,1727.6800000000,0.23
1614646500,1727.6895000000,1728.5140000000,1727.1000000000,1727.3800000000,0.25
1614646800,1727.3500000000,1728.4220000000,1725.9625000000,1726.2655000000,0.69
1614647100,1726.2405000000,1726.4755000000,1723.4485000000,1724.2015000000,0.62
1614647400,1724.1815000000,1725.3535000000,1724.0445000000,1724.7525000000,0.47
1614647700,1724.7475000000,1724.7475000000,1721.2750000000,1721.4455000000,0.57
1614648000,1721.4050000000,1721.6845000000,1714.8615000000,1714.8710000000,0.85
1614648300,1714.8665000000,1719.1345000000,1713.8400000000,1719.1345000000,0.80
1614648600,1719.1995000000,1719.4800000000,1717.6495000000,1718.4795000000,0.86
1614648900,1718.4895000000,1718.5095000000,1714.1905000000,1714.2255000000,0.77
1614649200,1714.0400000000,1716.1085000000,1713.2455000000,1715.5250000000,0.91
1614649500,1715.5350000000,1715.7505000000,1711.5000000000,1712.2700000000,1.22
1614649800,1712.4200000000,1712.6355000000,1710.5905000000,1712.1770000000,1.05
1614650100,1712.1820000000,1712.6905000000,1711.3345000000,1711.8300000000,0.71
1614650400,1711.8095000000,1713.5210000000,1710.5045000000,1713.4295000000,0.82
1614650700,1713.3795000000,1714.7495000000,1712.9585000000,1714.6645000000,0.75
1614651000,1714.6495000000,1715.0755000000,1713.1945000000,1714.9450000000,0.61
1614651300,1715.0055000000,1716.2735000000,1714.3945000000,1715.1700000000,0.50
1614651600,1715.1560000000,1715.8000000000,1714.7800000000,1714.8520000000,0.41
1614651900,1714.8570000000,1715.2745000000,1714.3045000000,1715.1145000000,0.39
1614652200,1715.0645000000,1717.0290000000,1714.9395000000,1716.4595000000,0.62
1614652500,1716.4545000000,1716.8615000000,1714.7800000000,1715.0245000000,0.57
1614652800,1715.0395000000,1715.2645000000,1712.6600000000,1713.2220000000,0.84
1614653100,1713.2270000000,1713.7870000000,1712.1650000000,1712.9850000000,0.82
1614653400,1712.9805000000,1712.9805000000,1711.0145000000,1711.0345000000,0.82
1614653700,1711.0495000000,1712.8250000000,1710.7300000000,1712.8250000000,0.62
1614654000,1712.7550000000,1714.1195000000,1712.2030000000,1713.5545000000,0.52
1614654300,1713.6050000000,1713.6050000000,1711.1795000000,1711.3620000000,0.46
1614654600,1711.4670000000,1713.5100000000,1710.9195000000,1712.8650000000,0.56
1614654900,1712.8700000000,1712.8700000000,1709.5955000000,1710.4505000000,0.66
1614655200,1710.4555000000,1711.6940000000,1707.2950000000,1708.1505000000,0.83
1614655500,1708.1405000000,1709.6020000000,1708.1405000000,1709.1785000000,0.68
1614655800,1709.1835000000,1710.3800000000,1708.6695000000,1709.8750000000,0.72
1614656100,1709.8100000000,1712.5200000000,1709.7300000000,1712.0445000000,0.55
1614656400,1712.0745000000,1712.9395000000,1711.5955000000,1712.8845000000,0.32
1614656700,1712.8945000000,1713.5805000000,1712.8295000000,1713.3845000000,0.38
1614657000,1713.3645000000,1713.7220000000,1712.7165000000,1713.1455000000,0.42
1614657300,1713.1200000000,1713.8645000000,1712.9720000000,1713.4005000000,0.49
1614657600,1713.3855000000,1714.3695000000,1713.1305000000,1714.3195000000,0.33
1614657900,1714.3295000000,1715.2545000000,1714.2045000000,1715.0850000000,0.42
1614658200,1715.1545000000,1715.9550000000,1715.1050000000,1715.6200000000,0.34
1614658500,1715.6350000000,1715.6850000000,1714.7520000000,1715.4095000000,0.24
1614658800,1715.3845000000,1715.4445000000,1714.6595000000,1715.0295000000,0.21
1614659100,1714.9895000000,1715.2855000000,1714.6165000000,1714.8545000000,0.26
1614659400,1714.8595000000,1715.2370000000,1714.4745000000,1714.5995000000,0.32
