ts,o,h,l,c,v
1609891200,1950.3515000000,1950.7315000000,1949.7865000000,1950.2365000000,0.16
1609891500,1950.3165000000,1950.7415000000,1949.9815000000,1950.1365000000,0.11
1609891800,1949.8665000000,1950.3815000000,1948.8415000000,1950.0485000000,0.17
1609892100,1950.0535000000,1951.5635000000,1949.4185000000,1951.4885000000,0.19
1609892400,1951.4935000000,1951.7785000000,1951.1535000000,1951.1535000000,0.27
1609892700,1951.1985000000,1951.4885000000,1950.5585000000,1950.9435000000,0.08
1609893000,1950.9885000000,1951.1045000000,1950.1100000000,1950.8365000000,0.12
1609893300,1950.8415000000,1951.3735000000,1950.1115000000,1951.3385000000,0.14
1609893600,1951.3400000000,1951.7565000000,1951.1615000000,1951.7565000000,0.13
1609893900,1951.7615000000,1951.8735000000,1950.5300000000,1950.8150000000,0.16
1609894200,1950.7800000000,1952.4100000000,1949.6880000000,1951.0480000000,0.85
1609894500,1951.0135000000,1953.3850000000,1950.3630000000,1952.1885000000,0.57
1609894800,1952.1785000000,1955.3200000000,1951.8685000000,1955.2750000000,0.75
1609895100,1955.2285000000,1955.2750000000,1952.4185000000,1952.6335000000,0.49
1609895400,1952.6930000000,1953.1035000000,1951.6635000000,1952.9235000000,0.42
1609895700,1952.9335000000,1953.2450000000,1947.7000000000,1947.8950000000,0.87
1609896000,1947.8000000000,1949.9085000000,1946.7835000000,1949.8885000000,0.68
1609896300,1949.8585000000,1950.6150000000,1948.6015000000,1950.1385000000,0.46
1609896600,1950.0985000000,1953.2015000000,1948.7800000000,1951.4265000000,0.63
1609896900,1951.3765000000,1951.4065000000,1947.7065000000,1947.8065000000,0.57
1609897200,1947.8965000000,1948.9805000000,1946.8215000000,1948.8665000000,0.44
1609897500,1948.8420000000,1950.7300000000,1948.0550000000,1948.7650000000,0.38
1609897800,1948.7950000000,1950.2865000000,1948.3835000000,1949.8615000000,0.34
1609898100,1949.6970000000,1949.6970000000,1947.5655000000,1948.0050000000,0.39
1609898400,1948.0185000000,1949.3515000000,1947.5415000000,1949.0865000000,0.45
1609898700,1949.0965000000,1949.1115000000,1947.6685000000,1947.7335000000,0.49
1609899000,1947.7635000000,1948.4585000000,1947.1500000000,1947.8165000000,0.37
1609899300,1947.7765000000,1948.9165000000,1947.6765000000,1948.3615000000,0.40
1609899600,1948.2520000000,1949.7065000000,1947.9215000000,1948.7615000000,0.31
1609899900,1948.7315000000,1949.3265000000,1948.0835000000,1948.1285000000,0.23
1609900200,1948.0885000000,1949.3235000000,1947.9835000000,1948.8185000000,0.31
1609900500,1948.7785000000,1949.8750000000,1948.7785000000,1949.6035000000,0.20
1609900800,1949.5565000000,1949.8435000000,1948.8015000000,1948.8265000000,0.24
1609901100,1948.8115000000,1949.3815000000,1948.7715000000,1949.2165000000,0.31
1609901400,1949.2065000000,1949.9920000000,1947.0615000000,1947.1370000000,0.67
1609901700,1947.1365000000,1947.1365000000,1942.3525000000,1944.1445000000,0.90
1609902000,1944.1895000000,1944.4900000000,1942.6345000000,1943.4615000000,0.55
1609902300,1943.4300000000,1943.7575000000,1942.6185000000,1943.6625000000,0.42
1609902600,1943.6385000000,1944.8685000000,1943.4765000000,1944.8385000000,0.32
1609902900,1944.8285000000,1948.3315000000,1944.0285000000,1947.4465000000,0.44
1609903200,1947.4515000000,1948.4665000000,1946.5415000000,1946.8415000000,0.44
1609903500,1946.8065000000,1946.9015000000,1943.8615000000,1944.0215000000,0.33
1609903800,1944.0015000000,1944.7335000000,1943.4685000000,1944.4785000000,0.44
1609904100,1944.5085000000,1945.8485000000,1944.4745000000,1945.5885000000,0.26
1609904400,1945.6235000000,1945.8685000000,1943.8100000000,1944.8985000000,0.30
1609904700,1944.8935000000,1945.2600000000,1944.5585000000,1945.1995000000,0.16
1609905000,1945.1795000000,1945.4385000000,1943.4915000000,1943.8965000000,0.21
1609905300,1943.8915000000,1944.2115000000,1942.2035000000,1942.2685000000,0.33
1609905600,1942.2385000000,1942.8565000000,1941.4935000000,1941.7285000000,0.35
1609905900,1941.7280000000,1942.3735000000,1941.6985000000,1941.8585000000,0.24
1609906200,1941.8835000000,1942.5635000000,1941.4735000000,1941.6735000000,0.25
1609906500,1941.6685000000,1944.3900000000,1941.4635000000,1943.6835000000,0.33
1609906800,1943.6485000000,1946.7385000000,1943.0535000000,1946.7335000000,0.48
1609907100,1946.7235000000,1948.7355000000,1945.1015000000,1945.5000000000,0.63
1609907400,1945.4965000000,1948.1015000000,1945.2865000000,1946.9615000000,0.33
1609907700,1946.9165000000,1947.2365000000,1945.8415000000,1946.2765000000,0.19
1609908000,1946.2315000000,1946.2315000000,1945.1415000000,1945.6265000000,0.20
1609908300,1945.6165000000,1945.7015000000,1944.0650000000,1944.5715000000,0.23
1609908600,1944.5365000000,1945.4665000000,1943.6365000000,1945.3515000000,0.25
1609908900,1945.3565000000,1945.6365000000,1941.8400000000,1944.7465000000,0.46
1609909200,1944.7765000000,1946.1950000000,1944.5535000000,1945.9335000000,0.32
1609909500,1945.9380000000,1946.3635000000,1945.5235000000,1945.9085000000,0.27
1609909800,1945.9985000000,1946.2285000000,1945.3380000000,1945.4985000000,0.17
1609910100,1945.5335000000,1946.8950000000,1945.4585000000,1946.5085000000,0.18
1609910400,1946.5135000000,1946.5135000000,1945.2265000000,1945.3015000000,0.19
1609910700,1945.3165000000,1945.8065000000,1944.5065000000,1944.7415000000,0.22
1609911000,1944.7365000000,1945.0265000000,1943.1200000000,1944.8015000000,0.51
1609911300,1944.2435000000,1945.3515000000,1944.0065000000,1945.1015000000,0.23
1609911600,1945.1065000000,1945.7465000000,1945.0515000000,1945.6515000000,0.14
1609911900,1945.5765000000,1945.8415000000,1944.5785000000,1944.5785000000,0.19
1609912200,1944.5885000000,1944.9785000000,1944.3335000000,1944.5735000000,0.21
1609912500,1944.5435000000,1944.5435000000,1943.7300000000,1943.9450000000,0.15
1609912800,1943.8700000000,1944.8300000000,1943.3535000000,1944.2285000000,0.18
1609913100,1944.1535000000,1945.3865000000,1944.1535000000,1945.3865000000,0.22
1609913400,1945.3515000000,1945.7105000000,1944.9785000000,1945.7105000000,0.23
1609913700,1945.7155000000,1945.8150000000,1945.2600000000,1945.5235000000,0.14
1609914000,1945.4285000000,1946.5935000000,1944.9615000000,1945.0015000000,0.20
1609914300,1944.9915000000,1945.2085000000,1944.0650000000,1944.7535000000,0.24
