ts,o,h,l,c,v
1613433600,1818.8950000000,1819.2450000000,1818.2400000000,1819.2350000000,0.28
1613433900,1819.2650000000,1819.3550000000,1818.9915000000,1819.1600000000,0.17
1613434200,1819.1200000000,1819.3650000000,1818.9115000000,1819.3400000000,0.14
1613434500,1819.3600000000,1820.7700000000,1819.3600000000,1820.4250000000,0.22
1613434800,1820.4350000000,1820.9335000000,1820.2200000000,1820.8785000000,0.19
1613435100,1820.8685000000,1821.3900000000,1820.6850000000,1821.1250000000,0.21
1613435400,1821.1060000000,1821.3615000000,1820.3765000000,1821.3615000000,0.28
1613435700,1821.3565000000,1821.8350000000,1821.0800000000,1821.8200000000,0.23
1613436000,1821.8240000000,1822.2600000000,1821.7100000000,1821.9700000000,0.23
1613436300,1821.9800000000,1822.0300000000,1821.7800000000,1821.8100000000,0.12
1613436600,1821.8000000000,1822.1050000000,1821.4250000000,1821.6050000000,0.19
1613436900,1821.5500000000,1821.8990000000,1821.2750000000,1821.7750000000,0.19
1613437200,1821.7790000000,1822.1440000000,1820.6950000000,1821.4750000000,0.28
1613437500,1821.4050000000,1821.5215000000,1820.6215000000,1820.7265000000,0.19
1613437800,1820.7215000000,1821.2140000000,1820.6440000000,1821.1290000000,0.17
1613438100,1821.1240000000,1821.5340000000,1820.8165000000,1821.3965000000,0.26
1613438400,1821.4015000000,1822.9185000000,1821.3265000000,1822.8100000000,0.48
1613438700,1822.7950000000,1823.7035000000,1822.7650000000,1823.6735000000,0.27
1613439000,1823.6885000000,1824.0590000000,1823.3050000000,1823.9565000000,0.31
1613439300,1823.9365000000,1823.9540000000,1822.8915000000,1823.2565000000,0.36
1613439600,1823.2515000000,1824.6250000000,1823.2040000000,1824.6250000000,0.27
1613439900,1824.6535000000,1825.5600000000,1824.6210000000,1824.6535000000,0.61
1613440200,1824.6550000000,1825.2285000000,1823.8290000000,1824.2290000000,0.38
1613440500,1824.2115000000,1824.8315000000,1823.8215000000,1824.8315000000,0.31
1613440800,1824.8585000000,1825.5200000000,1824.5615000000,1824.9150000000,0.42
1613441100,1824.9300000000,1824.9935000000,1824.2050000000,1824.9535000000,0.20
1613441400,1824.9435000000,1826.1885000000,1824.6750000000,1826.0950000000,0.31
1613441700,1826.0850000000,1826.1335000000,1825.2650000000,1825.4100000000,0.19
1613442000,1825.4150000000,1825.6700000000,1824.1850000000,1824.2850000000,0.31
1613442300,1824.2900000000,1825.0950000000,1824.2450000000,1825.0500000000,0.32
1613442600,1825.0600000000,1825.1750000000,1824.2600000000,1824.4900000000,0.19
1613442900,1824.4450000000,1824.8200000000,1824.3600000000,1824.6700000000,0.12
1613443200,1824.6900000000,1824.9100000000,1824.6450000000,1824.7600000000,0.17
1613443500,1824.7300000000,1824.7300000000,1823.9970000000,1824.1000000000,0.28
1613443800,1824.1015000000,1824.1250000000,1823.4850000000,1823.8850000000,0.28
1613444100,1823.8750000000,1823.9900000000,1823.3850000000,1823.9550000000,0.21
1613444400,1823.9200000000,1824.9200000000,1823.9200000000,1824.7990000000,0.25
1613444700,1824.7945000000,1824.8110000000,1824.1800000000,1824.2700000000,0.22
1613445000,1824.2650000000,1824.6725000000,1824.1800000000,1824.2200000000,0.22
1613445300,1824.2400000000,1824.3810000000,1823.8700000000,1824.2640000000,0.33
1613445600,1824.2530000000,1824.2530000000,1823.7815000000,1823.8800000000,0.18
1613445900,1823.8750000000,1824.4840000000,1823.7865000000,1824.3440000000,0.15
1613446200,1824.3490000000,1824.6650000000,1824.3240000000,1824.4300000000,0.23
1613446500,1824.4150000000,1824.6915000000,1823.9450000000,1824.6700000000,0.18
1613446800,1824.6850000000,1825.2350000000,1824.5750000000,1825.2350000000,0.24
1613447100,1825.2200000000,1825.7200000000,1824.9750000000,1825.3725000000,0.41
1613447400,1825.3625000000,1826.1315000000,1825.1515000000,1825.9865000000,0.29
1613447700,1825.9915000000,1826.5965000000,1825.9565000000,1826.4260000000,0.30
1613448000,1826.4360000000,1826.5610000000,1825.8300000000,1826.3250000000,0.21
1613448300,1826.3700000000,1826.3700000000,1825.9215000000,1826.1335000000,0.22
1613448600,1826.1485000000,1826.2090000000,1825.5900000000,1826.1850000000,0.35
1613448900,1826.1550000000,1826.1900000000,1825.3600000000,1825.5015000000,0.23
1613449200,1825.5315000000,1826.2415000000,1825.5315000000,1826.2415000000,0.12
1613449500,1826.2315000000,1826.2315000000,1825.2950000000,1825.9635000000,0.19
1613449800,1825.9660000000,1826.0635000000,1825.5365000000,1825.6700000000,0.15
1613450100,1825.6800000000,1825.6800000000,1824.6700000000,1824.7400000000,0.22
1613450400,1824.7050000000,1825.0050000000,1824.6350000000,1824.7800000000,0.14
1613450700,1824.7950000000,1825.0400000000,1824.7950000000,1825.0350000000,0.11
1613451000,1824.9935000000,1825.0650000000,1824.0800000000,1824.9300000000,0.28
1613451300,1824.9315000000,1825.1885000000,1824.6415000000,1824.6415000000,0.21
1613451600,1824.6050000000,1825.2450000000,1824.5800000000,1825.2100000000,0.11
1613451900,1825.2300000000,1825.7250000000,1823.9715000000,1824.2315000000,0.33
1613452200,1824.2320000000,1824.3815000000,1823.8565000000,1823.9665000000,0.17
1613452500,1823.9715000000,1824.0500000000,1822.8050000000,1823.0750000000,0.40
1613452800,1823.1010000000,1823.4540000000,1822.2860000000,1822.3150000000,0.30
1613453100,1822.3300000000,1822.8800000000,1821.9450000000,1822.5250000000,0.28
1613453400,1822.5100000000,1822.5100000000,1821.3750000000,1821.7900000000,0.37
1613453700,1821.7500000000,1822.1675000000,1820.5740000000,1821.9810000000,0.47
1613454000,1821.9850000000,1822.5660000000,1821.2560000000,1821.9560000000,0.58
1613454300,1821.9610000000,1822.2850000000,1821.2350000000,1821.8090000000,0.44
1613454600,1821.7860000000,1821.9890000000,1821.4140000000,1821.6290000000,0.31
1613454900,1821.6190000000,1821.6340000000,1820.6340000000,1821.2090000000,0.25
1613455200,1821.2190000000,1821.3040000000,1820.1450000000,1820.5490000000,0.29
1613455500,1820.5350000000,1821.4085000000,1820.0900000000,1820.9960000000,0.27
1613455800,1821.0010000000,1821.3290000000,1820.4060000000,1821.1550000000,0.21
1613456100,1821.1350000000,1821.4440000000,1820.9440000000,1821.1750000000,0.22
1613456400,1821.1665000000,1822.7485000000,1821.1210000000,1822.6335000000,0.44
1613456700,1822.6110000000,1823.4840000000,1822.6110000000,1823.3875000000,0.34
1613457000,1823.3975000000,1824.0940000000,1823.0060000000,1823.3090000000,0.38
1613457300,1823.3190000000,1823.9440000000,1822.9710000000,1823.8785000000,0.19
1613457600,1823.8735000000,1823.9390000000,1823.4660000000,1823.6885000000,0.21
1613457900,1823.6790000000,1824.2050000000,1823.5990000000,1823.8550000000,0.18
1613458200,1823.8240000000,1824.1190000000,1823.7310000000,1823.8750000000,0.18
1613458500,1823.7910000000,1823.9540000000,1823.0940000000,1823.6150000000,0.36
1613458800,1823.6495000000,1823.8900000000,1823.2000000000,1823.6355000000,0.41
1613459100,1823.6380000000,1824.1800000000,1823.4350000000,1824.1570000000,0.38
1613459400,1824.1635000000,1824.1750000000,1823.2500000000,1823.3050000000,0.45
