ts,o,h,l,c,v
1614556800,1739.3225000000,1739.9915000000,1738.7250000000,1739.3035000000,0.58
1614557100,1739.2960000000,1739.4315000000,1738.2350000000,1739.0250000000,0.36
1614557400,1738.9450000000,1740.7265000000,1738.6465000000,1740.6625000000,0.40
1614557700,1740.6825000000,1741.0300000000,1739.8350000000,1740.7275000000,0.56
1614558000,1740.7225000000,1741.1775000000,1739.9050000000,1740.4950000000,0.47
1614558300,1740.5350000000,1741.2200000000,1740.2750000000,1741.1800000000,0.33
1614558600,1741.1600000000,1741.2600000000,1740.5500000000,1740.9050000000,0.33
1614558900,1740.8950000000,1741.7100000000,1740.7850000000,1741.4000000000,0.35
1614559200,1741.3975000000,1741.4400000000,1740.0550000000,1740.1360000000,0.26
1614559500,1740.1460000000,1740.4200000000,1739.2475000000,1739.2800000000,0.45
1614559800,1739.2700000000,1739.4975000000,1737.6010000000,1738.0650000000,0.51
1614560100,1738.0225000000,1738.2950000000,1737.3800000000,1738.1935000000,0.40
1614560400,1738.1785000000,1741.7800000000,1738.1285000000,1740.3500000000,0.99
1614560700,1740.3185000000,1741.2000000000,1738.5850000000,1740.9750000000,0.67
1614561000,1740.9875000000,1742.2660000000,1739.5050000000,1742.0800000000,0.63
1614561300,1742.0750000000,1742.3525000000,1741.1050000000,1742.3375000000,0.55
1614561600,1742.3475000000,1743.5350000000,1741.5715000000,1743.4450000000,0.63
1614561900,1743.4500000000,1744.2550000000,1742.7185000000,1743.5100000000,0.71
1614562200,1743.5300000000,1744.5650000000,1743.1400000000,1743.5000000000,0.70
1614562500,1743.5500000000,1743.5600000000,1742.3050000000,1742.7425000000,0.66
1614562800,1742.7850000000,1743.4850000000,1742.4630000000,1742.8700000000,0.61
1614563100,1742.8650000000,1743.8035000000,1742.6700000000,1743.4600000000,0.43
1614563400,1743.4400000000,1744.4000000000,1743.2900000000,1744.3700000000,0.52
1614563700,1744.3750000000,1745.0935000000,1744.1450000000,1745.0400000000,0.41
1614564000,1745.0250000000,1746.8215000000,1744.9185000000,1746.1975000000,0.66
1614564300,1746.2010000000,1746.8600000000,1745.8400000000,1746.1215000000,0.67
1614564600,1746.1365000000,1746.6085000000,1745.0350000000,1745.1700000000,0.51
1614564900,1745.2150000000,1745.9765000000,1744.6615000000,1745.9765000000,0.50
1614565200,1745.9865000000,1746.9700000000,1745.8260000000,1746.8725000000,0.30
1614565500,1746.8625000000,1747.0350000000,1746.5700000000,1746.9350000000,0.39
1614565800,1746.9450000000,1747.9415000000,1746.7400000000,1747.7915000000,0.54
1614566100,1747.7150000000,1748.1265000000,1747.5800000000,1747.9650000000,0.45
1614566400,1747.9700000000,1748.8850000000,1747.5800000000,1748.0600000000,0.65
1614566700,1748.0765000000,1748.7450000000,1747.3700000000,1748.6500000000,0.60
1614567000,1748.6650000000,1748.7650000000,1748.0350000000,1748.6315000000,0.42
1614567300,1748.6265000000,1748.7500000000,1747.5150000000,1747.6800000000,0.44
1614567600,1747.6750000000,1749.1725000000,1747.6100000000,1747.9700000000,0.52
1614567900,1748.0000000000,1750.1135000000,1747.9600000000,1749.9300000000,0.58
1614568200,1749.9350000000,1750.9750000000,1749.5300000000,1750.2050000000,0.53
1614568500,1750.1950000000,1750.1975000000,1749.6275000000,1749.9625000000,0.41
1614568800,1749.9725000000,1750.9700000000,1749.8925000000,1750.6900000000,0.58
1614569100,1750.6950000000,1750.7450000000,1749.7750000000,1750.1765000000,0.51
1614569400,1750.1815000000,1750.3425000000,1749.5975000000,1749.9050000000,0.36
1614569700,1749.9100000000,1750.6725000000,1749.6200000000,1750.3550000000,0.35
1614570000,1750.3350000000,1751.3415000000,1750.1000000000,1751.2800000000,0.28
1614570300,1751.2850000000,1751.4550000000,1750.4850000000,1750.8200000000,0.39
1614570600,1750.8150000000,1751.3550000000,1750.5100000000,1751.3415000000,0.27
1614570900,1751.3315000000,1751.6900000000,1750.6800000000,1751.1200000000,0.33
1614571200,1751.1300000000,1751.3250000000,1750.6400000000,1750.6850000000,0.28
1614571500,1750.6450000000,1751.0150000000,1750.0950000000,1750.3800000000,0.26
1614571800,1750.3750000000,1750.9100000000,1750.2850000000,1750.3300000000,0.27
1614572100,1750.3350000000,1750.5265000000,1749.6100000000,1750.0800000000,0.35
1614572400,1750.0850000000,1750.1650000000,1748.5750000000,1748.7100000000,0.32
1614572700,1748.7000000000,1748.7050000000,1747.8100000000,1748.3700000000,0.53
1614573000,1748.3750000000,1749.1450000000,1748.2265000000,1749.0110000000,0.52
1614573300,1749.0010000000,1749.1825000000,1748.5250000000,1749.1200000000,0.32
1614573600,1749.1015000000,1749.3700000000,1749.0000000000,1749.2200000000,0.27
1614573900,1749.2400000000,1749.8700000000,1749.0200000000,1749.5050000000,0.24
1614574200,1749.5000000000,1749.8675000000,1749.3100000000,1749.7300000000,0.23
1614574500,1749.7250000000,1750.2100000000,1749.5250000000,1749.9500000000,0.26
1614574800,1749.9600000000,1750.6500000000,1749.9400000000,1750.6050000000,0.36
1614575100,1750.6150000000,1750.7715000000,1749.9000000000,1750.7715000000,0.31
1614575400,1750.5950000000,1751.7065000000,1750.5950000000,1751.4225000000,0.36
1614575700,1751.4600000000,1751.5850000000,1751.0325000000,1751.1650000000,0.23
1614576000,1751.1600000000,1751.2350000000,1750.8050000000,1751.0550000000,0.24
1614576300,1751.0665000000,1751.2665000000,1750.2385000000,1750.4200000000,0.23
1614576600,1750.4095000000,1752.7200000000,1749.9700000000,1750.4750000000,0.99
1614576900,1750.4650000000,1750.5850000000,1748.9500000000,1750.2300000000,0.59
1614577200,1750.2200000000,1751.0250000000,1750.1100000000,1750.3350000000,0.50
1614577500,1750.3400000000,1751.4350000000,1750.1100000000,1751.1800000000,0.48
1614577800,1751.1800000000,1751.6600000000,1750.3050000000,1750.7150000000,0.52
1614578100,1750.7000000000,1751.2200000000,1750.0845000000,1750.8100000000,0.39
1614578400,1750.8200000000,1751.1685000000,1749.9165000000,1751.1285000000,0.46
1614578700,1751.1085000000,1752.1500000000,1751.0200000000,1751.7100000000,0.46
1614579000,1751.6950000000,1753.4900000000,1751.4950000000,1753.1550000000,0.48
1614579300,1753.1700000000,1754.7850000000,1752.5800000000,1754.5850000000,0.65
1614579600,1754.5650000000,1755.8125000000,1754.2575000000,1754.4150000000,0.74
1614579900,1754.4200000000,1755.0450000000,1754.4150000000,1754.6600000000,0.44
1614580200,1754.6650000000,1755.8450000000,1754.6175000000,1755.2835000000,0.52
1614580500,1755.2915000000,1756.3550000000,1755.2915000000,1755.5300000000,0.55
1614580800,1755.5350000000,1756.2350000000,1755.3950000000,1755.8025000000,0.41
1614581100,1755.7925000000,1756.2450000000,1755.1875000000,1755.5350000000,0.47
1614581400,1755.5375000000,1755.7650000000,1754.4475000000,1754.5675000000,0.51
