ts,o,h,l,c,v
1615939200,1731.7735000000,1732.1040000000,1731.1240000000,1731.1590000000,0.19
1615939500,1731.1585000000,1731.5900000000,1731.0840000000,1731.1475000000,0.18
1615939800,1731.1575000000,1731.8585000000,1731.0915000000,1731.7815000000,0.20
1615940100,1731.7650000000,1731.9165000000,1730.6410000000,1731.0615000000,0.22
1615940400,1731.0455000000,1731.5265000000,1731.0445000000,1731.4510000000,0.15
1615940700,1731.4415000000,1732.0845000000,1731.0000000000,1731.0400000000,0.27
1615941000,1731.0405000000,1731.4690000000,1730.8020000000,1730.8745000000,0.32
1615941300,1730.8685000000,1731.5640000000,1730.6785000000,1731.2585000000,0.37
1615941600,1731.2685000000,1731.6775000000,1731.0940000000,1731.4135000000,0.33
1615941900,1731.4165000000,1731.8965000000,1731.1525000000,1731.8815000000,0.34
1615942200,1731.8630000000,1731.8630000000,1731.1305000000,1731.2290000000,0.20
1615942500,1731.1945000000,1732.8395000000,1730.9985000000,1732.6285000000,0.28
1615942800,1732.6385000000,1732.7285000000,1729.7850000000,1730.0790000000,0.65
1615943100,1730.0190000000,1731.1890000000,1729.7400000000,1731.1640000000,0.41
1615943400,1731.1540000000,1731.6665000000,1730.8740000000,1731.5610000000,0.57
1615943700,1731.5665000000,1732.2040000000,1731.1640000000,1731.6190000000,0.49
1615944000,1731.6140000000,1732.2940000000,1731.0190000000,1731.5505000000,0.52
1615944300,1731.5555000000,1731.9800000000,1730.8440000000,1731.4365000000,0.52
1615944600,1731.4415000000,1732.1565000000,1731.0635000000,1731.1785000000,0.53
1615944900,1731.1780000000,1732.3960000000,1730.9990000000,1732.1410000000,0.53
1615945200,1732.1460000000,1733.4555000000,1731.8810000000,1733.4290000000,0.38
1615945500,1733.4205000000,1734.3935000000,1733.2105000000,1734.1635000000,0.66
1615945800,1734.1535000000,1734.4390000000,1733.4090000000,1733.8890000000,0.46
1615946100,1733.8790000000,1735.1505000000,1733.5775000000,1733.6075000000,0.58
1615946400,1733.5825000000,1734.5075000000,1733.1585000000,1733.8335000000,0.40
1615946700,1733.8350000000,1733.9225000000,1732.6790000000,1732.8325000000,0.34
1615947000,1732.8240000000,1733.3695000000,1732.7985000000,1733.1985000000,0.26
1615947300,1733.1485000000,1734.4060000000,1733.1385000000,1733.9485000000,0.42
1615947600,1733.9635000000,1734.3685000000,1733.7395000000,1733.8460000000,0.26
1615947900,1733.8295000000,1734.1860000000,1733.6900000000,1734.1760000000,0.18
