ts,o,h,l,c,v
1616544000,1727.2185000000,1727.5985000000,1726.6665000000,1727.1435000000,0.36
1616544300,1727.1300000000,1727.2300000000,1726.5685000000,1727.0385000000,0.36
1616544600,1727.0235000000,1727.1950000000,1726.3000000000,1726.5185000000,0.38
1616544900,1726.5235000000,1726.6065000000,1725.9930000000,1726.3335000000,0.26
1616545200,1726.3085000000,1727.3050000000,1725.8135000000,1727.2900000000,0.27
1616545500,1727.2950000000,1727.4850000000,1726.9700000000,1727.0305000000,0.22
1616545800,1727.0615000000,1727.2015000000,1726.4035000000,1727.1565000000,0.34
1616546100,1727.1615000000,1727.7470000000,1726.9915000000,1727.7120000000,0.31
1616546400,1727.7165000000,1727.9320000000,1727.2115000000,1727.3115000000,0.31
1616546700,1727.2615000000,1727.9215000000,1727.2615000000,1727.4965000000,0.20
1616547000,1727.4915000000,1728.0535000000,1726.6565000000,1727.8885000000,0.35
1616547300,1727.9135000000,1727.9135000000,1727.3435000000,1727.7030000000,0.32
1616547600,1727.7345000000,1728.0430000000,1723.8230000000,1725.4495000000,1.49
1616547900,1725.4395000000,1725.8965000000,1724.9465000000,1725.2280000000,0.71
1616548200,1725.2430000000,1727.6865000000,1725.0280000000,1727.5300000000,0.70
1616548500,1727.5250000000,1728.4095000000,1727.2150000000,1728.0345000000,0.76
1616548800,1727.9705000000,1728.0600000000,1727.0320000000,1727.3935000000,0.56
1616549100,1727.3835000000,1728.5230000000,1727.3535000000,1727.9835000000,0.46
1616549400,1728.1035000000,1728.9735000000,1727.9635000000,1728.9535000000,0.52
1616549700,1728.9450000000,1730.0950000000,1728.7435000000,1729.9650000000,0.60
1616550000,1729.9800000000,1730.6215000000,1729.2765000000,1729.2915000000,0.67
1616550300,1729.3170000000,1730.3935000000,1729.1270000000,1730.0585000000,0.54
1616550600,1730.0605000000,1731.5050000000,1730.0485000000,1731.0465000000,0.58
1616550900,1731.0520000000,1731.3720000000,1730.3400000000,1730.5500000000,0.48
1616551200,1730.5200000000,1731.5820000000,1730.4535000000,1730.7515000000,0.67
1616551500,1730.7465000000,1731.2520000000,1730.4665000000,1731.1065000000,0.54
1616551800,1731.1170000000,1731.7865000000,1730.9265000000,1730.9265000000,0.49
1616552100,1730.9215000000,1732.5135000000,1730.8150000000,1731.6200000000,0.55
1616552400,1731.6250000000,1732.0750000000,1731.3165000000,1731.3165000000,0.34
1616552700,1731.3115000000,1731.5115000000,1731.0965000000,1731.0965000000,0.33
1616553000,1731.0865000000,1731.6015000000,1730.4450000000,1731.4165000000,0.61
1616553300,1731.4215000000,1732.3385000000,1731.0950000000,1732.0585000000,0.46
1616553600,1732.0330000000,1733.4335000000,1731.9635000000,1733.2385000000,0.57
1616553900,1733.2285000000,1734.0115000000,1732.9385000000,1733.9365000000,0.60
1616554200,1733.9515000000,1734.4205000000,1732.3815000000,1732.5665000000,0.65
1616554500,1732.5915000000,1732.8415000000,1731.6835000000,1732.1850000000,0.62
1616554800,1732.1550000000,1732.7015000000,1731.7985000000,1732.2235000000,0.48
1616555100,1732.2285000000,1732.2285000000,1731.3535000000,1731.8385000000,0.45
1616555400,1731.8655000000,1732.6500000000,1731.7535000000,1732.3635000000,0.48
1616555700,1732.3685000000,1732.8665000000,1732.2735000000,1732.7565000000,0.31
1616556000,1732.7570000000,1732.7965000000,1731.7245000000,1731.7830000000,0.36
1616556300,1731.8445000000,1732.6645000000,1731.7895000000,1732.6135000000,0.41
1616556600,1732.6035000000,1732.7615000000,1731.9635000000,1731.9765000000,0.36
1616556900,1731.9815000000,1732.2215000000,1731.7955000000,1731.8650000000,0.24
1616557200,1731.8850000000,1732.0800000000,1731.7735000000,1731.9215000000,0.16
1616557500,1731.9265000000,1732.4400000000,1731.6015000000,1731.8830000000,0.23
1616557800,1731.8730000000,1732.1215000000,1731.8100000000,1731.8100000000,0.23
1616558100,1731.8150000000,1732.0215000000,1731.7050000000,1731.7665000000,0.28
1616558400,1731.7615000000,1731.9115000000,1731.4865000000,1731.5615000000,0.31
1616558700,1731.5965000000,1732.0195000000,1731.5920000000,1731.7620000000,0.18
1616559000,1731.7670000000,1731.9315000000,1731.4700000000,1731.8115000000,0.16
1616559300,1731.8515000000,1732.0665000000,1731.5750000000,1731.7465000000,0.25
1616559600,1731.7565000000,1732.6765000000,1731.6700000000,1732.5785000000,0.30
1616559900,1732.6315000000,1733.1895000000,1732.5935000000,1732.9385000000,0.48
1616560200,1732.9400000000,1733.0935000000,1732.6735000000,1733.0135000000,0.26
1616560500,1733.0035000000,1733.3900000000,1732.9990000000,1733.3900000000,0.26
1616560800,1733.3920000000,1733.6350000000,1732.7150000000,1732.8470000000,0.25
1616561100,1732.8505000000,1732.9985000000,1732.4065000000,1732.5515000000,0.24
1616561400,1732.5615000000,1733.0400000000,1732.3700000000,1733.0100000000,0.24
1616561700,1733.0150000000,1733.6050000000,1733.0150000000,1733.6000000000,0.25
1616562000,1733.5535000000,1733.6965000000,1732.5100000000,1732.5630000000,0.34
1616562300,1732.5695000000,1733.9215000000,1732.5645000000,1733.3915000000,0.33
1616562600,1733.3765000000,1733.8015000000,1733.1750000000,1733.6715000000,0.29
1616562900,1733.6765000000,1733.8265000000,1732.3465000000,1732.5035000000,0.37
1616563200,1732.5135000000,1732.7865000000,1732.2380000000,1732.5600000000,0.32
1616563500,1732.5595000000,1732.7000000000,1732.2015000000,1732.2015000000,0.49
1616563800,1732.2065000000,1733.7085000000,1731.9230000000,1733.1880000000,0.69
1616564100,1733.1885000000,1733.2280000000,1731.4830000000,1731.7035000000,0.61
1616564400,1731.6980000000,1732.3200000000,1731.5930000000,1732.0980000000,0.48
1616564700,1732.0930000000,1732.7335000000,1731.8785000000,1732.4215000000,0.41
1616565000,1732.4115000000,1732.6570000000,1731.7115000000,1731.7635000000,0.38
1616565300,1731.7385000000,1732.0165000000,1731.1335000000,1731.3650000000,0.62
1616565600,1731.3785000000,1732.0985000000,1731.3585000000,1731.6280000000,0.49
1616565900,1731.5935000000,1732.1900000000,1731.0185000000,1731.6385000000,0.70
1616566200,1731.6535000000,1731.7335000000,1730.5885000000,1730.7585000000,0.61
1616566500,1730.7535000000,1731.1315000000,1729.7765000000,1730.4765000000,0.67
1616566800,1730.4965000000,1730.8415000000,1729.8650000000,1730.1235000000,0.55
1616567100,1730.1185000000,1730.2845000000,1729.6000000000,1729.8620000000,0.69
1616567400,1729.8405000000,1730.8335000000,1729.8405000000,1730.6765000000,0.39
1616567700,1730.6150000000,1730.9970000000,1730.3305000000,1730.7850000000,0.46
1616568000,1730.7950000000,1731.0215000000,1730.5485000000,1730.9615000000,0.39
1616568300,1730.9850000000,1731.6355000000,1730.9135000000,1731.5830000000,0.48
1616568600,1731.5880000000,1731.7035000000,1731.2585000000,1731.6085000000,0.38
1616568900,1731.6035000000,1731.6635000000,1731.0080000000,1731.1135000000,0.42
1616569200,1731.1085000000,1732.1650000000,1730.3335000000,1730.5050000000,0.57
1616569500,1730.5180000000,1730.9115000000,1729.9665000000,1730.4715000000,0.72
1616569800,1730.4865000000,1730.5765000000,1729.5805000000,1729.7150000000,0.51
1616570100,1729.7145000000,1730.1865000000,1728.6885000000,1728.7435000000,0.49
1616570400,1728.7430000000,1729.0050000000,1727.6830000000,1727.8250000000,0.57
1616570700,1727.7905000000,1728.1335000000,1727.4880000000,1727.9685000000,0.54
1616571000,1727.9635000000,1728.5435000000,1727.2445000000,1727.9365000000,0.68
1616571300,1727.9415000000,1729.0420000000,1727.6450000000,1729.0170000000,0.48
1616571600,1729.0320000000,1729.4300000000,1728.5130000000,1729.2035000000,0.56
1616571900,1729.2135000000,1729.5000000000,1728.5835000000,1729.4100000000,0.55
1616572200,1729.3630000000,1729.5815000000,1727.9315000000,1728.0115000000,0.55
1616572500,1728.0165000000,1729.3030000000,1728.0165000000,1728.9295000000,0.40
1616572800,1728.9200000000,1729.8405000000,1728.2035000000,1728.4465000000,0.74
1616573100,1728.4250000000,1729.6865000000,1728.1650000000,1729.6815000000,0.63
1616573400,1729.6865000000,1729.7015000000,1728.2115000000,1729.1165000000,0.54
1616573700,1729.1745000000,1729.9800000000,1729.1745000000,1729.4450000000,0.65
1616574000,1729.4550000000,1729.5515000000,1728.8650000000,1729.4255000000,0.54
1616574300,1729.4205000000,1729.7365000000,1728.5150000000,1729.0595000000,0.50
1616574600,1729.0765000000,1729.5995000000,1728.2215000000,1729.1315000000,0.90
1616574900,1729.1265000000,1730.1635000000,1729.1215000000,1729.4735000000,0.65
1616575200,1729.4865000000,1730.0315000000,1729.3635000000,1729.7550000000,0.50
1616575500,1729.7200000000,1730.6985000000,1729.1405000000,1730.5600000000,0.59
1616575800,1730.5985000000,1730.8950000000,1730.1715000000,1730.4900000000,0.60
1616576100,1730.4700000000,1731.2235000000,1730.3135000000,1731.1335000000,0.59
1616576400,1731.1585000000,1731.5465000000,1730.8235000000,1731.3850000000,0.67
1616576700,1731.4200000000,1731.9665000000,1731.2315000000,1731.9065000000,0.42
1616577000,1731.9115000000,1733.3200000000,1731.8100000000,1732.7285000000,0.68
1616577300,1732.7235000000,1733.3635000000,1732.4685000000,1732.9865000000,0.51
