ts,o,h,l,c,v
1613001600,1842.0850000000,1842.2100000000,1841.5450000000,1841.7000000000,0.06
1613001900,1841.7685000000,1841.9950000000,1841.2600000000,1841.3400000000,0.16
1613002200,1841.3550000000,1841.4550000000,1841.0950000000,1841.2800000000,0.11
1613002500,1841.2900000000,1841.9500000000,1840.8850000000,1841.0335000000,0.18
1613002800,1841.0385000000,1841.6835000000,1841.0385000000,1841.4535000000,0.15
1613003100,1841.4635000000,1841.9735000000,1841.4585000000,1841.7935000000,0.15
1613003400,1841.8035000000,1842.1070000000,1841.7735000000,1841.7985000000,0.16
1613003700,1841.7935000000,1841.7985000000,1841.0265000000,1841.5785000000,0.14
1613004000,1841.5655000000,1841.6135000000,1840.3910000000,1840.6785000000,0.15
1613004300,1840.7285000000,1840.9205000000,1840.3935000000,1840.5400000000,0.18
1613004600,1840.5550000000,1840.6450000000,1840.0515000000,1840.0515000000,0.11
1613004900,1840.0465000000,1840.3715000000,1839.8235000000,1839.8765000000,0.14
1613005200,1839.8665000000,1840.9600000000,1839.3815000000,1840.8100000000,0.27
1613005500,1840.8000000000,1841.0000000000,1840.5300000000,1840.5315000000,0.12
1613005800,1840.5350000000,1840.9200000000,1840.5315000000,1840.7150000000,0.08
1613006100,1840.6550000000,1840.9715000000,1840.0850000000,1840.7865000000,0.14
1613006400,1840.7215000000,1841.2365000000,1840.7215000000,1841.1165000000,0.17
1613006700,1841.1265000000,1841.1485000000,1840.5065000000,1840.7315000000,0.08
1613007000,1840.7335000000,1840.8450000000,1840.3165000000,1840.7065000000,0.14
1613007300,1840.6265000000,1840.9750000000,1840.2115000000,1840.4600000000,0.14
1613007600,1840.4700000000,1840.4700000000,1837.3940000000,1838.8150000000,0.51
1613007900,1838.9000000000,1839.5350000000,1838.0865000000,1838.6650000000,0.24
1613008200,1838.7000000000,1838.7300000000,1837.7885000000,1838.1035000000,0.21
1613008500,1838.1185000000,1838.9535000000,1838.1185000000,1838.7935000000,0.19
1613008800,1838.8135000000,1838.8135000000,1838.2385000000,1838.3995000000,0.24
1613009100,1838.3835000000,1838.3855000000,1836.6060000000,1836.9400000000,0.47
1613009400,1836.9500000000,1837.8150000000,1836.7065000000,1837.8150000000,0.27
1613009700,1837.8100000000,1838.2300000000,1837.0665000000,1837.4000000000,0.26
1613010000,1837.4450000000,1837.7400000000,1836.7850000000,1837.2300000000,0.23
1613010300,1837.2385000000,1837.7250000000,1837.2000000000,1837.2000000000,0.26
1613010600,1837.1550000000,1837.1550000000,1836.1135000000,1836.1685000000,0.21
1613010900,1836.1610000000,1836.9300000000,1835.2000000000,1836.8980000000,0.40
1613011200,1836.8860000000,1837.5205000000,1836.8050000000,1837.4450000000,0.25
1613011500,1837.4550000000,1838.1450000000,1836.9850000000,1837.9450000000,0.21
1613011800,1837.9350000000,1838.3050000000,1837.5250000000,1837.7750000000,0.19
1613012100,1837.7850000000,1838.1435000000,1837.2950000000,1837.9585000000,0.30
1613012400,1837.9485000000,1838.4985000000,1837.7300000000,1837.8335000000,0.21
1613012700,1837.8350000000,1838.1100000000,1837.1635000000,1837.3785000000,0.17
1613013000,1837.3505000000,1837.4835000000,1837.1435000000,1837.1635000000,0.17
1613013300,1837.1935000000,1837.2785000000,1835.8135000000,1836.0085000000,0.23
1613013600,1836.0035000000,1836.3950000000,1834.1030000000,1835.8610000000,0.27
1613013900,1835.8810000000,1836.6900000000,1835.1150000000,1836.6300000000,0.29
1613014200,1836.6250000000,1836.6250000000,1835.8350000000,1836.0940000000,0.18
1613014500,1836.0890000000,1836.7350000000,1835.6700000000,1836.7350000000,0.21
1613014800,1836.7400000000,1837.2500000000,1836.4900000000,1836.9150000000,0.19
1613015100,1836.9700000000,1836.9800000000,1836.2300000000,1836.5150000000,0.16
1613015400,1836.5350000000,1837.4400000000,1836.4950000000,1837.2250000000,0.19
1613015700,1837.2100000000,1837.6125000000,1836.9410000000,1837.5710000000,0.35
1613016000,1837.5785000000,1837.9210000000,1837.0650000000,1837.2950000000,0.45
1613016300,1837.3550000000,1838.0650000000,1837.3550000000,1837.7015000000,0.23
1613016600,1837.6990000000,1838.3900000000,1837.5035000000,1838.2150000000,0.30
1613016900,1838.2050000000,1838.3950000000,1837.6350000000,1838.0450000000,0.22
1613017200,1838.0150000000,1838.0400000000,1837.4100000000,1837.4350000000,0.12
1613017500,1837.4250000000,1837.6800000000,1837.2050000000,1837.3015000000,0.16
1613017800,1837.3235000000,1838.0135000000,1837.2715000000,1837.6350000000,0.14
1613018100,1837.6150000000,1837.7600000000,1837.0250000000,1837.1250000000,0.14
1613018400,1837.1650000000,1837.1700000000,1836.5450000000,1836.7570000000,0.27
1613018700,1836.7575000000,1837.0175000000,1836.1765000000,1836.9855000000,0.29
1613019000,1836.9785000000,1837.0175000000,1836.1740000000,1836.1840000000,0.34
1613019300,1836.1775000000,1836.1840000000,1835.5715000000,1835.8285000000,0.33
1613019600,1835.8335000000,1835.9835000000,1835.1765000000,1835.4915000000,0.33
1613019900,1835.4865000000,1836.3700000000,1835.3015000000,1836.1115000000,0.14
1613020200,1836.1015000000,1836.1915000000,1835.6150000000,1835.9950000000,0.12
1613020500,1836.0100000000,1836.9160000000,1835.8700000000,1836.5585000000,0.26
1613020800,1836.5435000000,1837.0335000000,1836.0465000000,1836.7650000000,0.28
1613021100,1836.7500000000,1837.3250000000,1836.6050000000,1837.1650000000,0.16
1613021400,1837.1600000000,1837.1700000000,1836.0250000000,1836.9860000000,0.20
1613021700,1836.9510000000,1837.3835000000,1836.9510000000,1837.3290000000,0.16
1613022000,1837.3340000000,1837.3540000000,1836.7460000000,1836.9210000000,0.23
1613022300,1836.8900000000,1836.9050000000,1836.3500000000,1836.7250000000,0.14
1613022600,1836.7350000000,1837.3685000000,1836.7050000000,1837.0215000000,0.18
1613022900,1837.0165000000,1837.5260000000,1836.7515000000,1837.0135000000,0.21
1613023200,1837.0050000000,1837.3015000000,1836.8565000000,1837.2400000000,0.22
1613023500,1837.2300000000,1837.5400000000,1836.4950000000,1836.5100000000,0.17
1613023800,1836.5200000000,1837.1035000000,1836.5050000000,1837.1035000000,0.21
