ts,o,h,l,c,v
1615420800,1726.7695000000,1728.0095000000,1726.5415000000,1727.8905000000,0.28
1615421100,1727.8535000000,1727.9805000000,1726.9405000000,1727.3155000000,0.18
1615421400,1727.3105000000,1727.6380000000,1726.7605000000,1726.9145000000,0.14
1615421700,1726.8750000000,1727.4965000000,1726.6705000000,1726.7405000000,0.23
1615422000,1726.7570000000,1727.0370000000,1726.6185000000,1726.6435000000,0.14
1615422300,1726.6485000000,1726.7055000000,1725.2150000000,1725.3650000000,0.33
1615422600,1725.3550000000,1725.9995000000,1725.1945000000,1725.4215000000,0.24
1615422900,1725.3865000000,1725.9465000000,1725.1755000000,1725.8485000000,0.26
1615423200,1725.9235000000,1725.9500000000,1725.2385000000,1725.3035000000,0.26
1615423500,1725.3405000000,1725.4345000000,1724.9050000000,1725.1460000000,0.25
1615423800,1725.1660000000,1725.2550000000,1724.2180000000,1724.8020000000,0.34
1615424100,1724.8005000000,1725.4280000000,1724.7505000000,1725.0400000000,0.23
1615424400,1725.0080000000,1725.0080000000,1723.3345000000,1723.9850000000,0.60
1615424700,1723.9800000000,1724.9865000000,1723.8500000000,1724.6545000000,0.43
1615425000,1724.6945000000,1725.4960000000,1724.1635000000,1725.4560000000,0.42
1615425300,1725.4710000000,1727.3045000000,1725.3395000000,1726.2645000000,0.64
1615425600,1726.2495000000,1726.4355000000,1725.4165000000,1725.4365000000,0.35
1615425900,1725.4375000000,1726.4365000000,1725.4375000000,1726.0335000000,0.47
1615426200,1726.0435000000,1727.5865000000,1725.9385000000,1726.0895000000,0.63
1615426500,1726.0995000000,1726.3915000000,1724.7980000000,1724.8510000000,0.54
1615426800,1724.8540000000,1725.2345000000,1724.3030000000,1724.4245000000,0.58
1615427100,1724.4345000000,1726.0255000000,1724.4345000000,1726.0255000000,0.59
1615427400,1726.0285000000,1726.8835000000,1726.0200000000,1726.2550000000,0.45
1615427700,1726.2300000000,1726.6285000000,1725.8105000000,1726.1950000000,0.52
1615428000,1726.2600000000,1727.5200000000,1726.2600000000,1727.3285000000,0.62
1615428300,1727.3335000000,1730.4750000000,1727.3285000000,1730.1385000000,0.67
1615428600,1730.1435000000,1730.3565000000,1729.4880000000,1729.9295000000,0.53
1615428900,1729.9445000000,1730.2755000000,1729.6405000000,1730.0745000000,0.30
1615429200,1730.0795000000,1730.9535000000,1729.9130000000,1730.6535000000,0.60
1615429500,1730.6505000000,1731.0870000000,1730.3785000000,1730.9900000000,0.34
1615429800,1731.0070000000,1732.3220000000,1730.7855000000,1732.0050000000,0.72
1615430100,1732.0055000000,1732.3140000000,1730.8365000000,1731.3715000000,0.44
1615430400,1731.3515000000,1731.6325000000,1730.7695000000,1730.8345000000,0.46
1615430700,1730.8395000000,1731.2385000000,1730.6820000000,1730.9085000000,0.46
1615431000,1730.9230000000,1731.0330000000,1729.2955000000,1729.7320000000,0.47
1615431300,1729.7170000000,1730.3520000000,1729.4085000000,1730.1570000000,0.46
1615431600,1730.1520000000,1731.1865000000,1729.8715000000,1730.7905000000,0.51
1615431900,1730.7985000000,1731.6515000000,1730.7305000000,1731.5150000000,0.47
1615432200,1731.5250000000,1732.4735000000,1731.1180000000,1732.3885000000,0.52
1615432500,1732.4090000000,1733.5845000000,1732.3955000000,1732.7765000000,0.60
1615432800,1732.7815000000,1733.4015000000,1732.6120000000,1732.9380000000,0.51
1615433100,1732.9415000000,1734.0050000000,1732.9370000000,1733.8805000000,0.58
1615433400,1733.8745000000,1734.3920000000,1733.4840000000,1734.3320000000,0.41
1615433700,1734.3310000000,1734.6815000000,1733.1415000000,1733.2400000000,0.36
1615434000,1733.2220000000,1733.2400000000,1731.1675000000,1731.4945000000,0.49
1615434300,1731.4995000000,1732.5725000000,1731.4995000000,1732.1450000000,0.32
1615434600,1732.0500000000,1732.1005000000,1731.7265000000,1732.0920000000,0.21
1615434900,1732.0670000000,1732.0670000000,1731.4705000000,1731.8610000000,0.40
1615435200,1731.8550000000,1732.3205000000,1731.0920000000,1732.0185000000,0.31
1615435500,1732.0280000000,1732.6245000000,1731.7605000000,1732.4900000000,0.24
1615435800,1732.4950000000,1732.9700000000,1731.7830000000,1731.7980000000,0.23
1615436100,1731.7135000000,1731.8365000000,1730.9180000000,1731.7220000000,0.24
1615436400,1731.7320000000,1731.8235000000,1731.1880000000,1731.2445000000,0.16
1615436700,1731.2895000000,1731.8865000000,1731.2895000000,1731.4750000000,0.16
1615437000,1731.4800000000,1731.7065000000,1731.1070000000,1731.1365000000,0.17
1615437300,1731.1465000000,1731.7765000000,1731.0115000000,1731.7015000000,0.22
1615437600,1731.6965000000,1731.7865000000,1731.4330000000,1731.6895000000,0.24
1615437900,1731.6995000000,1731.7815000000,1731.2170000000,1731.2470000000,0.22
1615438200,1731.2255000000,1731.6320000000,1731.1555000000,1731.4770000000,0.16
1615438500,1731.4805000000,1732.4120000000,1731.3870000000,1732.2920000000,0.18
1615438800,1732.2820000000,1732.2870000000,1731.6950000000,1732.1335000000,0.25
1615439100,1732.1135000000,1733.0345000000,1732.1135000000,1732.7580000000,0.24
1615439400,1732.7530000000,1733.1080000000,1732.3605000000,1732.9230000000,0.21
1615439700,1732.9180000000,1733.2535000000,1732.5335000000,1732.7235000000,0.26
1615440000,1732.7135000000,1733.1800000000,1731.6365000000,1731.9015000000,0.37
1615440300,1731.8915000000,1732.1895000000,1731.7855000000,1732.1315000000,0.40
1615440600,1732.1365000000,1735.0155000000,1732.1365000000,1734.4675000000,0.69
1615440900,1734.5000000000,1734.7420000000,1733.3620000000,1733.4020000000,0.48
1615441200,1733.4320000000,1734.1270000000,1732.8920000000,1733.6520000000,0.47
1615441500,1733.5805000000,1735.0815000000,1733.5650000000,1734.4705000000,0.67
1615441800,1734.4680000000,1735.1040000000,1734.4680000000,1734.8350000000,0.43
1615442100,1734.8270000000,1736.0000000000,1734.8050000000,1735.6900000000,0.46
1615442400,1735.6870000000,1735.7700000000,1734.5120000000,1734.5205000000,0.67
1615442700,1734.5185000000,1735.0185000000,1733.7040000000,1734.9935000000,0.59
1615443000,1735.0055000000,1735.6105000000,1734.1985000000,1734.1985000000,0.48
1615443300,1734.2265000000,1734.6105000000,1733.7570000000,1734.0470000000,0.36
1615443600,1734.0570000000,1734.1195000000,1733.2250000000,1733.8365000000,0.55
1615443900,1733.8315000000,1733.8830000000,1733.2545000000,1733.4265000000,0.44
1615444200,1733.4315000000,1733.7600000000,1733.1370000000,1733.3900000000,0.49
1615444500,1733.4580000000,1733.7845000000,1732.6000000000,1732.7920000000,0.38
1615444800,1732.7870000000,1734.5930000000,1732.7720000000,1733.9455000000,0.52
1615445100,1733.9355000000,1735.0820000000,1733.8205000000,1734.7935000000,0.53
1615445400,1734.7885000000,1734.8200000000,1733.2795000000,1733.7200000000,0.33
1615445700,1733.6965000000,1733.8400000000,1732.3575000000,1732.3910000000,0.50
1615446000,1732.3985000000,1733.1895000000,1731.4855000000,1732.7930000000,0.47
1615446300,1732.7780000000,1733.6835000000,1731.9905000000,1733.6785000000,0.34
1615446600,1733.6735000000,1734.8900000000,1733.3505000000,1734.7045000000,0.49
1615446900,1734.6945000000,1735.4785000000,1734.2985000000,1734.4335000000,0.60
1615447200,1734.4535000000,1735.9000000000,1734.3635000000,1735.7470000000,0.53
1615447500,1735.7550000000,1737.1785000000,1735.7550000000,1736.5465000000,0.63
1615447800,1736.5615000000,1737.2085000000,1736.0895000000,1736.8805000000,0.44
1615448100,1736.8905000000,1737.3965000000,1736.7255000000,1737.3300000000,0.38
