ts,o,h,l,c,v
1612483200,1795.9885000000,1796.7185000000,1795.6750000000,1796.7135000000,0.31
1612483500,1796.7035000000,1796.7285000000,1796.1280000000,1796.2380000000,0.21
1612483800,1796.2680000000,1796.8630000000,1795.7730000000,1796.1580000000,0.17
1612484100,1796.1680000000,1797.1810000000,1796.1430000000,1797.1630000000,0.18
1612484400,1797.1580000000,1797.3230000000,1796.9800000000,1797.1400000000,0.16
1612484700,1797.1250000000,1797.5680000000,1796.8230000000,1797.3930000000,0.17
1612485000,1797.3680000000,1797.8130000000,1797.2980000000,1797.5930000000,0.15
1612485300,1797.5880000000,1797.5980000000,1796.0070000000,1796.0070000000,0.21
1612485600,1795.9990000000,1796.2590000000,1795.5465000000,1795.5820000000,0.23
1612485900,1795.5770000000,1796.1220000000,1795.2290000000,1795.3250000000,0.20
1612486200,1795.3100000000,1795.6450000000,1794.6050000000,1794.7640000000,0.30
1612486500,1794.7570000000,1795.4570000000,1794.4020000000,1795.1390000000,0.28
1612486800,1795.1340000000,1795.8010000000,1793.1740000000,1794.3385000000,0.79
1612487100,1794.3285000000,1794.6185000000,1792.1850000000,1792.7585000000,0.50
1612487400,1792.8335000000,1794.5700000000,1792.7985000000,1793.6450000000,0.56
1612487700,1793.6750000000,1794.9385000000,1793.6750000000,1794.4850000000,0.54
1612488000,1794.4910000000,1796.3485000000,1794.4870000000,1796.0740000000,0.69
1612488300,1796.0710000000,1797.1035000000,1795.7985000000,1796.8585000000,0.38
1612488600,1796.8535000000,1797.3735000000,1796.0585000000,1796.4700000000,0.45
1612488900,1796.4790000000,1797.0835000000,1795.3280000000,1795.3280000000,0.35
1612489200,1795.3330000000,1797.0605000000,1795.2130000000,1796.7980000000,0.31
1612489500,1796.8030000000,1797.0285000000,1795.7470000000,1795.7575000000,0.47
1612489800,1795.7765000000,1796.8450000000,1795.6735000000,1796.0050000000,0.47
1612490100,1795.9700000000,1796.8385000000,1795.6325000000,1796.6755000000,0.62
1612490400,1796.6785000000,1797.8600000000,1796.6285000000,1797.0420000000,0.57
1612490700,1797.0425000000,1797.6885000000,1796.7200000000,1797.1630000000,0.37
1612491000,1797.1680000000,1797.5600000000,1796.7630000000,1797.3330000000,0.40
1612491300,1797.2885000000,1797.4635000000,1796.5830000000,1796.8250000000,0.38
1612491600,1796.8300000000,1796.9300000000,1796.3670000000,1796.6405000000,0.47
1612491900,1796.6255000000,1796.7690000000,1796.2905000000,1796.6325000000,0.31
1612492200,1796.6315000000,1796.8150000000,1794.8260000000,1795.0985000000,0.63
1612492500,1795.1035000000,1795.5685000000,1793.8750000000,1794.7185000000,0.43
1612492800,1794.7285000000,1795.0435000000,1793.4700000000,1793.8405000000,0.45
1612493100,1793.8250000000,1794.7935000000,1793.2455000000,1794.7935000000,0.43
1612493400,1794.8735000000,1794.8735000000,1794.0800000000,1794.1920000000,0.38
1612493700,1794.1745000000,1795.4030000000,1794.1475000000,1794.7480000000,0.66
1612494000,1794.7385000000,1795.2080000000,1794.2325000000,1794.9130000000,0.46
1612494300,1794.9180000000,1796.3530000000,1794.8270000000,1796.3200000000,0.34
1612494600,1796.3300000000,1796.7530000000,1795.7780000000,1796.0230000000,0.28
1612494900,1796.0030000000,1796.3530000000,1795.5125000000,1795.6480000000,0.29
1612495200,1795.6380000000,1796.2130000000,1795.5430000000,1795.6880000000,0.27
1612495500,1795.6780000000,1795.9280000000,1795.2080000000,1795.8880000000,0.22
1612495800,1795.8780000000,1796.0330000000,1795.5080000000,1796.0330000000,0.14
1612496100,1796.0730000000,1796.0730000000,1795.5880000000,1795.8030000000,0.13
1612496400,1795.7880000000,1796.0180000000,1795.3630000000,1795.5680000000,0.15
1612496700,1795.5780000000,1795.7530000000,1794.9730000000,1795.0980000000,0.18
1612497000,1795.1755000000,1795.2630000000,1794.6810000000,1794.7760000000,0.13
1612497300,1794.7810000000,1795.1220000000,1794.5170000000,1795.0720000000,0.24
1612497600,1795.0820000000,1795.7720000000,1794.8015000000,1795.3070000000,0.27
1612497900,1795.3020000000,1795.7870000000,1795.0865000000,1795.0970000000,0.18
1612498200,1795.0815000000,1795.4420000000,1794.9965000000,1795.0865000000,0.15
1612498500,1795.1570000000,1795.2170000000,1794.5965000000,1794.6370000000,0.22
1612498800,1794.7420000000,1795.2570000000,1794.7270000000,1794.8120000000,0.18
1612499100,1794.8130000000,1795.2040000000,1794.7270000000,1795.0320000000,0.26
1612499400,1795.0220000000,1795.1720000000,1794.0715000000,1794.3870000000,0.44
1612499700,1794.3970000000,1794.8150000000,1794.1020000000,1794.1815000000,0.39
1612500000,1794.1835000000,1794.7850000000,1794.1115000000,1794.6020000000,0.38
1612500300,1794.6065000000,1795.3430000000,1794.6065000000,1795.3120000000,0.40
1612500600,1795.3180000000,1795.6405000000,1795.0765000000,1795.1085000000,0.42
1612500900,1795.1320000000,1795.3765000000,1794.6235000000,1795.3765000000,0.36
1612501200,1795.3845000000,1796.0670000000,1795.1270000000,1795.8100000000,0.45
1612501500,1795.7950000000,1795.9700000000,1795.5965000000,1795.8910000000,0.45
1612501800,1795.8905000000,1796.3615000000,1795.8880000000,1796.1420000000,0.38
1612502100,1796.1505000000,1797.0300000000,1796.1115000000,1796.7250000000,0.25
1612502400,1796.7350000000,1797.3370000000,1796.7350000000,1797.0330000000,0.38
1612502700,1797.0575000000,1797.2460000000,1796.8145000000,1796.8720000000,0.40
1612503000,1796.8560000000,1798.1925000000,1796.7270000000,1798.1195000000,1.08
1612503300,1798.1095000000,1798.7215000000,1797.8620000000,1798.5365000000,0.72
1612503600,1798.5265000000,1799.1450000000,1797.6540000000,1798.1905000000,0.88
1612503900,1798.2055000000,1798.3205000000,1796.9190000000,1797.1630000000,0.92
1612504200,1797.1245000000,1797.8965000000,1796.8270000000,1797.5550000000,0.65
1612504500,1797.5450000000,1797.8780000000,1797.1610000000,1797.8780000000,0.37
1612504800,1797.8930000000,1798.2130000000,1797.1180000000,1797.5600000000,0.30
1612505100,1797.6350000000,1798.2410000000,1796.7810000000,1796.8880000000,0.30
1612505400,1796.9100000000,1797.5780000000,1796.5280000000,1797.1680000000,0.26
1612505700,1797.1730000000,1798.2810000000,1797.1680000000,1797.3750000000,0.32
1612506000,1797.3600000000,1797.9245000000,1796.8600000000,1797.6835000000,0.22
1612506300,1797.6785000000,1798.3235000000,1797.6085000000,1797.8410000000,0.25
1612506600,1797.8310000000,1798.2510000000,1797.7010000000,1798.0085000000,0.25
1612506900,1798.0185000000,1798.1500000000,1796.2970000000,1797.3185000000,0.33
1612507200,1797.3135000000,1797.9500000000,1796.8950000000,1797.0750000000,0.22
1612507500,1797.0450000000,1797.5640000000,1796.7760000000,1796.9285000000,0.25
1612507800,1796.9335000000,1797.6235000000,1796.6935000000,1797.2805000000,0.28
1612508100,1797.2855000000,1797.5285000000,1796.8835000000,1797.2835000000,0.25
1612508400,1797.3455000000,1797.5085000000,1796.6035000000,1797.3750000000,0.27
1612508700,1797.3850000000,1799.3535000000,1797.3850000000,1799.0965000000,0.60
1612509000,1799.0865000000,1799.6540000000,1798.9995000000,1799.3810000000,0.46
1612509300,1799.3710000000,1799.6085000000,1798.7110000000,1798.9260000000,0.40
1612509600,1798.9160000000,1799.0910000000,1798.2055000000,1798.4530000000,0.42
1612509900,1798.4445000000,1799.4585000000,1797.9915000000,1799.1935000000,0.38
1612510200,1799.1885000000,1800.2900000000,1798.7995000000,1799.3350000000,0.57
1612510500,1799.4100000000,1799.7450000000,1799.1650000000,1799.3565000000,0.37
1612510800,1799.3580000000,1799.5250000000,1798.6850000000,1798.8610000000,0.38
1612511100,1798.8660000000,1798.9750000000,1798.2610000000,1798.6750000000,0.27
1612511400,1798.6100000000,1799.2835000000,1798.5810000000,1798.6410000000,0.34
1612511700,1798.6360000000,1798.8910000000,1798.3060000000,1798.8575000000,0.42
1612512000,1798.8525000000,1799.4635000000,1798.3355000000,1799.1165000000,1.01
1612512300,1799.1140000000,1800.5175000000,1798.7730000000,1800.3400000000,0.93
1612512600,1800.3395000000,1808.3135000000,1800.3040000000,1807.5550000000,1.13
1612512900,1807.6300000000,1807.6535000000,1805.4355000000,1806.7610000000,1.17
1612513200,1806.7810000000,1809.2185000000,1806.0950000000,1808.9300000000,1.00
1612513500,1808.9250000000,1811.2945000000,1808.6150000000,1810.2465000000,1.26
1612513800,1810.2365000000,1811.3665000000,1810.2365000000,1810.5400000000,1.00
1612514100,1810.5300000000,1810.9500000000,1808.7035000000,1809.3665000000,1.08
1612514400,1809.3605000000,1809.3605000000,1807.5100000000,1807.9415000000,0.67
1612514700,1807.9515000000,1808.3255000000,1807.2195000000,1807.4665000000,0.66
1612515000,1807.4765000000,1807.6765000000,1806.9465000000,1807.4235000000,0.53
1612515300,1807.4335000000,1808.9740000000,1807.4250000000,1808.5065000000,0.79
1612515600,1808.5250000000,1808.9700000000,1807.4165000000,1807.6115000000,0.53
1612515900,1807.5815000000,1807.8305000000,1806.0765000000,1806.0815000000,0.47
1612516200,1806.0790000000,1807.3600000000,1806.0530000000,1806.0850000000,0.41
1612516500,1806.0900000000,1806.4050000000,1804.1150000000,1805.3285000000,0.73
