ts,o,h,l,c,v
1610409600,1847.3535000000,1848.2200000000,1846.6550000000,1847.7400000000,0.19
1610409900,1847.7650000000,1847.7650000000,1846.2035000000,1846.2835000000,0.15
1610410200,1846.2785000000,1846.7435000000,1845.3285000000,1845.3285000000,0.17
1610410500,1845.3635000000,1845.7035000000,1844.5585000000,1844.9485000000,0.27
1610410800,1844.9285000000,1846.0200000000,1844.2615000000,1845.8930000000,0.16
1610411100,1845.9900000000,1846.4095000000,1844.6165000000,1844.9335000000,0.24
1610411400,1844.9435000000,1845.2930000000,1843.9485000000,1844.9315000000,0.29
1610411700,1844.9935000000,1846.2570000000,1844.7715000000,1845.9535000000,0.15
1610412000,1846.0020000000,1846.3200000000,1845.5535000000,1845.6015000000,0.13
1610412300,1845.7470000000,1847.1515000000,1845.5665000000,1846.5415000000,0.26
1610412600,1846.4515000000,1846.9315000000,1845.4115000000,1845.7615000000,0.14
1610412900,1845.6765000000,1845.7615000000,1844.8350000000,1845.1600000000,0.14
1610413200,1845.1385000000,1847.1500000000,1841.8865000000,1842.5215000000,0.61
1610413500,1842.3885000000,1844.5015000000,1841.3685000000,1844.4900000000,0.50
1610413800,1844.5015000000,1845.9900000000,1844.5015000000,1845.0000000000,0.26
1610414100,1845.0200000000,1845.3250000000,1843.3385000000,1843.9450000000,0.32
1610414400,1843.9550000000,1844.0800000000,1842.2750000000,1842.8065000000,0.54
1610414700,1842.8015000000,1843.5650000000,1841.5300000000,1843.3800000000,0.63
1610415000,1843.4350000000,1844.9765000000,1843.2535000000,1844.6815000000,0.76
1610415300,1844.6765000000,1844.8815000000,1842.8365000000,1843.3615000000,0.60
1610415600,1843.3565000000,1844.3670000000,1842.5535000000,1844.3265000000,0.37
1610415900,1844.3415000000,1844.9585000000,1843.4550000000,1844.4085000000,0.73
1610416200,1844.4135000000,1846.1820000000,1844.4135000000,1845.4985000000,0.45
1610416500,1845.4965000000,1846.4815000000,1845.4465000000,1846.0015000000,0.38
1610416800,1846.0365000000,1846.3965000000,1845.6065000000,1845.7515000000,0.28
1610417100,1845.7535000000,1846.7265000000,1845.7085000000,1846.0570000000,0.31
1610417400,1846.0550000000,1846.0550000000,1845.4685000000,1846.0015000000,0.24
1610417700,1846.0165000000,1847.0385000000,1845.6615000000,1846.4400000000,0.28
1610418000,1846.4390000000,1847.6085000000,1846.3310000000,1847.4235000000,0.34
1610418300,1847.4900000000,1848.5620000000,1847.1935000000,1848.5620000000,0.30
1610418600,1848.5765000000,1848.6555000000,1847.3765000000,1848.1385000000,0.49
1610418900,1848.1485000000,1849.3335000000,1848.1485000000,1848.6015000000,0.34
1610419200,1848.6065000000,1848.6915000000,1846.5515000000,1846.5515000000,0.28
1610419500,1846.5465000000,1846.9285000000,1845.2415000000,1846.5135000000,0.73
1610419800,1846.4840000000,1846.6985000000,1845.9585000000,1846.5565000000,0.20
1610420100,1846.5525000000,1847.7405000000,1846.5365000000,1847.4735000000,0.67
1610420400,1847.4745000000,1849.1485000000,1847.3545000000,1848.4960000000,0.52
1610420700,1848.4950000000,1849.0450000000,1848.2210000000,1848.6400000000,0.61
1610421000,1848.6580000000,1848.9515000000,1848.3365000000,1848.4715000000,0.24
1610421300,1848.4665000000,1850.1565000000,1848.3465000000,1849.9685000000,0.36
1610421600,1849.9635000000,1850.6615000000,1849.7915000000,1850.6215000000,0.32
1610421900,1850.6165000000,1850.7035000000,1850.1165000000,1850.5635000000,0.26
1610422200,1850.5280000000,1851.9765000000,1849.9920000000,1851.8155000000,0.39
1610422500,1851.8145000000,1851.8915000000,1850.6400000000,1851.2165000000,0.17
1610422800,1851.1765000000,1851.1765000000,1850.2900000000,1850.9685000000,0.15
1610423100,1850.8885000000,1851.1135000000,1850.6185000000,1850.8035000000,0.08
1610423400,1850.7985000000,1850.7985000000,1850.3400000000,1850.5015000000,0.15
1610423700,1850.5065000000,1850.5095000000,1849.4665000000,1849.8765000000,0.12
1610424000,1849.7865000000,1850.3675000000,1849.4465000000,1849.9465000000,0.17
1610424300,1849.9415000000,1850.8465000000,1849.8965000000,1850.8015000000,0.13
1610424600,1850.8415000000,1851.3115000000,1850.8415000000,1851.2765000000,0.14
1610424900,1851.2665000000,1851.7165000000,1851.2665000000,1851.3600000000,0.12
1610425200,1851.3285000000,1851.3450000000,1850.1250000000,1850.2100000000,0.13
1610425500,1850.2415000000,1851.4215000000,1850.2415000000,1850.5565000000,0.39
