ts,o,h,l,c,v
1613347200,1821.0085000000,1821.5550000000,1820.5115000000,1821.5550000000,0.30
1613347500,1821.5700000000,1821.8150000000,1820.5165000000,1820.5665000000,0.19
1613347800,1820.5465000000,1820.5615000000,1820.1050000000,1820.2650000000,0.20
1613348100,1820.2850000000,1821.5650000000,1820.2500000000,1821.3450000000,0.18
1613348400,1821.3700000000,1822.1685000000,1821.1065000000,1822.0885000000,0.16
1613348700,1822.0785000000,1823.1510000000,1821.8865000000,1822.4815000000,0.29
1613349000,1822.4865000000,1822.8065000000,1821.6165000000,1822.0150000000,0.20
1613349300,1822.0000000000,1822.4535000000,1821.7150000000,1822.4185000000,0.15
1613349600,1822.4285000000,1822.4285000000,1821.8850000000,1822.3900000000,0.13
1613349900,1822.3750000000,1822.3950000000,1822.1000000000,1822.2150000000,0.12
1613350200,1822.2350000000,1823.2100000000,1822.1900000000,1822.8100000000,0.18
1613350500,1822.7600000000,1823.4335000000,1822.6100000000,1823.0750000000,0.18
1613350800,1823.1500000000,1823.7450000000,1822.9585000000,1823.1485000000,0.22
1613351100,1823.1435000000,1823.1550000000,1821.7985000000,1821.8535000000,0.22
1613351400,1821.8700000000,1822.6015000000,1821.6735000000,1822.5065000000,0.19
1613351700,1822.5115000000,1822.9015000000,1821.7565000000,1821.8600000000,0.26
1613352000,1821.8620000000,1823.3400000000,1821.7740000000,1822.9100000000,0.25
1613352300,1822.9150000000,1823.9050000000,1822.8400000000,1823.7035000000,0.16
1613352600,1823.7000000000,1824.6735000000,1823.6050000000,1824.6465000000,0.27
1613352900,1824.6500000000,1825.4450000000,1824.4535000000,1824.6050000000,0.35
1613353200,1824.5535000000,1824.7300000000,1824.1100000000,1824.7150000000,0.20
1613353500,1824.7000000000,1825.8150000000,1824.6865000000,1825.7650000000,0.20
1613353800,1825.7500000000,1827.0415000000,1825.6665000000,1826.9385000000,0.27
1613354100,1826.9500000000,1827.1185000000,1826.1780000000,1827.0900000000,0.54
1613354400,1827.0850000000,1827.1050000000,1826.0865000000,1826.1135000000,0.38
1613354700,1826.1285000000,1826.5150000000,1825.8710000000,1826.1465000000,0.39
1613355000,1826.1535000000,1826.3485000000,1825.8215000000,1825.8365000000,0.32
1613355300,1825.8435000000,1825.9965000000,1825.3115000000,1825.5150000000,0.22
1613355600,1825.5000000000,1826.3585000000,1825.4400000000,1825.8715000000,0.22
1613355900,1825.8385000000,1825.9915000000,1825.1150000000,1825.1750000000,0.23
1613356200,1825.1900000000,1825.3915000000,1824.9300000000,1825.0165000000,0.16
1613356500,1825.0215000000,1825.3015000000,1824.9465000000,1824.9865000000,0.12
1613356800,1824.9765000000,1825.0015000000,1824.3365000000,1824.4765000000,0.13
1613357100,1824.4250000000,1825.1360000000,1824.4250000000,1824.8615000000,0.15
1613357400,1824.8715000000,1825.1015000000,1824.8615000000,1824.9415000000,0.06
1613357700,1824.9315000000,1825.1185000000,1824.8365000000,1825.1185000000,0.05
