ts,o,h,l,c,v
1614038400,1810.5800000000,1810.6950000000,1809.2200000000,1809.2250000000,0.24
1614038700,1809.2400000000,1809.5900000000,1808.4015000000,1808.4315000000,0.23
1614039000,1808.4265000000,1809.7185000000,1808.3315000000,1809.6335000000,0.31
1614039300,1809.6385000000,1810.4485000000,1809.0545000000,1809.1350000000,0.25
1614039600,1809.1550000000,1809.3800000000,1808.5750000000,1808.7745000000,0.20
1614039900,1808.7795000000,1808.9900000000,1808.6265000000,1808.6965000000,0.18
1614040200,1808.7215000000,1808.9395000000,1808.5500000000,1808.6545000000,0.17
1614040500,1808.6495000000,1809.2405000000,1808.2465000000,1808.7565000000,0.28
1614040800,1808.7865000000,1809.5650000000,1808.1075000000,1809.4350000000,0.31
1614041100,1809.4200000000,1809.8765000000,1808.6815000000,1809.6365000000,0.24
1614041400,1809.6115000000,1810.0965000000,1809.5015000000,1809.9165000000,0.26
1614041700,1809.7775000000,1810.2950000000,1809.1865000000,1809.6855000000,0.27
1614042000,1809.7015000000,1810.6300000000,1808.1125000000,1808.2915000000,0.86
1614042300,1808.2965000000,1808.5065000000,1806.4700000000,1806.6500000000,0.76
1614042600,1806.6675000000,1808.9595000000,1806.3100000000,1808.7185000000,0.53
1614042900,1808.7145000000,1809.3225000000,1807.8625000000,1808.7975000000,0.46
1614043200,1808.7875000000,1809.3575000000,1808.1825000000,1809.3175000000,0.38
1614043500,1809.3325000000,1810.6035000000,1809.2075000000,1810.1395000000,0.46
1614043800,1810.1495000000,1811.7400000000,1809.2175000000,1809.5000000000,0.68
1614044100,1809.5250000000,1811.1335000000,1809.3290000000,1811.1185000000,0.54
1614044400,1811.0485000000,1813.4000000000,1810.7595000000,1813.3600000000,0.60
1614044700,1813.3635000000,1814.1735000000,1813.0750000000,1813.0750000000,0.56
1614045000,1813.0665000000,1813.6225000000,1812.1195000000,1812.8225000000,0.54
1614045300,1812.8325000000,1813.5875000000,1812.8275000000,1813.3025000000,0.43
1614045600,1813.2975000000,1813.7435000000,1811.7930000000,1811.8500000000,0.39
1614045900,1811.8470000000,1812.3400000000,1811.4925000000,1811.6005000000,0.37
1614046200,1811.5905000000,1812.8335000000,1811.5805000000,1812.7845000000,0.32
1614046500,1812.7795000000,1813.1235000000,1812.1215000000,1812.1565000000,0.24
1614046800,1812.1515000000,1812.2315000000,1811.2680000000,1811.4630000000,0.21
1614047100,1811.4580000000,1812.2845000000,1810.8555000000,1812.2845000000,0.28
1614047400,1812.2735000000,1814.1330000000,1812.2095000000,1813.6550000000,0.53
1614047700,1813.6600000000,1815.4655000000,1813.6600000000,1814.3955000000,0.58
1614048000,1814.4255000000,1814.4705000000,1813.6705000000,1814.2755000000,0.39
1614048300,1814.2705000000,1814.5630000000,1813.8140000000,1813.9105000000,0.34
1614048600,1813.9065000000,1815.0220000000,1813.9065000000,1814.4545000000,0.48
1614048900,1814.4495000000,1815.8320000000,1814.4335000000,1815.4000000000,0.45
1614049200,1815.3800000000,1816.0850000000,1814.8150000000,1815.3500000000,0.42
1614049500,1815.3700000000,1815.5400000000,1813.1280000000,1813.9700000000,0.55
1614049800,1813.9850000000,1814.0755000000,1813.0750000000,1813.3080000000,0.68
1614050100,1813.2805000000,1813.4150000000,1812.0880000000,1812.1400000000,0.49
1614050400,1812.1500000000,1812.5200000000,1811.5555000000,1811.9680000000,0.83
1614050700,1811.9730000000,1813.1085000000,1811.9730000000,1812.7685000000,0.51
1614051000,1812.7785000000,1812.7785000000,1812.3185000000,1812.6385000000,0.20
1614051300,1812.6235000000,1812.9035000000,1812.4785000000,1812.8870000000,0.14
1614051600,1812.8885000000,1813.1695000000,1812.5295000000,1812.8800000000,0.22
1614051900,1812.8950000000,1813.0585000000,1812.7150000000,1812.8650000000,0.12
