ts,o,h,l,c,v
1614816000,1710.5005000000,1710.5070000000,1708.8100000000,1709.9245000000,0.44
1614816300,1709.9395000000,1711.6045000000,1709.8245000000,1711.4495000000,0.39
1614816600,1711.4745000000,1712.8150000000,1711.4395000000,1711.4585000000,0.42
1614816900,1711.4800000000,1712.6905000000,1710.9850000000,1712.6355000000,0.32
1614817200,1712.5555000000,1712.8305000000,1712.2705000000,1712.4755000000,0.35
1614817500,1712.4605000000,1712.8200000000,1711.9865000000,1712.2245000000,0.23
1614817800,1712.2195000000,1714.3550000000,1712.1650000000,1714.2755000000,0.44
1614818100,1714.2905000000,1715.2605000000,1714.1200000000,1715.2055000000,0.39
1614818400,1715.1855000000,1715.6980000000,1714.7005000000,1715.3705000000,0.26
1614818700,1715.4205000000,1715.4920000000,1714.1145000000,1714.1620000000,0.24
1614819000,1714.1595000000,1715.2145000000,1714.0245000000,1714.4145000000,0.27
1614819300,1714.4095000000,1715.1695000000,1714.3395000000,1715.1045000000,0.25
1614819600,1715.0895000000,1716.3050000000,1711.9850000000,1712.6400000000,0.86
1614819900,1712.6300000000,1713.2650000000,1711.1245000000,1711.5495000000,0.53
1614820200,1711.5250000000,1713.6865000000,1711.4250000000,1713.5160000000,0.45
1614820500,1713.5305000000,1715.0380000000,1713.3350000000,1715.0285000000,0.48
1614820800,1715.0235000000,1715.0330000000,1714.1455000000,1714.3905000000,0.53
1614821100,1714.4205000000,1714.9605000000,1713.4610000000,1714.3055000000,0.56
1614821400,1714.3365000000,1716.1465000000,1713.8455000000,1715.9865000000,0.50
1614821700,1715.9765000000,1716.5735000000,1715.9300000000,1716.3805000000,0.48
1614822000,1716.3955000000,1716.8105000000,1715.9405000000,1715.9605000000,0.38
1614822300,1715.9455000000,1716.4305000000,1715.4295000000,1715.5595000000,0.38
1614822600,1715.5445000000,1715.7595000000,1714.3865000000,1715.1495000000,0.27
1614822900,1714.9865000000,1715.3145000000,1714.4245000000,1715.3145000000,0.21
1614823200,1715.3195000000,1716.1945000000,1714.2700000000,1715.3800000000,0.37
1614823500,1715.3950000000,1716.2945000000,1714.7600000000,1714.9000000000,0.26
1614823800,1714.9050000000,1714.9200000000,1714.3950000000,1714.5915000000,0.24
1614824100,1714.5770000000,1714.9055000000,1713.7980000000,1713.8730000000,0.30
1614824400,1713.8830000000,1714.7285000000,1712.8920000000,1712.9715000000,0.32
1614824700,1712.9515000000,1714.1670000000,1712.4430000000,1713.5945000000,0.37
1614825000,1713.6065000000,1714.0845000000,1710.8730000000,1710.8850000000,0.73
1614825300,1710.9050000000,1712.4070000000,1710.6655000000,1711.1945000000,0.77
1614825600,1711.1430000000,1712.5445000000,1710.7495000000,1712.0045000000,0.48
1614825900,1711.9795000000,1712.7555000000,1711.9245000000,1712.5005000000,0.32
1614826200,1712.5055000000,1712.5335000000,1711.3005000000,1712.4735000000,0.49
1614826500,1712.4835000000,1712.8605000000,1711.6345000000,1712.4250000000,0.49
1614826800,1712.4350000000,1712.8150000000,1711.3650000000,1712.0455000000,0.43
1614827100,1712.0205000000,1712.1545000000,1711.0905000000,1711.7650000000,0.43
1614827400,1711.7850000000,1712.2495000000,1711.3550000000,1711.3755000000,0.32
1614827700,1711.3555000000,1711.4900000000,1710.8725000000,1711.1350000000,0.31
1614828000,1711.1695000000,1711.3195000000,1709.8650000000,1710.0450000000,0.45
1614828300,1710.0250000000,1710.8745000000,1709.6755000000,1710.3025000000,0.40
1614828600,1710.3195000000,1710.4155000000,1709.9105000000,1710.2155000000,0.34
1614828900,1710.2200000000,1710.4245000000,1709.9050000000,1710.1225000000,0.49
1614829200,1710.1215000000,1710.5495000000,1709.6455000000,1709.7550000000,0.32
1614829500,1709.7680000000,1710.2995000000,1709.6215000000,1709.7030000000,0.50
1614829800,1709.7030000000,1710.2430000000,1709.6130000000,1709.9995000000,0.39
1614830100,1709.9895000000,1710.1445000000,1709.3845000000,1709.6275000000,0.29
1614830400,1709.6225000000,1709.6650000000,1708.5075000000,1708.5675000000,0.50
1614830700,1708.5825000000,1709.0050000000,1706.7515000000,1709.0050000000,0.57
1614831000,1708.8900000000,1711.2515000000,1708.8050000000,1710.2050000000,0.43
1614831300,1710.2065000000,1710.8815000000,1709.9650000000,1710.4950000000,0.28
1614831600,1710.5195000000,1711.5795000000,1710.2550000000,1711.3455000000,0.28
1614831900,1711.3105000000,1713.9595000000,1711.1955000000,1712.9800000000,0.46
1614832200,1712.9155000000,1713.4280000000,1712.5200000000,1713.0905000000,0.33
1614832500,1713.1005000000,1715.1600000000,1713.0055000000,1714.5315000000,0.39
1614832800,1714.5215000000,1715.2665000000,1714.2115000000,1715.0665000000,0.40
1614833100,1715.0565000000,1715.5665000000,1713.7710000000,1714.0455000000,0.42
1614833400,1714.0435000000,1714.8005000000,1713.7005000000,1714.5205000000,0.38
1614833700,1714.5305000000,1715.2055000000,1714.4255000000,1715.1205000000,0.35
1614834000,1715.1105000000,1715.2685000000,1714.4145000000,1714.5555000000,0.43
1614834300,1714.5670000000,1715.6305000000,1714.4155000000,1715.2455000000,0.34
1614834600,1715.2255000000,1715.9755000000,1714.7425000000,1714.7800000000,0.31
1614834900,1714.8000000000,1715.3655000000,1714.6475000000,1715.0300000000,0.21
1614835200,1715.0375000000,1715.6630000000,1714.9000000000,1715.1530000000,0.36
1614835500,1715.1630000000,1715.2195000000,1714.8385000000,1714.8985000000,0.34
1614835800,1714.9235000000,1716.4755000000,1714.5955000000,1716.4405000000,0.64
1614836100,1716.4555000000,1720.1055000000,1716.2955000000,1718.7300000000,0.66
1614836400,1718.8220000000,1718.9400000000,1717.3190000000,1717.4415000000,0.54
1614836700,1717.4515000000,1718.9395000000,1717.2400000000,1718.4045000000,0.38
1614837000,1718.4245000000,1719.7505000000,1717.7040000000,1719.4785000000,0.58
1614837300,1719.4945000000,1719.5695000000,1718.1825000000,1718.2805000000,0.51
