ts,o,h,l,c,v
1612915200,1836.2250000000,1837.2350000000,1836.2150000000,1837.1335000000,0.25
1612915500,1837.1085000000,1837.3150000000,1836.8700000000,1837.1650000000,0.15
1612915800,1837.1500000000,1837.6835000000,1837.1500000000,1837.4185000000,0.12
1612916100,1837.4165000000,1838.0485000000,1836.9735000000,1837.8585000000,0.14
1612916400,1837.8635000000,1838.3185000000,1837.6635000000,1837.8750000000,0.16
1612916700,1837.8900000000,1837.9250000000,1836.9350000000,1837.0635000000,0.24
1612917000,1837.0800000000,1837.2100000000,1836.7000000000,1836.8565000000,0.20
1612917300,1836.8515000000,1836.8515000000,1836.2800000000,1836.3415000000,0.14
1612917600,1836.3515000000,1836.4000000000,1835.7200000000,1835.8600000000,0.17
1612917900,1835.9000000000,1836.3035000000,1835.4650000000,1836.2285000000,0.18
1612918200,1836.2635000000,1836.8685000000,1835.9550000000,1836.4600000000,0.22
1612918500,1836.4485000000,1836.6835000000,1836.0135000000,1836.6235000000,0.18
1612918800,1836.5935000000,1837.6950000000,1836.5650000000,1836.8250000000,0.45
1612919100,1836.7900000000,1837.2950000000,1834.4920000000,1834.8400000000,0.45
1612919400,1834.8550000000,1835.2900000000,1834.1450000000,1835.1650000000,0.40
1612919700,1835.1015000000,1836.6785000000,1835.0385000000,1836.6785000000,0.41
1612920000,1836.6835000000,1837.0100000000,1836.4300000000,1836.8750000000,0.27
1612920300,1836.8900000000,1837.6350000000,1836.6900000000,1837.5650000000,0.27
1612920600,1837.5750000000,1837.5800000000,1835.7250000000,1836.9550000000,0.40
1612920900,1836.9150000000,1837.3020000000,1836.3665000000,1836.5315000000,0.35
1612921200,1836.5485000000,1837.4615000000,1836.5165000000,1837.3015000000,0.30
1612921500,1837.3065000000,1838.1265000000,1837.2815000000,1837.5895000000,0.56
1612921800,1837.5845000000,1839.5635000000,1837.5845000000,1839.5000000000,0.95
1612922100,1839.4900000000,1840.2085000000,1839.3500000000,1839.7240000000,0.61
1612922400,1839.7230000000,1841.5135000000,1839.7100000000,1841.4785000000,0.88
1612922700,1841.4835000000,1841.5265000000,1840.1000000000,1840.4100000000,0.43
1612923000,1840.4000000000,1840.9980000000,1840.3050000000,1840.6950000000,0.34
1612923300,1840.6910000000,1840.8350000000,1839.7415000000,1839.9265000000,0.32
1612923600,1839.9215000000,1840.0935000000,1839.5065000000,1839.6265000000,0.18
1612923900,1839.6315000000,1839.9165000000,1838.9565000000,1839.2585000000,0.22
1612924200,1839.2635000000,1840.6895000000,1839.2635000000,1840.5135000000,0.70
1612924500,1840.5235000000,1841.3985000000,1840.5135000000,1841.3235000000,0.86
1612924800,1841.3100000000,1842.5835000000,1841.0835000000,1841.8795000000,0.62
