ts,o,h,l,c,v
1611705600,1851.4135000000,1851.5785000000,1850.2500000000,1850.5315000000,0.26
1611705900,1850.5250000000,1850.5250000000,1849.7060000000,1849.8510000000,0.15
1611706200,1849.8460000000,1849.9585000000,1849.5310000000,1849.9100000000,0.16
1611706500,1849.9050000000,1850.1650000000,1849.8450000000,1849.9750000000,0.12
1611706800,1849.9715000000,1850.2485000000,1849.9715000000,1850.0835000000,0.14
1611707100,1850.0935000000,1850.2500000000,1850.0585000000,1850.2350000000,0.09
1611707400,1850.2150000000,1850.6750000000,1849.4850000000,1850.2635000000,0.19
1611707700,1850.2585000000,1850.4235000000,1849.6585000000,1849.7085000000,0.12
1611708000,1849.6985000000,1849.7235000000,1848.8735000000,1849.1050000000,0.14
1611708300,1849.1200000000,1849.1600000000,1848.7660000000,1848.9685000000,0.19
1611708600,1848.9635000000,1848.9785000000,1847.6850000000,1848.6850000000,0.30
1611708900,1848.6550000000,1849.2200000000,1848.5950000000,1849.0800000000,0.21
1611709200,1849.0750000000,1849.1700000000,1846.6300000000,1846.7735000000,0.57
1611709500,1846.7300000000,1847.2165000000,1845.1935000000,1847.1815000000,0.55
1611709800,1847.1965000000,1847.5065000000,1846.8415000000,1847.0285000000,0.32
1611710100,1847.0335000000,1847.8665000000,1846.8115000000,1847.5600000000,0.32
1611710400,1847.5800000000,1848.8165000000,1847.1500000000,1848.4965000000,0.41
1611710700,1848.5165000000,1848.9300000000,1847.7300000000,1848.9000000000,0.33
1611711000,1848.9150000000,1848.9550000000,1848.5600000000,1848.8970000000,0.30
1611711300,1848.8820000000,1848.9920000000,1847.0285000000,1847.7565000000,0.42
1611711600,1847.7465000000,1848.0835000000,1846.9315000000,1846.9465000000,0.37
1611711900,1846.9415000000,1846.9665000000,1844.3615000000,1845.5350000000,0.69
1611712200,1845.5150000000,1845.9650000000,1843.4315000000,1845.6785000000,0.68
1611712500,1845.6600000000,1846.4400000000,1845.4650000000,1846.2285000000,0.51
1611712800,1846.2450000000,1846.2585000000,1845.4865000000,1845.7050000000,0.50
1611713100,1845.7450000000,1846.5450000000,1845.6050000000,1846.1900000000,0.34
1611713400,1846.1600000000,1846.2500000000,1845.2100000000,1845.2400000000,0.29
1611713700,1845.2450000000,1846.2600000000,1845.2015000000,1845.4635000000,0.29
1611714000,1845.4485000000,1845.4485000000,1844.4900000000,1844.5765000000,0.30
1611714300,1844.5950000000,1845.4550000000,1844.5400000000,1845.2950000000,0.20
1611714600,1845.2650000000,1846.3400000000,1845.0300000000,1846.0010000000,0.48
1611714900,1845.9710000000,1846.5360000000,1845.8285000000,1846.3500000000,0.40
1611715200,1846.3400000000,1846.6900000000,1846.2650000000,1846.5250000000,0.24
1611715500,1846.5100000000,1847.5835000000,1846.1465000000,1847.4865000000,0.39
1611715800,1847.4915000000,1847.9170000000,1847.3950000000,1847.5100000000,0.24
1611716100,1847.4960000000,1848.4635000000,1847.3000000000,1847.9560000000,0.27
1611716400,1847.9360000000,1848.2185000000,1847.3350000000,1847.6800000000,0.36
1611716700,1847.6650000000,1848.0400000000,1846.9950000000,1847.3050000000,0.31
1611717000,1847.3100000000,1847.3300000000,1846.8140000000,1847.2500000000,0.31
1611717300,1847.3000000000,1847.9435000000,1846.9200000000,1847.3860000000,0.41
1611717600,1847.4060000000,1847.5735000000,1847.0640000000,1847.5035000000,0.27
1611717900,1847.5240000000,1848.0285000000,1847.3450000000,1847.4750000000,0.36
1611718200,1847.4365000000,1847.4850000000,1847.1815000000,1847.3650000000,0.19
1611718500,1847.3500000000,1847.5010000000,1847.1860000000,1847.4410000000,0.22
1611718800,1847.4310000000,1847.6610000000,1847.1850000000,1847.2615000000,0.27
1611719100,1847.2665000000,1847.4235000000,1846.6815000000,1846.7465000000,0.25
1611719400,1846.7335000000,1846.7335000000,1845.3815000000,1845.3815000000,0.30
1611719700,1845.3515000000,1845.6835000000,1845.2100000000,1845.5700000000,0.35
1611720000,1845.5800000000,1846.2260000000,1845.5100000000,1845.9050000000,0.22
1611720300,1845.9200000000,1845.9560000000,1845.6600000000,1845.8965000000,0.15
1611720600,1845.8915000000,1846.1415000000,1845.6850000000,1845.7425000000,0.17
1611720900,1845.7275000000,1846.0710000000,1845.6060000000,1845.8165000000,0.17
1611721200,1845.8010000000,1846.1660000000,1845.6300000000,1845.8835000000,0.18
1611721500,1845.8260000000,1846.2585000000,1845.8110000000,1845.9835000000,0.13
1611721800,1845.9810000000,1846.2085000000,1845.7865000000,1845.8700000000,0.11
1611722100,1845.8650000000,1846.4135000000,1845.8465000000,1846.3900000000,0.16
1611722400,1846.3985000000,1847.2600000000,1846.2350000000,1847.1260000000,0.20
1611722700,1847.1360000000,1847.1635000000,1846.9415000000,1847.0060000000,0.16
1611723000,1847.0010000000,1847.0860000000,1846.7860000000,1847.0060000000,0.17
1611723300,1846.9960000000,1847.5885000000,1846.8765000000,1847.5350000000,0.22
1611723600,1847.5260000000,1847.8260000000,1847.4460000000,1847.7660000000,0.22
1611723900,1847.7810000000,1847.9665000000,1847.5785000000,1847.7115000000,0.20
1611724200,1847.7065000000,1847.9250000000,1847.5710000000,1847.5775000000,0.20
1611724500,1847.5790000000,1847.7350000000,1847.0715000000,1847.4560000000,0.24
1611724800,1847.4610000000,1847.7400000000,1846.7710000000,1846.8065000000,0.14
