ts,o,h,l,c,v
1611792000,1840.0210000000,1840.4300000000,1839.0865000000,1839.2260000000,0.53
1611792300,1839.2210000000,1839.7110000000,1838.2315000000,1838.6635000000,0.50
1611792600,1838.6735000000,1839.2485000000,1836.8245000000,1838.0240000000,0.48
1611792900,1838.0385000000,1839.1565000000,1837.7365000000,1838.2065000000,0.42
1611793200,1838.1815000000,1839.4335000000,1838.1015000000,1839.1815000000,0.30
1611793500,1839.1885000000,1839.9835000000,1838.3020000000,1838.3585000000,0.40
1611793800,1838.3620000000,1839.7200000000,1837.6290000000,1839.5420000000,0.42
1611794100,1839.5470000000,1840.5515000000,1838.9915000000,1840.5515000000,0.36
1611794400,1840.5565000000,1840.5615000000,1839.0515000000,1839.6310000000,0.33
1611794700,1839.6165000000,1839.6165000000,1838.3315000000,1838.5365000000,0.36
1611795000,1838.5385000000,1840.4785000000,1838.4560000000,1839.4535000000,0.63
1611795300,1839.3565000000,1840.5040000000,1839.2360000000,1840.0500000000,0.42
1611795600,1840.0150000000,1840.4465000000,1839.0300000000,1840.2285000000,0.82
1611795900,1840.2335000000,1840.5850000000,1837.9450000000,1838.1700000000,0.73
1611796200,1838.2385000000,1838.9985000000,1837.4090000000,1837.6420000000,0.75
1611796500,1837.6370000000,1838.2415000000,1836.9365000000,1837.5570000000,0.47
1611796800,1837.5520000000,1838.2695000000,1836.7285000000,1837.3950000000,0.61
1611797100,1837.4050000000,1837.6900000000,1835.9400000000,1836.7840000000,0.50
1611797400,1836.7790000000,1836.7790000000,1834.9735000000,1835.1770000000,0.74
1611797700,1835.1820000000,1836.1735000000,1834.1120000000,1834.7465000000,0.57
1611798000,1834.7615000000,1836.9335000000,1834.7315000000,1836.9100000000,0.53
1611798300,1836.8800000000,1837.6840000000,1836.0590000000,1837.5420000000,0.45
1611798600,1837.5470000000,1838.2035000000,1835.3155000000,1836.1015000000,0.53
1611798900,1836.0965000000,1837.3550000000,1836.0965000000,1836.2200000000,0.45
1611799200,1836.2100000000,1837.9885000000,1836.1000000000,1837.2190000000,0.50
1611799500,1837.2240000000,1837.8640000000,1836.6490000000,1837.4900000000,0.44
1611799800,1837.4840000000,1837.9250000000,1836.3315000000,1836.6050000000,0.47
1611800100,1836.5940000000,1837.9650000000,1836.5700000000,1837.5650000000,0.27
1611800400,1837.5900000000,1839.2385000000,1837.4050000000,1838.0765000000,0.42
1611800700,1838.0415000000,1838.1585000000,1836.8710000000,1836.9715000000,0.34
1611801000,1836.9265000000,1838.7565000000,1836.2685000000,1838.5640000000,0.46
1611801300,1838.5690000000,1839.1035000000,1837.4610000000,1837.5510000000,0.46
1611801600,1837.5035000000,1837.8050000000,1836.7610000000,1837.0110000000,0.40
1611801900,1837.0260000000,1837.3900000000,1835.5700000000,1836.2465000000,0.60
1611802200,1836.2350000000,1836.8350000000,1835.4265000000,1836.3770000000,0.49
1611802500,1836.3520000000,1837.8700000000,1836.2385000000,1837.7315000000,0.46
1611802800,1837.7300000000,1837.7300000000,1836.6310000000,1837.2860000000,0.43
1611803100,1837.2810000000,1838.0010000000,1836.9310000000,1837.5950000000,0.43
1611803400,1837.6050000000,1838.0100000000,1837.0750000000,1837.4400000000,0.34
1611803700,1837.4500000000,1837.8785000000,1836.7400000000,1837.5200000000,0.34
1611804000,1837.5350000000,1838.2635000000,1836.8265000000,1837.0315000000,0.40
1611804300,1837.0365000000,1837.4715000000,1836.4450000000,1836.9900000000,0.41
1611804600,1836.9750000000,1837.8715000000,1836.9550000000,1837.1450000000,0.31
1611804900,1837.1600000000,1837.6415000000,1836.8650000000,1837.1600000000,0.37
1611805200,1837.1515000000,1837.6715000000,1837.0950000000,1837.5565000000,0.30
1611805500,1837.5665000000,1837.6615000000,1837.0365000000,1837.2415000000,0.29
1611805800,1837.2465000000,1837.5715000000,1837.1065000000,1837.5715000000,0.24
1611806100,1837.5665000000,1838.1885000000,1837.4635000000,1838.0250000000,0.26
1611806400,1838.0415000000,1838.4365000000,1837.7850000000,1838.3765000000,0.29
1611806700,1838.3710000000,1838.5065000000,1837.4165000000,1837.4215000000,0.27
1611807000,1837.4115000000,1837.6900000000,1837.2115000000,1837.6600000000,0.17
1611807300,1837.6450000000,1838.1600000000,1837.5450000000,1837.8950000000,0.21
1611807600,1837.8800000000,1838.5650000000,1837.5250000000,1838.3400000000,0.21
1611807900,1838.3185000000,1838.7800000000,1837.6500000000,1838.6815000000,0.24
1611808200,1838.6650000000,1838.8615000000,1838.0900000000,1838.3100000000,0.25
1611808500,1838.3000000000,1838.3000000000,1837.8300000000,1837.8750000000,0.20
1611808800,1837.8650000000,1838.4200000000,1837.8165000000,1838.0715000000,0.16
1611809100,1838.0765000000,1838.3865000000,1837.3915000000,1837.4000000000,0.21
1611809400,1837.4185000000,1838.2650000000,1837.2085000000,1838.1500000000,0.20
1611809700,1838.1465000000,1838.2985000000,1837.2400000000,1837.2700000000,0.20
1611810000,1837.2600000000,1837.8615000000,1836.9100000000,1837.8065000000,0.28
1611810300,1837.8115000000,1838.3050000000,1837.7400000000,1838.0650000000,0.22
1611810600,1838.0300000000,1838.2300000000,1837.8835000000,1838.1665000000,0.21
1611810900,1838.1230000000,1838.6165000000,1838.0000000000,1838.5915000000,0.23
1611811200,1838.5465000000,1838.7515000000,1837.5600000000,1837.6950000000,0.23
1611811500,1837.7150000000,1838.9485000000,1837.6950000000,1838.3215000000,0.30
1611811800,1838.3165000000,1838.8415000000,1837.7365000000,1838.1200000000,0.44
1611812100,1838.1350000000,1839.3315000000,1838.0150000000,1838.9415000000,0.38
1611812400,1838.9585000000,1839.2115000000,1838.2415000000,1838.3635000000,0.34
1611812700,1838.3650000000,1838.3650000000,1837.3400000000,1837.5700000000,0.31
1611813000,1837.5550000000,1837.5550000000,1836.5265000000,1837.0935000000,0.55
1611813300,1837.0885000000,1837.3915000000,1836.8715000000,1836.9985000000,0.40
1611813600,1836.9885000000,1836.9935000000,1835.5050000000,1836.0550000000,0.49
1611813900,1836.0465000000,1836.4580000000,1835.5035000000,1835.9865000000,0.47
1611814200,1835.9915000000,1836.2915000000,1835.1815000000,1835.2615000000,0.40
1611814500,1835.2765000000,1836.4000000000,1835.2765000000,1835.8835000000,0.37
1611814800,1835.8735000000,1836.7685000000,1835.7650000000,1836.6935000000,0.26
1611815100,1836.7035000000,1837.1135000000,1836.2335000000,1837.0865000000,0.28
1611815400,1837.0915000000,1837.3035000000,1836.6415000000,1837.1935000000,0.31
1611815700,1837.2035000000,1837.6085000000,1836.9335000000,1836.9335000000,0.26
1611816000,1836.9285000000,1838.1050000000,1836.9285000000,1838.0850000000,0.24
1611816300,1838.0785000000,1838.0850000000,1837.6150000000,1837.8985000000,0.25
1611816600,1837.9085000000,1837.9665000000,1836.6350000000,1836.7515000000,0.34
1611816900,1836.7600000000,1837.9915000000,1836.7600000000,1837.3135000000,0.33
1611817200,1837.3085000000,1837.4085000000,1835.6615000000,1835.7550000000,0.41
1611817500,1835.7350000000,1836.4215000000,1834.7450000000,1835.1250000000,0.56
1611817800,1835.1385000000,1837.3400000000,1835.0300000000,1836.9750000000,0.51
1611818100,1836.9715000000,1837.5165000000,1836.4585000000,1836.7885000000,0.43
1611818400,1836.7785000000,1836.7785000000,1835.0585000000,1835.7300000000,0.47
1611818700,1835.7100000000,1836.8015000000,1834.8200000000,1835.4935000000,0.54
1611819000,1835.5150000000,1836.4415000000,1834.7165000000,1834.8350000000,0.51
1611819300,1834.8300000000,1836.1150000000,1834.2150000000,1835.8915000000,0.66
1611819600,1835.9000000000,1835.9150000000,1834.6250000000,1834.7400000000,0.44
1611819900,1834.6950000000,1836.0815000000,1834.6800000000,1835.5200000000,0.56
1611820200,1835.5150000000,1836.4735000000,1835.3200000000,1836.4365000000,0.51
1611820500,1836.4465000000,1836.8250000000,1835.9115000000,1836.3165000000,0.43
